identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,images_5,images_6,avantages_dateFin,avantages_categorie,nro_paginas,page
14641,5603722513879,1500.0,Pleno,"Tisana de chá verde/limão light, de 1,5 l",,1.59,1.06,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F6BF791EA11EAC23396FF6DFA2CA04B8.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
50630,5603722521461,1208.0,Mimosa,"Iogurte magro liquido de ananas e manga, 8x151ml",,2.99,2.48,1208,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/391469C60827762112BDD90CD5A7ACC1.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
54522,8720181509988,750.0,Vaseline,"Gel de banho hidra essencial, 750ml",,3.14,4.19,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AD31D1AC1C03A164A4B17AFAD559A4D0.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
13048,2893561000000,250.0,Marisco,Ameijoa Branca Vietnamita Congelada,Vendido a partir de 250 gr  (aprox.),0.5,1.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EB1BC296FF41180E6F3E1626AD4F78AA.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
46770,7613287238290,9000.0,Friskies,Ração seca para cão active,Embalagem de 9 kg,17.54,1.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/87E5E98AAB65EA72424F3136636153B9.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
12909,2892005000000,250.0,Fruta,Laranja Económica,1 un = 250 gr  (aprox.),0.22,0.89,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/67E13FD34B36BCD37E12339EB836171D.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
50312,5604260312504,700.0,Alma pura,Aguardente,Garrafa de 0.70 l,12.0,17.14,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AC6E4ED9BEA79B6EC6A6865834F513BA.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
12888,2892090000000,500.0,Fruta,Manga Avião,1 un=500 gr (aprox.),2.0,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A3E5B8447376E0E91C2C4BB7B1444B76.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/842EA0C904154D230A3A6F63A245D264.jpg,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
13781,2892323000000,250.0,Fruta,Uva Red Globe,1 un = 250 gr  (aprox.),0.8,3.19,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0CB9D5C0FE47F5D642EA2D42574AAC35.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
14882,2891118000000,1600.0,Frango,Frango Inteiro Grande,1 un = 1.6 kg (aprox.),3.66,2.29,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3581EC31F0B1F288A68020FE172EC513.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
8383,5601049132995,1000.0,Mimosa,"Leite uht meio gordo, embalagem de 1litro",,0.89,0.89,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6FB52C843F677BD37D399D45BB10B38B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AE810093A08CEBD60415DCC626CF5804.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A0562293538F541B1B99592AA046327B.jpg,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
12889,2892175000000,150.0,Fruta,Kiwi categoria II,1 un = 150 gr (aprox.),0.45,2.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/39D74C337E358C98856B0EB2FC79D7A8.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
11961,5603722505607,1000.0,Mimosa,"Leite sem lactose meio gordo, de 1l",,1.29,1.29,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A98ED8A0E5E675A3AC1A551BCE75B0AB.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E57BFE09E8D859BDBE1705476BB9F1B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E1F70144AAFCC0EAEBFF05614177D009.jpg,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
36774,5604260300686,640.0,PorSi,"Iogurte liquido stracciatella,  4 x 160 g",,1.29,2.02,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6CC82B08FFB7D4379F1B37DDDE2A4AE9.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
11925,5603089002221,200.0,Parmalat,"Nata uht para culinária, embalagem de 200 ml",,0.91,4.55,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6D33922CAD380AFD4F287905CBB6BE3F.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
13915,2891249000000,2000.0,Peru,Perna com Osso,Vendido ao peso,8.98,4.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EA6C55F440DB29FDE55EB019973B1FE5.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
18296,5604260278428,640.0,PorSi,"Iogurte líquido pinacolada,  4 x 160 g",,1.29,2.02,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/18CCE0A2A676FEB83BAB491960F20E9E.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
29613,5604260283538,1000.0,PorSi Viva Bem,Bebida de Aveia,1 l,0.99,0.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1EE40BC1DA49C5CE3D084214B1D3D3B9.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
42776,5604260304714,200.0,PorSi,Fiambre da pá fatiado,200 g,1.59,7.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8A131F94BE57C970A8C2BBD2F93B5A56.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
52144,5604260295449,90.0,PorSi,Batatas Fritas Onduladas Wavy,Embalagem de 90g,0.79,8.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8567836B6F1FBBDE327A1E8B86E6FE80.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
9293,5603722493942,250.0,Primor,Manteiga pasteurizada com sal cuvet,Embalagem de 250g,2.14,8.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F3F4D9FDF2A69DC31DE35D801759C2EE.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
17174,2891285000000,1000.0,Novilho,Costeletão,Vendido ao peso a partir de 1 kg,10.49,10.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3119B572BBCB66D5B0D8D4234718B722.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
23276,5604260281299,175.0,PorSi,Salada Gourmet Programa Origens,Embalagem de 175g,1.29,7.37,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B8FE4793F676EB4D411F04A36543FE6.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
28607,5604260278442,640.0,PorSi,"Iogurte líquido morango/banana,  4 x 160 g",,1.29,2.02,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/447BBD3B74588222DD6837C3B2BE4D8D.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
30168,2696660000000,80.0,Padaria,Cacetinho de Trigo,80 g,0.2,2.5,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/061A32F66C5467484869F7F4ECEA0767.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
36170,5604260295654,1000.0,PorSi,Batata pré-frita palito,Embalagem de 1 kg,1.99,1.99,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CF4C3E7B4CE8656CEB5876B96DD4C997.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
36667,5604260294374,1000.0,PorSi,Arroz Agulha América do Sul,Embalagem de 1 kg,1.45,1.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/760340CDA1C73D35008E600311C41F68.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
52880,8719200267794,450.0,Becel,"Creme vegetal de barrar com sabor a manteiga, 450g",,3.56,7.91,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E2EFE8BE5E96AF9FCA9D840059BF696C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/287D301C66C180312FAA8A3BAE7EA710.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/287D301C66C180312FAA8A3BAE7EA710.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/287D301C66C180312FAA8A3BAE7EA710.jpg,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
931,5601001228100,300.0,Nestum,Nestum flocos de cereais com mel,Embalagem de 300g,2.24,7.47,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/82B368094FF4C269D04DE75FB30D7775.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
1293,5601151398104,630.0,Compal,"Pack de 3 embalagens de polpa de tomate, embalagem de 630g",,1.49,2.37,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BC7D38B0892D2B72B99AEECF05E81523.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
13821,2892597000000,200.0,Legumes,Tomate Cacho,1 un = 200 gr (aprox.),0.34,1.69,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FD67F77AFAB450B6A4FA38E0279E6686.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
14038,2696013000000,80.0,Padaria,Bola mistura,1 unidade= 80 g,0.19,2.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/509539D5119FE663643D444B9A3F9D6A.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
14865,2696212000000,,Pastelaria,Folhado Misto 90 g,,0.69,0.69,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/164C27A781A7C68A965295D85BB7D95F.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
15156,2892099000000,500.0,Fruta,Papaia Avião,1 un = 500 g (aprox.),1.95,3.89,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/103067E524772C956478A94460D63E34.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
15279,5604260276356,200.0,PorSi,Queijo flamengo fatiado,Embalagem de 200G,1.89,9.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/85DD1F9692D11A8FD3C2C7B23D4282CC.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
15800,7613035078369,125.0,Nescafé,"Cappuccino intenso, embalagem de 130g",,2.99,23.92,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/61DADA7427797DA3A992DAC69018853B.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
18298,5604260278459,640.0,PorSi,"Iogurte líquido morango,  4 x 160 g",,1.29,2.02,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5AA15072FFE4E6E4A9DFE7A08632C5BC.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
19447,5604260278473,640.0,PorSi,"Iogurte líquido de frutos vermelhos,  4 x 160 g",,1.29,2.02,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E5E8E165201F83E6573606F360D4FBE1.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
2309,5604260271801,2000.0,PorSi,Refrigerante de cola zero,Garrafa de 2 l,0.79,0.4,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B3B2D30749328B98E0A5409203C1AF4C.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
23278,5604260281282,250.0,PorSi,Salada toscana Programa Origens,embalagem de 250 g,1.49,5.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/829819BF310BA689C7002E0655E64BF5.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
23582,5604260281275,175.0,PorSi,Salada premium Origens,embalagem de 175 g,1.29,7.37,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A8F765E7D8A6C281765A51B35764D182.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
26091,7613036115575,550.0,Nestlé,Cereais estrelitas,Embalagem de 550g,3.49,6.35,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/90505B63FB20AF187537F3B46DDB9B86.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
31551,8414100333241,250.0,Schweppes,"Schweppes tónica zero, garrafa de 250 ml",,0.72,2.88,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4DBFD7A80C20CF9D74FFDE40B52421E2.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
44104,2696661000000,90.0,Padaria,Cacetinho de trigo integral,90 g,0.2,2.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC4B31D5116A1A43F4BD72090A42EAD2.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
48040,5604260320615,640.0,PorSi Viva Bem,"Iogurte líquido magro frutos vermelhos,  4x160 ml",,1.29,2.02,640,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/54F1803BAD20785BC4084634149B8F8C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8BCFC316C76164C4EB30E1CA8663C5AA.jpg,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
48297,5604260320721,200.0,PorSi Viva Bem,Queijo flamengo fatias light,Embalagem de 200g,1.89,9.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/70AA2E56EA03F7DEC7BCFB6E81C245ED.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
49463,8445290250322,600.0,Nestum,Flocos Cereais Mel,Embalagem de 600g,3.79,6.32,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4A0A62606AC144021ED115E1FAB3D0CE.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
544,3228881083326,30.0,Lipton,"20 saquetas chá noite tranquila, embalagem de 30g",,2.1,70.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/918429936BF1A7F518EA4E4A9580CA69.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
54828,5601164906273,7000.0,Super Bock,"Cerveja, 35 x 20 cl",,13.99,2.0,7000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3EEAE55F901F69F71712A095227D1F3E.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
9315,5603722509544,1000.0,Mimosa,"Leite 0% lactose magro, de 1l",,1.29,1.29,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0350D0DE44A653A9AB01722B06443E94.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC5219EC1E15E09529E323B7D196FADA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC48BFFA4281D8016E9FB40168ED4485.jpg,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
11523,5601051410029,250.0,Primor,"Manteiga com sal, 250g",,2.09,8.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6515E45A6FB2F6024F4DECB68FB265B3.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
1195,5601119230224,650.0,Nobre,"Salsichas extra suculentas, frasco de 650 g",,2.09,3.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F74C2FC7C8B9C0B3ED0E43FFE3B59991.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
1228,5601146230518,1500.0,Joi,"Refrigerante sem gás, laranja, garrafa de 1,5 l",,1.29,0.86,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9CFD5D319CF23E8EEE61B6DFE693387D.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
1323,5601163020512,9000.0,Luso,"Água sem gás, pack 6 x 1.5 l",,3.59,0.4,9000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/001A786D3A6068914B18C4EF27206C2E.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
13373,2893800000000,750.0,Bacalhau,Bacalhau Corrente da Noruega,1 un= 750 g (aprox.),7.12,9.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D74E09EC00B79A52E13EB6B9341BD6BA.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
13625,2893620000000,300.0,Peixaria,Salmão de viveiro à posta,1 un. = 300 g (aprox.),3.9,12.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A170DAF9DE78983CFA7E8DD1EFE6A371.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
13839,2891006000000,800.0,Novilho,Bife da Pá,Vendido ao peso a partir de 800 g,9.19,11.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5626B1315F40E59D057B37FBCA18064B.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
18295,5604260278411,640.0,PorSi,"Iogurte líquido morango/cereais,  4 x 160 g",,1.29,2.02,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/77FF2EFA6010C76FAECF5B9D28E76BCE.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
2074,5604260193554,1000.0,PorSi,Néctar pera,Embalagem de 1 l,0.99,0.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EC5D7235941CEBB11AB8301EBCF4E95C.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
22335,5000116110940,420.0,Capitão Iglo,"15 douradinhos, embalagem de 420g",,4.99,11.88,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3973A8C90F686ECB72E76C3B0A0492D4.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
2237,5604260267200,1000.0,PorSi,"Néctar frutos vermelhos, prisma",Embalagem de 1 l,1.09,1.09,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/603718AD338D3557433C94F8C4C28BE1.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
251,2696001000000,400.0,Padaria,Baguete,400 g,0.79,1.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/42C2E126B9E5B84C243F0668DEC3869F.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
26177,5603722514470,1000.0,Matinal,"Leite seleccionado leve, de 1l",,1.08,1.08,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3414EC19C8611CE7E0D99781254117D1.jpg,,,,,,,2025-05-07T23:59:59.999999999+01:00,PROSPECTUS,9,1
