identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,images_5,images_6,avantages_dateFin,avantages_categorie,nro_paginas,page
20587,5601174272009,750.0,JMF,"Vinho regional península de setúbal tinto, garrafa de 750 ml",,2.19,2.92,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6FB85D2D1F62FB6BD903CE0263E5474B.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
42776,5604260304714,200.0,PorSi,Fiambre da pá fatiado,200 g,1.59,7.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8A131F94BE57C970A8C2BBD2F93B5A56.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
12887,2892089000000,500.0,Fruta,Manga Barco,1 un = 500 gr (aprox.),1.25,2.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7DE73DFAB226CDE947BB89C61333D3FE.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
34876,5604260285488,1500.0,PorSi,Maçã starking categoria II Programa Origens,Embalagem de 1.5 kg,1.79,1.19,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA6B73374DD1E7B1436CB2F99D3B721B.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
13954,2891192000000,500.0,Porco,Tiras da Costela/Piano,1 un = 500 gr (aprox.),3.25,6.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7D0B09E93398DFB0B31D06D5AFBD6B99.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
35489,5604260285266,1000.0,PorSi Viva Bem,Leite uht sem lactose meio gordo,1 litro,1.05,1.05,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C75C157CAE99A5A835DA383E6173404B.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
35490,5604260285273,1000.0,PorSi Viva Bem,Leite uht sem lactose magro,1 litro,1.05,1.05,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C0D8FEA6733802713556DC723A8C1BA7.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
12994,2892524000000,100.0,Legumes,Cenoura Granel,1 un = 100 gr (aprox.),0.09,0.89,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5AEDEF3ED6ABEF24EACEE9C46AA7916F.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
19111,5604649918204,500.0,Fruta,Uva Branca sem grainha,Embalagem de 500 g,2.49,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/67F8986763A7150348D1ACB12C17814C.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
21292,5604260263837,250.0,PorSi,Alho Seco,Embalagem: 250 g  ,1.49,5.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9CACD04AEB53BB065A4A6DA5A64A1473.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
2312,5604260271832,355.0,PorSi,Cogumelos laminados 1/2,Embalagem de 355 g,1.19,3.35,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/60708037644026A27C2FB6731A0DAB33.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
34875,5604260285457,1500.0,PorSi,Maçã golden categoria II Programa Origens,Embalagem de 1.5 kg,1.79,1.19,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/56695A5FACFB945E46B511CB21214202.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
36253,5604260290246,200.0,PorSi,Nata uht light para culinária,embalagem de 200 ml,0.75,3.75,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/74793DCDE44A2C870A0969856DFE2B90.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
13262,2893247000000,200.0,Peixaria,Sardinha Fresca,1 un = 200 gr (aprox.),1.0,4.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/66B3AFDFB78EAEB8A16C084E7A27E749.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
13625,2893620000000,300.0,Peixaria,Salmão de viveiro à posta,1 un. = 300 g (aprox.),3.6,11.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A170DAF9DE78983CFA7E8DD1EFE6A371.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
2785,5601363013222,150.0,Ruffles,"Batata frita presunto, embalagem de 150 g",,1.59,10.6,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7C1F8A2720963F6F12F5A2EE9BFB27BF.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
37421,5604260290222,200.0,PorSi,Nata uht,Embalagem de 200 ml,0.79,3.95,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CA639A4F29FBE6D71D02CD3BC30863EF.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
52771,5604260331437,410.0,PorSi,Pizza Romana em Forno de Pedra,Embalagem de 410g,2.45,5.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5600D90A72040F0B3DF39AA1F8D17DB0.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
1114,5601066300780,500.0,Nacional,"Massa de maçarrão riscado, embalagem de 500g",,0.89,1.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6E823110DFCFAB922E5CE2EEC9376131.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
1120,5601066301718,500.0,Nacional,"Massa de espirais, embalagem de 500g",,0.89,1.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B50E4B0B2C4856A819A2FF672D887104.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
23605,5601024335182,1000.0,Fula,Óleo especial fritura,Garrafa de 1 l,1.89,1.89,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/69E445CB49A81927EAD36F899A4FF4A1.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
36728,5604260294343,1000.0,PorSi,Arroz carolino,Embalagem de 1 kg,1.25,1.25,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E73547DEDC8C241F694472535154DB1E.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
41065,5604649919805,300.0,Fruta,Abacate categoria II,Embalagem de 300 g,2.19,7.3,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/93A72763F7A087227DE3798E6EF50F82.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
42236,5604260304288,250.0,PorSi,Café lote normal moagem grossa,Embalagem de 250 g,2.75,11.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/79F8C0CA1CFA8A131860F3D080D78D92.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
42237,5604260304295,250.0,PorSi,Café lote normal moagem fina,Embalagem de 250 g,2.75,11.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D6296EE67B288156ADA4780004CB9CE3.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3020ABB88CFD30C23CBE2A199CA691C4.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3020ABB88CFD30C23CBE2A199CA691C4.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3020ABB88CFD30C23CBE2A199CA691C4.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3020ABB88CFD30C23CBE2A199CA691C4.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3020ABB88CFD30C23CBE2A199CA691C4.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3020ABB88CFD30C23CBE2A199CA691C4.jpg,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
51066,5604260324316,250.0,PorSi Viva Bem,"Queijo fundido light, 250g",,1.99,7.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/88F63BC05D9FDBD7CBBF37390F91DC98.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
52566,5604260329502,555.0,PorSi,Cogumelos Laminados,Pack de 3 x 185 g,2.25,4.05,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CAE31729F1814975AABE2147FB00CFB2.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
9292,5603722493812,250.0,Matinal,"Manteiga magra, embalagem de 250g",,2.49,9.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA91DFCE88DA98DA1BB05E606B3C1FF9.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
9293,5603722493942,250.0,Primor,Manteiga pasteurizada com sal cuvet,Embalagem de 250g,2.19,8.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F3F4D9FDF2A69DC31DE35D801759C2EE.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
10900,3228021920191,250.0,President,"Manteiga fácil de barrar, embalagem de 250g",,3.56,14.24,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AD6F66474E604C53FDAA16EA65E09D09.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
12107,5604260266609,320.0,PorSi,Napolitanas creme cacau,Embalagem de 320g,1.77,5.53,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7E715318E7923DFB0EA8242531AE3823.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
12543,8715035110106,150.0,Kikkoman,"Molho de soja com dispenser, de 150 ml",,2.75,18.33,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3D3E630DEE5977CF2FC3BF40796FA65E.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
1310,5601151979969,140.0,Compal,"Compal da horta concentrado tomate, embalagem de 140g",,0.99,7.07,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AFB213C2AE47899B42B45E2988A779B7.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
14196,5604260272105,540.0,PorSi,Salsichas frasco hot dog,Embalagem 540G,3.49,6.46,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7586CC34D5F9746AF703E2FDCAFEE2C7.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
14897,2892245000000,4000.0,Fruta,Melancia Riscada,Vendido ao peso | 1 un = 4kg (aprox.),5.96,1.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/499A6B9B1699D69723890E8129338912.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
15010,2892545000000,1000.0,Programa Origens,Couve Flor,1 un = 1 kg (aprox.),1.89,1.89,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/93AF9BD404AC9C131A6A0C88150C31D1.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
18619,5014328054756,32.0,Tetley,Chá de frutos vermelhos,Embalagem de 30g,1.84,57.5,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/03305900AD56E77C8397A8E7D50DBFBD.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
19841,0000040052526,125.0,Kit Kat,Chocolate kit kat,Embalagem de 130g,2.59,20.72,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4FD77579F2F8AE789008E9434097CC74.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
2405,5608543000096,15.0,Tetley,"Chá preto, embalagem de 20g",,0.74,49.33,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/60725F7743D3C0E53432295C1F3FD6AE.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
2407,5608543000133,18.0,Tetley,Chá verde,Embalagem de 20g,0.94,52.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/41193B0BE32FD225777DDB9DE2467E1D.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
26091,7613036115575,550.0,Nestlé,Cereais estrelitas,Embalagem de 550g,2.49,4.53,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/90505B63FB20AF187537F3B46DDB9B86.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
2675,8410000802771,160.0,Chips Ahoy!,Bolachas mini chips ahoy,Embalagem de 160g,1.84,11.5,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3707DD444CDD44D20F774875B91B068B.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
405,8712566410910,275.0,Calvé,"Ketchup, embalagem de 275g",,1.48,5.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9E63EED4B27A252289B8979C188F5B40.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0D7B165FF00CA45BD8F6AC077E3CA1EC.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0D7B165FF00CA45BD8F6AC077E3CA1EC.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0D7B165FF00CA45BD8F6AC077E3CA1EC.jpg,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
52880,8719200267794,450.0,Becel,"Creme vegetal de barrar com sabor a manteiga, 450g",,3.56,7.91,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E2EFE8BE5E96AF9FCA9D840059BF696C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/287D301C66C180312FAA8A3BAE7EA710.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/287D301C66C180312FAA8A3BAE7EA710.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/287D301C66C180312FAA8A3BAE7EA710.jpg,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
53295,8414100301240,1000.0,Schweppes,"Água Tónica Regular Zero, garrafa de 1l",,1.65,1.65,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/25F21BC2F18171F01E270025DBAA2EDD.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AEC285B8796F6030DCD987BA7BB072F4.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AEC285B8796F6030DCD987BA7BB072F4.jpg,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
54864,8700216155489,625.0,H&S,"Champô Anticaspa Classic 2 Em 1, 625ml",,7.94,12.7,625,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/78E4F25A4CD7C72808C0FCD1DF120657.jpg,,,,,,,2025-06-11T23:59:59.999999999+01:00,PROSPECTUS,19,1
10639,8712566395514,61.0,Knorr,"Sopa gourmet, cogumelos, embalagem de 60g",,1.99,32.62,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/37AB5E4154A122936DBF40F8E46CCD3D.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
10901,3228022000298,250.0,President,"Manteiga magra baixo teor sal, embalagem de 250g",,2.59,10.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DCFDE09AD10D5DD4255ED225FA75C5F7.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
1102,5601066200080,1000.0,Nacional,"Farinha rainha com fermento, embalagem de 1000g",,1.15,1.15,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F46A8407AE2757268DF4DF863DF2CF4.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
11464,5601018003400,1000.0,Matinal,"Leite seleccionado meio gordo, de 1l",,1.0,1.0,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F34056BF2D07C9D39E218B31081D1FC.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
1188,5601119007970,200.0,Nobre,"Salsichas de porco, lata de 200g",,1.39,6.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F480FC52D56464F3C1B867155F4A37B9.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
1305,5601151862155,500.0,Compal,Polpa de tomate 500g,,1.19,2.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D9FD9B4F4905971874C5E4127C57C62E.jpg,,,,,,,2025-05-28T23:59:59.999999999+01:00,PROSPECTUS,19,1
