identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_libelleCategorie,avantages_dateFin,avantages_categorie,images_0,images_1,images_2,images_3,nro_paginas,page
51183,8006540421499,440.0,Fairy,Detergente Manual Loiça Maxi Poder Original,440 ml,2.99,6.8,440,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E73DD151774203585D69C5C47F32F6FA.jpg,,,,10,5
51535,8410436441858,,Vernel,Amaciador Concentrado Delicado,70 doses,3.49,3.49,0,,€/Unidade,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8ECD583ED79AF08520CD76642589EEE1.jpg,,,,10,5
52994,5601019005977,350.0,Guloso,"Molho Tomate e Manjericão, 350g",,3.55,10.14,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4D66C88670773A45D5167B5E30F2B94F.jpg,,,,10,5
53869,8711295042614,,Koopman,"Pistola de Água Espuma, 26cm",1 un.,1.39,1.39,0,,€/Unidade,,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B96ED440645654464B4CBF639DAF36BF.jpg,,,,10,5
5750,5604055112913,3000.0,Fastio,Agua s/gas,pack 6 x 0.5 l,2.34,0.78,3000,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/272B41D862654A92BCCA7BA89343882E.jpg,,,,10,5
8398,5601050016024,600.0,Danone,"Danacol natural,  6 x 100 g",,2.99,4.98,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F95F766B58ABBBA7608620C57921073C.jpg,,,,10,5
9164,5602154601499,750.0,Adega de Borba,Vinho doc alentejo branco,Garrafa de 0.75 l,2.89,3.85,750,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A3BA3E1F3DC5EDC5F70E270024BFEDDC.jpg,,,,10,5
11116,3600521639221,,Excellence,"Coloração permanente, caramelo avelã, nº 6.41",1 unidade,9.49,9.49,0,,€/Unidade,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EDE5C11388B45D615C78C1EFF7F11BEA.jpg,,,,10,5
12097,5604868001091,1980.0,Serra de Fafe,Água mineral sem gás,"Embalagem de 6x0,33 l",0.99,0.5,1980,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C03BC8FBA59E4596B8A5BE3C16BF5C77.jpg,,,,10,5
1278,5601151123249,1000.0,Bongo,Néctar de laranja,Garrafa de 1 l,1.19,1.19,1000,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ECF3B33743BE09484EEE984BEF29004D.jpg,,,,10,5
14386,5601383025342,235.0,Izidoro,"Salsichas hot dog, frasco",Embalagem de 240g,2.65,11.28,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/94DAD04980BE384F62A189F01B200F20.jpg,,,,10,5
14971,3083681022803,400.0,Bonduelle,"Brocolos natur pré-preparados, congelados",Embalagem de 400g,1.69,4.23,0,kg,€/Kg,Tipo de stockagem,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A7ECF23AAE6D0B80CB5CD4B9FB0B6C43.jpg,,,,10,5
15619,5601164114708,330.0,Super Bock,"Cerveja com álcool, lata",Garrafa de 330 ml,0.59,1.79,330,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/560A12C2F2209E8A5F02C2A11E9D9607.jpg,,,,10,5
15869,8411134117335,,Control,12 Preservativos Adapta Finíssimo XL,,7.69,7.69,0,,€/Unidade,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/48C8C09DD497FC163126603AB206EE9B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/688239E7673C56F339B1B2B0AE89DD0F.jpg,,,10,5
16045,8410793023841,1500.0,Estrela Damm,Cerveja Mini,Pack 6 x 0.25 l ,3.67,2.45,1500,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8816F519BE17174DEC990DF0B02FBABC.jpg,,,,10,5
18083,5601008200017,258.0,Vieira,Bolacha digestive aveia 258g,Embalagem de 258 g,1.79,6.94,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F83AF875AA7966708505018927C302C1.jpg,,,,10,5
18860,3147690060703,700.0,Gibson's,Gin dry,Garrafa de 700 ml,11.49,16.41,700,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/356BCF7639C2931C45526A98D695FA83.jpg,,,,10,5
21523,5602417101582,5000.0,Courelas d'Alqueva,Vinho bag-in-box branco,Garrafa de 5 l,6.49,1.3,5000,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2F5FCD58BADE3ED17E2D7C7BE74ADFB2.jpg,,,,10,5
24408,8714100508022,750.0,Cif,Spray power&shine vidros,Garrafa de 750 ml,2.69,3.59,750,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E8AA5108E43C7671B61378B7143B10F5.jpg,,,,10,5
24586,3600541946293,400.0,Ultra Suave,Condicionador abacate,Embalagem de 400 ml,3.79,9.48,400,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C5EB58C1545FD8E4BAD494C97A04FE68.jpg,,,,10,5
2459,7613031497096,400.0,Nestlé,Fruta para bebé maçã pera +4 meses,Embalagem de 4 x 100 g,2.44,6.1,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3650148F0B7099306F07D0EF8CBAB903.jpg,,,,10,5
2460,7613031501649,400.0,Nestlé,Fruta para bebé maçã banana +4 meses,Embalagem de 4 x 100 g,2.44,6.1,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2ED31B0C460E18911C0B603016079F2F.jpg,,,,10,5
2483,7613032607463,250.0,Cerelac,Papa infantil não láctea 8 cereais e mel +6 meses,Embalagem de 250g,2.39,9.56,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8422E2D873A4D72A80E67E60D5902F1A.jpg,,,,10,5
25218,5998749127049,140.0,Pedigree,Snack cão tasty bites cheesy,Embalagem com 140 g,2.15,15.36,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/702869C8C6CAD9B3AB8CC4223C08C777.jpg,,,,10,5
25813,8426617002572,100.0,Haribo,Gomas happy cola,Embalagem de 100g,0.99,9.9,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/41D1C9EE37DDB2ED1B7C21BC7EB94946.jpg,,,,10,5
25877,5604321027507,200.0,Cemporcento,Bolachas marinheiras integrais,Embalagem de 200g,2.14,10.7,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A91BC3B4D3B3905AF1653186C4F7E01F.jpg,,,,10,6
2750,8410063059280,450.0,Pescanova,15 barrinhas pescada,Embalagem de 450g,4.79,10.64,0,kg,€/Kg,Tipo de stockagem,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E2718F33AA39910DEB8F1D5A2118AE03.jpg,,,,10,6
27775,8410500017699,480.0,Danone,"Activia 0% Frutos Silvestres Cremoso,  4x120 g",,1.99,4.15,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/08EE49F474592B9E303C9C5067F64CA9.jpg,,,,10,6
27776,8410500019846,480.0,Danone,"Activia 0% cocktail de fruta cremoso,  4 x 120 g",,1.99,4.15,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/276E25EA58255AD6CA8BA110EA3F0B5A.jpg,,,,10,6
31419,5604321002085,400.0,Cemporcento,Cem porcento-flocos de aveia grossos,Embalagem de 400g,0.89,2.23,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1BB10482D388AEC6662D6D511A88C919.jpg,,,,10,6
32303,4005900388599,50.0,Nivea,Desodorizante Roll On Black & White Fresh,50 ml,2.69,53.8,50,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2AB0DBFCD3583528F0B2BE7D1AD6DF9C.jpg,,,,10,6
32399,5000204018059,36.0,WC Pato,"Gel Activo Lavanda WC Discos, 2 x 36 ml",,3.49,96.94,36,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9FDD2B1AEAB1C40FDA4488498539CEC8.jpg,,,,10,6
34414,8712000320003,1500.0,Heineken,Cerveja Sem Álcool 0.0% Mini,Pack 6 x 0.25 l,4.49,2.99,1500,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7B7B3832D3EEBD162163FD3B29993EFD.jpg,,,,10,6
35071,7622210608710,170.0,Triunfo,Bolachas digestive finas de chocolate de leite,Embalagem de 170 g,2.14,12.59,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B7CC918795EC275EEFB7C5F434170785.jpg,,,,10,6
37801,5391522472815,800.0,Aptamil,Leite regular 3,Embalagem de 800 g,14.29,17.86,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/203ED6AB08185E9CB3D7D4C74CEFB4C0.jpg,,,,10,6
39677,5604321031627,400.0,Cemporcento,Flocos de aveia finos sem glúten,Embalagem de 400g,1.39,3.48,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8F4E568D5980EDD93B44D2F83CE06DC8.jpg,,,,10,6
40916,3083681107944,400.0,Bonduelle,Salteado da horta,Embalagem de 400g,2.39,5.98,0,kg,€/Kg,Tipo de stockagem,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/217641033CE1C7F42340510B026D51D0.jpg,,,,10,6
41265,5411188122074,750.0,Alpro,Bebida Soja Chocolate Light,Embalagem de 3x250ml,2.49,3.32,750,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/24A030ACCC569B6A2D4040A5E6B6BA79.jpg,,,,10,6
41328,7613038918822,190.0,Nestlé,"As minhas primeiras receitas - refeição batata, abóbora e peru",Embalagem de 190g,1.74,9.16,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6EF16375837E657370EFF6A1DAF1C185.jpg,,,,10,6
415,8718114840291,90.0,Knorr,Sopa de tomate,Embalagem de 90g,1.59,17.67,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/242C36A57E5B35CE57DC33C8EF848B24.jpg,,,,10,6
41637,5601146040407,500.0,Bandida do Pomar,Sidra maçãs ácidas,lata de 0.5 l,1.25,2.5,500,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E69EADB834CBE9620893E40ABB365B61.jpg,,,,10,6
44787,5603722514753,480.0,Mimosa,"Iogurte sólido sem lactose natural açucarado, 4 x 125 g",,1.89,3.94,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9019649F4AC83AAB8AAFCA00479ED9EB.jpg,,,,10,6
45774,5054563107800,75.0,Aquafresh,"Pasta dentífrica toranja, limão e menta",Embalagem de 75ml,1.85,24.67,75,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/14337ACDA5395CC2FA0C709CC7D82E7C.jpg,,,,10,6
46737,4005900388957,150.0,Nivea Men,Desodorizante spray protect & care,150 ml,2.79,18.6,150,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8EA5F22727C42ED9AFDAD1E445389534.jpg,,,,10,6
46828,5601195650121,1000.0,Pedras Salgadas,Água com gás tangerina,Pack 4 x 25 cl,2.19,2.19,1000,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5084BA361703D671E71A24FCA1C63E64.jpg,,,,10,6
46885,5054563087195,75.0,Aquafresh,Dentifríco splash morango,Embalagem de 75 ml,2.6,34.67,75,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/157FA78C33772AE4775327861F73C2AC.jpg,,,,10,6
47080,8720182148650,53.0,Knorr,Sopa de agrião,Embalagem de 53g,1.59,30.0,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4D079BBA3ADFD9CC577FC628EA91483E.jpg,,,,10,6
4734,5000204678840,50.0,WC Pato,"Bloco sanitário, automático, água azul",Embalagem de 2x50 g,2.49,49.8,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29B5E9AA7D7F561343C3AC75500FD699.jpg,,,,10,6
483,3033710046645,400.0,Nestlé,Fruta para bebé maçã manga +6 meses,Embalagem de 4 x 100 g,2.44,6.1,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8AD438F18F11DF979185478037DDFD24.jpg,,,,10,6
48538,8001841630977,,Dodot,Fralda Activity T4 - 9 a 14 kg,58 unidades,15.74,15.74,0,,€/Unidade,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0D3B2BCA5FFDE64EA3EDA73CB01406CD.jpg,,,,10,6
48711,5609060339256,200.0,Delta,Delta solúvel intenso,Embalagem de 200g,4.99,24.95,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1CE3F6AE0B9ACC7B0F95BDBF6D6E0D0F.jpg,,,,10,6
48778,8711000360835,104.0,L'or,20 Cápsulas Café Ristretto,Embalagem de 104g,6.69,64.33,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/026903BC2DDBC0227A53DF6CCDE3A3F3.jpg,,,,10,6
49390,4001724039358,340.0,Dr. Oetker,Pizza Ristorante Carbonara,Embalagem de 340g,3.69,10.85,0,kg,€/Kg,Tipo de stockagem,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/481307989188195D329F3505DB8B8175.jpg,,,,10,6
49588,4005900911568,270.0,Ambre Solaire,Spray Solar para Crianças FP50+,Embalagem de 270 ml,14.09,52.19,270,L,€/L,,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/05EFBCFD0E95BA2F83153A38E15A390C.jpg,,,,10,6
49620,5604260320585,800.0,PorSi,Creme de Coentros sem Batata,800 g,2.19,2.74,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4A0684ED3DBE7C308A221DD042D65B47.jpg,,,,10,6
51760,8410436421997,100.0,Sonasol,Bloco Sanitário Bref Hawaii,Embalagem de 2x50 g,2.99,29.9,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/795241DD5F1C963F854CF1FE2381DC6E.jpg,,,,10,6
52040,7622201735135,360.0,Royal,"Gelatina Pronta Limão Sem Açúcar,  360g",,1.59,4.42,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FD2CC3FD7BB6266F63A60607571A9D2A.jpg,,,,10,6
52238,6941607320327,,Bestway,Colete,,4.99,4.99,0,,€/Unidade,,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A958E39A4B704E4F651E51FB989A8FD0.jpg,,,,10,6
52260,6941607343890,,Bestway,Colchão Duplo Insuflável,,19.99,19.99,0,,€/Unidade,,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A9E2D141841C64549954B8E979D3638C.jpg,,,,10,6
53215,7613287300423,,Nescafé,"Café Cápsulas Dolce Gusto Buondi, 48 unidades",,13.99,13.99,48,,€/Unidade,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8D8B92EE92A77C536C79B5FADFE86C51.jpg,,,,10,6
7143,2895066000000,1100.0,Paiva,Queijo Curado Amanteigado,"1 un = 1,1 kg (aprox.)",10.88,9.89,0,,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/40A4EED51E63B3C8D3B6401ED95BDDC3.jpg,,,,10,6
857,5010394984584,180.0,Pedigree,Snacks Cão Dentastix Pedigree,Embalagem de 180 g,2.55,14.17,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/77139CE32A7F5B8153D3D20C1CE397FE.jpg,,,,10,6
871,5014328080892,30.0,Tetley,Infusão de cidreira,"Embalagem de 20 unidades, 30 g",1.48,49.33,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6A10216F1C303558132F04FBD5C4B7ED.jpg,,,,10,6
9161,5602154002920,750.0,Adega de Borba,Vinho tinto alentejo,Garrafa de 0.75 l,8.99,11.99,750,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9D4E622CDEFB67E1BEC54DD1E1636255.jpg,,,,10,6
9273,5603344641011,120.0,General,Potas gigantes em caldeirada,Embalagem de 120g,1.39,11.58,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DA286C1CA72706769D8C72270F66CFEC.jpg,,,,10,6
10352,8411134108029,,Control,12 Preservativos Adapta Non Stop,,7.99,7.99,0,,€/Unidade,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F39405203FB8D1A525A884B6ECDF91D3.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/23E1B8F6BE93C9600275C63272596B90.jpg,,,10,6
11935,5603124023273,550.0,Mistolin,Tira gorduras pistola,Garrafa de 550 ml,2.29,4.16,550,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/28669AD1C6D39A84EAC8A5B22B9F840C.jpg,,,,10,6
11940,5603488000033,750.0,Santar,Vinho doc dão tinto,Garrafa de 0.75 l,5.99,7.99,750,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/419CDD9D3A2CFACABFCD558342C2A64E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7A563D647C4A54F5ADF522EE09342D9C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7A563D647C4A54F5ADF522EE09342D9C.jpg,,10,6
11990,5604067039000,750.0,Quintas de Melgaço,Vinho verde branco alvarinho,Garrafa de 0.75 l,8.89,11.85,750,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9EB8EF785C8704DC6218759EEDC6B93C.jpg,,,,10,6
12752,3574660097009,,Carefree,Pensos diários flexiform,Embalagem de 30 unidades,1.94,1.94,0,,€/Unidade,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AB9D1A8E115573D5130D10FC8CB3505C.jpg,,,,10,6
14722,8410063045917,800.0,Pescanova,Camarão vannamei 24/40,Embalagem de 800g,9.99,12.49,0,kg,€/Kg,Tipo de stockagem,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/815643BC9E764D97D66191EFE1146B1B.jpg,,,,10,6
1504,5601383014445,400.0,Izidoro,"Salsichas bockwurst em frasco, 8 unidades",Embalagem de 400g,3.95,9.88,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/94D45C8DD779266214B9AD05E3765642.jpg,,,,10,6
1505,5601383014506,120.0,Izidoro,Salsichas Frankfurt em lata,Embalagem de 120g,0.99,8.25,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8577674F64B16918632AA37BE8A01B7E.jpg,,,,10,6
1507,5601383014537,250.0,Izidoro,Salsichas Frankfurt em lata,Embalagem de 250g,1.69,6.76,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2F007D77C245888A3F3F0F69D08EF71D.jpg,,,,10,6
15533,3065896410002,300.0,Pedigree,Alimento húmido para cão vaca,Embalagem de 300g,2.39,7.97,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F9EF0AF7A5F03BCF554481567FE5F66.jpg,,,,10,6
16023,5601151977774,1000.0,Bongo,Néctar tum-tum,Garrafa de 1 l,1.19,1.19,1000,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/42785F598A3F8BDCB583569CA5CDE261.jpg,,,,10,6
18145,8411134104304,,Control,"Preservativos Adapta Touch & Feel, 12 unidades",,7.99,7.99,0,,€/Unidade,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C6EDD4503BB9DC1753D1F9BA6698202F.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9463B5AB606E12CA2C5311680EC9A8B0.jpg,,,10,6
18427,3600541743922,400.0,Ultra Suave,Amaciador Tesouros de Mel,Embalagem de 400 ml,3.79,9.48,400,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B4091EC57C459EFD1BDBC735001CDFEF.jpg,,,,10,6
18428,3600541888197,400.0,Ultra Suave,Amaciador Delicadeza de Aveia,Embalagem de 400 ml,3.79,9.48,400,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C66C70930530F5A1EE5AE1CA8230FA2F.jpg,,,,10,6
20503,5010394002066,500.0,Pedigree,Snacks para Cão Markies Mini,Embalagem de 500 g,3.59,7.18,0,kg,€/Kg,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C915F44923781F48273C12717E21C4B5.jpg,,,,10,6
20538,4005900118400,200.0,Nivea Sun,Protetor Solar Loção Protect & Moisture FP30,Embalagem de 200 ml,10.19,50.95,200,L,€/L,,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/20ABB9AC609090AD27C1AC0AD7E9AC94.jpg,,,,10,6
20577,5099821001841,100.0,Hawaiian Tropic,Loção protector Solar F30,Embalagem de 100 ml,5.24,52.4,100,L,€/L,,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ABE7890DB0AD10CAE1A0FD42A67751F2.jpg,,,,10,6
22300,5010677048071,700.0,Bacardi,Rum limon,Garrafa de 700 ml,16.14,23.06,700,L,€/L,,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/95105CF41FA1F154A1DDE1D34D5359A5.jpg,,,,10,6
