identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,images_5,images_6,images_7,avantages_dateFin,avantages_categorie,nro_paginas,page
18530,5601349737722,750.0,Romanisco,Vinho DOC Douro Reserva Tinto,Garrafa de 0.75 l,4.99,6.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7B5FB7B9C877F174F0EAF824F026E64B.jpg,,,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,16,1
13934,2891062000000,250.0,Porco,Rojões,1 un = 250 gr  (aprox.),1.17,4.69,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/925F2FDC1F925A7FD71EE6165315B22E.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
13625,2893620000000,300.0,Peixaria,Salmão de viveiro à posta,1 un. = 300 g (aprox.),3.75,12.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A170DAF9DE78983CFA7E8DD1EFE6A371.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
34385,5604260285754,,PorSi,Papel Higiénico 2 Folhas Reciclado 12 Rolos,,2.39,2.39,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A1DBFD368962CC2E7DAC05F669F9A1E3.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
42776,5604260304714,200.0,PorSi,Fiambre Da Pa Fatiado 200G,,1.59,7.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/96696B16BD79A06D0941D803193430BB.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
12943,2892087000000,1500.0,Fruta,Mamão,"1 un = 1,5 kg (aprox.)",5.84,3.89,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E92859558CF3617793775ADAD1A11B14.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
13817,2892582000000,250.0,Legumes,Pimento Verde,1 un = 250 gr  (aprox.),0.5,1.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/65E0131049B6BD4E669549F70B795EC0.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
15577,5604260279166,125.0,PorSi,Framboesa,Embalagem com 125g,1.79,14.32,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B88FD29FAEF1BF8CB6DEB86AC94C2B60.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
37515,5604260294367,1000.0,PorSi,Arroz Agulha Europa 1000G,,1.25,1.25,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3AE7BF941A236F6D331254BF58EBAFEF.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
54632,5603722523045,1000.0,Gresso,"Leite UHT Meio Gordo, 1L",,0.87,0.87,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ECF816693AC2579C9FB595FD8ABD96D7.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
13915,2891249000000,2000.0,Peru,Perna com Osso,Vendido ao peso,8.98,4.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EA6C55F440DB29FDE55EB019973B1FE5.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
21292,5604260263837,250.0,PorSi,Alho Seco,Embalagem: 250 g  ,1.49,5.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9CACD04AEB53BB065A4A6DA5A64A1473.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
2312,5604260271832,185.0,PorSi,Cogumelos Laminados 355G,,1.19,6.43,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/60708037644026A27C2FB6731A0DAB33.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
23590,5603722514142,1600.0,Agros,"Leite com chocolate, embalagem de 8x200 ml",,2.96,1.85,1600,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B07C2A65AC5D9D66E12210391EDB136.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
44956,2696878000000,,Padaria,Bola de mistura centeio Baviera,90 g,0.2,0.2,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/09DB4B39AC0AAE5D11E868A906EFB364.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
13813,2892489000000,250.0,Legumes,Batata Doce,1 un = 250 gr  (aprox.),0.45,1.79,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0785A3D8A1A6773EB1FB43B119AC4D9.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
13848,2891015000000,150.0,Novilho,Entremeada Novilho,1 un=150 gr (aprox),1.5,9.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E3E6C57F8100820E9FD4FEA74DC60325.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
15010,2892545000000,1000.0,Programa Origens,Couve Flor,1 un = 1 kg (aprox.),2.39,2.39,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/93AF9BD404AC9C131A6A0C88150C31D1.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
15039,2892256000000,4000.0,Fruta,Melão Verde,Vendido ao peso | 1 un = 4kg (aprox.),2.76,0.69,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/25FE547830213D1C98E9F3B3D9687685.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
17189,5603344531107,110.0,General,"Atum em posta, em azeite, embalagem de 110g",,1.49,13.55,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9B578FD57DAE66EA731A200412CF6D79.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
251,2696001000000,400.0,Padaria,Baguete,400 g,0.79,1.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/42C2E126B9E5B84C243F0668DEC3869F.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
2785,5601363013222,150.0,Ruffles,"Batata frita presunto, embalagem de 150 g",,1.39,9.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7C1F8A2720963F6F12F5A2EE9BFB27BF.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
52361,5604260330485,200.0,PorSi,Pão De Hamburguer 200 G,,0.85,4.25,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2FC19DED276F09C4A0348E24A43EFD31.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
973,5601024105020,1000.0,Fula,Óleo alimentar,Embalagem 1L,1.99,1.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/322383F88535C8A24498724B92188318.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
11641,5601180001020,1000.0,Vigor,Leite pasteurizado meio gordo,Garrafa de 1 l,1.0,1.0,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C25BCB5001E1A92DAA543A65EC5B2802.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
1218,5601126039148,1000.0,Sical,"Café 5 estrelas grão, embalagem de 1 kg",,15.39,15.39,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F30913D07FB49FD462FB35C8623DC586.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/352FFCFAE868D5178905BD9725C43B6E.jpg,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
12379,8410285015354,250.0,Président,"Chantilly , embalagem de 250 g",,2.69,10.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E0C73A85F9CF705E2D07E158861B3F39.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
13884,2891106000000,2000.0,PorSi Select,Frango do Campo Inteiro c/ Miúdos Programa Origens,Vendido ao peso,8.58,4.29,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4004CE88E12A24D0AD85684C27210FBB.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
13947,2891125000000,150.0,Peru,Espetadas de Peru,1 un = 150 gr (aprox.),1.02,6.79,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7051DD49B64096A6B46E7815DD618A85.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
14372,8712100599392,550.0,Calvé,"Ketchup top down, embalagem de 550g",,2.59,4.71,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6D3218F33B22BC3205033BC41E176600.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE7F103C359D2D1FD7BF3FDC8DD381BA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE7F103C359D2D1FD7BF3FDC8DD381BA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE7F103C359D2D1FD7BF3FDC8DD381BA.jpg,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
14543,5606293100226,100.0,Vitacress,"Salada riva, embalagem de 100g",,1.69,16.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A879736C03118BEA183E593C95961B3B.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
1467,5601286236784,500.0,Milaneza,"Massa de espirais, embalagem de 500g",,1.04,2.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/90F3AD9985391E2BB3C76374F1217643.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
14879,2696313000000,,Pastelaria,Croissant Brioche 85 g,,0.59,0.59,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/53A872BBC45BBDDAC9749CC51F8CB1EC.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
15981,5601119244375,210.0,Nobre,"Salsichas extra suculentas de frango, frasco de 210g",,2.55,12.14,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FF112EFB90E4953B2240BF7E131FD2C0.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
20434,5601244500063,1000.0,Terra Nostra,"Leite de pastagem meio gordo, embalagem de 1litro",,0.91,0.91,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/416A848D81A31A3BE14CC7E8951CC4DA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E82125FE177156A16B33D08208F11D7F.jpg,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
20512,5601070000539,500.0,Cristal,"Vinagre de sidra, garrafa de 500 ml",,1.15,2.3,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/088D2E6C27D5043C18AD10EB75A50F4E.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
20912,5601096227309,750.0,Aveleda,"Vinho verde branco loureiro/alvarinho, garrafa de 0.75 l",,3.49,4.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0EDCFE54C28A289AA37078E6B8F87858.jpg,,,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,16,1
26047,8412600070994,650.0,Bimbo,Pão de forma s/ côdea,Embalagem de 650 g,2.14,3.29,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5D9620F17746A1D49642D0DCBD72A2D3.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
34240,2892497000000,120.0,Programa Origens,Cebola roxa categoria II,Vendido ao peso,0.18,1.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F8F441E981475C78DFA8B7423332B5B4.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
34875,5604260285457,1500.0,PorSi,Maçã golden categoria II Programa Origens,Embalagem de 1.5 kg,1.99,1.33,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/56695A5FACFB945E46B511CB21214202.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
37602,5603722518782,,Castelões,"Queijo curado pequeno, embalagem de 500g",,6.29,6.29,1,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5DFFAAD500F2992E98C505840753B8C7.jpg,,,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,16,1
37990,8410063036175,1000.0,Pescanova,"Caprichos do mar sem glúten, embalagem de 1 kg",,5.99,5.99,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6895ADBC20BAA64ABF1A75EDB160FACB.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
40383,2696845000000,500.0,Padaria,Pão forma de Rio Maior,500 g,1.45,2.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/17337BA5BC6BED0E351797EFE70D6ACA.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
41437,5604260305773,170.0,Porsi Sel.,Chourico De Porco Preto 170G,,2.69,15.82,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9AF028948550CC79F4506D20250D6D94.jpg,,,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,16,1
46847,5604260316205,500.0,PorSi,Massa Laços Tricolores 500G,,0.99,1.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/26FB05A80D25E9387A8ADB50077F254D.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
49831,8445290157348,390.0,Nesquik,"Achocolatado em pó, embalagem de 390g",,4.99,12.79,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1C8D0ADDD419DD646B2CF36E18D3378F.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
49888,5604260319343,200.0,PorSi,Salame Fatiado 200G,,1.99,9.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8B61E0046B0E096FD5C847D0E5E118CA.jpg,,,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,16,1
50658,7622201724443,150.0,Philadelphia,Queijo creme philadelphia light 150g,,1.79,11.93,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8FABEA35481B05FDB647E4BD69595A1D.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
51369,5000116125791,1400.0,Capitão Iglo,"50 douradinhos de peixe ómega 3 iglo, embalagem de 1.4 kg",,13.99,9.99,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C5BC15FEE115209F2EC3E0B9DBA1CCD.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
5158,5601109211127,750.0,Porca de Murça,Vinho tinto douro,Garrafa de 750 ml,3.69,4.92,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/587F8C4D255FC74322AC5F8AED00CD39.jpg,,,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,16,1
52171,5449000217189,1980.0,Coca-Cola,Coca-cola sabor original,Pack 6x330 ml,4.49,2.27,1980,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/336CEDBCCB7EF720ED08209839FA8640.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
55526,8436048965520,120.0,Artiach,"Bolachas Filipinos Chocolate Branco, 120g",,2.19,18.25,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/35327E82E374714AC1B41A1D1D6B708F.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
5788,5604260033447,200.0,PorSi,Chourico Corrente 200G,,1.35,6.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/92DD7C79E00E3F96B89DDD048D065D1C.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
8391,5601049159992,1000.0,Mimosa,"Leite especial cálcio + vitamina d magro, de 1l",,1.0,1.0,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/22E6964D6A2F2B922BCB40BB341AE902.jpg,,,,,,,,2025-09-17T23:59:59+01:00,PROSPECTUS,16,1
8487,5601096401303,750.0,Aveleda,"Vinho maduro branco minho alvarinho, garrafa de 0.75 l",,4.69,6.25,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5584288B4D3CB005FE87B35856EF89A7.jpg,,,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,16,1
8500,5601109211110,750.0,Porca de Murça,Vinho branco douro,Garrafa de 750 ml,3.69,4.92,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3A37403A453BA89596AD6718ADA0F46A.jpg,,,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,16,1
9681,5604260270194,250.0,PorSi,Chourico Mouro Fundao 250G,,2.79,11.16,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/92303740D425F2ABD1C9CDF43553E405.jpg,,,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,16,1
