identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,images_5,images_6,images_7,avantages_dateFin,avantages_categorie,nro_paginas,page
52578,8445290836342,,Nescafé,"Cápsulas de Café Sical Meia de Leite, emb. 16 un",,4.89,4.89,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B8D83D24BE9DBC0C087E30DEC870E20C.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
57359,5601082057996,,Delta Q,"Cápsulas de Café Uniq Int 16, 10 Cápsulas",,2.99,2.99,10,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/484F1D40BC3DF7AC9D8C4544B6B9F667.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
29439,5601082040226,55.0,Delta Q,Cápsulas de café qharisma,Embalagem de 60g,2.99,54.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/39FE0B4691223B1955C79E543FE9A503.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
1297,5601151543313,1000.0,Compal,"Néctar de pêssego, embalagem de 1l",,0.99,0.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/08E04D043544808C4F3901CA5FF6A2F4.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
1141,5601082026930,,Delta Q,"Cápsulas de Café Qharacter Int 9, emb. 10 un.",Embalagem de 60g,2.99,2.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ED78713935358B06CEC6FAE9E6288EA3.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
1144,5601082026978,,Delta Q,"Cápsulas de Café Aqtivus Int 8, emb. 10 un.",Embalagem de 55 g,2.99,2.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/52267C2B82B3AE15A09FF0BFBFD58772.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
52577,8445290830609,,Nescafé,"Cápsulas de Descafeinado Sical Int 5, emb. 16 un.",,4.89,4.89,16,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9751EE6592A3E7106D0A646390D853FA.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
1146,5601082027029,55.0,Delta Q,Café em cápsulas deqafeitatus,Embalagem de 55 g,2.99,54.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/245DF90A4F20DF617A9331E6A54D24B0.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
40911,5601082046976,50.0,Delta Q,Café mythiq,Embalagem de 50g,2.99,59.8,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/122F99AB6BA9E453566914C598618D44.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
33824,7613033332913,260.0,Nestlé,"Bebida Cereais Chicória com Café, emb. 260 gr",,6.49,24.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C51CF9C3041A64B9082F131897629C78.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
33090,5411188112709,1000.0,Alpro,"Bebida amêndoa torrada sem açúcar, embalagem de 1litro",,1.89,1.89,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/66C6488BDB769AFC2D2A2697199C34D6.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
54266,4006000095738,750.0,Nivea,"Gel de banho creme smooth, 750ml",,3.49,4.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E301BEA6E32E444A5512464F7974F873.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
44933,7613287343758,,Nescafé,"Ndg café espresso intenso 16 capsulas, embalagem de 112g",,4.89,4.89,16,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1B8D48DC222AD13301B58C2D365D1671.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
49359,5601146700066,6000.0,Sagres,"Cerveja com Álcool Mini, emb. 24 x 25 cl",,10.99,1.83,6000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F20A269CA928E43FDC723A9CF664F032.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
1140,5601082026909,,Delta Q,"Cápsulas de Café Qalidus Int 10, 10 Cápsulas",Embalagem de 60g,2.99,2.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/441EE69B99F521CFEC78FC743837C36E.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
1295,5601151533451,1000.0,Compal,"Néctar clássico de manga, embalagem de 1l",,0.99,0.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C39B088399EB8957F0ED194316340ED2.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
51955,5601151966518,1000.0,Compal,"Clássico néctar maçã, embalagem de 1 l",,0.99,0.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AAC2B38FB8DA9D096749B1C613B9605A.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
1291,5601151333457,1000.0,Compal,"Néctar clássico tutti frutti, embalagem de 1l",,0.99,0.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/72E1F82181A7A99589C5EAFAC26322FC.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
1322,5601163011114,5400.0,Luso,"Água sem gás, garrafa de 5,4 l",,1.49,0.28,5400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA9320932FF184911C32006B7463EC74.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
5632,5602445000536,750.0,Encosta das Perdizes,Vinho regional alentejano tinto,Garrafa de 750 ml,2.49,3.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ADC7AAF1E42FC34FB14363D21F98FEE3.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
38417,5411188124689,1000.0,Alpro,"Bebida aveia sem açúcar, embalagem de 1l",,1.89,1.89,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/242D83F75D71A1E8390A9D4AC652F0B9.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
45600,4005900648181,750.0,Nivea,"Gel de Banho Aloe, emb. 750 ml",,3.49,4.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/38ED25B3E1B734D9B60438B2D4D4A6D2.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
54267,4006000095752,750.0,Nivea,"Gel de banho creme care, 750ml",,3.49,4.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B020BA363B55A2D6537EE33E51B90658.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
8319,5601028017305,,Renova,Papel Higiénico Olé Branco 2 Folhas,38 Rolos + 10 Rolos Grátis,6.99,6.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F618AB20DB350B94A7783BCF08F8F6B.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
47656,5600258596994,700.0,Super Pop,"Detergente loiça tripla ação limão, 700 ml",,1.99,2.84,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/249F8942AC5C646CF234B21F2C24F1D5.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
47657,5600356070006,700.0,Super Pop,"Detergente loiça tripla ação maçã, 700 ml",,1.99,2.84,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/225ACC9F82588EB810572EC1677D5B22.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
9999,8001480020535,4000.0,Neoblanc,Lixívia Tradicional,Embalagem de 4 l,2.79,0.7,4000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9906959CB147C83320C04CF2C670E38F.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
8318,5601028014540,,Renova,"Rolos de cozinha compactos, branco, máxima absorção, xxl",1 unidade,0.99,0.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BC7BADCD8E43838B553974D430A7EFB9.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
12994,2892524000000,100.0,Legumes,Cenoura Granel,1 un = 100 gr (aprox.),0.09,0.89,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5AEDEF3ED6ABEF24EACEE9C46AA7916F.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
21292,5604260263837,250.0,PorSi,Alho Seco,Embalagem: 250 g  ,1.49,5.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9CACD04AEB53BB065A4A6DA5A64A1473.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
12997,2892527000000,300.0,Legumes,Courgette Categoria II,,0.54,1.79,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/323B806C0CB557ED0F5B2CB32A998FDE.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
12909,2892005000000,250.0,Fruta,Laranja Económica,1 un = 250 gr  (aprox.),0.35,1.39,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/67E13FD34B36BCD37E12339EB836171D.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
13914,2891225000000,350.0,Frango,Perna com Costa,1 un. = 300 g (aprox.),0.94,2.69,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D1297D1CD095629263E582A65B4C3857.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
13934,2891062000000,250.0,Porco,Rojões,1 un = 250 gr  (aprox.),1.0,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/925F2FDC1F925A7FD71EE6165315B22E.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
42776,5604260304714,200.0,PorSi,Fiambre da Pá Fatiado 200g,,1.59,7.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/96696B16BD79A06D0941D803193430BB.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,2026-01-07T23:59:59Z,PROSPECTUS,12,1
13893,2891043000000,1000.0,Porco,Entrecosto,Vendido ao peso a partir de 1 kg,4.99,4.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA05EE99D302D59771FCC108473E0700.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
13897,2891053000000,1000.0,Porco,Lombo sem Osso,Vendido ao peso a partir de 1 kg,3.99,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/415564DA70574ED3C1D7475F1F28BDB6.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
13966,2696019000000,450.0,Padaria,Pão Regional Rio Maior Inteiro,1 unidade= 450 g,1.09,2.42,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/868CC38F01B8F1FD056036A7F49504A8.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
15010,2892545000000,1000.0,Programa Origens,Couve Flor,1 un = 1 kg (aprox.),1.99,1.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/93AF9BD404AC9C131A6A0C88150C31D1.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
12718,5604260297023,230.0,PorSi,Massa Folhada 230g,,0.89,3.87,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/005BB39643ECEEEE18D4155B1DA9B91E.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
34239,5604260285495,1500.0,PorSi,Pera rocha categoria II Programa Origens,Embalagem de 1.5 kg,2.49,1.66,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F6E3096BF97BB2633EACD15A32FEACF7.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/11ABC193A8AF1413E11E1849F00D2775.jpg,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
36170,5604260295654,1000.0,PorSi,Batata Pré-frita Palitos 1kg,Embalagem de 1 kg,1.85,1.85,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3CCF0DFFCA76AEE7F401DF2681D9A02B.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
36774,5604260300686,640.0,PorSi,Iogurte Líquido Stracciatella 4x160g,,1.35,2.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C2FFBE33474D478DB26278409ED4B240.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
41384,5601050036602,440.0,Danone,"Iogurte grego oikos stracciatella, embalagem de 4 x 110g",,1.99,4.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4F7A349ED222FA644F51711D6A4D74B4.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
44956,2696878000000,,Padaria,Bola de mistura centeio Baviera,90 g,0.18,0.18,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/09DB4B39AC0AAE5D11E868A906EFB364.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
51838,8436048961898,140.0,Artiach,Bolachas Chiquilin Chiquichocs Energy,Embalagem de 140g,1.79,12.79,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E6376C8AE9CD397A70E82D7137FEC051.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
52359,5604260329953,450.0,PorSi,Pão de Forma sem Côdea 450 G,,1.29,2.87,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E06008FDA9192BAB0002DE1A243B1AF2.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
9691,5604260270613,500.0,PorSi,Queijo Flamengo Fatiado 500g,,3.99,7.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C8998B7CDC65CD8030539E0414C45C30.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
12939,2892073000000,100.0,Legumes,Gengibre,1 un = 100 gr (aprox.),0.4,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5DD27F4B431D4A23DEA88B654F1DDE48.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
13048,2893561000000,250.0,Marisco,Ameijoa Branca Vietnamita Congelada,Vendido a partir de 250 gr  (aprox.),0.5,1.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EB1BC296FF41180E6F3E1626AD4F78AA.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
13892,2891041000000,1000.0,Porco,Costeletas do Lombo,Vendido ao peso a partir de 1 kg,3.99,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/589E4AFE71E19AF7FEB32FB0C0E176FF.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
13947,2891125000000,150.0,Peru,Espetadas de Peru,1 un = 150 gr (aprox.),1.02,6.79,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7051DD49B64096A6B46E7815DD618A85.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
15060,2892453000000,1000.0,Programa Origens,Abóbora Butternut,1 un = 1 kg (aprox.),0.99,0.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B52C2C8A1B11C26BA2F358A3355C1A17.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
17272,2891375000000,800.0,Novilho,Carne p/ Estufar,Vendido ao peso a partir de 800 g,9.59,11.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/74A9E71258207F3FD300DB35B0F5BB18.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
18298,5604260278459,640.0,PorSi,Iogurte Líquido Morango 4x160g,,1.35,2.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BE51EE5E15324D84DD1CD633B09B61D4.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
28608,5604260282821,640.0,PorSi,Iogurte Líquido Frutos Tropicais 4x160g,,1.29,2.02,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B152BCFD6AE7E62A7FDFE1104F2B5961.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
53901,5604260330805,1000.0,PorSi,Massa Esparguete 1kg,,0.99,0.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D7D001EB905343E24B78BB6F9F4F1199.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
53942,5603722523298,1000.0,Matinal,"Bebida de leite sem lactose livre, 1l",,1.25,1.25,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3F3F185EBF624903AC3031EAC11A6631.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
11463,5601018001642,250.0,Gresso,"Manteiga com sal, embalagem de 250g",,2.14,8.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3A5F1036925C0C6B8D6C067104A96CDE.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7AC5179CFF33BEA38B382077FB05A477.jpg,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
11942,5603533492202,1000.0,Frize,"Água com gás groselha, pack 4 x 0.25 l",,2.09,2.09,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9F272D120CD1620A52E8FDFD1398797A.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
12943,2892087000000,1500.0,Fruta,Mamão,"1 un = 1,5 kg (aprox.)",5.84,3.89,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E92859558CF3617793775ADAD1A11B14.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
13817,2892582000000,250.0,Legumes,Pimento Verde,1 un = 250 gr  (aprox.),0.6,2.39,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/65E0131049B6BD4E669549F70B795EC0.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
13866,2891048000000,1000.0,Porco,Bifanas,Vendido ao peso a partir de 1 kg,3.99,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/72DE0DA6B485199AC995C629E3E4D279.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
13869,2891126000000,1000.0,PorSi,Coelho inteiro,Vendido ao peso,6.59,6.59,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/52C51860E551A8D97DAB91398A81FDB2.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
1439,5601260127107,1000.0,Cigala,"Arroz vaporizado, embalagem de 1 kg",,1.38,1.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B2862217CBB7515902C0E411B46053F.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
14879,2696313000000,,Pastelaria,Croissant Brioche 85 g,,0.55,0.55,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/53A872BBC45BBDDAC9749CC51F8CB1EC.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
19166,5604260274185,1000.0,PorSi,Kiwi,embalagem de 1Kg,2.49,2.49,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B3FD551DB4B491A1542FF19FDA92048.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
19447,5604260278473,640.0,PorSi,Iogurte Líquido Frutos Vermelhos 4x160g,,1.35,2.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8581A11FFE819B3D2A07520BA73EC4AF.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
2314,5604260271856,185.0,PorSi,Cogumelos Inteiros 355g,,1.25,6.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/01F5BA204144BDCBC76F253B25332909.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
40493,5604260296125,,PorSi,30 Saco Lixo Wc 5l,,0.86,0.86,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/71190204B6BA7B59B49CD014C9D15AF9.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
40654,5604260295708,,PorSi,10 Sacos de Lixo com Fecho 50l,,1.03,1.03,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/26D085B0AD6F18827C0DB222DE504A7D.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
41041,8001480703001,700.0,Neoblanc,Tira nódoas em spray cores,Embalagem de 700 ml,1.99,2.84,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1B7BCC034AAC45310DFFCE9E289F80C7.jpg,,,,,,,,2026-01-07T23:59:59Z,PROSPECTUS,12,1
