identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,avantages_dateFin,avantages_categorie,images_0,images_1,images_2,images_3,pictogrammes_libelleCategorie,nro_paginas,page,pictogrammes_0,images_4,images_5
21620,5602154001411,750.0,Adega de Borba,"Vinho DOC Alentejo, Reserva, Tinto","Garrafa de 0,75 L",8.99,11.99,750,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7EF8D3F3CFA5A58EF48C71A9DBB87772.jpg,,,,,13,10,,,
22300,5010677048071,700.0,Bacardi,Rum limon,Garrafa de 700 ml,16.14,23.06,700,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/95105CF41FA1F154A1DDE1D34D5359A5.jpg,,,,,13,10,,,
22535,4750021001109,700.0,Moskovskay,Vodka,Garrafa de 700 ml,11.49,16.41,700,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BBA0FB3483D8BB04E7C752D9FA52AAC1.jpg,,,,,13,10,,,
22734,5600798960484,1000.0,Shoyce,"Bebida de arroz, 1 litro",,1.43,1.43,1000,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4F75203E7D11FAAA35D3D023D9FE9B33.jpg,,,,1000 Artigos,13,10,,,
22736,5600798960606,1000.0,Shoyce,Bebida de aveia s/ glúten,Embalagem de 1 litro,1.69,1.69,1000,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BA6128EC01181430391E0E680FE2F327.jpg,,,,1000 Artigos,13,10,,,
23106,5604260281459,3000.0,PorSi Select,Ração seca para cão croquetes pro júnior,Embalagem de 3 Kg,9.29,3.1,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/31604BF3403212C462F5FD150B05CE73.jpg,,,,1000 Artigos,13,10,,,
23471,5600798960804,1000.0,Shoyce,Bebida de coco,Embalagem de 1 litro,1.69,1.69,1000,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2ED0AC68411AB2FBFF4D7A42F3BAABA9.jpg,,,,1000 Artigos,13,10,,,
23616,5054563106995,300.0,Aquafresh,Elixir Junior,Embalagem de 300 ml,2.99,9.97,300,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B55F6C40B6081A3BC7CF8003B6B2AD3B.jpg,,,,,13,10,,,
2411,5608543000171,10.0,Tetley,Infusão de tília,Embalagem de 10g,0.89,89.0,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9134BB2B5DD011DC82336B723C7688FB.jpg,,,,,13,10,,,
2412,5608543000188,10.0,Tetley,Infusão de lúcia lima,Embalagem de 10g,0.89,89.0,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/97861FD053982D10D1A19EBF7D3A0A0F.jpg,,,,,13,10,,,
2446,5998749110027,1170.0,Pedigree,Snack para cão dentastix grande,"Embalagem de 1,17 kg",9.99,8.54,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2E3518D9B0484B32129F22EC8E5E205A.jpg,,,,,13,10,,,
24747,8410104124632,1000.0,Finish,Detergente líquido p/ máquina lavar loiça gel tudo em 1 regular,Garrafa de 1 l,9.99,9.99,1000,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5B8CF1AC322BE00746ABB129341D4241.jpg,,,,,13,10,,,
2480,7613032584436,250.0,Cerelac,Papa infantil láctea maçã +6 meses,Embalagem de 250g,2.99,11.96,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B73DF3882A4B6402995485DCA85D514.jpg,,,,,13,10,,,
2481,7613032584504,250.0,Cerelac,Papa infantil láctea banana laranja +6 meses,Embalagem de 250g,3.19,12.76,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/12AA78D07473050DA396CA590B616904.jpg,,,,,13,10,,,
24864,5998749126943,130.0,Pedigree,Snack cão tasty bites chewy,Embalagem de 130 g,2.15,16.54,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AFD4C0033EF4055A099299FBF5E20B63.jpg,,,,,13,10,,,
24869,5604563000610,750.0,Cincoquina,Vinho tinto região do alentejo reserva,Garrafa de 0.75 l,3.49,4.65,750,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/89492DCDA04DDC271A862169C350A308.jpg,,,,1000 Artigos,13,11,,,
25218,5998749127049,140.0,Pedigree,Snack cão tasty bites cheesy,Embalagem com 140 g,2.15,15.36,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/702869C8C6CAD9B3AB8CC4223C08C777.jpg,,,,,13,11,,,
2584,7622300119096,30.0,Tang,Refresco em pó de morango,Embalagem de 30g,0.99,33.0,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0CE3759E9057974EA33B7DBBD2396BBE.jpg,,,,,13,11,,,
25875,5604321032235,200.0,Cemporcento,Bolachas marinheiras espelta,Embalagem de 200 g,2.14,10.7,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1FC0A92DEC4C81B517E5E15C4C1F9853.jpg,,,,,13,11,,,
26237,8016825968076,,Aquafresh,Escova de Dentes Extra Interdental Média,,2.19,2.19,0,,€/Unidade,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A3A8E962CE77010C9899E87523DB1432.jpg,,,,,13,11,,,
26549,3094905001436,,Aquafresh,Escovas Dentífricas Limpeza Flex,2 un. + 1 Grátis,2.45,2.45,0,,€/Unidade,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F1287D0C49D30EE3EDA2BDFA782E59CD.jpg,,,,,13,11,,,
26594,8711000357613,52.0,L'or,Café colombia,Embalagem de 50g,3.29,63.27,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D21968ECC01B0E37036DFC520D71E940.jpg,,,,,13,11,,,
26595,8711000357507,52.0,L'or,Café fortissimo intensidade 10,Embalagem de 50g,3.39,65.19,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F348F2FB0AFBB7C3886E18EA9B43B29.jpg,,,,,13,11,,,
27895,3600542139977,400.0,Ultra Suave,Champô Riqueza D'Argão,Embalagem de 400 ml,3.79,9.48,400,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8428BBAA939FAE56FE9F8C8E31454CAF.jpg,,,,,13,11,,,
27919,3600542140058,400.0,Ultra Suave,Condicionador Riqueza D'Argão,Embalagem de 400 ml,3.79,9.48,400,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6EEEB43D831B31372269D9B3F1BDF816.jpg,,,,,13,11,,,
28061,2895093000000,1000.0,Milhafre,Queijo Curado Vaca Cremoso Ilha Terceira,1 un = 1 kg (aprox.),11.49,11.49,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FDB1554A8220C7DD03C25D7A47079B19.jpg,,,,,13,11,,,
28342,5600380890250,,Prozis,Queimador extra forte,Embalagem de 1 unidades,11.99,11.99,1,,€/Unidade,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E98C78DA68D9A1570DB767010B66649C.jpg,,,,,13,11,,,
28372,5601989976758,750.0,Esporão,Vinho biológico tinto doc alentejano colheita,Garrafa de 0.75 l,8.19,10.92,750,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/625414049E00ABCBE32E54E171AEC905.jpg,,,,Produtos Bio,13,11,,,
28498,7613287238504,9000.0,Friskies,Ração seca para cão balance frango,Embalagem de 9 kg,17.54,1.95,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/91FA7DBCF822A543A2FB939C981EF8DE.jpg,,,,1000 Artigos,13,11,,,
28507,8006540618752,,Dodot,Fralda Cueca Extra T6 | +14 kg,Embalagem c/ 48 un.,13.49,13.49,0,,€/Unidade,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0E81716B09BE4333C336DFF322751365.jpg,,,,1000 Artigos,13,11,,,
29224,5600826205808,,Prozis,L-carnitina 1500 mg,Embalagem de 1 unidades,7.19,7.19,1,,€/Unidade,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4DD8E1FCAB3B1A018FB41083AF6774F8.jpg,,,,,13,11,,,
29507,4005900453969,400.0,Nivea Sun,Loção Protect & Moisture FP30,1 Embalagem 400ml,14.09,35.23,400,L,€/L,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C0A0544AA501DD47F5682E44FE7653FD.jpg,,,,,13,11,,,
29940,4005900388933,50.0,Nivea,Deo Roll On Protect & Care,50 ml,2.69,53.8,50,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/83A36E9FDF77CBA4ABB4A9BCE19F97A9.jpg,,,,,13,11,,,
30074,8410136012280,400.0,Pedigree,Alimento húmido cão gelatina júnior,Embalagem de 400g,2.45,6.13,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5993777C986B8D9AC3FA8AA26A9AFCE1.jpg,,,,1000 Artigos,13,11,,,
30260,3574660089547,,Ob,Tampão Normal,1 Embalagem c/32 unidades,3.74,3.74,0,,€/Unidade,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0696E1E3706178A8B8B3B7D97A979B1F.jpg,,,,1000 Artigos,13,11,,,
30508,3600542126441,50.0,Ambre Solaire,Leite Protector Solar FPS 30 Manteiga de Karité |Corpo,Embalagem 50 ml,4.49,89.8,50,L,€/L,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0DBA1B78500B94393B59142F1654915.jpg,,,,,13,11,,,
30529,5000299605950,700.0,Beefeater,Beefeater «pink»  70cl,Garrafa de 700 ml,17.89,25.56,700,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A72F0C236A65DAD9C4F7F18E818AECE1.jpg,,,,,13,11,,,
31238,5600380891790,80.0,Prozis,Protein gourmet bar chocolate e avelã,Embalagem de 80g,1.69,21.13,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/93BECDF4C981BAEB3BFF73E4B6E20B0D.jpg,,,,,13,11,,,
31239,5600380891806,80.0,Prozis,Protein gourmet bar chocolate de leite,Embalagem de 80g,1.69,21.13,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E99E88B98D84CB1D50D1B02BA1AD8A5C.jpg,,,,,13,11,,,
31611,8434165466357,160.0,Cuétara,Tosta rica oceanix 160g,Embalagem de 160g,1.54,9.63,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1D425022BF9B64295AD3863666AEA48.jpg,,,,,13,11,,,
32290,4005900555915,750.0,Nivea,Gel de Banho Care & Coconut,750 ml,4.25,5.67,750,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/48EFBF535147B4D91AC494157927F830.jpg,,,,,13,11,,,
32304,4005900386564,50.0,Nivea,Desodorizante Roll On Black & White Active,50 ml,2.79,55.8,50,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A36F4383E6851A705012A66F256273F4.jpg,,,,,13,11,,,
32337,5999884034506,250.0,Hell,Bebida Energética Red Grape,250 ml,0.79,3.16,250,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/90375237187E12CCF18AF280B8C44A22.jpg,,,,,13,11,,,
32402,4005900542557,50.0,Nivea,Desodorizante Roll On Black & White Invisible Silky Smooth,50 ml,2.79,55.8,50,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0FDFC8F76946D93D5FC3C71D34FF86DB.jpg,,,,,13,11,,,
33755,7610113000175,700.0,Bacardi,Mojito,Garrafa de 0.70 l,12.19,17.41,700,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/91CC3A22F2DE15BBB153E07FD1ECD601.jpg,,,,,13,11,,,
34199,3083680905008,700.0,Bonduelle,Salteado mediterrâneo,Embalagem de 750 g,3.99,5.7,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A3A2D15DD576F2EEB416D9AD59041257.jpg,,,,Tipo de stockagem,13,11,,,
34379,8435495808831,2950.0,A+,Detergente líquido máquina lavar roupa optimal A+,56 doses,8.99,3.05,2950,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ECA5FE724C628FF5ECBB327273973759.jpg,,,,1000 Artigos,13,11,,,
35146,5998749138359,155.0,Pedigree,Snacks de vaca para cão tasty bites,Embalagem de 150 g,2.15,13.87,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1626970F646511D994D289CA471FE19A.jpg,,,,,13,11,,,
35412,8058664099818,75.0,Control,Gel lubrificante warm touch,75 ml,6.85,91.33,75,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A9F8263F283776B282E2A72A40F17F13.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CB190EAB4ECD94BC2FA6FCCF65F83507.jpg,,,,13,11,,,
35413,5000204075144,18.0,Glade,Ambientador sense e spray lavanda e jasmim,18 ml,4.99,277.22,18,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/03FA7C81C83C6A707EC27FCCB6358A38.jpg,,,,,13,11,,,
35507,4005900611659,200.0,Nivea Sun,Protector solar com aloe vera FP50+,200 ml,11.99,59.95,200,L,€/L,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F80DB2E8311149856ADF138AC468CB2.jpg,,,,,13,11,,,
35571,5099821001919,50.0,Hawaiian Tropic,Loção solar para a cara F30,50 ml,7.59,151.8,50,L,€/L,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8DD51418192DFEBF3CBB7153383E486F.jpg,,,,,13,11,,,
35577,8435495808749,4250.0,Ariel,Detergente líquido máquina de lavar roupa optimal,85 doses,11.99,2.82,4250,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3422575D025473568E9CE29F926AFB01.jpg,,,,1000 Artigos,13,11,,,
35673,8058664099511,75.0,Control,Gel lubrificante nature,75 ml,6.85,91.33,75,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6FD60BC50CDE6DE015498AB97EF5F634.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6BF218DE90301D28AA70FB89606D1F84.jpg,,,,13,11,,,
35743,8712000020187,3000.0,Heineken,Cerveja Mini,Pack de 12 x 0.25 l,7.99,2.66,3000,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5EA2EAFC1373EDE4EE41374B2978285C.jpg,,,,,13,11,,,
35850,5600798960743,1000.0,Shoyce,Bebida de amêndoa - 0% açúcar,Embalagem de 1 litro,1.69,1.69,1000,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5013FFC843ED4864BBA03A98EB758892.jpg,,,,1000 Artigos,13,11,,,
35914,5603722509643,800.0,Mimosa,Leite Bem Essencial cereais,Embalagem de 4 x 200 ml,1.69,2.11,800,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D42EF29BB69D8B61354398DC984E7F3C.jpg,,,,,13,11,,,
36014,5603599000892,,Saurium,Saco de cama para adulto,1 unidade,14.99,14.99,0,,€/Unidade,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/93CE0677BC125E7CB1CCBFD62C1EB339.jpg,,,,,13,11,,,
36241,5000204117677,,Glade,Ambientador eléctrico Relaxing Zen + recarga,1 unidade,4.49,4.49,0,,€/Unidade,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7CE153FFF29E81DB96D12603976BAE32.jpg,,,,1000 Artigos,13,11,,,
36242,5000204117585,,Glade,Ambientador elétrico pure clean linen + recarga,1 unidade,4.49,4.49,0,,€/Unidade,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6D57C2EED18A9B390BC2EDE1255ADE8C.jpg,,,,1000 Artigos,13,11,,,
36243,5000204117882,,Glade,Ambientador elétrico sensual sandalwood & jasmine + recarga,1 unidade,4.49,4.49,0,,€/Unidade,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/457D146091102B0FB9CA67D802648753.jpg,,,,1000 Artigos,13,11,,,
36442,7622300356804,30.0,Tang,Refresco em pó de limão,30 g,0.99,33.0,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/131BB8A22BCBD6CE8CBF4A715EBE0551.jpg,,,,,13,11,,,
36654,8410436343497,500.0,Sonasol,Spray limpa vidros brilhante,Embalagem de 500 ml,1.99,3.98,500,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6BD482198179BD4338A991D3B750B511.jpg,,,,1000 Artigos,13,11,,,
37551,5601050035889,600.0,Danone,"Iogurte liquido de noz,  6 x 100 g",,2.99,4.98,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A29E8F593078306CBB29AE1BAF1D768E.jpg,,,,,13,11,,,
37620,8410650818719,1500.0,Ultima,Ração seca gato frango,Embalagem de 1.5 kg,9.96,6.64,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2604529C5F331462C6BCDF8185EBD576.jpg,,,,1000 Artigos,13,11,,,
37802,5391522472839,750.0,Aptamil,Leite regular 4,Embalagem de 750 g,10.95,14.6,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/70B10720F87CEB62B9CD52F2831D107B.jpg,,,,,13,11,,,
38308,8410436341011,150.0,Sonasol,Bloco WC Poder Activo Eucalipto,Embalagem 3 x 50 g,4.39,29.27,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/00E2858ABBC78C4D6083377A393C963E.jpg,,,,1000 Artigos,13,11,,,
38464,5600499502037,40.0,Prozis,Zero bar - baixo teor de açúcares manteiga de amendoim,Embalagem de 40g,1.24,31.0,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/04233CB8C7554EBB416EF89ACADAA3F7.jpg,,,,,13,11,,,
38910,5601557052549,100.0,Salutem,Bolacha galete integral arroz+laranja sal9x100,Embalagem de 100g,2.39,23.9,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3F488A24826F671B31751ED2D6A6C66D.jpg,,,,,13,11,,,
39183,5601557047590,130.0,Salutem,"Galete crocante de arroz integral e milho, 130g",,1.09,8.38,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DD21CB4764741F8DD849FEAD6651E87C.jpg,,,,,13,11,,,
39192,5601557049228,130.0,Salutem,"Galete arroz finissima, 130g",,1.09,8.38,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/399AF2CE40AA76D20CC1406872A89B83.jpg,,,,,13,11,,,
39194,5601557049242,130.0,Salutem,"Galete arroz finissima sem sal, 130g",,1.09,8.38,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C4DD86E8C261014C970D8539B10BE98F.jpg,,,,,13,11,,,
39703,5604321032648,400.0,Cemporcento,Flocos de aveia grossos sem glúten,Embalagem de 400g,1.39,3.48,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CB1CF250AA5617E5F765E8DDB223078C.jpg,,,,,13,11,,,
40048,5604321027439,500.0,Cemporcento,Flocos de aveia suaves integrais,Embalagem de 500g,1.19,2.38,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3B0B7FBD0039F9CB93A82D4D0D2A27B9.jpg,,,,,13,11,,,
40836,6942138917796,,Bestway,Bomba de mão de insuflar,,4.99,4.99,0,,€/Unidade,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7B0E9841A51BC729AC1F6609F56529F9.jpg,,,,,13,11,,,
40963,3083681108323,400.0,Bonduelle,Salteado rústico,Embalagem de 400g,2.39,5.98,0,kg,€/Kg,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/737B989EBA479F410BB7A261C89F38EF.jpg,,,,Tipo de stockagem,13,11,,,
41400,5601217134240,3800.0,Woolite,Detergente líquido máquina de lavar roupa cores escuras,56 doses,9.99,2.63,3800,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/993E01BDCB8CD2FCD8220CF222551F57.jpg,,,,1000 Artigos,13,11,,,
41789,7702018545186,,Gillette,Máquina King Duplo Gume + 5 Recargas,1 unidade,15.99,15.99,0,,€/Unidade,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D550AE3AEB5365CD768F832FF8C3E589.jpg,,,,,13,11,,,
41791,8001841705637,350.0,Gillette,Gel Limpeza King Barba & Cara,Embalagem de 350 ml,8.79,25.11,350,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/36BC83150FECD48FBCAAB16AD2979C8D.jpg,,,,,13,11,,,
41792,8001841705712,100.0,Gillette,After Shave King Suave para Barba,Embalagem de 100 ml,8.79,87.9,100,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E8B8C375B3569B3654F09389550EBB3E.jpg,,,,,13,11,,,
41793,8001841705750,30.0,Gillette,Óleo King Barba,Embalagem de 30 ml,8.79,293.0,30,L,€/L,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/77B5FF33A2FC963C99CACDF2E0EA0343.jpg,,,,,13,11,,,
4208,3574660709216,,Carefree,"Pensos diários maxi, aloé vera",embalagem com 48 unidades,3.74,3.74,0,,€/Unidade,2024-07-10T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/26FFB8C904F08713D51E0B27DC72CB68.jpg,,,,,13,11,,,
