identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,avantages_dateFin,avantages_categorie,images_0,images_1,images_2,nro_paginas,page
1120,5601066301718,500.0,Nacional,Massa de espirais,Embalagem de 500g,0.93,1.86,0,kg,€/Kg,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/53CA28E35AF8AD40FCE8516799A2B51B.jpg,,,17,1
3526,2894034000000,150.0,Nobre,Fiambre da Perna Extra,1 un = 150 gr (aprox.),2.25,14.99,0,,€/Kg,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/557B46964D51EA0529BF496E616F76D8.jpg,,,17,1
9293,5603722493942,250.0,Primor,Manteiga pasteurizada com sal cuvet,Embalagem de 250g,1.99,7.96,0,kg,€/Kg,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5B98CBCDF9DE77B1D84C2C6375C3439D.jpg,,,17,1
38934,5601164863217,500.0,Somersby,Sidra de maçã,Lata de 500 ml,1.29,2.58,500,L,€/L,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/64CF85A6EEB2D34A86BD341A630D0BDD.jpg,,,17,1
26047,8412600070994,650.0,Bimbo,Pão de forma s/ côdea,Embalagem de 650 g,2.09,3.22,0,kg,€/Kg,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/998967574B383CCF8D49F03316F06108.jpg,,,17,1
12972,2892040000000,1000.0,Fruta,Banana,1 un = 200 gr (aprox.),1.09,1.09,0,,€/Kg,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C368220872795E9863F1F37C2230CCEA.jpg,,,17,1
18595,8410500016012,400.0,Danonino Danone,"Iogurte líquido danonino morango,  4 x 100 g",,1.99,4.98,0,kg,€/Kg,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0E203361E14F23CD94ABD0BD721CC32D.jpg,,,17,1
11464,5601018003400,1000.0,Matinal,Leite Seleccionado Meio Gordo,Embalagem de 1L,0.98,0.98,1000,L,€/L,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2D40D4EB6EAF6BEF7329493925CCD97C.jpg,,,17,1
43520,8411300478116,400.0,Elvive,Champô argila cabelos normais,Embalagem com 400ml,3.99,9.98,400,L,€/L,,,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4FA9549FFEB000EE016E8AB88BD8B66F.jpg,,,17,1
8318,5601028014540,,Renova,"Rolos de cozinha compactos, branco, máxima absorção, xxl",1 unidade,1.19,1.19,0,,€/Unidade,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9EF4E7DC89CE067F797091D12596CE34.jpg,,,17,1
5136,5601077122012,750.0,Velhotes,Vinho do Porto Branco,"Garrafa de 0,75 l",5.49,7.32,750,L,€/L,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/23DA3BAF150EE6D429DA3F988DF859EC.jpg,,,17,1
48030,7613287495259,1200.0,Felix,Fantastic Seleção de Peixes em Gelatina,Embalagem de 12x100g,5.99,4.99,0,kg,€/Kg,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6D8479CC6C659A75FA2F079AE890F80C.jpg,,,17,1
40925,8710522652138,240.0,Calvé,Maionese,Embalagem de 240g,1.59,6.63,0,kg,€/Kg,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BAE5DB5E204D247526D3D3D4E5D5A52E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8E23B17512BCD2C444A6228885CC4217.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8E23B17512BCD2C444A6228885CC4217.jpg,17,1
2466,7613032142599,500.0,Cerelac,Farinha láctea cerelac,Embalagem de 500g,3.74,7.48,0,kg,€/Kg,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FAE48F9FC8C51C77AD6C82F23613A30C.jpg,,,17,1
4940,5449000008435,4000.0,Coca-Cola,Refrigerante c/ gás zero,pack 4 x 1 l,4.29,1.07,4000,L,€/L,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/33F2C9EB56024D40DAD7EC1E9D0325EB.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0582A66476893C4C2DEFB301BE67AA7.jpg,,17,1
30168,2696660000000,80.0,Padaria,Cacetinho de Trigo,80 g,0.2,2.5,0,kg,€/Kg,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/061A32F66C5467484869F7F4ECEA0767.jpg,,,17,1
22335,5000116110940,420.0,Capitão Iglo,15 douradinhos,Embalagem de 420g,4.99,11.88,0,kg,€/Kg,,Tipo de stockagem,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A875E63BB10AF2CF300666B64DC69107.jpg,,,17,1
23469,8410500020453,280.0,Danonino Danone,"Danonino para levar, polpa de morango,  4 x 70 g",,2.14,7.64,0,kg,€/Kg,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BCB8B07B4A9632B9CA3C8436CD26979D.jpg,,,17,1
12356,8410108122535,,Dodot,Toalhitas Sensitive |Recarga,Pack: 4 x54 unidades,5.99,5.99,0,,€/Unidade,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/25B89D0E4CFA95A39B00208C4F12F5D5.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/47D40D02C955E98DB96B03E04432FF85.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/47D40D02C955E98DB96B03E04432FF85.jpg,17,1
29180,4005900512925,400.0,Nivea Sun,Protetor Solar Protect&Moisture FP50+,1 Embalagem 400ml,16.19,40.48,400,L,€/L,,,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/398DA35316985F187E75EF0884CEF41A.jpg,,,17,1
29738,8410436324533,1300.0,Sonasol,Lava Tudo Flores Montanha,1.3 l,2.09,1.61,1300,L,€/L,,1000 Artigos,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/619CC29EDCFB8BA35BEA4FA4EA1CE5DD.jpg,,,17,1
11727,5601349013673,1000.0,3 marias,Vinho verde branco,Garrafa de 1 l,2.99,2.99,1000,L,€/L,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A81BCAF54881777811300CE8D032B128.jpg,,,17,1
48094,5604260322442,85.0,PorSi Select,Comida húmida gato júnior c/ frango,Embalagem de 85g,0.59,6.94,0,kg,€/Kg,,1000 Artigos,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/279462757EAF9822921790C3FAA94851.jpg,,,17,1
12978,2892462000000,400.0,Legumes,Alface Frisada,1 un= 400 g (aprox.),0.48,1.19,0,,€/Kg,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/14C8DBD7827DB992F77D5C5056950123.jpg,,,17,1
13818,2892584000000,250.0,Legumes,Pimento Vermelho,1 un=250 gr (aprox.),0.62,2.49,0,,€/Kg,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A89EFDBC825F249BCF5C02ECF326661E.jpg,,,17,1
13833,2892579000000,300.0,Legumes,Pepino,1 un = 300 gr  (aprox.),0.39,1.29,0,,€/Kg,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/81A5C57CCE1518487B68F04112010F92.jpg,,,17,1
9727,5604260273058,200.0,PorSi,Queijo mozzarella ralado,Embalagem de 200 g,1.39,6.95,0,kg,€/Kg,,1000 Artigos,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/06A41E6C952C21A7856951F2F972349C.jpg,,,17,1
12894,2892042000000,200.0,Fruta,Banana da  Madeira,1 un= 200 gr (aprox.),0.56,2.79,0,,€/Kg,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AEB09FDBC77DC8299336F2901981AE66.jpg,,,17,1
9691,5604260270613,500.0,PorSi,Queijo Flamengo Fatias,Embalagem 500G,3.99,7.98,0,kg,€/Kg,,1000 Artigos,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FFFF236BFADF54D62A4E0EFB7AF0E7B7.jpg,,,17,1
28607,5604260278442,640.0,PorSi,"Iogurte líquido morango/banana,  4 x 160 g",,1.38,2.16,0,kg,€/Kg,,1000 Artigos,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E93EE6852A43EE33A208A07B3A318C73.jpg,,,17,1
36522,5604260292042,,PorSi,Papel higiénico macio absorvente,12 rolos,2.59,2.59,0,,€/Unidade,,1000 Artigos,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/839473679F0155D9469467503CB1B3E6.jpg,,,17,1
13817,2892582000000,250.0,Legumes,Pimento Verde,1 un = 250 gr  (aprox.),0.5,1.99,0,,€/Kg,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7B3A4CEB1862E90C3453A121EC9872E4.jpg,,,17,1
15161,5604260274246,1000.0,PorSi,Cenouras Programa Origens,Embalagem de 1 kg,0.89,0.89,0,kg,€/Kg,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2C5D90EF430B0C18141C519CD5070475.jpg,,,17,1
18296,5604260278428,640.0,PorSi,"Iogurte líquido pinacolada,  4 x 160 g",,1.38,2.16,0,kg,€/Kg,,1000 Artigos,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E2D38B384B5C05E85037B10175E3330E.jpg,,,17,1
13866,2891048000000,1000.0,Porco,Bifanas,Vendido ao peso a partir de 1 kg,4.29,4.29,0,,€/Kg,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C9E276B082B119EFEDC2A2B0E1BC737E.jpg,,,17,1
17272,2891375000000,800.0,Novilho,Carne p/ Estufar,Vendido ao peso a partir de 800 g,6.79,8.49,0,,€/Kg,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/74A9E71258207F3FD300DB35B0F5BB18.jpg,,,17,1
48862,5604260320592,600.0,PorSi Viva Bem,"Iogurte líquido magro morango,  4x150 ml",,1.38,2.3,600,L,€/L,,1000 Artigos,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0C694DE9782FCC84FA1DB148AA050087.jpg,,,17,1
978,5601024134136,750.0,Oliveira da Serra,Azeite,Embalagem de 750 ml,5.99,7.99,750,L,€/L,,1000 Artigos,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4618FCD27F27BDBAA8CF1CDC30F2EFF5.jpg,,,17,1
1427,5601255322128,1000.0,Caçarola,Arroz agulha,Embalagem de 1 kg,1.28,1.28,0,kg,€/Kg,,1000 Artigos,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A52540C62DF57685F2A437535D54EC25.jpg,,,17,1
18298,5604260278459,640.0,PorSi,"Iogurte líquido morango,  4 x 160 g",,1.38,2.16,0,kg,€/Kg,,1000 Artigos,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9B284E13E8C95C5E0A5B9E9B9B54FC18.jpg,,,17,1
1114,5601066300780,500.0,Nacional,Massa de macarrão riscado,Embalagem de 500g,0.99,1.98,0,kg,€/Kg,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E586B0F43C13026DBE291FFB6AC87A9.jpg,,,17,1
13892,2891041000000,1000.0,Porco,Costeletas do Lombo,Vendido ao peso a partir de 1 kg,3.99,3.99,0,,€/Kg,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0CEDBCB04142A68CDED3690FB39820D0.jpg,,,17,1
13893,2891043000000,1000.0,Porco,Entrecosto,Vendido ao peso a partir de 1 kg,6.28,6.28,0,,€/Kg,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA05EE99D302D59771FCC108473E0700.jpg,,,17,1
13894,2891044000000,1000.0,Porco,Entremeada sem Entrecosto,Vendido ao peso a partir de 1 kg,4.78,4.78,0,,€/Kg,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C03EF63C56AFB4E4EA78E134436BF30C.jpg,,,17,1
18295,5604260278411,640.0,PorSi,"Iogurte líquido morango/cereais,  4 x 160 g",,1.38,2.16,0,kg,€/Kg,,1000 Artigos,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E44EF7A495B5D88032D3F10A44D3886E.jpg,,,17,1
18842,5601070000508,500.0,Cristal,Vinagre vinho branco 500ml,Garrafa de 500 ml,1.03,2.06,500,L,€/L,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9B1BDF2A3E3E9679D43CD22EA6D9C158.jpg,,,17,1
19447,5604260278473,640.0,PorSi,"Iogurte líquido de frutos vermelhos,  4 x 160 g",,1.38,2.16,0,kg,€/Kg,,1000 Artigos,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/891F6EF8D7281D5B469468F4C3F4A246.jpg,,,17,1
40749,5604260304158,1000.0,PorSi,Detergente liquido loiça clássico,Garrafa de 1 litro,0.89,0.89,1000,L,€/L,,1000 Artigos,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AF2F1189F25F58E20EE8C7BA2141119A.jpg,,,17,1
41716,5604260303809,90.0,PorSi,Saqueta de puré de fruta | maçã + pêssego + banana + pera,90 g,0.74,8.22,0,kg,€/Kg,,1000 Artigos,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BA821088BC22D810D2198777A3EC5FCD.jpg,,,17,1
46922,5601897500021,,Matinados,Ovos de Galinha ao Ar Livre Classe M/L,12 unidades,2.95,2.95,0,,€/Unidade,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D418E60C080058753E8CC98EB5E81765.jpg,,,17,1
973,5601024105020,1000.0,Fula,Óleo alimentar,Embalagem 1L,2.02,2.02,1000,L,€/L,,1000 Artigos,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/82D3E88293E42CC5B178C569AA9B57E6.jpg,,,17,1
11613,5601164864467,1320.0,Somersby,Sidra maçã,pack 4 x 0.33 l,3.95,2.99,1320,L,€/L,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6483890D0FF6343894A37D6DC6393C66.jpg,,,17,1
1293,5601151398104,630.0,Compal,Pack de 3 embalagens de polpa de tomate,Embalagem de 630g,1.49,2.37,0,kg,€/Kg,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2F7BD591A6A78BA4615EC03A19AC4973.jpg,,,17,1
1305,5601151862155,500.0,Compal,Polpa de tomate em garrafa,Embalagem de 500g,1.26,2.52,0,kg,€/Kg,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AAB3292CC676B25102611CA57B6FA818.jpg,,,17,1
15577,5604260279166,125.0,PorSi,Framboesa,Embalagem com 125g,1.39,11.12,0,kg,€/Kg,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/498DD3B7B51C2A37F7C64567752911E7.jpg,,,17,1
28608,5604260282821,160.0,PorSi,"Iogurte Líquido Frutos Tropicais, 4 x 160g",,1.38,8.63,0,kg,€/Kg,,1000 Artigos,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EB7AD688B381BBBCE16BBE5DF0C318EE.jpg,,,17,1
31947,5601151973554,1250.0,Seven-up,Refrigerante com Gás Lima Limão Free,"Garrafa de 1,25 l",1.09,0.87,1250,L,€/L,,1000 Artigos,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8A720C0899795D87955A54DE55D0D0B2.jpg,,,17,1
34077,5604260287284,1500.0,PorSi,"Iogurte natural, 12 x 125g",,2.18,1.45,0,kg,€/Kg,,1000 Artigos,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3965ED928DFAC6A0B27DB3EED0D09D6B.jpg,,,17,1
34084,5607233509321,520.0,Panrico,Pão de forma especial integral de trigo,Embalagem de 520g,1.59,3.06,0,kg,€/Kg,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E3F722519E8DED07FAFDF23AF00716EC.jpg,,,17,1
36728,5604260294343,1000.0,PorSi,Arroz carolino,Embalagem de 1 kg,1.25,1.25,0,kg,€/Kg,,1000 Artigos,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/10350363E0DE37B1698299EA7835EFEE.jpg,,,17,1
36774,5604260300686,640.0,PorSi,"Iogurte liquido stracciatella,  4 x 160 g",,1.28,2.0,0,kg,€/Kg,,1000 Artigos,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CA76E60A3E29F3063FEC78B659667DD6.jpg,,,17,1
41719,5604260303793,90.0,PorSi,Saqueta de puré de fruta | maçã + banana,90 g,0.74,8.22,0,kg,€/Kg,,1000 Artigos,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/917C5C6898063E49F7861F32B2346FD5.jpg,,,17,1
41774,5604260306718,160.0,PorSi,"Iogurte líquido melão/melancia ,  4x160 ml",,1.38,8.63,160,L,€/L,,1000 Artigos,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0E8861A4B45608B579787598A7F28EF0.jpg,,,17,1
45212,5604260313440,,PorSi,Toalhitas Bebé Basic,Embalagem de 72 unidades,0.89,0.89,0,,€/Unidade,,1000 Artigos,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/856ACD070E028237EAE2C96F31396D77.jpg,,,17,1
48040,5604260320615,640.0,PorSi Viva Bem,"Iogurte líquido magro frutos vermelhos,  4x160 ml",,1.38,2.16,640,L,€/L,,1000 Artigos,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA684AFC50E812150A1E2AF9F6A67F47.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8BCFC316C76164C4EB30E1CA8663C5AA.jpg,,17,1
8391,5601049159992,1000.0,Mimosa,Leite especial cálcio + vitamina d magro,Garrafa de 1 l,0.98,0.98,1000,L,€/L,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9A4AD44FB60B5A45579B826AAB547587.jpg,,,17,1
927,5601001180903,380.0,Nestlé,Cereais chocapic,Embalagem de 375 g,2.29,6.03,0,kg,€/Kg,,1000 Artigos,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6DE0110672BED70DCD1FFE94A66DEB48.jpg,,,17,1
9292,5603722493812,250.0,Matinal,Manteiga Magra,Embalagem de 250g,2.29,9.16,0,kg,€/Kg,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0EFE8F0BAC9D546B0137E2AAE6CB19F.jpg,,,17,1
11418,5449000020024,4000.0,Coca-Cola,Refrigerante  c/ gás regular,pack 4 x 1 l,4.94,1.24,4000,L,€/L,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2D87E5C0C9B50C36B31B6AAE2DD8ADBC.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CA0D8B97BB868D45B944027647273BDD.jpg,,17,1
11523,5601051410029,250.0,Primor,"Manteiga com sal, 250g",,1.99,7.96,0,kg,€/Kg,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5E7E0622B0F1F3C827A5445EBDA354EF.jpg,,,17,1
1195,5601119230224,650.0,Nobre,Salsichas extra suculentas,Frasco de 650 g,2.09,3.22,0,kg,€/Kg,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8D9323C0AA785F7D26E063775F0C6C13.jpg,,,17,1
12889,2892175000000,150.0,Fruta,Kiwi categoria II,1 un = 150 gr (aprox.),0.49,3.29,0,,€/Kg,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8ECB4A8CBEF9251912188D64C7413AB3.jpg,,,17,1
12940,2892083000000,200.0,Fruta,Lima,1 un = 200 gr (aprox.),1.0,4.99,0,,€/Kg,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/20A6BBEF6B12F4FB4181A414DFA3AAB3.jpg,,,17,1
12998,2892529000000,200.0,Legumes,Cogumelos Granel,1 un = 200 gr (aprox.),0.9,4.49,0,,€/Kg,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B84D52A8C689A2AC96C47A0258B4A48A.jpg,,,17,1
1308,5601151979099,1250.0,Sumol,Refrigerante com gás de laranja,"Garrafa de 1,25 l",1.09,0.87,1250,L,€/L,,1000 Artigos,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ECE6BD1006EEE4AC73A1110926F981DC.jpg,,,17,1
1315,5601151983508,1250.0,Seven-up,Refrigerante com Gás Lima Limão,"Garrafa de 1,25 l",1.19,0.95,1250,L,€/L,,1000 Artigos,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D7ADD067C52BBE29F907539EA3813D05.jpg,,,17,1
1480,5601314000073,9000.0,Vitalis,"Água mineral sem gás, pack 6 x 1.5 l",,2.59,0.29,9000,L,€/L,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DBABD0E3FAFA221D73AE3D490EFE7F8E.jpg,,,17,1
18628,5601028002707,,Renova,Rolo de Cozinha Multi,4 Rolos,1.49,1.49,0,,€/Unidade,,1000 Artigos,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EC28E7C70040AEF56E88826756B8374D.jpg,,,17,1
2072,5604260193516,1000.0,PorSi,"Néctar pêssego, prisma",Embalagem de 1 l,0.96,0.96,1000,L,€/L,,,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B29D4F2CB69685F48D5CAFE4294E327C.jpg,,,17,1
40750,5604260304165,1000.0,PorSi,Detergente liquido loiça limão,Garrafa de 1 litro,0.89,0.89,1000,L,€/L,,1000 Artigos,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/133A79C299237D7021118245D0D00D2E.jpg,,,17,1
41717,5604260303816,90.0,PorSi,Saqueta de puré de fruta | maçã + pera,90 g,0.74,8.22,0,kg,€/Kg,,1000 Artigos,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BDC9DCB2575995ED71759BEA2C9A3172.jpg,,,17,1
41718,5604260303823,90.0,PorSi,Saqueta de puré de fruta | maçã + manga + pêssego,90 g,0.74,8.22,0,kg,€/Kg,,1000 Artigos,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/002C0AF35BCBB9E50AC34B89735CDC2C.jpg,,,17,1
