identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,avantages_dateFin,avantages_categorie,nro_paginas,page,images_3,images_4,images_5
40464,5604260300815,120.0,PorSi,Atum posta em óleo vegetal,Embalagem de 120g,0.93,7.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/173B9FE9B4C2B9F9F15A0D5B1DBEDB60.jpg,,,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
7126,2895005000000,100.0,PorSi,Queijo flamengo barra,"Vendido ao peso, fatiado a partir de 100 gr",0.7,6.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/16C1EB46F4F37242994168D0C6EEE2EA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/429C8DD5EB6268845AF5C452EB2A1C3C.jpg,,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
14921,2892534000000,400.0,Legumes,Couve Bróculo,Vendido ao peso,1.2,2.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4F48873F332B6ECE759CD88793270811.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
2309,5604260271801,2000.0,PorSi,Refrigerante de cola zero,Garrafa de 2 l,0.79,0.4,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F81DE832EC9948EA24FFE06A8CDD7EE9.jpg,,,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
9691,5604260270613,500.0,PorSi,Queijo Flamengo Fatias,Embalagem 500G,3.99,7.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FFFF236BFADF54D62A4E0EFB7AF0E7B7.jpg,,,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
13781,2892323000000,250.0,Fruta,Uva Red Globe,1 un = 250 gr  (aprox.),0.62,2.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F39C2CDDA1731E30D604B1031CF2B02.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
13865,2891042000000,1000.0,Porco,Costeletas do Cachaço,Vendido ao peso a partir de 1 kg,4.98,4.98,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9CC30521C194F3CF0E71F32C6E004880.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
2312,5604260271832,355.0,PorSi,Cogumelos laminados 1/2,Embalagem de 355 g,1.19,3.35,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/60708037644026A27C2FB6731A0DAB33.jpg,,,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
11967,5601049612336,250.0,Mimosa,Manteiga c/ sal,Embalagem de 250g,1.99,7.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C41D77380AC10A8E184B8D4C3C381772.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B59AE74FD0DBE6C3112F001AFF69E867.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BB9196C3025886DBB6F20EDD70A1CA7A.jpg,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
12889,2892175000000,150.0,Fruta,Kiwi categoria II,1 un = 150 gr (aprox.),0.52,3.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8ECB4A8CBEF9251912188D64C7413AB3.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
13821,2892597000000,200.0,Legumes,Tomate Cacho,1 un = 200 gr (aprox.),0.3,1.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3B66EF6541266EDFA27BC4541501843F.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
14223,5604260292721,100.0,PorSi,Tablete chocolate de leite,embalagem de 100 g,1.29,12.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E23ABA87C72BA66273585754CBCFF134.jpg,,,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
41716,5604260303809,90.0,PorSi,Saqueta de puré de fruta | maçã + pêssego + banana + pera,90 g,0.74,8.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BA821088BC22D810D2198777A3EC5FCD.jpg,,,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
46715,5604260318759,,PorSi,Papel higiénico branco folha quadrupla,12 rolos,5.03,5.03,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/078F78E1A23E8150050FA2F61B744BD8.jpg,,,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
929,5601001187803,630.0,Nestlé,Cereais chocapic,Embalagem de 630g,3.49,5.54,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/24F5DB132F7E18A7786689AD5CB8DB19.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
9727,5604260273058,200.0,PorSi,Queijo mozzarella ralado,Embalagem de 200 g,1.57,7.85,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/06A41E6C952C21A7856951F2F972349C.jpg,,,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
973,5601024105020,1000.0,Fula,Óleo alimentar,Embalagem 1L,2.02,2.02,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/82D3E88293E42CC5B178C569AA9B57E6.jpg,,,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
1188,5601119007970,200.0,Nobre,Salsichas de porco,Lata de 200g,1.39,6.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/01CF2549C0E08C23060DD310D0C9B5DD.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
13897,2891053000000,1000.0,Porco,Lombo sem Osso,Vendido ao peso a partir de 1 kg,4.99,4.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/415564DA70574ED3C1D7475F1F28BDB6.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
17272,2891375000000,800.0,Novilho,Carne p/ Estufar,Vendido ao peso a partir de 800 g,6.79,8.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/74A9E71258207F3FD300DB35B0F5BB18.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
40769,5604260301942,300.0,PorSi,Comida húmida para cão,Embalagem de 300 g,0.75,2.5,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D90B7AD78A8FE4F93D83927A0C609BE3.jpg,,,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
41129,5604260303762,200.0,PorSi,8 salsichas aves,Embalagem de 200 g,1.09,5.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0DF7D5316DF865B4DCE8F58163C3E81.jpg,,,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
41621,5604260303625,5000.0,PorSi,Areia para gatos 100% natural,Embalagem de 5 kg,1.29,0.26,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D31760E94B21E9196509712F2DC20BF5.jpg,,,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
41719,5604260303793,90.0,PorSi,Saqueta de puré de fruta | maçã + banana,90 g,0.74,8.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/917C5C6898063E49F7861F32B2346FD5.jpg,,,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
1114,5601066300780,500.0,Nacional,Massa de macarrão riscado,Embalagem de 500g,0.89,1.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E586B0F43C13026DBE291FFB6AC87A9.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
1120,5601066301718,500.0,Nacional,Massa de espirais,Embalagem de 500g,0.89,1.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/53CA28E35AF8AD40FCE8516799A2B51B.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
1164,5601089080621,20.0,Boca Doce,Pudim de chocolate,Embalagem de 20g,0.47,23.5,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B89ECCAB610493D298FF226A04F99E93.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
13813,2892489000000,250.0,Legumes,Batata Doce,1 un = 250 gr  (aprox.),0.4,1.59,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0785A3D8A1A6773EB1FB43B119AC4D9.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
13844,2891011000000,800.0,Novilho,Carne p/ Assar,Vendido ao peso a partir de 800 g,7.19,8.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5BE20A86BAEB137E382553205DC9D349.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
13892,2891041000000,1000.0,Porco,Costeletas do Lombo,Vendido ao peso a partir de 1 kg,3.99,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0CEDBCB04142A68CDED3690FB39820D0.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
17402,8412600027233,700.0,Bimbo,Pão forma familiar normal,embalagem de 700 g,1.99,2.84,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DE8CCFFBC376CC9F4596A72F8ABC4CE5.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
36728,5604260294343,1000.0,PorSi,Arroz carolino,Embalagem de 1 kg,1.25,1.25,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/10350363E0DE37B1698299EA7835EFEE.jpg,,,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
40490,5604260292967,1000.0,PorSi,Sal cristal,embalagem de 1 kg,0.25,0.25,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0A2D20905846BB6FA89618D465D3E2B.jpg,,,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
405,8712566410910,280.0,Calvé,Ketchup,Embalagem de 280g,1.84,6.57,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D7E099A6ABAECF4C5D06260734A2C975.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0D7B165FF00CA45BD8F6AC077E3CA1EC.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0D7B165FF00CA45BD8F6AC077E3CA1EC.jpg,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
41717,5604260303816,90.0,PorSi,Saqueta de puré de fruta | maçã + pera,90 g,0.74,8.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BDC9DCB2575995ED71759BEA2C9A3172.jpg,,,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
41720,5604260303786,90.0,PorSi,Saqueta de puré de fruta | maçã + banana + morango,90 g,0.74,8.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D8CF0CCEDABFBBF47BBC90A180FDA1C7.jpg,,,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
42625,5604260309832,1000.0,PorSi,Farinha de trigo sem fermento t55,Embalagem de 1 kg,0.69,0.69,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EF956CFC77024866F5D3B9C6A4D0EA3B.jpg,,,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
43360,5604260310357,1000.0,PorSi Viva Bem,"Iogurte grego natural magro,  1 kg",,2.29,2.29,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8F8A599D4D4FEABD382ECD297241C642.jpg,,,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
8384,5601049133992,1000.0,Mimosa,Leite uht magro,Embalagem de 1 litro,0.84,0.84,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F5320FAD88ED459A5E33FEB47EAEF410.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8C350978140C257D0AAD7365CD133F0C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B9BED9F397071733FB4D36CBE39ECDBA.jpg,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
8998,5601511000616,400.0,Limiano,"Queijo em fatias, 400g",,3.99,9.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F2A45C587735E27AE71C82EDBAD67D56.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
1011,5601043111019,1000.0,Branca de neve,Farinha para bolos fina,Embalagem de 1 kg,0.99,0.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1DCCFF4DF3445A90940BB809AEC25931.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
1035,5601045105313,6000.0,Serra da estrela,Água mineral sem gás,pack 4 x 1.5 l,1.79,0.3,6000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2AD57C02BC703D78494AE14A0BEFDA49.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
1135,5601082022758,250.0,Delta,Café torrado lote chávena máquina,Embalagem de 250g,2.69,10.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CD7C2612036EC6C8F8AE6969B5FDE5AD.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
1162,5601089080607,20.0,Boca Doce,Pudim baunilha,Embalagem de 20g,0.47,23.5,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BA3284B2E68350973B8135419AE564DE.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
11974,5603722508752,200.0,Castelões,Queijo em fatias original,Embalagem de 200g,2.09,10.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9FEB09D8F116F09205434B0A49717030.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
1337,5601165100786,50.0,Calvé,Piri piri,Garrafa de 50 ml,1.68,33.6,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/008C8E9F15AC26570DA04227E6BC4B56.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
13839,2891006000000,800.0,Novilho,Bife da Pá,Vendido ao peso a partir de 800 g,7.19,8.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CFA6C3958119482911BB8DE0A0199C98.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
13842,2891009000000,800.0,Novilho,Bife da Vazia,Vendido ao peso a partir de 800 g,11.19,13.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/01A34A12BFFC51D86F44E2793C3596E7.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
13893,2891043000000,1000.0,Porco,Entrecosto,Vendido ao peso a partir de 1 kg,5.99,5.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA05EE99D302D59771FCC108473E0700.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
13966,2696019000000,450.0,Padaria,Pão Regional Rio Maior Inteiro,1 unidade= 450 g,0.99,2.2,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DCDBDD7ABCA77222995FAC9FB2CA51ED.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
1426,5601255312112,1000.0,Caçarola,Arroz carolino,Embalagem de 1kg,1.39,1.39,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7F690432AAD8958D114DBA6E5A052325.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
14708,5601244202332,250.0,Terra Nostra,Manteiga c/sal,Embalagem de 250g,2.09,8.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F856625366E0E50DFC4757127A46E849.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9D76B5CC4F670644A71C1CF49788751C.jpg,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
15010,2892545000000,1000.0,Programa Origens,Couve Flor,1 un = 1 kg (aprox.),1.69,1.69,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/73DF9B2986748054B9303F926F23B964.jpg,,,2024-10-09T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,
