identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,images_0,images_1,images_2,pictogrammes_libelleCategorie,avantages_dateFin,avantages_categorie,nro_paginas,page,images_3,pictogrammes_0,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise
49216,5604260296187,2000.0,PorSi,Gelado baunilha,Embalagem de 2 litros,2.99,1.5,2000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/96BF25F881D0453C8953AE7462FDFDB4.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4F7476FE04D885EAAD823A3B68E382DF.jpg,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
10274,8410436242172,1100.0,Sonasol,"Lava Tudo Brilhante Floral, embalagem 1,1l",,2.79,2.54,1100,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/45AE65B29796E27661779732657737AC.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
11671,5601217126382,1650.0,Woolite,Detergente líquido p/ máquina lavar roupa cores,"Garrafa de 1,65 l",6.99,4.24,1650,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/50465693868DD35972833B1D4D848AC2.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
1196,5601119942608,200.0,Nobre,Salsichas de aves,Lata de 200 g,1.39,6.95,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E7AAE34DF3D6C2B149A624A478B3E3DF.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
11960,5603722505300,250.0,Mimosa,Manteiga magra,Embalagem de 250g,1.99,7.96,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BED7878F3F6B8054337A806342B0A37.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C2F91C79228A3ADF27E4AEC55908D66D.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8234260C017BAB3AE2C659FDE5BBED44.jpg,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
12286,8001480020696,2000.0,Neoblanc,Lixívia para roupa delicada,Embalagem de 2 l,5.24,2.62,2000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1EEF05A0D9CFE46475A118F5FF12889D.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
1294,5601151450758,850.0,Compal,Feijão manteiga,Lata de 850g,2.09,2.46,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6FA62F2ED9DBA77E1AF2A2492B6A9743.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
21339,5603089007134,200.0,Parmalat,Nata uht 0% lactose,Embalagem de 200 ml,1.08,5.4,200,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5C987CE9D5560AC8B2365E7C27451819.jpg,,,Produtos Bio,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
2518,7613033814693,400.0,Nestlé,Fruta para bebé 7 frutos +6 meses,Embalagem de 4 x 100 g,2.44,6.1,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5C71B6B9B51E8496D30C8FC7F83397E6.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
49412,5601151969557,600.0,Compal,Sumo 100% Multifrutos,pack 3 x 200 ml,1.43,2.38,600,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/06CD2EB788C5BE5243BAD71B7ED2962F.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
767,4005500030287,400.0,Yogolino,Nestle iogolino prep iog banana 100g,Embalagem de 400g,2.24,5.6,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3D8E32B0B25B565E3618BD3D531AD8AC.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
10000,8001480020559,2000.0,Neoblanc,Lixivia perfume fresco,Embalagem de 2 l,2.24,1.12,2000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AB043965B840954BA1E2B970EB3CF7B9.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
10111,8410104402501,200.0,Vanish,"Pré-lavagem power gel, garrafa de 200 ml",,3.89,19.45,200,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/43BF12F00EF01640414435278CB9BD77.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
10513,8435250439591,236.0,Nestlé,"Iogurte mix-in chocapic,  2 x 118 g",,1.99,8.43,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0789BA3D2E6EA8E7B9EBDD728E77A7C3.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
11883,5602445000543,750.0,Encosta das Perdizes,Vinho regional alentejano reserva tinto,Garrafa de 0.75 l,3.29,4.39,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/97CDEC766F9D980921096CEB55AB1DA5.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
13094,2893070000000,150.0,Peixaria,Carapau Médio Fresco,1 un = 150 gr (aprox.),0.52,3.49,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5561FF39144D34B65C5FB553D6B1F100.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
25706,8411660670229,750.0,Sanytol,Desinfetante p/ WC,Embalagem de 750 ml,2.49,3.32,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4F095CFF62680B19FBA53108E2CB03B7.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
35913,5603722498022,800.0,Mimosa,Leite Bem Essencial morango,Embalagem de 4 x 200 ml,1.69,2.11,800,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E74AE9F14F8D6C9135CA5E0EFA53A437.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
36498,7613036830119,210.0,Nescafé,Café em cápsulas dolce gusto barista,Embalagem de 30 Cápsulas,9.99,47.57,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8337972527E31E54B905C8FB22152420.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
42890,8001841677279,,Dodot,Fralda cueca T7 | +17 kg,Embalagem com 23 unidades,7.98,7.98,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BD1B5C08FDBFA6C0333FD58AADF1496E.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
438,8722700140139,20.0,Lipton,20 saquetas infusão de cidreira,Embalagem de 20g,1.49,74.5,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5BD4BD05824B7246D1659F44FE1CD00E.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
44961,5054563098757,75.0,Sensodyne,Pasta dentífrica repair & protect branqueadora,Embalagem de 75 ml,4.19,55.87,75,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A635A3648DCB48F3466BC2FA7131A17D.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
46333,5054563107510,75.0,Sensodyne,Dentífrico sensibilidade e gengivas,Embalagem de 75 ml,3.94,52.53,75,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A004B499C48581E0F2ACB572ECC96FB.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
52340,8720181392962,,Comfort,Amaciador Roupa Concentrado Creations Madressilva e Sândalo,76 Doses,3.99,3.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6B8F8DA9C5DF28DF49A227B125CD9AD5.jpg,,,1000 Artigos,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
6277,8410001103754,,Scotch-Brite,Pano amarelo Multiusos,Embalagem de 1 unidades,1.08,1.08,1,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4EDC51C03E14CCEABAB0D6C2E4C33CFE.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
11503,5601050019100,600.0,Danone,"Danacol frutos exóticos,  6 x 100 g",,2.99,4.98,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/17F7F3CE5BC5B190BC85D20A58C39B60.jpg,,,1000 Artigos,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
16695,7622210480002,154.0,Oreo,Bolacha golden,Embalagem de 154 g,1.34,8.7,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/02C806A23EC6E6DE454722D8F3269953.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
16919,8718951037878,500.0,Ajax,"Limpa vidros cristal recarga, 500 ml",,1.79,3.58,500,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1E01F43019F10371A21CF05D1BC242D7.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
20515,5601096360303,750.0,Casal Garcia,Sangria,Garrafa de 750 ml,3.29,4.39,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2A419587BC37CD68479B6EF2C3DB381.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
22952,8411660670212,750.0,Sanytol,Desinfetante p/ Cozinha,Embalagem de 750 ml,2.49,3.32,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CE7BBD8143A9B157574CD47FA1699DDC.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
29355,8718951202795,500.0,Palmolive,Gel de banho natural leite oliva,500 ml,2.69,5.38,500,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/77171253CA8BE22F47735182D75DE702.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
30165,8410436320573,1100.0,Sonasol,Lava Tudo Brilhante Eucalipto,"embalagem 1,1L",2.79,2.54,1100,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1D59B5FEAE0C00D87C9E61FEE70A9A3D.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
36655,8410436343404,500.0,Sonasol,Spray casa de banho brilhante,Embalagem de 500 ml,1.99,3.98,500,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DE1ABE94258D954A0B137F0F858C6881.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
37046,5601217132666,500.0,Cillitbang,"Spray calcário e sujidade, garrafa de 500 ml",,2.49,4.98,500,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/986A2CBBC3226B9670AD657A52B7E90F.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
40670,5000116125449,1440.0,Capitão Iglo,18 hamburguers s/ glúten vaca,Pack familiar com 1.4 kg,14.99,10.41,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1205D6FFB1292702E12CA65D9CB59DB1.jpg,,,Tipo de stockagem,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
41901,7613037677591,250.0,Cerelac,Farinha láctea menos 40% açúcar,Embalagem de 250g,2.24,8.96,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/687BCC1B8BE836CF748B8DD683218C66.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
42518,8001841677194,,Dodot,Fralda cueca T5 | 12 a 17 kg,Embalagem com 30 unidades,7.98,7.98,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C651C3D83C903BFECFB80C7D96F998E5.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
4362,3600541221147,200.0,Fructis,Creme tratamento hydra caracóis,Embalagem de 200 ml,3.49,17.45,200,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/59FB44C70A2D4B31EB680FFB011F9AB1.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
44933,7613287343758,112.0,Nescafé,Ndg café espresso intenso 16 capsulas,Embalagem de 112g,4.99,44.55,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1B8D48DC222AD13301B58C2D365D1671.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
44935,8711327324060,540.0,Olá,Cornetto chocolate,Garrafa de 6 x 90 ml,5.49,10.17,540,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/66C370BF2D15659E5D9B8A7EFBE071F3.jpg,,,1000 Artigos,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
45032,5054563098795,75.0,Sensodyne,Pasta dentífrica repair&protect,Embalagem de 75 ml,3.49,46.53,75,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1971DE24C5C4B21970E17F4B9857FD14.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
46729,5054563109743,75.0,Sensodyne,Pasta Dentífrica Branqueadora Sensibilidade e Gengivas,Embalagem de 75 ml,3.95,52.67,75,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BF37E4C9030B80291EBCB54013CB3494.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
51177,8410436440455,,Persil,Detergente máquina roupa sabão azul e branco,76 doses,9.99,9.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/405B529427643132DC974A0DC45DDCCF.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
5126,5601068014494,750.0,Cif,Desinfetante em gel c/ lixívia,Garrafa de 750 ml,1.49,1.99,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DD01BA25A9A9F730D8ADD335AE8FD21F.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
543,3228881083241,30.0,Lipton,20 saquetas chá digestão fácil,Embalagem de 30g,2.09,69.67,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/28A1713A439B692F2535F37C60AAED17.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
6205,8001480020450,2000.0,Neoblanc,Lixívia Denso-Activa Harmonias Florais p/ Casa e Roupa,Embalagem de 2 l,2.99,1.5,2000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F41ADE6A8A2E172433A5157F3ABCA9F6.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
6477,8410437531008,750.0,Cif,Desinfetante em gel p/ wc,Garrafa de 750 ml,1.49,1.99,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F80AEED5DC0E17CB3B3BE1F09E46AB95.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
8641,5601151983171,600.0,Compal,Néctar vital de frutos vermelhos,Pack 3 x 200 ml,1.27,2.12,600,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/612A85B8691CFCC5F767477F18BDCEE0.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
8933,5601377339080,750.0,Monsaraz,Vinho Tinto DOC Alentejo,"Garrafa de 0,75 l",2.99,3.99,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/91D66AE5F752617A4B7436C49147FA1C.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
1009,5601038300077,80.0,Knorr,Caldo de galinha 8 cubos,Embalagem de 80g,1.49,18.63,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D3644371C96943E641B6137A53588BE4.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
10512,8435250439577,232.0,Nestlé,"Iogurte mix-in nesquik,  2 x 115 g",,1.99,8.58,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B4A9B3F7F589CA090A23F817C058A787.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
12168,5604575110024,750.0,Cabriz,Vinho tinto doc dão,Garrafa de 0.75 l,3.99,5.32,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A3374E31A2BF8230054ADB4C2C4F8376.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B79B99AC1459B8F6165E16A7A5B65E9E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B79B99AC1459B8F6165E16A7A5B65E9E.jpg,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
12521,8712100417474,460.0,Hellmann's,Maionese magra em frasco,Embalagem de 460g,3.14,6.83,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A7BCD2CD890AA2348D9DB42E7F0D2DB6.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5EE500879C9469898FD1466D95386BB7.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5EE500879C9469898FD1466D95386BB7.jpg,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
16489,5900020023797,375.0,Nestlé,Cereais corn flakes s/ glúten,Embalagem de 380g,2.59,6.91,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CFE3FE9A3234892BA3F62F54098313D4.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
17114,5000116110148,320.0,Capitão Iglo,4 hamburguers vaca s/ glúten,Embalagem de 320g,3.99,12.47,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8E7F8CBEF475C7DF0459EA1D70B35576.jpg,,,Tipo de stockagem,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
20100,5601010131279,120.0,Ramirez,Atum ao natural,Embalagem de 120g,1.19,9.92,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/539B136F387B16A0754FB9CB2659CDDC.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
2500,7613033129025,250.0,Cerelac,Papa infantil não láctea bolacha maria +6 meses,Embalagem de 250g,2.39,9.56,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1A288A774960D901AD4DC15008F92E64.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
2534,7613034155160,400.0,Nestlé,Leite condensado cozido,Embalagem de 400g,2.64,6.6,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3AE58658640B39F72817166453F971D6.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
29916,5600826203613,500.0,Prozis,"Manteiga de amendoim crocante, 500g",,3.95,7.9,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CA1914B393A02A9776C79C9EDB820EC4.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
30115,5449000016737,1000.0,Coca-Cola,Coca-cola sem cafeína pet 1 ltr individual unidad,Garrafa de 1 l,1.44,1.44,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/596948955E9E7EDCB17BE561063F148F.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
34117,8718951178779,500.0,Colgate,Elixir tripla ação,500 ml,4.99,9.98,500,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3B340797DE2A21209CC6F82D71A9B02E.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
42187,5604260308835,15000.0,PorSi,"Ração seca para cão adulto atividade normal, 15 kg",,14.99,1.0,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B4C11D2B05901A4141D16924CD9690AE.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
44736,5601119354296,220.0,Nobre,Fiambre da perna extra fatias finas,Embalagem de 220g,3.29,14.95,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A78050C7BB155B5DB1353AC09A55C6E3.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
48018,7613287492111,340.0,Felix,Comida Húmida Gato Seleção do Campo Gelatina,Embalagem de 4 x 85 g,2.24,6.59,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/673B4AFBE23B5A0B5D56BC331B8F5451.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
48829,3600542202220,400.0,Fructis,Creme de Pentear Caracóis,Embalagem de 400 ml,5.59,13.98,400,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AB959134F7B479D1AFA1095297EA0B9F.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
49414,5601151969564,600.0,Compal,Sumo 100% Maçã,pack 3 x 200 ml,1.43,2.38,600,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CD31AD4E2832462B8D930F1F9879C4D7.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
51430,8410436442053,,Vernel,Amaciador Concentrado Água Coco e Minerais,70 doses,3.49,3.49,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/179245E7FC668DE2AC2EE670CF2D99F0.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
52941,8720181386510,2700.0,Skip,"Detergente Líquido Máquina de Roupa Sabão Natural, 60 Doses",,7.99,2.96,2700,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F78D7BA1CEEC1BA7836B80E309E4D243.jpg,,,1000 Artigos,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
6208,8001480020580,2000.0,Neoblanc,Lixívia Denso-Activa Tradicional p/ Casa e Roupa,Embalagem de 2 l,2.99,1.5,2000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E446BACA3D4561303E1F410048645F37.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
6689,8435257022567,720.0,Longa vida,"Iogurte magro morango,  6 x 120 g",,2.29,3.18,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/116F7996F4B8C9E36A9C4D0EB83317F7.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
7293,3141360050001,750.0,Calgon,"Anti-calcário para máquina de roupa, em gel",Garrafa de 750 ml,6.99,9.32,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CBAA20E2D0B47492F063F2C7CE6B7F2D.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
9059,5601752080026,750.0,Favaios,Moscatel favaios,Garrafa de 750 ml,4.99,6.65,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DF39336F6EA3566B2D576B52A17EFAB5.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
14217,7613033174667,160.0,Nescafé,Café em cápsulas dolce gusto galão,Embalagem de 16 cápsulas,5.49,34.31,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/20D756527B9266C705A8FDA6B25B4816.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
15797,7613034750419,220.0,Buondi,Café moagem normal: intenso,Embalagem de 220g,3.49,15.86,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9C13C80E504CB58316C5B56E2336173D.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
16564,5060166690427,500.0,Monster,Bebida energética ripper,Garrafa de 500 ml,1.39,2.78,500,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/16B9D66126580CEC0D4C035E88C14A16.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
17115,5000116110155,640.0,Capitão Iglo,8 hamburguers s/ glúten vaca,Embalagem de 640g,7.49,11.7,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/51D71CE1CBF4D0AAF556325F4A9852DC.jpg,,,Tipo de stockagem,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
