identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,images_0,images_1,images_2,pictogrammes_libelleCategorie,avantages_dateFin,avantages_categorie,nro_paginas,page,images_3,pictogrammes_0,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise
19872,3600541921252,200.0,Ambre Solaire,Protector Solar Clássico FPS 30,Embalagem de 200 ml,9.59,47.95,200,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/34AF72C47D3763838528A15090C7FD3B.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
20477,8714789876801,650.0,Palmolive,Gel Banho Coco,Embalagem de 650 ml,3.29,5.06,650,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C841EAB15BFBC711E7703D2FB84F7757.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
22955,3045200760009,500.0,Sanytol,"Desinfetante para Roupa, 500ml",,2.64,5.28,500,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/709F2A22592CEA8E23DD3F8388E2B789.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
24458,5600258596451,750.0,Mistolin,Tira gorduras dia a dia,Garrafa de 750 ml,2.79,3.72,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EAE9E4D94F061579738E6F2196A3CAF9.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
24579,3600541946309,400.0,Fructis,Champô força e brilho,Embalagem com 400 ml,3.89,9.73,400,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/889DD4760AF67C7030DF4A37769866C1.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
2543,7613034465689,390.0,Nestlé,Leite condensado magro,Embalagem de 390g,2.54,6.51,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4920921B45C9DCFACC0ED01E309F4133.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
26485,3600542034074,400.0,Fructis,Champô Hidraliso,Embalagem de 400 ml,3.89,9.73,400,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C2E0C40688CAB3AE7D5A72BCE5A3B761.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
2778,8410168399939,4000.0,Friskies,Ração para gato adulto com coelho,Embalagem de 4 kg,10.79,2.7,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D77E234EEC231A513DCFB3E4E6B53BA0.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
28443,0000042332824,50.0,Nivea Men,"Desodorizante roll-on black & white active, men",Embalagem de 50 ml,2.79,55.8,50,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E8B76BAF731F1924927748058ACD6393.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
2848,0070330100749,,Bic,Esferográfica cristal bl 5 az,1 unidade,2.39,2.39,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BE913BABB5F132E319F941D860D353BE.jpg,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
29236,4005900388971,50.0,Nivea Men,Deo Roll On Protect & Care,50 ml,2.69,53.8,50,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A0C85FD25DC4C5D50BDE13EA61505AE5.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
30053,7613036271882,186.0,Nescafé,Cápsulas de café com leite cappuccino,Embalagem com 16 cápsulas,5.49,29.52,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0CFB8F50E7EE4E4423FA5D696BA8E20D.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
32391,5601217131317,,Woolite,Detergente Máquina Roupa Liquido Lãs e Sedas,Embalagem de 25 Doses,3.49,3.49,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE0D1CB71481296016D84D5B5038EC43.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
32408,5601050034967,600.0,Danone,"Danacol aveia,  6 x 100 g",,2.99,4.98,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D8B4CB4708653F3D4BB9B148DB6D8336.jpg,,,1000 Artigos,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,4,,,,,,,,,,
33391,7613036525893,250.0,Pensal,Farinha com cacau,Embalagem de 250g,1.94,7.76,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1371F96643DB4EE5B173B8503868167E.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
33884,2893837000000,1500.0,Peixaria,Peixe espada preto inteiro,Vendido ao peso,11.99,7.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BB671A8B4DE8C7901B64CBAB01F1F6E6.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
34367,8410022000063,188.0,Donuts,4 donuts bombom,Embalagem de 188 g,2.19,11.65,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9CB64B4A336FCB9A509F3CF43640E631.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
35111,4005900388834,50.0,Nivea Men,Desodorizante roll'on cool kick,50 ml,2.39,47.8,50,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AE22FF4A396202026B518E9936BF9516.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
35559,5601151973738,3500.0,Pepsi,Refrigerante com gás max zero,Pack de 2 x 1.75 l,2.58,0.74,3500,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C4C79168F71B7B5145B8347211FA9783.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
37987,5601809011539,550.0,Riberalves,Lombos de bacalhau 4 meses de cura,Embalagem de 550 g,12.99,23.62,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2291F4E21CB67C219B35D2AA6ACCF056.jpg,,,Tipo de stockagem,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
38648,5449000195906,1000.0,Coca-Cola,Coca-cola zero zero pet tr individual unidad,Garrafa de 1 l,1.26,1.26,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6299E846E54A04F17B4FFF1B9EDF66D2.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
40737,5604260301621,5000.0,PorSi,Vinho branco,Bag-in-box de 5 litros,5.19,1.04,5000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8AFCBD2E5A4D52A85F10F3D8804BE9A4.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
40825,7613038901954,7.0,Nescafé,Café Dolce Gusto Marrakech,Embalagem com 16 cápsulas,5.49,784.29,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9084DC6531DE00DFA958339359EFC3B3.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
40901,5601217132703,500.0,Cillitbang,"Limpa Vidros Tripla Ação, 500 ml",,2.49,4.98,500,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3408AB6B296A082241C46C8195094AAA.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
42519,8001841677231,,Dodot,Fralda cueca T6 | +15 kg,Embalagem com 27 unidades,7.98,7.98,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/14DC2145C7F0EE74A22026D2FA4B4D06.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
49902,5601217136596,4725.0,Xau,Detergente Líquido Máquina Roupa Sabão Natural,105 doses,11.99,2.54,4725,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8C24360A463946BC176BE39B88386F1A.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
51181,5601217137265,,Quanto,"Perfumador de Roupa Azul, 36 doses",,2.99,2.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D220904A5CC7339C1FC4FDBF74A24C1B.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
52325,8720181384868,,Skip,Detergente Máquina Roupa Líquido Sensitive,56 Doses,9.99,9.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4DF32BF1564A4CFF4F3F63F53192D53C.jpg,,,1000 Artigos,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
52372,8720181384783,,Skip,Detergente Máquina Roupa Líquido Active Clean,76 Doses,11.99,11.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/317EA4E845A007FE56B2D6D0E194B17C.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
5244,5601151510759,850.0,Compal,Feijão encarnado,Lata de 850g,2.09,2.46,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/606A85BE0216806A1AC1DB5B88F76288.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
53240,8720181384264,2340.0,Skip,"Detergente Líquido Máquina de Roupa 2 em 1 Ultimate, 52 Doses",,10.99,4.7,2340,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ADA1267F1850FE173AC42CD30CA77DD5.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
53578,8435495836452,,A+,"Detergente Máquina Roupa Cápsulas Optimal, 38 unidades",,8.99,8.99,38,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A152C9C75F49F8FB49CA4BA0395A8F08.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
53670,5054563119827,75.0,Sensodyne,Pasta de Dentes Branqueadora Nourish Branco Saudável,Embalagem de 75ml,3.5,46.67,75,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/130D159800BD3EBD441CCD4A909E65AF.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E9A3BE851B4BFFD8866CC74997851983.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E9A3BE851B4BFFD8866CC74997851983.jpg,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E9A3BE851B4BFFD8866CC74997851983.jpg,,,,,,,,,
7934,5000146401568,,Woolite,"Toalhitas de proteção, cores, 10 unidades",Uma embalagem,3.49,3.49,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8006ECA8865AFA4186DE4F5AE9DE3562.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
795,4026700402667,8.0,Uhu,Stick cola,Embalagem de 8 g,1.59,198.75,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FB97E75BFC018031561733A3BB896975.jpg,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
8280,5601010111219,130.0,Ramirez,Sardinhas em óleo,Embalagem de 130g,1.08,8.31,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/708A96E75FA2DD9866B55D784B3683E8.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
996,5601038005064,80.0,Knorr,Caldo de legumes 8 cubos,Embalagem de 80g,1.49,18.63,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3606EB29BAB8193115549EA3C4464D95.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
10001,8001480020566,4000.0,Neoblanc,"Lixívia, perfume fresco",Embalagem de 4 l,3.74,0.94,4000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2040755A055F7A484FEAB095CC36C6F9.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
10116,8410104702601,,Finish,Limpa Máquina Loiça Regular,,3.89,3.89,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/48C07A9F37A8CDCBE24415AE46D3B576.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
10668,8714789703015,360.0,Palmolive,Sabonete original,Embalagem de 4x90 g,3.59,9.97,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1AE1470E97E08B2D337923C713024026.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
1288,5601151300756,850.0,Compal,Feijão branco,Lata de 850g,2.09,2.46,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/367FF58B393A37854E3F243B57409D70.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
15481,5601448105521,750.0,Felgueiras,Vinho verde,Garrafa de 0.75 l,2.69,3.59,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/14776862A9D2A961F4965920072C3746.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
15490,3010470181953,4000.0,Friskies,Ração para gato adulto com bacalhau e legumes,Embalagem de 4 kg,10.79,2.7,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/76FDC61C7085BEC1E731F67650C92425.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
15800,7613035078369,125.0,Nescafé,Cappuccino intenso,Embalagem de 130g,2.69,21.52,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4A8D0C0803F0151C7B0ED9ADA911E25B.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
16230,8712561587594,4000.0,Comfort,"Amaciador de roupa, azul",Garrafa de 4 l,4.99,1.25,4000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/27CE8767BA23CA7628783B3F31A16F69.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
16565,5060166690380,500.0,Monster,Bebida energética green,Garrafa de 500 ml,1.39,2.78,500,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E70555C1EDA938BA8551BA006F13F544.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
16602,8712100399473,40.0,Lipton,20 saquetas infusão limão gengibre,Embalagem de 40g,2.09,52.25,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/65BA9801AEBFAAB1BDA82D648B8778B3.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
16608,8712561521437,700.0,Cif,Creme abrasivo limão,Garrafa de 700 ml,2.69,3.84,700,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AAC0B7E363655E0C01FE7436C88E60D8.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
19664,7613035655782,175.0,Nestlé,Bebida de cereais e café mokambo intenso,Embalagem de 180g,3.99,22.8,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A3CA615261CEC919CFE62FBBDABF420F.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
20845,4015400846789,,Dodot,Fraldas Recém Nascido Sensitive | Tamanho 2 - 4-8 kg,Embalagem c/ 58 unidades,11.89,11.89,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1632CB2D48622ED6BCF679B07E74DB2E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC6466B752B89E9E5AA5C794BD4F7833.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC6466B752B89E9E5AA5C794BD4F7833.jpg,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC6466B752B89E9E5AA5C794BD4F7833.jpg,,,,,,,,,
21489,7622210635105,154.0,Oreo,Bolachas recheadas com morango e cheesecake,Embalagem de 150g,1.34,8.7,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/28C4F259CF3A79A20D1087498B888809.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
21745,7613035659728,250.0,Cerelac,Papa infantil não láctea multicereais +6 meses,Embalagem de 250g,2.39,9.56,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4956638636F5ECFB6DD3614737E9527C.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
2456,7613030924302,400.0,Yogolino,Nestle iogolino prep iogurte pêra 100g,Embalagem de 400g,2.24,5.6,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0257EFADCBBD666D5EC06A8661BCB1CB.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
24583,3600541946262,400.0,Fructis,Champô hidra caracóis,Embalagem de 400 ml,3.89,9.73,400,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/23FB1A9BD2556C983C108B149D937211.jpg,,,1000 Artigos,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
2473,7613032404154,250.0,Cerelac,1ª papa láctea multifrutos sem glúten +4 meses,Embalagem de 250g,3.74,14.96,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9B0DF6D0DF8530E0C0365F57CC1B87FF.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
25121,7613035749016,180.0,Cerelac,Bolachinhas,Embalagem de 180g,2.84,15.78,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5BBEF4F801DAFADB1911E5F821051B1F.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
27775,8410500017699,480.0,Danone,"Activia 0% Frutos Silvestres Cremoso,  4x120 g",,1.99,4.15,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/08EE49F474592B9E303C9C5067F64CA9.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
28287,7613035690639,256.0,Nescafé,Café em cápsulas dolce gusto chococino,Embalagem de 16 cápsulas,5.49,21.45,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/01EE6D0B67C4836EF74C376B1E1A6100.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
28511,8410104889111,,Finish,Pastilhas Limpa Máquinas,Embalagem c/ 3 un.,5.49,5.49,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/84516A7D944B567D9C082DC899C1605F.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
29366,8710447376133,435.0,Cif,"Spray fornos e grelhadores, 435 ml",,2.49,5.72,435,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0983FC0F3C1B5D9C271D56B3C7E3A30E.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
31902,7613036145831,160.0,Nescafé,Café com leite intenso,16 Cápsulas,5.49,34.31,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29C5A60BD5F4E78B3F4A8A8BDE5480F3.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
31907,4005900388551,50.0,Nivea,Desodorizante Pure & Natural Roll-On,50 ml,2.79,55.8,50,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ECAF4A1AD2575DDB5B61D99D918BFBAA.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
34090,8711200407583,28.0,Lipton,"Infusão silhueta com cavalinha, 20 saquetas",,2.09,74.64,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/49B8184A6EEA3E1D1885476EF1714AFE.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
35499,5601151973769,3500.0,Sumol,Refrigerante com gás de laranja,2 x 1.75 l,2.78,0.79,3500,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6A218565C83C345257A28729B0521E06.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
35616,7613037043914,100.0,Nestlé,Descafeinado,Embalagem de 100 g,3.49,34.9,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0A2B761D74FBF68CCC420D8C812D4DA5.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
36863,7613037564426,128.0,Starbucks,Café caramelo macchiato by dolce gusto,12 cápsulas,4.99,38.98,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1A8A635C9230DA67B5959F1B62C5FEEB.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
42244,5604260308828,4000.0,PorSi,Ração seca para cão adulto atividade normal,Embalagem de 4 kg,4.99,1.25,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7FCF75062802A5E94BD43D0BD28C29A4.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
43015,5604260307272,150.0,PorSi,Comida húmida para cão de frango e peru,Embalagem de 150 g,0.49,3.27,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EAEB85368DC9DFA85FACC079BE7312A7.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
433,8722700086703,80.0,Knorr,Caldo p/ arroz  8 cubos,Embalagem de 80g,1.49,18.63,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FF32635033F7FF74D39FC663DCC13FD6.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
44647,8720181102493,,Skip,Detergente para a Maquina da Roupa Active Clean,Embalagem de 54 unidades,13.99,13.99,54,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/252C50E9AEEAC9B421D7BEF241F29B0F.jpg,,,1000 Artigos,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
44716,5600961109689,250.0,Prozis,"Manteiga de amendoim crocante, 250g",,2.49,9.96,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5C49EA58662ED0AB0C9855F8B09D259E.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
4484,4002448003533,,Calgon,Anti-calcário para máquina de roupa,Embalagem de 15 pastilhas,6.99,6.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1547C9E7DE90C6A0D94D17E806301F7A.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
46781,8001841934877,,Swiffer,"Espanador limpa pó, 1 cabo + 5 recargas",,3.59,3.59,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/06C2A99A58815069DC93220EC051CD5C.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
47807,5604260316724,250.0,PorSi Select,"Secretos de porco preto, 250 g",,4.29,17.16,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FD0704EDEE2D2962C3E737A18550E6E5.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
4935,5413149049550,,Swiffer,"Panos agarra pó, 20 recargas, 20 unidades",,3.59,3.59,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/175F83E11D9B5936AD6A6554D1BAEAE4.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
4971,5601001326103,20.0,Nescafé,Café solúvel sem cafeína,Embalagem de 20g,1.29,64.5,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E66270B97DA870DD88669993A342194B.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
4973,5601007001011,750.0,Ferreira,Porto tawny,Garrafa de 750 ml,5.59,7.45,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/073CC2904CBE9C6A7978164732C3E42C.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
50019,8719200231740,450.0,Pro-activ,Creme Vegetal para Barrar,Embalagem de 450g,3.87,8.6,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/90C9C700340C8347F870851C9F7882DE.jpg,,,Produtos Bio,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,5,,,,,,,,,,
