identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,avantages_dateFin,avantages_categorie,nro_paginas,page,images_5,images_6,images_7
456,8888056708512,85.0,Koka,"Massa instantânea com sabor a legumes, embalagem de 90g",,0.69,8.12,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4C22B5364F1705230B67942E7DCF19B7.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
457,8888056708604,85.0,Koka,"Massa instantânea com sabor a tomat, embalagem de 90g",,0.69,8.12,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AD98A53E030FCB903604F246B7338CDE.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
458,9002490100070,250.0,Red Bull,"Bebida Energética Gaseificada, emb. 25 cl",,1.25,5.0,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8631D987E25B7C3D3C8241754439F0B7.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
485,3036810201280,215.0,Maille,"Mostarda dijon, embalagem de 220g",,3.19,14.84,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/62618DF63BD11F55FFEE9176972D4CEF.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1ABADBA923A5257BF5D8A92B53110481.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1ABADBA923A5257BF5D8A92B53110481.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1ABADBA923A5257BF5D8A92B53110481.jpg,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
486,3036810207589,210.0,Maille,"Mostarda ancienne, embalagem de 210g",,3.19,15.19,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/21321CE8B270938C70FEB95F0D4FC3D1.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/284EA0283DB9A2BF80F56C4DF343C743.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/284EA0283DB9A2BF80F56C4DF343C743.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/284EA0283DB9A2BF80F56C4DF343C743.jpg,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
511,3046920028363,100.0,Lindt,"Tablete de chocolate excellence, 85% cacau, embalagem de 100g",,3.74,37.4,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/05B4E950A6290D86B9B96B210C726A38.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
556,3250390002123,500.0,Bouton D'or,Amendoins Torrados com Sal 500g,Embalagem de 500g,1.98,3.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FC406929CE751CEA74B5FF68BDA2240A.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
616,3250390114673,360.0,Bouton D´or,Pepinos Extra Finos 680g,Embalagem de 380 g,2.59,7.19,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/131D236F1C36D4400362C1A6459D9792.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
638,3250390207481,150.0,Bouton D'or,Pistácios Torrados Salgados 150g,Embalagem de 150g,2.07,13.8,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5779B2DB338F1A6B8B46C20197F52833.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
639,3250390207498,150.0,Bouton D'or,Mistura Salgada 150g,Embalagem de 150g,1.99,13.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/900712663A715B77CE360F19F8CD8F30.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
640,3250390207528,125.0,Bouton D'or,Cajus Torrados Salgados 125g,Embalagem de 130g,1.66,13.28,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F01CD1FD2A576F15B808787D862A108B.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
742,8006540348925,250.0,Pantene,Laca Fixação Flexível,Embalagem de 250 ml,3.99,15.96,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/73B5C91C3C3278D6DBDCC4E421A05C5A.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
809,5000116102075,280.0,Capitão Iglo,"Douradinhos de salmão, 10 unidades, embalagem de 280g",,4.99,17.82,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BE071417D80D7DAB7D9DBFCF786DD7BE.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
815,5000116106172,250.0,Capitão Iglo,"Douradinhos de frango, 10 unidades, embalagem de 250g",,3.49,13.96,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C5A8F3400BD1CDAA3A658C1B6BE7A4E1.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
828,5000157073006,150.0,Heinz,"Molho de soja, de 150 ml",,2.64,17.6,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BBD9F6A5E4EDC067C43EB10CA6FCF5E6.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
931,5601001228100,300.0,Nestum,"Nestum Mel Flocos Cereais +3A, emb. 300 gr",Embalagem de 300g,2.09,6.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/82B368094FF4C269D04DE75FB30D7775.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
939,5601001315107,200.0,Nestlé,"Bebida Cereais Cevada e Chicória com Café, emb. 200 gr",,2.89,14.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CC5A47735407D4C3B415883C0C674337.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
946,5601001347207,200.0,Nestlé,"Mistura solúvel pensal, embalagem de 200g",,2.59,12.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7915D1797AFB02CAFEE2DAC1911CDA2A.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
947,5601001355905,200.0,Nestlé,"Bebida de Cereais Cevada, Chicória e Centeio, emb. 200 gr",,2.65,13.25,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E7DC37D0206CA279E0EB2E5F3678B88F.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
948,5601001418402,200.0,Nestlé,"Tablete de Chocolate Culinária 53% sem Glúten, emb. 200 gr",,4.29,21.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A1EBF2872D4D51D0D1CFF8048292DF19.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
972,5601024030056,750.0,Oliveira da Serra,"Azeite extra virgem, azeitonas verdes, garrafa de 750 ml",,5.89,7.85,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2775848F23153ACAF6624BDC341B21AA.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
978,5601024134136,750.0,Oliveira da Serra,Azeite,Embalagem de 750 ml,3.89,5.19,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9CC9A85673AA0BF0B09481F106398AA6.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
989,5601029004014,120.0,Bom Petisco,"Atum posta em óleo, embalagem de 120g",,1.29,10.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0EDE399096BE62933DCF2A734D746C1A.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
990,5601029004038,385.0,Bom Petisco,"Atum posta em óleo, embalagem de 385g",,3.89,10.1,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EAC5CB8F90EBBB65EABF072C2DE4540F.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F6B3199A9D749CA8EE4A4423B14856F3.jpg,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1012,5601043111026,1000.0,Branca de neve,"Farinha de Trigo Super Fina com Fermento, emb. 1 kg",,1.69,1.69,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2C1F82D915B4FA8DB609B4607A05BC7E.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1100,5601063052293,40.0,Margão,"Pimentão doce, em frasco, 40g",,1.23,30.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/710FE547E61347322601938E856A4538.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1135,5601082022758,250.0,Delta,"Café Moído Torrado Moagem Máquina Lote Chávena Int 12, emb. 250 gr",Embalagem de 250g,3.99,15.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/13E9F03FF8FB53EE57516E14277CD628.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1136,5601082022765,250.0,Delta,"Café Moído Torrado para Saco Lote Chávena Int 12, emb. 250 gr",Embalagem de 250g,3.99,15.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7F2116263816AF75A6AD47598CE14D0D.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1138,5601082022796,250.0,Delta,"Café em Grão Torrado Lote Chávena Int 12, emb. 250 gr",Embalagem de 250g,3.99,15.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A8B4C93555D2897E7B184C0C3550DF4C.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1188,5601119007970,200.0,Nobre,"Salsichas Frankfurt Originais Lata 8 un, emb. 200 gr",,1.39,6.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F480FC52D56464F3C1B867155F4A37B9.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1196,5601119942608,200.0,Nobre,"Salsichas de Aves Lata 8 un, emb. 200 gr",,1.39,6.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C3D289F4C441D4785985F7C225CA4543.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1224,5601146000104,1000.0,Sagres,"Cerveja com álcool, garrafa de 1l",,1.79,1.79,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B73052CDDDC1D5B2607AF6499F6FC79B.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1226,5601146001507,1500.0,Joi,"Refrigerante sem gás de manga/laranja, garrafa de 1,5 l",,1.29,0.86,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DB9CD865FA14B43795929B354A61BA32.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1228,5601146230518,1500.0,Joi,"Refrigerante sem gás, laranja, garrafa de 1,5 l",,1.29,0.86,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9CFD5D319CF23E8EEE61B6DFE693387D.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1230,5601146232512,1500.0,Joi,"Refrigerante sem gás, maracujá e la, garrafa de 1,5 l",,1.29,0.86,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/430468AF369DBE1139E298A0EA69B620.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1270,5601151023150,500.0,Compal,"Polpa de tomate com cebola e alho, embalagem de 500g",,1.49,2.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/195ABA90C0C8B2FE1D9EE0202B59D28C.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1272,5601151060254,500.0,Compal,"Tomate triturado, embalagem de 500g",,1.49,2.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F73D2E34D160FB2C4040DA3AD1BBEF87.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1305,5601151862155,500.0,Compal,Polpa de tomate 500g,,1.19,2.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D9FD9B4F4905971874C5E4127C57C62E.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1326,5601164113701,500.0,Super Bock,"Cerveja com álcool, lata, garrafa de 500 ml",,0.85,1.7,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0AB2770B97F8A4B3E443129A7F4E33FA.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1327,5601164115606,1000.0,Super Bock,"Cerveja com Álcool, garrafa 1 lt",,1.79,1.79,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/73F2D859CCD8D2800F2C691289AD7AE3.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1331,5601165006255,259.0,Calvé,"Molho de alho, embalagem de 260g",,1.79,6.91,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/250292652676F63A9916D46B501BCEC4.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F13F0DF96776682A865C5AC21E8DB42.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F13F0DF96776682A865C5AC21E8DB42.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F13F0DF96776682A865C5AC21E8DB42.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F13F0DF96776682A865C5AC21E8DB42.jpg,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1332,5601165006279,258.0,Calvé,Molho de whisky cocktail 250 ml,,1.79,6.94,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C7155C8CF8BA05234BDEE31CA7C70EBB.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6A3EC69CF4C27CD9078CE26776992F21.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6A3EC69CF4C27CD9078CE26776992F21.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6A3EC69CF4C27CD9078CE26776992F21.jpg,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1420,5601252107131,250.0,Gallo,"Vinagre Balsâmico de Modena, emb. 250 ml",,1.69,6.76,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3BCA292B56E66BEBFC003AE7946066AE.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1437,5601260046101,1000.0,Saludães,Arroz Carolino,Embalagem de 1 kg,1.14,1.14,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/844734F94E64C7EE2E76F0FC068B9A4B.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1438,5601260047108,1000.0,Saludães,Arroz agulha,Embalagem de 1kg,1.35,1.35,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B47152EFC4F603CBADD3130829B29F08.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1458,5601286220783,500.0,Milaneza,"Massa de cotovelos grossos, embalagem de 500g",,1.04,2.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D93D679931815D69DD3322F399FB1B55.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1459,5601286221780,500.0,Milaneza,"Massa de cotovelos finos, embalagem de 500g",,1.04,2.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/34E88CB07300F13C23DF7BCC4E861747.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1460,5601286222787,500.0,Milaneza,"Massa Cotovelinhos, emb. 500 gr",,1.04,2.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/49B04C2917E036F30360190A48027326.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1462,5601286231772,250.0,Milaneza,"Massa, estrelinhas, embalagem de 250g",,0.61,2.44,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3936C365D7B95744ED545201CA491D61.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1463,5601286232779,250.0,Milaneza,"Massa pevide, embalagem de 250g",,0.61,2.44,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7FABF67C8683DAD5B618F045601E14A4.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1464,5601286233776,250.0,Milaneza,"Massa de bagos, embalagem de 250g",,0.61,2.44,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/539D153DE9C377CF57F947CAA1EB45EB.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1465,5601286234773,250.0,Milaneza,"Massa de letras, embalagem de 250g",,0.61,2.44,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/93F4FB7CE3C81A4CA398AFB1F88C82DD.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1466,5601286235770,250.0,Milaneza,"Massa cuscus, embalagem de 250g",,0.61,2.44,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/606493A56C3149C89E86FD71CB1A6172.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1467,5601286236784,500.0,Milaneza,"Massa de espirais, embalagem de 500g",,1.04,2.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/90F3AD9985391E2BB3C76374F1217643.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1468,5601286250780,500.0,Milaneza,"Massa maçarronete riscado, embalagem de 500g",,1.04,2.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BA4109E5185276DFC6B9D6597899335A.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1469,5601286251787,500.0,Milaneza,"Massa de maçarrão, embalagem de 500g",,1.04,2.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/684581E08A7B473B6F7C59B6AD72C932.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1472,5601286256782,500.0,Milaneza,"Massa de ondas, embalagem de 500g",,1.04,2.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DB70E545A30F062DF52F7A55D883D748.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1480,5601314000073,9000.0,Vitalis,"Água sem Gás, emb. 6 x 1,5 lt",,2.75,0.31,9000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DA3E69EB6FBF3CE3F3256CE592DB9A52.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1504,5601383014445,395.0,Izidoro,"Salsichas bockwurst em frasco, 8 unidades, embalagem de 400g",,3.98,10.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C2884B95FBAD8F1D90CC6CA9726ED009.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1505,5601383014506,120.0,Izidoro,"Salsichas frankfurt em lata , embalagem de 120g",,0.99,8.25,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/148F492E65D522BC6A01FF8FA8EFE7AF.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1512,5601383029128,250.0,Izidoro,"Salsichas aves, frasco com 5 unidad",Embalagem de 250g,1.98,7.92,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D6BD3A6096F982A2C1401CEF6014CDF6.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1536,5601489018200,200.0,Du Bois de la Roche,"Boudoirs, embalagem de 200g",,2.24,11.2,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8047F7CE0DCDC3ADA17209B15B795262.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1538,5601489134153,500.0,Du Bois de la Roche,"Bolachas Crackers sem Sal, emb. 500 gr (20 un)",,2.99,5.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A3AED4DA2D1415C7EB643F2D474CEC29.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1539,5601489135150,500.0,Du Bois de la Roche,"Bolachas Crackers com Sal, emb. 500 gr (20 un.)",,2.99,5.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F0B5FA8856EDB5A939AB82442E09EFE5.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1540,5601489136157,500.0,Du Bois de la Roche,"Bolachas Cracker Integrais, emb. 500 gr (20 un.)",,2.99,5.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A16DC8F44B525FAEA7B327A4AD3CFA23.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1542,5601489300152,150.0,Du Bois de la Roche,"Palmiers, embalagem de 150g",,1.24,8.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/17803E7BE50A16D1AE691E64F5E7BF2C.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1544,5601489771358,135.0,Du Bois de la Roche,"Biscoitos allumettes, embalagem de 135 g",,1.49,11.04,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6F1D0449DA4DB517A7E6D30E0876833C.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1604,5601560111196,350.0,Diatosta,Mini tostas de trigo,Embalagem de 350 g,2.29,6.54,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DFD2CFFD394296BC913FFFFD6DB47138.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
1611,5601736901293,250.0,Mar Ibérica,"Cubos de Tamboril, emb. 250 gr",Embalagem de 250 g,3.39,13.56,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B7F6A60B0D063C4286B9079B713072D6.jpg,,,,,2025-12-31T23:59:59Z,PROSPECTUS,14,1,,,
