identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,avantages_dateFin,avantages_categorie,images_0,images_1,images_2,nro_paginas,page,images_3
29664,8006540876923,325.0,Pantene,Condicionador Caracóis Perfeitos,325 ml,3.89,11.97,325,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/186F045E23312F1B7C9CF70017FEA422.jpg,,,8,4,
33564,5603722517396,1500.0,Pleno,"Pleno chá verde & mirtilo 1,5l","Garrafa de 1,5 l",1.59,1.06,1500,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BC3947DBD960E163232CBE5917F7EBF9.jpg,,,8,4,
36805,8001090638984,300.0,Pantene,Champô 3 em 1 repara e protege,Embalagem de 300 ml,3.74,12.47,300,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B40AA6CD9DD9F24B39189C36590CF6A8.jpg,,,8,4,
38330,7613036886994,400.0,Yogolino,Yogolino pêssego banana 0% açúcares adicionados 4x100g,Embalagem de 400g,2.24,5.6,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/49B9954C83771AA9EBC8A7C302D392D9.jpg,,,8,4,
388,8712566156115,70.0,Knorr,"Sopa de rabo de boi, 70g",,1.69,24.14,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3119D8C67F6BF71B6E1A9D2753C65A49.jpg,,,8,4,
40833,8718951333482,1250.0,Ajax,Detergente líquido lava-tudo festa das flores,Embalagem de 1.25 litros,2.09,1.67,1250,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4CD3F618711847C08973FB8F753BB8D1.jpg,,,8,4,
40834,8718951333390,1000.0,Ajax,Lava tudo boost vinagre,1 l,1.99,1.99,1000,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/94600D4F59220F08B708C3610E6D5C82.jpg,,,8,4,
40911,5601082046976,50.0,Delta Q,Café mythiq,Embalagem de 50g,3.69,73.8,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EE9D257953452BC1C9F0AA42E91082AA.jpg,,,8,4,
415,8718114840291,90.0,Knorr,Sopa de tomate,Embalagem de 90g,1.69,18.78,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/242C36A57E5B35CE57DC33C8EF848B24.jpg,,,8,4,
46157,5601027949867,200.0,Bimbo,"Little bites mini brownies, 200g",,2.29,11.45,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6826A3880B6503C4E1FCB22417274C9D.jpg,,,8,4,
46218,5601066401081,120.0,Nacional,Mini cookies 0% açúcares,Embalagem de 120g,1.34,11.17,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D77C630E730F5DAF0DA2818E71EA8BBF.jpg,,,8,4,
46670,5601050037227,620.0,Danone,"Iogurte Líquido Activia Aveia & Linhaça, 4x155g",,1.99,3.21,0,kg,€/Kg,,1000 Artigos,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7E7C727863D557E926C1A28A0D20E72E.jpg,,,8,4,
46806,8410500027025,600.0,Actimel Danone,"Actimel Laranja, 6 x 100 g",,2.89,4.82,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/43001DDF2FF65EA0002497B3CF082B18.jpg,,,8,4,
46885,5054563087195,75.0,Aquafresh,Dentifríco splash morango,Embalagem de 75 ml,2.6,34.67,75,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/157FA78C33772AE4775327861F73C2AC.jpg,,,8,4,
47080,8720182148650,53.0,Knorr,Sopa de agrião,Embalagem de 53g,1.69,31.89,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4D079BBA3ADFD9CC577FC628EA91483E.jpg,,,8,4,
48263,7613035800885,400.0,Friskies,Comida húmida de frango para cão júnior,Embalagem de 4 x 100 g,2.09,5.23,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D1608EF715CAC9ACB61D4D2977E25A1A.jpg,,,8,4,
48741,7613035310506,120.0,Nestlé,Chocolate Preto 70% Cacau s/ Glúten,Embalagem de 120g,2.45,20.42,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/03D176DC5D44D59664FF30E56A0C37A4.jpg,,,8,4,
48767,5603722520433,750.0,Mimosa,Leite UHT Morango sem Lactose,Pack 3 x 250 ml,2.49,3.32,750,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/91AEB99AFEE91E613FA3A8781D3F3168.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C20EBB17C29A9F7AF802FE40FE4174C4.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8E7049719679131E7E9A0796D176D29B.jpg,8,4,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4D7C8BB6B0E88069DB4AB5DBD121C211.jpg
49483,5029053550091,,Huggies,"Toalhitas bebé pure, 3 x 56 unidades",,3.39,3.39,0,,€/Unidade,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5021B694510FA33B67909B73AD2DDF63.jpg,,,8,4,
49776,7613287342805,125.0,Gerber,"Nutrição infantil bio de maçã, alperce e pêssego, boião de 125g",,1.24,9.92,0,kg,€/Kg,,Produtos Bio,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6AEEE00B1EFBE0BD1DEB529ED8C22A1B.jpg,,,8,4,
50654,7613287218797,110.0,Nestlé,"Saqueta de Fruta Banana e Morango +12m, 110g",,0.84,7.64,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/211BB64A54A87208D49F69C03E4B0FB6.jpg,,,8,4,
50949,8410104898298,750.0,Vanish,"Tira Nódoas Spray Desengordurante, 750 ml",,4.45,5.93,750,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DFBD88FFE5CB18F6516F5CD4281270B2.jpg,,,8,4,
51241,5604260327157,300.0,PorSi Select,"Miolo de Vieira-Do-Perú com Coral, 300 g",,7.99,26.63,0,kg,€/Kg,,,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F3BE3B6A8D701524D3F1B45A1317CADB.jpg,,,8,4,
51504,8006540346976,200.0,Pantene,Espuma Caracóis Perfeitos,Embalagem de 200 ml,3.99,19.95,200,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/25BB7B1758CE71AF8E488B2CC7F521DF.jpg,,,8,4,
51734,8445290071934,800.0,Purina One,Ração seca para gato esterilizado salmão,Embalagem de 800g,5.59,6.99,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3FC78BD0F901F82DA3D85B4C5087E2E6.jpg,,,8,4,
52323,8852961021837,,Control,Preservativos Fussion,Embalagem de 6 unidades,4.29,4.29,0,,€/Unidade,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B721775CDC96159798B8A0236EBF29E5.jpg,,,8,4,
52365,5605480002244,,Veet,Bandas Depilatórias Cera Fria Facial Expert Pele Sensível,Embalagem de 16 unidades,5.94,5.94,0,,€/Unidade,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F4D2539206CA288926BDE56C03DB2435.jpg,,,8,5,
52881,8719200267190,450.0,Becel,"Creme Vegetal para Barrar Original, 450g",,2.88,6.4,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D67292663C5C1617E51BCDF904BF56A4.jpg,,,8,5,
53066,5601050037845,620.0,Danone,"Bifidus Líquido Activia Aveia e Noz 000%, 4 x 155g",,1.99,3.21,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C3E5261F5C2ADA6A9243957038878389.jpg,,,8,5,
53200,8722700263081,112.0,Knorr,"Caldo Natura de Legumes, 4 x 28g",,1.85,16.52,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1387C23926C431B6051D9CE2FC35A1ED.jpg,,,8,5,
53826,8410436421966,,Bref,Bloco Sanitário Poder Ativo Lima,Embalagem de 4 un.,5.24,5.24,0,,€/Unidade,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/27F9520D68FCA11B19043831D11BA7DE.jpg,,,8,5,
53919,2696282000000,250.0,Pastelaria,"Baguete Constance, 250 g",,0.79,3.16,0,kg,€/Kg,,,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0BA49B9462EB8B9EAD281953127E99E8.jpg,,,8,5,
570,3250390006596,380.0,Saint Eloi,Puré de batata com leite,Embalagem de 380g,2.99,7.87,0,kg,€/Kg,,,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/44B09C132FA230D14364A6B983553697.jpg,,,8,5,
5750,5604055112913,3000.0,Fastio,Agua s/gas,pack 6 x 0.5 l,2.34,0.78,3000,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/272B41D862654A92BCCA7BA89343882E.jpg,,,8,5,
741,3415581176933,460.0,Häagen-Dazs,Gelado Strawberry Cheesecake,Embalagem de 460 ml,5.79,12.59,460,L,€/L,,Tipo de stockagem,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FB91B1402FD47D7BAC8AE098AFD92F8E.jpg,,,8,5,
768,4005500030300,400.0,Yogolino,Nestle iogolino prep iog morango 100g,Embalagem de 400g,2.24,5.6,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/74338F0422E4872B709E9AAF722C255D.jpg,,,8,5,
9141,5602068000081,750.0,Murganheira,Espumante doce reserva,Garrafa de 750 ml,10.99,14.65,750,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/04A0D24E8E481E5B508A2858B70C0E87.jpg,,,8,5,
9915,7613034515667,400.0,Yogolino,Nestle iogolino prep iog baunilha 100g,Embalagem de 400g,2.24,5.6,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6DFBF92BD5C54390DA283A2A6DCEF443.jpg,,,8,5,
10352,8411134108029,,Control,12 Preservativos Adapta Non Stop,,7.99,7.99,0,,€/Unidade,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F39405203FB8D1A525A884B6ECDF91D3.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/23E1B8F6BE93C9600275C63272596B90.jpg,,8,5,
1142,5601082026954,55.0,Delta Q,Café em cápsulas  qonvictus,Embalagem de 55 g,3.29,59.82,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC835763E85C4F5B5CFBDA00ACD67E20.jpg,,,8,5,
1211,5601119945876,250.0,Nobre,"Salsichas wiennerwurt em frasco, 6 un",Embalagem de 250g,2.39,9.56,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6D47BEF0FECAD24149F14A228B4BDCD0.jpg,,,8,5,
14474,5601038300084,160.0,Knorr,Caldo de galinha 16 cubos,Embalagem de 160g,2.85,17.81,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B8FC6A464BA0F797BC45891501D0B036.jpg,,,8,5,
16534,8410104156664,250.0,Air Wick,Ambientador recarga oasis turquesa,Garrafa de 250 ml,3.59,14.36,250,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3506E793B278DB073DFECF18E7AC2C6A.jpg,,,8,5,
17477,8712100740435,72.0,Knorr,Tempero alho & coentros - 8 cubos,Embalagem de 70g,1.85,25.69,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/10AEE20BE87AB9AFFD23A38D903ED927.jpg,,,8,5,
17888,8410104447519,210.0,Air Wick,Ambientador vela duo maçã,Embalagem de 210g,4.75,22.62,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D00971838F5B057B4D788076FF026A74.jpg,,,8,5,
18860,3147690060703,700.0,Gibson's,Gin dry,Garrafa de 700 ml,11.49,16.41,700,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/356BCF7639C2931C45526A98D695FA83.jpg,,,8,5,
20537,4005900118431,200.0,Nivea Sun,Protetor Solar Spray para Criança Pure & Sensitive FP50+,Embalagem de 200 ml,11.69,58.45,200,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1480D9B9E39E784699F4120D794A1839.jpg,,,8,5,
20538,4005900118400,200.0,Nivea Sun,Protetor Solar Loção Protect & Moisture FP30,Embalagem de 200 ml,10.19,50.95,200,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/20ABB9AC609090AD27C1AC0AD7E9AC94.jpg,,,8,5,
20577,5099821001841,100.0,Hawaiian Tropic,Loção protector Solar F30,Embalagem de 100 ml,5.24,52.4,100,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ABE7890DB0AD10CAE1A0FD42A67751F2.jpg,,,8,5,
22930,8016825967857,500.0,Aquafresh,Elixir intense clean,Embalagem de 500 ml,3.8,7.6,500,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C67F93CF441C79AD9CEEECE935189D03.jpg,,,8,5,
22999,5601286260239,500.0,Milaneza,Lírios,Embalagem de 500g,1.04,2.08,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/790B6359413E24EC4D1277F4F17FF364.jpg,,,8,5,
2482,7613032584757,250.0,Cerelac,Papa infantil láctea 5 frutos +6 meses,Embalagem de 250g,3.19,12.76,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E556F8FC1B3F8A18686F81CECF666A55.jpg,,,8,5,
25867,4005500534600,100.0,Crunch,Tablete de chocolate branco,Embalagem de 100 g,1.74,17.4,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7A2083BB2AB95CD5C6F336E859964865.jpg,,,8,5,
25876,5604321032242,200.0,Cemporcento,Bolachas marinheiras linhaça,Embalagem de 200 g,2.14,10.7,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/922274CC5BDE51B6BAB170460A18FD12.jpg,,,8,5,
25928,5601917070022,750.0,Monsaraz,Vinho DOC Alentejo Borba Branco,"Garrafa de 0,75 l",2.59,3.45,750,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/68018DBF15CC69047CF1628B3094DC2E.jpg,,,8,5,
27547,7613036101417,240.0,Cerelac,Seleção da natureza papa infantil láctea aveia manga banana +6 meses,Embalagem de 240g,3.29,13.71,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B4BF463DF8546C060EF3BFEFEEB3E2A2.jpg,,,8,5,
27654,8006540875919,385.0,Pantene,Champô Repara & Protege,Embalagem de 385 ml,3.89,10.1,385,L,€/L,,1000 Artigos,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B513746A3EC100B315479CEECB76EB2F.jpg,,,8,5,
28377,8001090223623,400.0,Herbal Essences,Champô Hidratação Coco,Embalagem de 400 ml,3.99,9.98,400,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/641C0929052C09AA3BC635B3649D5447.jpg,,,8,5,
28717,8001090224040,400.0,Herbal Essences,Champô Reparador Óleo de Argão,Embalagem de 400 ml,3.99,9.98,400,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EAD29A373B0057F5F2C4762F2838B9F2.jpg,,,8,5,
300,0011210000889,60.0,Tabasco,Molho picante,Garrafa de 60 ml,2.37,39.5,60,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5ABEEBB580D00ACED93482A5C5D5A8F5.jpg,,,8,5,
30256,5900020030405,150.0,Nestlé,Lion barra cereais  25g,Embalagem de 150g,2.99,19.93,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/15B35F52599A1AB21CCB736D20BC24D7.jpg,,,8,5,
31048,5600380894074,80.0,Prozis,Whey protein & oats chocolate,Embalagem de 80g,1.34,16.75,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B330104485C6F4CD7874A57FB90DEB6A.jpg,,,8,5,
32063,8712423038844,33.0,Knorr,"Knorr 1, 2, 3...Sabor! - Strogonoff",Embalagem de 33 g,1.14,34.55,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/81A54C5C6D0384E5FAF5D0CEB8A53972.jpg,,,8,5,
32075,7613036496230,340.0,Purina One,Comida húmida para gato indoor em molho com atum,Embalagem de 340g,2.59,7.62,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CBA40802727C1EE141E364D58F8F0BC9.jpg,,,8,5,
32076,7613036496353,340.0,Purina One,Comida húmida para gato esterilizado em molho com salmão,4 x 85 g,2.59,7.62,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B17735D8DA1E4A563A67A546153F0B2F.jpg,,,8,5,
32104,8001090639073,300.0,Pantene,Champô 3 em 1 Clássico,300 ml,3.74,12.47,300,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BE2AB945B06DD7E4B345C0575695E7A2.jpg,,,8,5,
33417,7613036607681,240.0,Cerelac,"Seleção da natureza aveia, maçã e cenoura +6 meses",Embalagem de 240g,3.29,13.71,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/94D16E373E752BF1782B9A7AF824AAF0.jpg,,,8,5,
34205,8000300300390,100.0,Nestlé,"Tablete de chocolate negro, 100 g",,1.74,17.4,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/69FE7BE7EC39818D3FF314DBE4ECD3FC.jpg,,,8,5,
35675,3600542226295,400.0,Ambre Solaire,Leite hidratante aloe vera after sun,Embalagem de 400 ml,10.19,25.48,400,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/83342C88E8CA17E3C50F284166BB6E39.jpg,,,8,5,
37628,2776283000000,400.0,PorSi,4 Costeletas pé de Borrego,Embalagem ± 400 g,9.18,22.95,0,,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0A67E8492FBBC1337BFF4517F99BA82.jpg,,,8,5,
37799,7613037096828,240.0,Cerelac,Farinha láctea seleção da natureza aveia e centeio +6 meses,Embalagem de 240 g,3.29,13.71,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E058E4787E8FF1E3A88816682A6A1DBB.jpg,,,8,5,
38083,3250390569244,750.0,Clos de los Siete,Vinho tinto bordeaux,Garrafa de 0.75 l,3.99,5.32,750,L,€/L,,,2024-08-21T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2D7CA229C0B7562992E7337687784B18.jpg,,,8,5,
38271,8717163857205,72.0,Knorr,Massa com tomate e mozzarella,Embalagem de 70 g,1.69,23.47,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D9E9EA4F865E53E0254A71C9F2777290.jpg,,,8,5,
40974,8711327407121,2000.0,Lipton,Lipton limão zero pet,Garrafa de 2 l,2.39,1.2,2000,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B234CDB9829553943528F8B0DFBD2C40.jpg,,,8,5,
40975,8710604795333,1000.0,Lipton,Lipton chá verde pessêgo branco pet,Garrafa de 1 l,1.45,1.45,1000,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/41F6BB66868942529F348AF6DC3DD65F.jpg,,,8,5,
41616,3600542298247,40.0,Ambre Solaire,Protector Solar de Rosto 50+,Embalagem de 40 ml,10.79,269.75,40,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4A967209F0D4850A13D1BBB54731B9E8.jpg,,,8,5,
43113,3033710075652,125.0,Nescafé,Cappuccino Café Solúvel Descafeinado,Embalagem de 125g | 10 Saquetas,2.69,21.52,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A407516AA35D086D9FC17DFA6C03BA04.jpg,,,8,5,
43418,8001841889573,75.0,Pantene,Sérum selador de pontas abertas,75 ml,7.49,99.87,75,L,€/L,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1B5D0C56A8BEBCCB389999487B45B4A3.jpg,,,8,5,
44895,8710604741842,33.0,Knorr,"Knorr 1, 2, 3...sabor! - Chili com Carne",Embalagem de 33g,1.14,34.55,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DFDBFEA53D77E1F69BE11B1DB0B46BE7.jpg,,,8,5,
47058,5601027956360,168.0,Bimbo,Little bites cenoura laranja,Embalagem de 168g,2.29,13.63,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E4F532BE1C8962B815D1C1AD748726FF.jpg,,,8,5,
47082,8711200480098,155.0,Knorr,"Sopa massa e lentilhas, 155g",,2.59,16.71,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F74A7AF5083ABF64EE2DC88E1486D40A.jpg,,,8,5,
47083,8720182261908,182.0,Knorr,"Sopa massa e feijão, 182g",,2.59,14.23,0,kg,€/Kg,,,2024-08-14T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C290654E1013D2318B0D7867539890DD.jpg,,,8,5,
