identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,avantages_dateFin,avantages_categorie,nro_paginas,page,images_2,images_3,images_4,images_5,images_6,images_7
1457,5601286218575,500.0,Milaneza,"Massa spaghetti tricolore, embalagem de 500g",,1.26,2.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6B9BA7FC4D3F653ECA0B2B44CB0BA38A.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
24414,8410436297691,1300.0,Sonasol,"Lava tudo camomila e flor de laranjeira, 1,3l",,2.24,1.72,1300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C67C521AD0B096D9F596A17B56363CA4.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
4110,3250393073519,2500.0,Kings Bräu,Panaché,"Embalagem de 10x0,25 l",3.7,1.48,2500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A0EFEDCB6E5DA2E10AAC3EACED5D0AFB.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
4254,3600521848449,50.0,L'oreal Men Expert,Desodorizante roll-on fresh extra,Embalagem de 50 ml,2.69,53.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E57536F1DBA38F68B80006805ED4ECFF.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
46301,5604260315055,500.0,PorSi,Legumes para Sopa Juliana 500 G,,1.59,3.18,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/84602A6302C090BF61DCDBEEF6F99BED.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
49418,8410500012861,1200.0,Actimel Danone,"Probiótico natural 0%, 12 x 100 g",,4.99,4.16,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/31841197B3A773C57C73C74FF0227CFD.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
53050,8445290554468,28.0,Nestlé,"Snack Para Bebé Puffs Milho, 28g",,1.04,37.14,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B311B1AFD7EA9708AD65723EF9E33A76.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
54362,8410104914127,,Finish,"Detergente loiça máquina ultimate limão, 32 pastilhas",,8.99,8.99,32,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1D3A215F5E688CA6FF7E7D1EDBD7C601.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
54775,8711327639874,480.0,Cornetto,"4 gelados brigadeiro, 480 ml",,3.89,8.1,480,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/962707DE4486454556D51C1A705EA1C2.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
54826,5601164906334,330.0,Somersby,"Sidra pera 0.0%, lata 0.33l",,0.99,3.0,330,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/879F25C556A0438871B312810D37D6A4.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
6413,8410414000466,700.0,Eristoff,"Vodka, garrafa de 700 ml",,13.15,18.79,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3932BA2F2F3F297229BC618DE86647F0.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
8500,5601109211110,750.0,Porca de Murça,"Porca de Murça DOC Douro Vinho Branco, garrafa 75 cl",Garrafa de 750 ml,4.99,6.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3A37403A453BA89596AD6718ADA0F46A.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
8933,5601377339080,750.0,Monsaraz,"Vinho doc alentejo tinto, garrafa de 0,75 l",,3.49,4.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/91D66AE5F752617A4B7436C49147FA1C.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
1300,5601151653456,1000.0,Compal,"Néctar vital equilibrio laranja/maracujá, embalagem de 1l",,1.26,1.26,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/66D7AD0BA2BE04FFDAEDA995E24E80A5.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
2445,5998749109113,270.0,Pedigree,"Snack dentastix grande, embalagem de 270g",,3.45,12.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/35241472DE7F17B0C520CB43E029E0A7.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
2459,7613031497096,400.0,Nestlé,"Fruta para bebé maçã pera +4 meses, embalagem de 4 x 100g",,2.39,5.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A3657AC5DA61941E17EE1AD603103EE0.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
2589,7622300281182,154.0,Oreo,"Bolachas, tubo, embalagem de 150g",,1.49,9.68,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/46D952192D83520413CC02FFD2B835D0.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
44914,5601119345379,160.0,Nobre,"Vegalia especialidade vegetariana de soja, lata com 8 unidades",,2.09,13.06,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8AC478A6669D2DB4609CB7280CA417C4.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
48345,5604260318414,150.0,Porsi Vivabem,Queijo Gouda sem Lactose Fatiado 150g,,1.79,11.93,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/22C952CD8FFE4AA93EF3C9EB4961E5EF.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
49848,5601146700011,1500.0,Sagres,"Cerveja com Álcool Mini, emb. 6 x 25 cl",,3.74,2.49,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7DD63AF461A2001B6593334CAE40B609.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
51279,5602348103709,650.0,Izidoro,"Salsicha aves 9 unidades izidoro, embalagem de 360g",,2.89,4.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6B9158791C3A03CA7863EA4B794B6564.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
53210,8719200260313,200.0,Tulicreme,"Creme de barrar de cacau, 200g",,1.49,7.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B830145A76E98B2DF2235A66EC3F737D.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/227625047AD5029BEC7D9A670DE11417.jpg,2025-11-26T23:59:59Z,PROSPECTUS,14,5,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/227625047AD5029BEC7D9A670DE11417.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/227625047AD5029BEC7D9A670DE11417.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/227625047AD5029BEC7D9A670DE11417.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/227625047AD5029BEC7D9A670DE11417.jpg,,
54749,5601146130313,1500.0,Bandida,"Sidra de maçã, 6 x 0.25l",,4.49,2.99,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9A4F462B2CE894E70ECB5BC4805605E8.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
8388,5601049152993,1000.0,Mimosa,"Leite especial cálcio + vitamina d m/g, de 1l",,1.0,1.0,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AE995344CF7D57F674EA8EE465C57CA4.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
10056,8410036800468,750.0,Freixenet,"Espumante Freixenet Cordon Negro Branco Cava Bruto, garrafa 75 cl",,7.99,10.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/96EFA695B1C4201910FA2011BCE09AEA.jpg,,2025-12-24T23:59:59Z,PROSPECTUS,14,5,,,,,,
1539,5601489135150,500.0,Du Bois de la Roche,"Bolachas crackers com sal, embalagem de 500g",,2.99,5.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F0B5FA8856EDB5A939AB82442E09EFE5.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
16607,8712561521529,700.0,Cif,"Creme abrasivo original, de 700 ml",,2.69,3.84,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/30CCCA0B503F489882A8FCB31275E9C6.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
18079,5601066400923,180.0,Nacional,"Bolacha shortcake, embalagem de 180g",,1.24,6.89,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B79AC637369F03F42CAF309849AA6E9.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
24369,5601050033045,620.0,Danone,"Iogurte líquido morango / kiwi corpos danone, embalagem de 4 x 155g",,1.89,3.05,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4DF8E752E36F802BC82CCB72970E5D9F.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
24371,5601050033014,620.0,Danone,"Iogurte líquido pinacolada corpos danone, embalagem de 4 x 155g",,1.89,3.05,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6B78DED571E8DAF3CF098A27E97064BA.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
43659,5604260312665,275.0,PorSi,Perolas Perfumadas Floral 275g,Embalagem de 275 g,2.99,10.87,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/818E4C4C5943171A63CAB38316104A99.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
45670,5604260310715,150.0,PorSi,Bolacha com Cobertura Chocolate Negro 150g,,1.99,13.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EEDA2FEFFA828F4A903BCB6328CC6093.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
52785,5900020043504,310.0,Nestlé,"Cereais de Trigo, Aveia e Quinoa de Mel Fibra sem Açúcar, emb. 310 gr",,3.34,10.77,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8279A6B5BC166AA60A43E6EF7802287B.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
1191,5601119009660,180.0,Nobre,"Salsichas Cocktail Lata, emb. 180 gr",,1.79,9.94,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FEBC979069AC159E9B8E5F8DD02E763D.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
13582,2893577000000,400.0,Peixaria,Solha Congelada,,2.28,5.69,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/09CD29C77ECA15BC59D0A288B72C20B4.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
14340,3387390326291,141.0,Nestlé,"Barras de Cereais Morango Fitness, emb. 141 gr (6 un)",,1.99,14.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3A9BF700A100B0328316208A3B97640F.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
14344,3387390406719,150.0,Nestlé,"Barras de Cereais Nesquik, emb. 150 gr (6 un)",,1.99,13.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4878F7C89F5570C091D36337F3638AB8.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
16609,8712561846530,700.0,Cif,"Creme abrasivo pink flowers, de 700 ml",,2.69,3.84,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C71BC29DB02419E55AB519313E13B11B.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
1711,5604055118410,6000.0,Fastio,"Água mineral sem gás, pack 4 x 1.5 l",,2.19,0.37,6000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ADF5F83607F39D07CF3C9F204186DB24.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
21052,8435257034270,640.0,Nestlé,"Iogurte Líquido Morango e Banana sem Lactose, emb. 640 gr (4 x 160 gr)",,2.19,3.42,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2F9637E1E7F59896708553BA46B62C91.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
2460,7613031501649,400.0,Nestlé,"Fruta para bebé maçã banana +4 meses, embalagem de 4 x 100g",,2.39,5.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4A8A0DFCA0CA8581AB62B34FED196414.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
30566,5601066401005,180.0,Nacional,"Bolachas my cookies xl com pepitas de chocolate de leite, 180g",,2.24,12.44,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1E1488DFFD8ECC63E1BA6182AB6CEE60.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
38291,8410436343527,1100.0,Sonasol,"Lava Tudo Desinfetante, embalagem 1,1l",,2.99,2.72,1100,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3BCE9789D68C09F6CE19611FDEABB947.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
44788,5603722514777,480.0,Mimosa,"Iogurte sólido sem lactose morango, 4 x 125 g",,0.99,2.06,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3DB7F02446D5B9722A9F0B8C3AE2AFA0.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
44797,5601151971444,1000.0,Pepsi,"Refrigerante com gás lima, garrafa de 1l",,0.99,0.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F6139B7864676362B5646663C891FB0D.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
45380,5601050036954,620.0,Danone,"Iogurte magro corpos danone líquido frutos tropicais, 4 x 155 g",,1.89,3.05,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/231284A4A018EB1BDB97D1E53DC7ECFE.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
46652,3083681137996,600.0,Bonduelle,"Lentilhas Cozidas, emb. 3 x 200 gr",,2.59,4.32,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/342160236AFF7A5B92155F0E89C8A9A0.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
48391,5604260320776,,PorSi,Pensos Diários Normal Aloe Vera - 30 Unidades,,1.49,1.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/426BC6B3A43ECA8BD3AF55D0BF70998F.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,5,,,,,,
