identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,avantages_dateFin,avantages_categorie,nro_paginas,page,images_2,images_3,images_4,images_5,images_6,images_7
51539,8410436441971,1250.0,Sonasol,"Lava Tudo Amoniacal, 1.25 litros",,2.24,1.79,1250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ADC2C768ECFDB2F140F8B3BBFE7C6F66.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,7,,,,,,
51575,5604260326044,,PorSi,Fraldas para bebé agilidade T4 9-15kg,50 unidades,6.69,6.69,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4A25E4A3651A040A2058DC5D78463847.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,7,,,,,,
52106,5604260327720,750.0,Selecção de Enófilos,"Vinho Branco DOC Dão Reserva 0,75l",,2.99,3.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E907471CBBE946AD70133893E47545D7.jpg,,2025-12-24T23:59:59Z,PROSPECTUS,14,7,,,,,,
52830,8435257070636,500.0,Nestlé,"Kéfir natural 0%, 500g",,1.99,3.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B202392E0B4B3B2F8623F9BC7E7C4E70.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,7,,,,,,
53360,5029053037547,,Scottex,"Papel Higiénico Húmido Junior, embalagem com 76 unidades",,1.97,1.97,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6720E628A4C90F83AB9BEDB34BEB43CE.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2579B1CF85E1A1D17CF750A04908C263.jpg,2025-11-26T23:59:59Z,PROSPECTUS,14,7,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2579B1CF85E1A1D17CF750A04908C263.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2579B1CF85E1A1D17CF750A04908C263.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2579B1CF85E1A1D17CF750A04908C263.jpg,,,
54234,8410104882679,38.0,Air Wick,"Ambientador Eléctrico Delícias de Verão Recarga, 2x19ml",,5.49,144.47,38,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B556ED2219FA1FF0B6987F8333E98AD5.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C8DDA33289997E47DBFE45FC9DFA0415.jpg,2025-11-26T23:59:59Z,PROSPECTUS,14,7,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C8DDA33289997E47DBFE45FC9DFA0415.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C8DDA33289997E47DBFE45FC9DFA0415.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C8DDA33289997E47DBFE45FC9DFA0415.jpg,,,
54334,8718951430365,500.0,Palmolive,"Gel De Banho Radiance Extrato De Coco Embalagem, 500ml",,2.99,5.98,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/35EA577EE74D58329078E68144E61371.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,7,,,,,,
54605,8720181468377,720.0,Dove,"Gel de banho fruity nourish, 720ml",,4.79,6.65,720,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FFA7012232765CFD968E176F1C94593A.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,7,,,,,,
54713,8434165614406,426.0,Cuétara,"Bolachas ricanela, 341 gr + 20% grátis",,1.99,4.67,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4EAC122C1176EDD38AA333B3B33A8836.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,7,,,,,,
54804,5603722521584,604.0,Mimosa,"Iogurte liquido pinacolada, 4x151 ml",,1.39,2.3,604,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8E6126D08298F97351679D3A95D611FA.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,7,,,,,,
55006,8445291133587,220.0,Sical,"Café Moído Torra Portuguesa Int 12, 220g",,3.84,17.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/33C2F971BBBFBDD73942F328C3D0A932.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,7,,,,,,
55172,5601151964699,1000.0,Pepsi,"Refrigerante com Gás Cola Zero Açúcar Zero Cafeína, 1L",,0.99,0.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/80230F62767F798088D9264DCD1F9041.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,7,,,,,,
55181,5061013945042,500.0,Monster,"Bebida Energética Ultra Peach sem Açúcar, 50cl",,1.39,2.78,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D2F9D9A8DBBA664FA84772D8B1FD7E9C.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,7,,,,,,
55245,8719200021242,500.0,Becel,"Creme Culinário Líquido, 500ml",,2.99,5.98,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/478344CAF06A9054474A177948CC3583.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,7,,,,,,
55269,8720182948793,500.0,Cif,"Multiusos Spray 3 em 1 Lavanda e Samambaia Azul, 500ml",,2.19,4.38,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/43329273126D7F7EFAE380CB123C3668.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,7,,,,,,
55329,8410500030964,100.0,Danone,"Iogurte Duo Cremoso Chocoballs, 100g",,0.79,7.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0F4CDC2E5BF370B42375079B29D01E4.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,7,,,,,,
55610,7622202018701,225.0,Belvita,"Bolachas de Leite e Cereais, emb. 225 gr",,1.84,8.18,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5CB176432A6BAB3538816505B1DC8711.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,7,,,,,,
55611,7622202019265,225.0,Belvita,"Bolachas de Mel e Avelã, emb. 225 gr",,1.84,8.18,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EDAF7F2677394536BB3658872F036BE3.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,7,,,,,,
55717,8436048965650,120.0,Artiach,"Bolachas Filipinos Chocolate Negro, 120g",,2.19,18.25,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3BD8C7F59FA6BA65A313CC23729BACE2.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,7,,,,,,
56070,8710522983997,175.0,Knorr,"Risoto de Espargos, 175g",,1.99,11.37,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CB4ECAF6028FD991F30723EB8FEFDD9A.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,7,,,,,,
56419,5604260336234,750.0,Selecção de Enófilos,"Vinho Rosé DOC Alentejo 0,75l",,2.99,3.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/60F8AC3B1AE181BB02EF584D41A48D4C.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,7,,,,,,
6477,8410437531008,750.0,Cif,"Desinfetante em gel para wc, de 750 ml",,1.49,1.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/92E5BCE8386F2FCD785A33187882812A.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,7,,,,,,
6717,8693495032964,90.0,Palmolive,"Sabonete de glicerina hidratante, 90 g",,0.74,8.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3108070260340CBEDACE468F76B5B6CB.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,7,,,,,,
7356,3250390033677,750.0,Delagne&fi,Champagne Rose Bruto,"Garrafa de 0,75 l",21.99,29.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C67F8C7F5B830F4B7403ECD98A12FE61.jpg,,2025-12-24T23:59:59Z,PROSPECTUS,14,7,,,,,,
766,4005500030263,400.0,Yogolino,Sobremesa láctea alperce 4x100g,,1.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/35565E007DE59883160198E8D7DDFAF9.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,7,,,,,,
768,4005500030300,400.0,Yogolino,Sobremesa láctea morango 4x100g,,1.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/99F1004C0805AFB08F42231532FA4DAF.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,7,,,,,,
8414,0000084105554,600.0,Danone,"Iogurte líquido natural, pack 6 x 100 g",,2.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0D1F331132D6ABD29FDCEFD550221808.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
853,5010394001526,180.0,Pedigree,"Snack para cão dentastix fresh medio, embalagem de 180 g",,2.58,14.33,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2BC1FE695CF9F1162E9C68F520AD79E6.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
8707,5601192103200,1000.0,Agros,"Leite com chocolate, embalagem de 1litro",,1.79,1.79,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C035E931FBB84D75593DF87CB5697E38.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
8929,5601377319082,750.0,Monsaraz,Vinho doc alentejo branco,"Garrafa de 0,75 l",3.49,4.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/34BA23098B201F5B7B14EA9419958C40.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
9246,5603034000104,400.0,São Jorge,"Queijo dop 7 meses, embalagem de 400g",,6.85,17.13,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0446C9B7F202864B369DBD76080497E5.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
9751,5604661000222,,Seia,"Queijo de Ovelha Curado Amanteigado, emb. 500 gr",,9.79,9.79,1,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/698046A4AD1D5A001102E30C2B4ADE46.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
9867,7312040017683,700.0,Absolut Blue,"Vodka Absolut, garrafa 70 cl",Garrafa 0.70L,19.99,28.56,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/95FBB1E10FA7094BF34D09F517EA8A05.jpg,,2025-12-24T23:59:59Z,PROSPECTUS,14,8,,,,,,
9914,7613034515643,400.0,Yogolino,"Nestlé iogolino prep iog bolacha 100g, de 400g",,1.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0BA73C0FBE2C88DEE2C886D5849C070.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
10001,8001480020566,4000.0,Neoblanc,"Lixívia, perfume fresco",Embalagem de 4 l,3.74,0.94,4000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/83BCBC634B9DC455BFE8AB9B412C4CCA.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
1103,5601066200295,1000.0,Nacional,"Farinha para pão integral, embalagem de 1 kg",,1.09,1.09,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DE5DC1EF8F6F891E763443D4600958CC.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
1105,5601066200318,1000.0,Nacional,"Farinha de fubá de milho, embalagem de 1 kg",,1.29,1.29,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/06308C731CC99544125385975ECE8B2E.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
1106,5601066200332,1000.0,Nacional,"Farinha para pão rústico, embalagem de 1 kg",,1.79,1.79,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C18477B9C5884DAE2DC442FC21370B2E.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
14396,3387390326284,141.0,Nestlé,"Barras de Cereais Fitness, emb. 141 gr (6 un)",,1.99,14.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1D94765A03D57547DD65718EEAF795A7.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
15870,8411134126917,,Control,10 Preservativos Easy Way Finissímos,,9.09,9.09,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3928F08544E0A7896FFA192A06FB96EE.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3EA5F25B30DD36BA7032E2D3CA646DD6.jpg,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
17428,5060335632272,500.0,Monster,"Bebida energética zero, garrafa de 500 ml",,1.39,2.78,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/27CD56EBFA1CEC3B0081B9EB3853C598.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
17887,8410104447526,210.0,Air Wick,"Ambientador vela duo exotic baunilha, embalagem de 2x105g",,4.89,23.29,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7D7AB5FDCDCE7BE1F7187AA9236F42F9.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
19893,5601119250840,160.0,Nobre,"Salsichas de Frango Cuida-t+ Lata 8 un, emb. 160 gr",,1.79,11.19,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9BC7CEDE7731E65B0F588C346A868820.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
20438,5601119250833,160.0,Nobre,"Salsichas de Peru Cuida-t+ Lata 8 un, emb. 160 gr",,1.79,11.19,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/80BBF28730DB663941EA7F0C7476DA2E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/01A1F1801A838AF8D0A446CB4DE55577.jpg,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
20648,5601174305004,750.0,Alambre,"Alambre Moscatel Roxo de Setúbal, garrafa 75 cl",,11.99,15.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0F031D29405B80D49FF22BA171BE944B.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
20693,8410104157043,,Air Wick,"Ambientador stick delicias de verão, embalagem de 1 unidades",,5.99,5.99,1,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4D79835921EC2C0FC786E7E67A89E081.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
21340,8412700130468,1000.0,Cacaolat,Leite com Cacau Original,Garrafa de 1 l,2.09,2.09,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4023E508CEA84EE8D4AADAF288DEC219.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
21489,7622210635105,154.0,Oreo,"Bolachas recheadas com morango e cheesecake, embalagem de 150g",,1.49,9.68,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E787EAAA76B1FC85CB31F835787DBD7F.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
2166,5604260260140,5000.0,PorSi,Trinca de Arroz 5 kg,,4.29,0.86,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/77A4762AA4FAEA5A9CACE3503EFBB491.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
22320,5606669092100,700.0,Brasmar,Salada de Marisco,Embalagem de 700 g,7.59,10.84,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/241E140617E20CE491D638D40A0F244A.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
2456,7613030924302,400.0,Nestlé,"Yogolino pera sem glúten, 4x100g",,1.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/84C9916E028C32BE041433875EAC981C.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
24579,3600541946309,400.0,Fructis,Champô força e brilho,Embalagem com 400 ml,5.99,14.98,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B318411B1A658517F85A242ED66D26E5.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
24583,3600541946262,400.0,Fructis,Champô hidra caracóis,Embalagem de 400 ml,5.99,14.98,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F45C286B6B8330CEB5E45C88E611688B.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
25784,8714100667637,61.0,Knorr,Noodles queijo & ervas,Embalagem de 60g,0.84,13.77,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/77CED7AFDF81EB9F73CA0383A2D829EB.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
27921,3600523587315,200.0,Elvive,"Máscara Cabelo Elvive Reconstrutora Dream Long, emb. 300 ml",Embalagem de 200 ml,4.99,24.95,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F617A6480E1DFB510E6663730A453A0A.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
2852,0074299018060,,Hot Wheels,Pack 5 veículos sortidos,1 embalagem,9.99,9.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E66A785086F405D44E86ECEC556B312F.jpg,,2025-12-24T23:59:59Z,PROSPECTUS,14,8,,,,,,
28601,7613034196453,680.0,Purina Gourmet,"Comida Húmida para Gato Adulto Finos Pedaços em Molho Saquetas, emb. 8 x 85 gr",Embalagem de 680g,4.64,6.82,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/913F2A9EEBC89BDE539CE130E00F4167.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
28881,5602182360337,750.0,Monte da Ravasqueira,Vinho Branco Regional Alentejano Superior,Garrafa de 0.75 l,4.99,6.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8C4D33BC6593FC245AF8EC8E47D129B6.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
29967,8410104888169,,Air Wick,Recarga ambientador automático lavanda,,4.99,4.99,1,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FEE7BF6FFDD6AEEB8488E6103005BF64.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
30165,8410436320573,1100.0,Sonasol,Lava Tudo Brilhante Eucalipto,"embalagem 1,1L",2.99,2.72,1100,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1D59B5FEAE0C00D87C9E61FEE70A9A3D.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
32152,5000116124145,204.0,Iglo,"2 crocantes frango recheio queijo e fiambre, embalagem de 200g",,3.99,19.56,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B55FB32E2D0253D230455DF61EB5AE0A.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
34087,3083681079647,160.0,Bonduelle,"Favas, emb. 2 x 80 gr",,1.78,11.13,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2D292CEFEF166DC22479B605B9DEDA67.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
35653,5601050035261,300.0,Yopro,"Yopro liquido baunilha cookies, embalagem de 300g",,1.99,6.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6B90CB1F9D043511CACA661315CF4AB0.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
36752,3574661487694,,Carefree,Pensos diários maxi,Embalagem com 64 unidades,3.74,3.74,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B85837116B789330B5F8E53F110D78D5.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
3735,3250390033707,750.0,Delagne&fi,Champagne Meio Seco,"Garrafa de 0,75 l",21.99,29.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/661B538979B2B0053426CBDCFD742CB8.jpg,,2025-12-24T23:59:59Z,PROSPECTUS,14,8,,,,,,
37987,5601809011539,550.0,Riberalves,Lombos de bacalhau 4 meses de cura,Embalagem de 550 g,16.79,30.53,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9C6DE71E12945881D3F9808E35022C27.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
38340,5054563049018,75.0,Parodontax,Dentífrico cuidado branqueador,Embalagem de 75 ml,4.79,63.87,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6CD4BAD7A59F5A7269B33311A89CE300.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
38343,5054563052940,,Parodontax,Escova de dentes interdental suave,1 unidade,3.64,3.64,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CE8FFD389FBCB9B00F5B954E62C53924.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
41120,5029053562858,,Scottex,"Papel Higiénico Húmido Sensitive, embalagem com 66 unidades",,1.97,1.97,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F2495DD190EA1A2FC8B6E8523F8FD24.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
41639,5601164904620,3000.0,Super Bock,"Cerveja com Álcool Stout Mini, emb. 15 x 20 cl",,7.39,2.46,3000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8676121FE2373425FF9E69AF3E4DF4E5.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
41943,5060639127375,500.0,Monster,"Energy ultra paradise, lata de 500 ml",,1.39,2.78,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/28996412DCD4A9AABAAEC478828AF6D4.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
4249,3600521752074,300.0,Elvive,Máscara total repair,Embalagem de 300 ml,4.99,16.63,300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EF83BFEADB943B8814F1224DAF7FAF01.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
42960,5054563051363,500.0,Parodontax,Elixir fresh mint,Embalagem de 500 ml,5.59,11.18,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3650EAFC76AE7C4CF7854B2E710FE4CC.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
43903,3600522107385,150.0,L'oreal Men Expert,"Desodorizante Spray Men Expert Carbon Protect, emb. 150 ml",Embalagem de 150 ml,2.99,19.93,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D440A2BDB65E62CF7FEFD9145C107680.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
44895,8710604741842,33.0,Knorr,"Chili com carne 1, 2, 3...sabor!, embalagem de 33g",,1.19,36.06,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E0FC3FD038BB457F02AE1D4A0906FFDD.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
45595,8717163947739,400.0,Axe,"Gel de Banho Wild Green Mojito & Cedarwood, emb. 400 ml",,3.59,8.98,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8CA0B31A519FFC0756CC79D33E1AFC70.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
46129,3083681138023,600.0,Bonduelle,"Legumes primavera, embalagem de 600g",,2.49,4.15,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FD54419D66A7659216101458C2691B3B.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
46159,3041091718051,380.0,Bledina,"Frutapura frutos variados, 4 x 95 g",,2.04,5.37,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F62E1D8E44BFDFADA7D5693EC0F82248.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
46217,5060751213550,500.0,Monster,"Bebida Energética Monarch, emb. 50 cl",,1.39,2.78,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3332DE20158D5C574A5C1123749DE371.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
46503,8001841144870,,Dodot,Fraldas Sensitive | Tamanho 4 - 9 a 14 kg,Embalagem c/ 44 unidades,15.75,15.75,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C29302C02E4EDD5019B7FE62D421A5A7.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
46504,8001841144900,,Dodot,Fraldas Sensitive | Tamanho 5 - 11 a 16 kg,Embalagem c/ 42 unidades,15.75,15.75,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/34F1099E8A364734DA54D4FAE75F4CCD.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,8,,,,,,
