identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise,nro_paginas,page,avantages_dateFin,avantages_categorie,images_5,images_6
1429,5601255323125,1000.0,Caçarola,"Arroz estufado, embalagem de 1 kg",,1.35,1.35,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AFA52785C5A05E03B26DBFD125368515.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1,,,,
14337,3387390320008,141.0,Nestlé,"Barras fitness com chocolate, embalagem de 140g",,1.99,14.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/60AE623A4FF700F6FDA38FA5729DE5A4.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1,,,,
1467,5601286236784,500.0,Milaneza,"Massa de espirais, embalagem de 500g",,1.04,2.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/90F3AD9985391E2BB3C76374F1217643.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1,,,,
14717,5900020022370,140.0,Nestlé,Barras de cereais fitness crunchy & caramelo,Embalagem de 140g,1.99,14.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0AC8FEA794F31BD4BBE7C5A74D910827.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1,,,,
15010,2892545000000,1000.0,Programa Origens,Couve Flor,1 un = 1 kg (aprox.),1.99,1.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/93AF9BD404AC9C131A6A0C88150C31D1.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1,,,,
15353,5604260270767,800.0,PorSi,Tentaculos Pota 800G,,5.99,7.49,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/49398B6B79D4038703598D2AD5AB070C.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1,,,,
1677,5602711001311,1000.0,Rar,"Açúcar granulado embalado em papel, 1kg",,1.09,1.09,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B32F457E1AFE2BD9F726B62129876B87.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1,,,,
17150,8436048440416,120.0,Artiach,"Bolacha infantil dinossaurus mini chocolate, 120g",,1.09,9.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/46F94A7518C844EE70B5292A81BC29E5.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1,,,,
17523,2891246000000,1000.0,Porco,Pá York c/ Osso c/ Couro,Vendido ao peso a partir de 1 kg,3.49,3.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B1774B7150E1E65399A00A5F3DC93922.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1,,,,
18376,5601027009769,480.0,Panrico,Pão de forma sem côdea 9 cereais,Embalagem de 480g,1.89,3.94,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/202DA3E3189533F2DED569B04263CF8C.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1,,,,
19163,5604260278121,500.0,PorSi,Iogurte Tipo Grego Morango 4X125G,,1.65,3.3,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C740D54E6D0772F5BD1CC74142029BCA.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1,,,,
19415,5601028019798,,Renova,"Rolo de cozinha design xxl, 3 rolos",,1.99,1.99,3,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9A25E60B9B6B556C2D19CB0AC3EE543B.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1,,,,
1966,5604260061563,210.0,PorSi,Wafer Chocolate 210G,,1.17,5.57,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E154175D8E403083CFB63244310CB908.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1,,,,
19940,7613035619456,300.0,Nestlé,Granola aveia fitness mel,Embalagem de 300g,3.29,10.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EAEAF515FE565B8F35270BCD3427077E.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1,,,,
20433,5601244500070,1000.0,Terra Nostra,"Leite de pastagem magro, embalagem de 1 l",,0.89,0.89,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9F4485855ABBC3534A5CD1111ACFCBA8.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E6424B45F8177C670F59F3BF8C085519.jpg,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1,,,,
20988,5601260593605,67.0,Cigala,"Noodle banzai galinha, embalagem de 70g",,1.09,16.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/71C67AA9B3CABECA513D8BECB737982E.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1,,,,
2282,5604260270125,420.0,PorSi,Feijoada 420G,,2.49,5.93,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1550146A03450A86199E288248628A63.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1,,,,
2285,5604260270156,420.0,PorSi,Chispalhada 420G,,2.29,5.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F03072B8C900736917AF65FFF1C2DF00.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1,,,,
24393,5601028000352,,Renova,Guardanapos Red Label 1 folha |Branco,Dim: 30x32cm |70 unidades,0.65,0.65,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8EB475C9EAB7F71BAD24D03BE60490C5.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1,,,,
2543,7613034465689,387.0,Nestlé,"Leite condensado magro, embalagem de 390g",,2.09,5.4,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/550282655C8CD4805DB04276CFECA7D7.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1,,,,
36924,5604260296651,1500.0,PorSi,"Lima-Limão 1,5L",,0.74,0.49,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A1424B586D4DC563639874DB1FA87A8.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1,,,,
386,8712100479298,260.0,Calvé,"Molho mad chips top down, embalagem de 260g",,1.94,7.46,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/21B88C464F7BBC164FDD806BA18E0B84.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5EE595CA865FFD7654A8E18623535097.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5EE595CA865FFD7654A8E18623535097.jpg,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1,,,,
40121,8410076481825,185.0,Old El Paso,"Queijo chips, 185g",,2.19,11.84,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B48B295FE352E2196B154716F7AF2C3E.jpg,,,,,,,,2025-10-15T23:59:59+01:00,PROSPECTUS,,,,14,1,,,,
40544,5604260302031,1000.0,PorSi,Néctar Laranja/Cenoura Light 1L,,1.29,1.29,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/90AD6663D670ADD8591F162E05082447.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
41715,5604260306381,500.0,PorSi,Iogurte Tipo Grego Caramelo Salgado 4X125G,,1.65,3.3,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/06B0DF990840E5BE19798110DA62E89E.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
419,8718114882536,50.0,Knorr,"Sopa de cebola, embalagem de 50g",,1.69,33.8,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/40DE8A4B0CCB6E254052E81CFB00180A.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
42576,5604260304615,200.0,PorSi,Molho Bechamel 200Ml,,0.89,4.45,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6EB95311E9A7982125D3313FC46AEA69.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/873E688259483F162720EC00DE7C700F.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/873E688259483F162720EC00DE7C700F.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/873E688259483F162720EC00DE7C700F.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/873E688259483F162720EC00DE7C700F.jpg,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
43847,5604260303601,2000.0,PorSi,Sal Para Máquina De Lavar Loiça 2Kg,,0.79,0.4,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D82E0D3BEDB9300391E79B76131FD377.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B794A5967EB64687E479EB017EFD747A.jpg,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
43975,5604260313600,300.0,PorSi,Gomas Bananas,,1.99,6.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9D7F2581665D08C7908CE89759530DDC.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
43977,5604260313655,300.0,PorSi,Gomas Sortido Brilho,,1.69,5.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8560B014A5D2C7D66530D0CCCD0B2EA3.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
43980,5604260313631,300.0,PorSi,Gomas Tijolos Ácidos,,1.84,6.13,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/53384890085EE7D4C4841349E3EC7FA2.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
44258,5410126716016,250.0,Lotus,"Bolachas biscoff, embalagem de 250g",,1.89,7.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/991677C76CFA3916388F6515CFE95FE5.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
45461,5604260315680,400.0,PorSi,Hambúrgueres De Porco 400 G,,2.69,6.73,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/595C853BCD5322DDCC991757131586B9.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
46353,5604260315185,600.0,PorSi,Iogurte Líquido Infantil Morango E Banana 6X100G,,1.09,1.82,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/085129C8CB3116F7B80725BE1B24217D.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
46620,5604260317066,,PorSi,Guardanapo 33X33Cm 3 Folhas 70 Unidades,,1.39,1.39,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B9F0B68038DB220227FD1D2D1311F61C.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
47635,8412600018316,300.0,Bimbo,Bimbo® bagels clássico 4 un.,Embalagem de 300g,2.34,7.8,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A909D7B45AB188586A83F78F8C44D74E.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
47653,8414100306559,330.0,Schweppes,"Ginger ale, lata 33 cl",,0.72,2.18,330,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AF2113C89BE09A44CC79705B477BE6A0.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
4785,5000396036138,218.0,McVities,"Bolachas fruit & forma, maçã e canela, embalagem de 220g",,1.99,9.13,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4769CC9B7DCE0DA17354265C7FF7343C.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
47979,5604260312740,,PorSi,Detergentes máquina lavar loiça ecológico,26 pastilhas,3.09,3.09,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/78BEBFE1DB31B8C2D02C89E6CE3251D4.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
48011,5603722520068,800.0,Agros,"Leite com chocolate meio gordo sem lactose, 4 x 200 ml",,1.99,2.49,800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/534AAD13A7F896FDBA98EB7001B680B9.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
48779,8410199023117,150.0,LayS,"Batatas fritas com sabor a sal e vinagre, embalagem de 150g",,1.39,9.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA380F7857550C630972C34B56D1614D.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
48860,5604260319794,150.0,Porsi Vivabem,Queijo Mozzarella Light Ralado 150G,,1.59,10.6,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/35271112CCD07C945317D670793A0A37.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
49460,7613287300362,99.0,Nescafé,Café Buondi Intensidade 8,16 cápsulas,6.39,64.55,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E4BCDB4A1998B45DA9767B093A961A1E.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
49730,5601151968574,1500.0,B!,Sumo maracujá de 1.5 l,,1.29,0.86,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D471B15D4B18DF054FCF4E0F25DA8D23.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/48964AEE0FDBEDF349365603C964A160.jpg,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
49767,5601151969106,1000.0,Frize,"Água com gás ananás, pack 4 x 0.25 l",,2.09,2.09,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/894FBD4D289713EED7DB570E33675A74.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
49831,8445290157348,390.0,Nesquik,"Achocolatado em pó, embalagem de 390g",,3.49,8.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1C8D0ADDD419DD646B2CF36E18D3378F.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
5093,5601050033755,620.0,Danone,"Iogurte activia líquido 0% morango/kiwi, embalagem de 4 x 155 g",,1.99,3.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29B41AE598716D0550D815AA0FE86025.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
51779,5604260327089,900.0,PorSi,Detergente Máquina Loica Classico 60P,,3.65,4.06,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5D0E62FF3D9A0C755640BCC5F7832DD7.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
51837,8711327587205,2000.0,Lipton,Ice tea lipton pessego 2l,,3.19,1.6,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/337078DD8DFA2309401BA5C925E0DABA.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
52156,5604260326303,,PorSi,Detergente Máquina Loica Gel Tudo em 1,Embalagem de 22 unidades,3.49,3.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/57874C97E6D4F782754819EFF227F2F0.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
52171,5449000217189,1980.0,Coca-Cola,Coca-cola sabor original,Pack 6x330 ml,4.49,2.27,1980,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/336CEDBCCB7EF720ED08209839FA8640.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
52774,5604260329748,630.0,PorSi,Polpa de Tomate,,1.29,2.05,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9D676468F00FF559F0BECC7FC3D16CCA.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
52788,5900020043832,80.0,Nestlé,"Barras de Cereais Protein Fitness 0% Cacau, 80g",,1.79,22.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7E4A3C5552FC27CE6A83D366162140DD.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
54448,8710522323007,400.0,Tresemmé,"Champô liso keratina smooth, 400ml",,3.79,9.48,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A0CFCB6F402225ED49AAA65602D62346.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
54557,5604260332007,300.0,Labell,"Champô Anticaspa 2em1, 300ml",,1.69,5.63,300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A9F73A19A564852FAE1F8E95D60A326F.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
54794,5603722521546,604.0,Mimosa,"Iogurte liquido banana, 4 x 151 ml",,1.39,2.3,604,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/23212EB7A3AC6B5E99AFE5AEC8D0F7DF.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
54798,5603722521560,604.0,Mimosa,"Iogurte liquido frutos tropicais, 4 x 151 ml",,1.39,2.3,604,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/49B490BBEC557A29CF9B663AE694D2B4.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
55018,5601027117303,430.0,Bimbo,"Pão de forma com Côdea, 430g",,1.74,4.05,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8757FB8F05D49E0A715282DD0C0165A7.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4C17DB6C614697DA1B5FB0CE80A911CD.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4C17DB6C614697DA1B5FB0CE80A911CD.jpg,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
56253,5604260337460,150.0,PorSi,Batatas Fritas Onduladas Com Sabor A Mel E Mostarda 150G,,1.49,9.93,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C6C0BCC7F09323B008FD6E4D3A34617D.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
56327,5604260335251,400.0,PorSi,Sobremesa Liégeois Chocolate 4X100G,,1.49,3.73,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A10C05E9839D1ED166E65BD0A89F9595.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
56389,5604260336432,200.0,PorSi,Peito Peru Fatiado 200G,,2.49,12.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6BCF748A310349772B1D8A2B94DD82B0.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
5966,5604260272792,5000.0,PorSi,Lixívia Perfumada  5L,,1.99,0.4,5000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2B3492AFD036B535D5871D4B50DFD280.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
7550,3600541550087,400.0,Garnier,Champô Ultra Suave tesouros de mel,Embalagem de 400 ml,5.89,14.73,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9E0A30A6E488599D224D7FC06927B67E.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
8391,5601049159992,1000.0,Mimosa,"Leite especial cálcio + vitamina d magro, de 1l",,1.0,1.0,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/22E6964D6A2F2B922BCB40BB341AE902.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
8400,5601050033779,620.0,Danone,"Iogurte activia líquido cereais, embalagem de 4 x 155 g",,1.99,3.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3AC3707CF655B8CC61D2C80E4828D7C8.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
8415,8410500007836,600.0,Danone,"Actimel iogurte líquido tutti frutti, embalagem de 6 x 100g",,2.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0712AE23BC1EFB6DA91FF7C37F68326A.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
8434,5601050033731,620.0,Danone,"Iogurte activia líquido 0% lima/limão, embalagem de 4 x 155g",,1.99,3.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B41EA750EA9360556362913E488E9E4D.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
957,5601019012135,210.0,Guloso,Polpa de tomate,Embalagem de 210g,0.59,2.81,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/84073905ED6F4B7EB83344289811A248.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
959,5601019012418,1000.0,Guloso,Polpa de Tomate,Embalagem de 1 kg,1.79,1.79,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3946132CDF77B4B5ABC4B3B587DC5572.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
9692,5604260270644,1000.0,Monique Ranou,Lasanha Bolonhesa 1K,,4.49,4.49,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/595A20D8C881F56034BBF0051C161610.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
991,5601029004090,120.0,Bom Petisco,"Atum posta em azeite, embalagem de 120g",,1.66,13.83,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7303762D9C0618FC9C75C481CF52C5DB.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
1009,5601038300077,80.0,Knorr,"Caldo de galinha 8 cubos, embalagem de 80g",,1.69,21.13,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CFDBB6C1885F48FB7941F504CD886192.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
10463,5604260324163,250.0,PorSi,Gel Intimo,Embalagem de 250 ml,1.79,7.16,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B588051D80FCE942C70A87697EAC487E.jpg,,,,,,,,,,,,,14,2,2025-10-15T23:59:59+01:00,PROSPECTUS,,
