identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise,nro_paginas,page,avantages_dateFin,avantages_categorie,images_5,images_6
55252,8445290751621,340.0,Friskies,"Comida Húmida para Cão Adulto Gelatina Mix, 4 x 85g",,1.94,5.71,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3827A81B7E08690671B3AA5BD1698BCE.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
55278,8445291099692,,Buondi,"Cápsulas de Café Ristretto Int 13, 36un.",,10.99,10.99,36,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B08F7DA9148A63F6D56B42F18C106EC8.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
55280,7613287613578,,Nescafe,"Cápsulas de Café Buondi Int 8, 64un.",,19.99,19.99,64,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/14AE7C907C99FCAFB35C1B5946D22C9A.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
55329,8410500030964,100.0,Danone,"Iogurte Duo Cremoso Chocoballs, 100g",,0.79,7.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0F4CDC2E5BF370B42375079B29D01E4.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
55354,8410063095202,1200.0,Pescanova,"Barrinhas Pescada Panada sem Gluten, 1.2Kg",,7.89,6.58,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D2F57A76EACAFAE8D2E905FFD81B787B.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
55380,5608309018228,750.0,Altano,"Vinho Tinto Reserva Douro, 75cl",,7.49,9.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E22DC036D9C0CFB1BF954618CC4A8CB0.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
55386,5602109101326,500.0,Nutry,"Farinha de Mandioca, 500g",,1.79,3.58,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/59E388EFDFB3BE8107016F7530D8E268.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
55537,5602720010229,750.0,EA,"Vinho Tinto do Alentejo, 75cl",,3.99,5.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9293BEDB0E3E7DF4C61DA16FFDD1AB0A.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
55754,8436048965414,140.0,Artiach,"Bolachas Ovos com Pepitas de Chocolate, 140g",,1.69,12.07,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C48D4E7D646B3E01526C243D1F85B21.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
56070,8710522983997,175.0,Knorr,"Risoto de Espargos, 175g",,2.29,13.09,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CB4ECAF6028FD991F30723EB8FEFDD9A.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
56346,5604260331833,1200.0,PorSi,Flan Baunilha Com Caramelo 12X100G,,2.49,2.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/05963866E15A5019E603347A410B31CB.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
56348,5604260338474,200.0,Porsi Vivabem,Queijo Fresco Light Para Barrar 200G,,1.19,5.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/73810E59B589F0CB4BA896B98A98545C.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
56388,5604260336449,200.0,PorSi,Peito Frango Fatiado 200G,,2.65,13.25,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EFB319471E599D5AE5CBAEFECEEC57B0.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
605,3250390109174,125.0,Chabrior,Bolachas palets bretons,Embalagem 125G,1.35,10.8,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7AD1268BB63B7CF1765131AF23E8B6F8.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
6267,8016825926687,75.0,Aquafresh,Pasta dentífrica menta fresca,Embalagem de 75 ml,1.84,24.53,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5AF61545461116CEF40994D7E37A4C54.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
6818,8712566118625,390.0,Olá,"Gelado supermaxi, embalagem de 6 x 65 ml",,2.99,7.67,390,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/35BED764F4AC2EA1C9F5BA3B815AD204.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C78EEEF4719F48D1D9E8F75D0F700815.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C78EEEF4719F48D1D9E8F75D0F700815.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C78EEEF4719F48D1D9E8F75D0F700815.jpg,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
6819,8712566125982,420.0,Olá,"Gelado perna de pau, embalagem de 6 x 70 ml",,2.99,7.12,420,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CDB6594198A7D84CB46AB7CA0CA9C95D.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CDF3DFE8D09454EBB2363B5EF224B65F.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CDF3DFE8D09454EBB2363B5EF224B65F.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CDF3DFE8D09454EBB2363B5EF224B65F.jpg,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
7045,2894077000000,150.0,Sicasal,Fiambre da perna extra,1 un = 150 gr (aprox.),2.1,13.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/82C0788AD7B4E3579327CF0BA79E6B02.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
7140,2895062000000,250.0,Santiago,Queijo tres igrejas cura 2 meses,Vendido ao peso a partir de 250 gr,3.0,11.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/23C77AA648CADC2DCC87B3557E21073E.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
716,3250391031924,250.0,Odyssee,Salada indiana com atum,Embalagem de 250 g,2.49,9.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F073A78D39EB9CB4C96F88DC5B1F36A3.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
8388,5601049152993,1000.0,Mimosa,"Leite especial cálcio + vitamina d m/g, de 1l",,1.0,1.0,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AE995344CF7D57F674EA8EE465C57CA4.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
8413,8410500008932,600.0,Danone,"Actimel iogurte líquido de morango, de 6 x 100g",,2.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F5F985DE2C1FEBCCE4ED6002098F416C.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
8416,5601050029345,1200.0,Danone,"Iogurte actimel, morango, embalagem de 12 x 100g",,4.99,4.16,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/745F8F4185D59AC1CCF745B58159ECA9.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
888,5413548283128,200.0,Kinder,"Chocolate chokobons, embalagem de 200g",,3.79,18.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/27B38A636F35634AB3B100483F3FC991.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
8946,5601385503336,50.0,Aquafresh,Dentifríco Júnior,Embalagem de 50 ml,2.24,44.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D41C8C0DFB64F70B6A37CFA22926C2FA.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
897,5600316860845,400.0,Iglo,Almôndegas bolonhesa,Embalagem de 400g,4.49,11.23,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F4885E8BB4E647D068C321961D480DA6.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
9233,5602616001928,5000.0,Capataz,"Vinho branco, 5 l",,7.99,1.6,5000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/199A74C8CAF20CEE5A2C4B063048B83F.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
9238,5603016000443,750.0,Adega de Pegões,"Vinho rosé península de setúbal, garrafa de 750 ml",,1.59,2.12,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/03729F4E27BE5F7D0B7C0A8BB3FF9C4D.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
924,5601001120503,370.0,Nestlé,"Leite condensado, embalagem de 370g",,1.99,5.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FBAB8756051E4890009C5246CFA3D443.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
9279,5603533652002,1000.0,Frize,"Água com gás limão, pack 4 x 0.25 l",,2.09,2.09,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/11B7A1FE3C8011649267813E9487639D.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
944,5601001339301,200.0,Nestlé,"Mistura solúvel mokambo, embalagem de 200g",,3.89,19.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7654D4A8AEB526591EE0FD0D1A7BE478.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
9443,5604260055524,150.0,PorSi,Presunto F.Finas 6 Meses 150G,,2.99,19.93,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CCF3571E41450A7649569716F370CEAA.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
9445,5604260056590,350.0,PorSi,Mortadela Mini 350G,,1.99,5.69,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D64292FE47331C2F1950E69F380D47BC.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
962,5601019012517,210.0,Guloso,"Passata de manjericão/oregãos, embalagem de 210g",,0.74,3.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FB183AA35B0A4E7518DB0F29131C2068.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
9621,5604260264766,150.0,PorSi,Batatas Fritas Em Azeite 150G,,1.45,9.67,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6D03FBEB7A98191F27E0B9F42498BD17.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
20434,5601244500063,1000.0,Terra Nostra,"Leite de pastagem meio gordo, embalagem de 1litro",,0.89,0.89,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/416A848D81A31A3BE14CC7E8951CC4DA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E82125FE177156A16B33D08208F11D7F.jpg,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
41041,8001480703001,700.0,Neoblanc,Tira nódoas em spray cores,Embalagem de 700 ml,2.99,4.27,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1B7BCC034AAC45310DFFCE9E289F80C7.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
11466,5601018004605,200.0,Gresso,Nata uht para bater 200 ml,,0.85,4.25,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6D55411BE639B830632A68D20D002036.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
36263,5601027973060,480.0,Bimbo,Pão de forma integral,Embalagem de 480 g,1.89,3.94,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D41990E6C0A0B7F82C9AD26E46EBDC0E.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
4687,5000116105212,375.0,Iglo,"Ervilhas, embalagem de 375g",,1.89,5.04,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C528FEBBEDC5462386A3AB117EEBFD4.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
15245,2696042000000,400.0,Garcia & Filhos,Pão Forno Pedra Centeio,1 un = 400 g (aprox.),0.99,2.48,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6D616B226A0E2D6B7496AEBEF79D3344.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
52880,8719200267794,450.0,Becel,"Creme vegetal de barrar com sabor a manteiga, 450g",,3.56,7.91,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E2EFE8BE5E96AF9FCA9D840059BF696C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/287D301C66C180312FAA8A3BAE7EA710.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/287D301C66C180312FAA8A3BAE7EA710.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/287D301C66C180312FAA8A3BAE7EA710.jpg,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
438,8722700140139,20.0,Lipton,"20 saquetas infusão de cidreira, embalagem de 20g",,1.49,74.5,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/75772B648D442A3C0BB5D4E8A4601B76.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
14641,5603722513879,1500.0,Pleno,"Tisana de chá verde/limão light, de 1,5 l",,1.59,1.06,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F6BF791EA11EAC23396FF6DFA2CA04B8.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
1960,5604260301706,260.0,PorSi,Feijao Encarnado Cozido 420G,,0.84,3.23,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F80D4DE63873B2D291A90A19B419B307.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
1680,5602711001625,1000.0,Rar,"Açúcar areado amarelo, embalagem de 1kg",,1.39,1.39,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/939DA938A8E29956A82E9882A2E704A7.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
43867,5604260310944,340.0,PorSi,Manteiga amendoim cremosa,Embalagem de 340g,1.69,4.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7821B5CD2D691B1BB3601906D6E6FF3D.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F81026DF6BE14CF2221DFD337125A507.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F81026DF6BE14CF2221DFD337125A507.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F81026DF6BE14CF2221DFD337125A507.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F81026DF6BE14CF2221DFD337125A507.jpg,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F81026DF6BE14CF2221DFD337125A507.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F81026DF6BE14CF2221DFD337125A507.jpg
10597,8712100326356,360.0,Olá,"Gelado fizz limão, embalagem de 6 x 60 ml",,2.99,8.31,360,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/234F906CA10C5C87A7F2D2188B0A37DA.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
13262,2893247000000,200.0,Peixaria,Sardinha Fresca,1 un = 200 gr (aprox.),0.8,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/66B3AFDFB78EAEB8A16C084E7A27E749.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
40652,5604260303250,1000.0,PorSi,Batata Pré-Frita Noisette 1Kg,,2.49,2.49,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4EB6218BE244F149B042C58E5860D0FF.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
958,5601019012401,500.0,Guloso,Polpa de Tomate,Embalagem de 500g,1.19,2.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0CE0E0ED1941D8AA40077B3BCCD426E3.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
16022,5601146703609,5000.0,Sagres,Cerveja Mini,20 x 0.25 l,9.79,1.96,5000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CF0AC3A8EDB171FA4E35FF0504CF12A8.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
17149,8436048440393,120.0,Artiach,"Bolacha infantil dinossaurus mini cereais, 120g",,1.09,9.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1FED2E26C7BE3137E3235C534B824911.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
33532,8410375110228,150.0,Bonduelle,"Milho doce, 150 g",,1.09,7.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D0EEA0C89CFBBF992B36A2468831EAC1.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
13561,2893555000000,400.0,Peixaria,Red Fish Congelado,,1.8,4.49,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6B51C5A0022242B4A2691EFB27EE24DC.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
2466,7613032142599,500.0,Cerelac,Farinha láctea 12 meses,Embalagem de 500g,3.74,7.48,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E708CAF1A60A052407E76B7A92102F7.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
44234,8710522854815,257.0,Calvé,"Mostarda top down, embalagem de 257g",,1.68,6.54,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/63AC7BC5BB2C7D5CE58B458BE855CC4A.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
53454,5029053563596,,Scottex,"Lenços Faciais, 70 unidades",,1.35,1.35,70,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/440B07E7CC0C7A63809C00E3BDE5FF02.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
882,5410041001204,100.0,Tuc,"Bolachas aperitivas, simples, embalagem de 100g",,0.99,9.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DB0E5412E4B7AABA821CD2AF0DA3E461.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
46216,5603722519925,480.0,Mimosa,"Iogurte batido magro com mirtilos sem lactose, 4 x 120 g",,1.99,4.15,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6208D58EB4ADB7DBE2D23DC13048F924.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
49215,5604260322800,2000.0,PorSi,Detergente Máquina Sabão Natural 40D,,2.99,1.5,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1050941D8226F2FD6BB56637BBE1285A.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
10175,8410375110211,300.0,Bonduelle,Milho tenro e doce,Embalagem de 300 g,1.74,5.8,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7DBD23167EE67669947EBE9FBBED55C3.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
16677,5604260276813,500.0,PorSi,Iogurte Tipo Grego Framboesa/ Amora 4X125G,,1.65,3.3,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA3982F1A80508AC104E539932C54F48.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
34456,5604260325726,330.0,PorSi,6 Salsichas Frescas Merguez 330 G,,5.39,16.33,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5AF24CB9ECB0552B9DC2158D80B5D568.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
54361,8410104915186,,Finish,"Detergente Loiça Máquina Quantum Limão, 28 Pastilhas",,5.99,5.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AF6445EE2B2537230E8784866A377CB3.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
16072,2696083000000,62.0,Panpor,Carcaça de Cereais,,0.29,4.68,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/64BBBB65E56708FCB9DD0C80C78538ED.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
46824,5603722518270,720.0,Mimosa,"Iogurte magro aroma multi sabores de morango/coco, 6x120g",,1.99,2.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1F13564A32ADE4727C9B834FE2B8090.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
1189,5601119007987,250.0,Nobre,"Salsichas de porco, lata de 250g",,1.67,6.68,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0B023C2ECBDBE7AB09A89A8810925D65.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
35766,8722700231974,525.0,Olá,"Gelado calippo morango, embalagem de 5 x 105 ml",,2.99,5.7,525,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/531730A222ACEDBD98926EAA599E0283.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
5247,5601151720752,845.0,Compal,"Feijão frade, lata de 850g",,2.09,2.47,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/748A199E3B15682C5E3E960F2EBA8A1A.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
1725,5604260000265,250.0,PorSi,Massa Bagos 250G,,0.48,1.92,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/974FF28C753808191257D3DE1EC63B00.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
2549,7613034717931,200.0,Nestlé,"Chocolate culinário, embalagem de 200g",,3.29,16.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3B153FC5DBA6E54FFCBD8019E97BAF3D.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
33090,5411188112709,1000.0,Alpro,"Bebida amêndoa torrada sem açúcar, embalagem de 1litro",,2.59,2.59,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/66C6488BDB769AFC2D2A2697199C34D6.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
47034,8714100827666,160.0,Knorr,"Caldo galinha receita económica, embalagem de 160g",,1.49,9.31,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/54D2297B42302C9BEB14DE9BF8F6F3CF.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
48766,8722700231998,525.0,Olá,"Gelado calippo cola, 5 x 105 ml",,2.99,5.7,525,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FB3E50854D288187B03A79CB54A90499.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
