identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,images_5,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise,nro_paginas,page,images_6,images_7,avantages_dateFin,avantages_categorie
1447,5601283141500,250.0,Penha,"Caramelos de fruta, embalagem de 250g",,2.24,8.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7EC5A442E9EF4DEED119DFDA6F572F35.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
21052,8435257034270,640.0,Nestlé,"Iogurte líquido yoggi, sem lactose, morango/banana, embalagem de 4 x 160g",,2.19,3.42,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2F9637E1E7F59896708553BA46B62C91.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
2459,7613031497096,400.0,Nestlé,"Fruta para bebé maçã pera +4 meses, embalagem de 4 x 100g",,2.39,5.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A3657AC5DA61941E17EE1AD603103EE0.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
2610,7622300786687,184.0,Milka,Bolachas cookies choco xl,Embalagem de 180g,2.59,14.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D3E5ABE6161C1B56E7BE6787BAC3C256.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
36001,8001841215556,,Evax,Penso diário salvaslip multiforma,embalagem de 34 unidades,2.44,2.44,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E0557F5F441F2E3275BAD526FB959717.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
36952,7613036862295,,Nescafé,"Café em cápsulas dolce gusto intenso, 16 cápsulas",,5.79,5.79,16,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E961429E3414F1C39643E5CB1F2C82A7.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
37990,8410063036175,1000.0,Pescanova,"Caprichos do mar sem glúten, embalagem de 1 kg",,5.99,5.99,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6895ADBC20BAA64ABF1A75EDB160FACB.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
392,8712566173860,68.0,Knorr,"Canja com aletria, embalagem de 70g",,1.6,23.53,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0FDE190C3180267DE92D355FE905E718.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
44634,8711327485082,330.0,Magnum,"Gelados mini double gold caramel billionaire, embalagem de 6x55 ml",,4.49,13.61,330,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/42AC7934AA428100845DBDC81A00E314.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
46305,5604260315017,500.0,PorSi,Brócolos Cortados 500 G,,1.85,3.7,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/30A31B86BA55860385F4C7247351E9CD.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
49258,8718951476271,75.0,Colgate,Pasta de Dentes Gengivas Limpeza Interdentária,Embalagem de 75 ml,3.24,43.2,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/71413787DADCB43D7EE037F2CCCABD18.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
52525,5604260328048,150.0,PorSi,Presunto Minho 9M F.Fina 150G,,3.99,26.6,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F46CB3C72CC34E1B3C1CF950A07F396E.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
54775,8711327639874,480.0,Cornetto,"4 gelados brigadeiro, 480 ml",,3.89,8.1,480,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/962707DE4486454556D51C1A705EA1C2.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
54795,5603722521225,604.0,Mimosa,"Iogurte magro liquido morango, 4x151 ml",,1.54,2.55,604,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/075603ECF4916B645B9AA45146480552.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
54799,5603722521263,604.0,Mimosa,Iogurte magro liquido frutos silvestres 4 x 151 ml,,1.54,2.55,604,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/783E43940BBBFF2CB63BFFCCB1232BA5.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
13582,2893577000000,400.0,Peixaria,Solha Congelada,,2.2,5.49,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/09CD29C77ECA15BC59D0A288B72C20B4.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
15981,5601119244375,210.0,Nobre,"Salsichas extra suculentas de frango, frasco de 210g",,2.55,12.14,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FF112EFB90E4953B2240BF7E131FD2C0.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
20032,5602947000010,750.0,Quinta da Pacheca,Vinho tinto doc douro,Garrafa de 750 ml,5.49,7.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7E98EA253AD421BB8B156D996574E752.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
2460,7613031501649,400.0,Nestlé,"Fruta para bebé maçã banana +4 meses, embalagem de 4 x 100g",,2.39,5.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4A8A0DFCA0CA8581AB62B34FED196414.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
26341,5601012011920,750.0,Papa Figos,"Vinho doc douro branco, garrafa de 750 ml",,5.89,7.85,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/47C911133755ED927EA5820F32D168BD.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
42777,5604260307159,250.0,PorSi,Farinheira Do Fundao 250G,,2.49,9.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/14240F251C92138F4828FAB6984E0C70.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
50377,8445290351357,,Nescafé,"Dolce gusto sical espresso cafés 99.2 g, embalagem de 16 unidades",,5.39,5.39,16,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/44FD43160B41B883D60D056B524E6B93.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
52794,8001585008094,225.0,Balconi,"Bolachas wafers de chocolate e avelã, 5x45g",,1.74,7.73,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9C663442253C57A9BDF40B976F2C690F.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
53050,8445290554468,28.0,Nestlé,"Snack Para Bebé Puffs Milho, 28g",,1.06,37.86,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B311B1AFD7EA9708AD65723EF9E33A76.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
53066,5601050037845,620.0,Danone,"Bifidus líquido activia aveia e noz 000%, 4 x 155g",,1.99,3.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CA31731A632F34AB50927A2984D0BF84.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C3E5261F5C2ADA6A9243957038878389.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C3E5261F5C2ADA6A9243957038878389.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C3E5261F5C2ADA6A9243957038878389.jpg,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
54448,8710522323007,400.0,Tresemmé,"Champô liso keratina smooth, 400ml",,3.79,9.48,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A0CFCB6F402225ED49AAA65602D62346.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
54573,5604260331925,300.0,Labell,"Condicionador Cabelos Secos Reparação & Nutrição, 300ml",,1.89,6.3,300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1847B0E6E951AF50821A4FAC1D9DBFC1.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
54805,5603722521256,604.0,Mimosa,"Iogurte magro liquido morango e kiwi, 4 x 151ml",,1.54,2.55,604,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A3858514DE6D6159040FFCC958098D81.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
9161,5602154002920,750.0,Adega de Borba,Vinho tinto alentejo,Garrafa de 0.75 l,8.99,11.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9D4E622CDEFB67E1BEC54DD1E1636255.jpg,,,,,,2025-09-28T23:59:59+01:00,AC,25.0,PCT,STANDARD,2025-09-25T00:00:00+01:00,99.0,2.2475,13,4,,,,
1131,5601078005024,750.0,Grao Vasco,"Vinho doc dão branco, garrafa de 750 ml",,3.35,4.47,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/08D876911D136C69F8C23B36643D6D00.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
14344,3387390406719,150.0,Nestlé,"Barras de cereais nesquik, embalagem de 150g",,1.99,13.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4878F7C89F5570C091D36337F3638AB8.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
18540,5029053038650,,Scottex,"Papel higiénico acolchoado, folha tripla, 9 rolos",,3.99,3.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/36C77C7223E30297676F1D2DA26E5323.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
20263,5000116110889,180.0,Iglo,"Crocantes de frango original, embalagem de 180g",,3.99,22.17,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9B2BC0EEC5724C42D02D0AAA44CCBB50.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
20264,5000116110872,180.0,Iglo,"Crocantes frango parmesão e ervas, embalagem de 180g",,3.99,22.17,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA238D0C01D11590AA8A8E09CE288246.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
29739,8410436324502,1300.0,Sonasol,"Lava Tudo Leite de Amêndoa, 1.3 l",,2.24,1.72,1300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F0C3F7396A3707DA471842E1F133DA93.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
31580,8410076470584,244.0,Old El Paso,"Tortilhas de trigo, 244g",,1.84,7.54,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D4ABF3C429F1CE5569F76B9B160989E2.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
40969,5601151972557,1000.0,Frize,"Água com gás sabor a maracujá, pack 4x 0,25l",,2.09,2.09,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AF6318AC77392E694BAA2AC34B4CAA04.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
48426,4005900845702,50.0,Nivea Men,"Desodorizante roll on cool kick, 50 ml",,2.69,53.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9A906FA410C547B80F0C3BC1C3C86CB6.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
4975,5601007001332,750.0,Esteva,"Vinho doc douro tinto, garrafa de 0.75 l",,3.99,5.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7DE3E82C8EEE9F921A3163C241BC3A09.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
5158,5601109211127,750.0,Porca de Murça,Vinho tinto douro,Garrafa de 750 ml,3.69,4.92,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/587F8C4D255FC74322AC5F8AED00CD39.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
54579,5604260332823,200.0,Labell Men,"Desodorizante Energy, 200ml",,1.39,6.95,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/451A5441C9A7847154D99DC9B02B4E0F.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
8438,5601050033816,620.0,Danone,"Iogurte activia líquido frutos silvestres, embalagem de 4 x 155g",,1.99,3.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E214EAC60369F7ED2580B2CD156E97E1.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
8487,5601096401303,750.0,Aveleda,"Vinho maduro branco minho alvarinho, garrafa de 0.75 l",,4.69,6.25,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5584288B4D3CB005FE87B35856EF89A7.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
8795,5601237241225,750.0,JP,Vinho regional península de setúbal tinto,Garrafa de 0.75 l,2.19,2.92,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F5BE43DFD5A094527765C3E1C490CDE0.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
8808,5601252107094,250.0,Gallo,"Vinagre vinho branco, garrafa 250ml",,1.29,5.16,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0BA26199C027C9616D0DF2F5F2C3C85C.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
8898,5601333051674,750.0,O Tal Vinho da Lixa,"Vinho verde branco, garrafa de 750 ml",,2.24,2.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/99E3C8AD5B7BC228DE7D81019141F430.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
962,5601019012517,210.0,Guloso,"Passata de manjericão/oregãos, embalagem de 210g",,0.74,3.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FB183AA35B0A4E7518DB0F29131C2068.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
12543,8715035110106,150.0,Kikkoman,"Molho de soja com dispenser, de 150 ml",,2.75,18.33,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3D3E630DEE5977CF2FC3BF40796FA65E.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
14346,3387390406849,150.0,Nestlé,"Barras cereais chocapic, embalagem de 150g",,1.99,13.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A9E143A7AE167B7B2DF153E69E157760.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
1448,5601283141517,500.0,Penha,"Caramelos de fruta, embalagem de 500 g",,4.34,8.68,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0A5AF3CC2BF0F5E8BAD3F62F3C632C7D.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
18769,5601008101901,180.0,Vieira,"Bolachas cream cracker doses individuais, embalagem de 180g",,1.19,6.61,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9A486CB80F8D69C059B7AAF4D82C4244.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
21039,5600390418079,750.0,Castelo dos Mouros,Vinho regional alentejano reserva tinto,Garrafa de 750 ml,3.59,4.79,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9BBEF0A85E5D6EB32BA1DEEF1B27B06A.jpg,,,,,,2025-09-28T23:59:59+01:00,AC,25.0,PCT,STANDARD,2025-09-25T00:00:00+01:00,99.0,0.8975,13,4,,,,
21339,5603089007134,200.0,Parmalat,"Nata uht 0% lactose, embalagem de 200 ml",,1.18,5.9,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4DE276C95463646D95E7252C2976F63F.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
27521,7622210163899,100.0,Milka,"Tablete de chocolate confetti, embalagem de 100g",,1.99,19.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/64621400B4271A0FDF48B76C5F59B14D.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
34469,5604260282937,750.0,Selecção de Enófilos,"Vinho Rosé Regional Península De Setúbal 0,75L",,1.79,2.39,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B9D3F250868505A31C42003A3726021.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
37814,5604260301089,,PorSi,Fraldas Premium T5 13-18 Kg - 42 Unidades,,7.59,7.59,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C13EDAEA790705BF6C3FF3D6193E73D1.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
37900,5601119305007,210.0,Nobre,"Salsicha hot dog, frasco de 250g",,2.55,12.14,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/68E53CA887C0767923F878238ADB6D84.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
41439,5604260305803,70.0,Porsi Sel.,Paio Lombo Porc.Preto Fat. 70G,,4.69,67.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FC4D8B8993BE3FCCF3CEE9D4E3E7FC70.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
43291,7622201401900,156.0,Milka,Bolachas cookies sesations,Embalagem de 156g,2.59,16.6,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E4935E8728E60FFDD3FDE76C56A7FB53.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
44668,5601232010246,30.0,El mandarin,"Pudim flan zero açúcares adicionados, 30g",,1.34,44.67,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/17546C7645226C5DA3DF2F1B899531D7.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
49995,8445290170736,800.0,NAN,Leite Transição Optipro 3 +10 Meses,Embalagem de 800g,11.63,14.54,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/04AEC96DB6A5F805D25E7E9E11EE5586.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
5039,5601029001105,120.0,Pitéu,"Filete de cavala em óleo, 120 g",,2.06,17.17,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/73E77A16ABB6501C787F422E9312D109.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
52577,8445290830609,,Nescafé,"Café descafeinado sical intensidade 5, 16 cápsulas",,5.39,5.39,16,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9751EE6592A3E7106D0A646390D853FA.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
52935,5603722522628,200.0,Matinal,"Manteiga magra sem lactose, 200g",,1.99,9.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8CBD1054729AF9FC46683642CA3D0920.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A7DC81F20D438007A5500C63648E75B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A7DC81F20D438007A5500C63648E75B.jpg,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
5295,5601174101002,750.0,B.S.E.,"Vinho branco de terras do sado, garrafa de 750 ml",,3.49,4.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0834EFC8886D45872C6B556960150285.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
8914,5601356013918,750.0,Porta da Ravessa,"Vinho regional alentejano reserva tinto, garrafa de 0.75 l",,3.49,4.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B4084C52F9169DB1ECB66546E6C2B59D.jpg,,,,,,2025-09-28T23:59:59+01:00,AC,25.0,PCT,STANDARD,2025-09-25T00:00:00+01:00,99.0,0.8725,13,4,,,,
8915,5601356013925,750.0,Porta da Ravessa,"Vinho doc alentejo reseva branco, garrafa de 0.75 l",,3.49,4.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8478972294EEC86F064EE4AEEBCCC25F.jpg,,,,,,2025-09-28T23:59:59+01:00,AC,25.0,PCT,STANDARD,2025-09-25T00:00:00+01:00,99.0,0.8725,13,4,,,,
14340,3387390326291,141.0,Nestlé,"Barras fitness com morango, embalagem de 140g",,1.99,14.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3A9BF700A100B0328316208A3B97640F.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
14968,5000116109081,227.0,Capitão Iglo,"Big burger frango, embalagem de 230g",,3.29,14.49,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EDBAA2D3D86CC9AD1CAF56CB2A43F94C.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
15278,5604260276158,750.0,Selecção de Enófilos,"Vinho Verde Doc Alvarinho/Trajadura 0,75L",,2.49,3.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5ECF2D7E203A628ABFC3BC5B0467740F.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
15327,3250392098568,500.0,Páturages,Nata uht ligeira,Embalagem de 2X250ML,2.69,5.38,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3A6C408B341279AA97BD82628F350472.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
19046,5000116110414,480.0,Capitão Iglo,"8 hamburguers sem glúten frango, embalagem de 480g",,7.99,16.65,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B74DC0C9C4A898B602612BD394B808F5.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
20624,7613034998040,90.0,Purina One,"Biscoito para cão nuggets, embalagem de 90g",,1.49,16.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/313EA63290E41610E99C1F8CFB5B9E04.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
24810,8714100289983,440.0,Magnum,"Gelado pint amêndoas, embalagem de 440 ml",,3.99,9.07,440,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3A13A62312A4E6B689883F50A6265AFD.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CAF47DA081A9FA3D88EC863A18BD3DDE.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CAF47DA081A9FA3D88EC863A18BD3DDE.jpg,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
25198,5601008102298,200.0,Vieira,"Bolachas cream cracker sesamo, embalagem de 200g",,1.24,6.2,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BC5C3BA443F6922B3162D3A62D475C2D.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
25542,7613035378681,115.0,Purina One,Snack de higiene oral diária para cão médio,Embalagem de 115 g,2.24,19.48,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CC61BC096B4044BD95549C5F6B38B6BE.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
2748,8410063044521,200.0,Pescanova,"Miolo de camarão cozido 40/60, 200 g",,6.39,31.95,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D50FF0C33F27025B364B2A0F02EC1F36.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,4,,,,
