identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,images_5,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise,nro_paginas,page,images_6,images_7,avantages_dateFin,avantages_categorie
52541,8718951471481,75.0,Colgate,Pasta de Dentes Total Limpeza Interdentária,Embalagem de 75ml,3.24,43.2,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6D85DE284240C11A2BE41AFFF7E4AE6B.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
52776,5604260331031,750.0,Selecção de Enófilos,"Vinho Tinto DOC Palmela Castelão, 75cl",,2.99,3.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1D0019BFED13ADC5C42B277D302BDE4E.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
52788,5900020043832,80.0,Nestlé,"Barras de Cereais Protein Fitness 0% Cacau, 80g",,1.79,22.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7E4A3C5552FC27CE6A83D366162140DD.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
52854,8410500029524,320.0,Danone,"Kefir activia mirtilo, 320g",,1.89,5.91,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1002CD7C24AF79B0D5F215C4EBADB452.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
52968,5601517351002,675.0,Paladin,"Maionese, 675 ml",,2.84,4.21,675,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3B17C51E2D9E4A3D3894C2E316528412.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
53127,8711327610620,300.0,Magnum,"Gelado pistachio, 3x100ml",,3.99,13.3,300,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7A14C2C11A9B6C3362673EE41E947EC8.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7253BE6B11BEF9BB69D80713770D305C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7253BE6B11BEF9BB69D80713770D305C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7253BE6B11BEF9BB69D80713770D305C.jpg,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
53244,8410376061697,154.0,Gullon,"Bolacha recheada dibus magic, 154g",,0.89,5.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/76D9F3F383B9ED57C836EBC1317B7C98.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
53246,5601019005984,350.0,Guloso,"Molho tomate salsa e alho, 350g",,3.54,10.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/505843663155B42ED722B31E63F42A30.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
53258,8445290554499,28.0,Nestlé,"Snack Para Bebé Morango e Banana, 28g",,1.06,37.86,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6892F063E24374E65ABAEF0E93A198F3.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
53261,8445290042125,2800.0,Purina One,"Ração para Gato Junior, 2.8 kg",,15.59,5.57,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/043A9C58978C34750AF76A83E9D0BAAD.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E81A6F8459939103F6BC984A253914A3.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E81A6F8459939103F6BC984A253914A3.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E81A6F8459939103F6BC984A253914A3.jpg,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
53346,5000204310344,,Raid,"Insecticida Anti Traça Gel Lavanda, 2 un.",,2.49,2.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C77F5E5CF047ED105E2F113AF1E339DD.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/85183DE7F313323A9F76803A61102127.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/85183DE7F313323A9F76803A61102127.jpg,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
53611,3600524075606,150.0,Elvive,Sérum Cabelo Bond Repair,Embalagem de 150ml,8.99,59.93,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D0DA1D73EACCCF1B3B6BBA5E842E47B1.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
53785,8410436445313,4500.0,Persil,Detergente Máquina Roupa Líquido Color,Embalagem de 100 Doses,14.99,3.33,4500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7FBC9C8E94F81A949856A2F09E247E5D.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1FEC9F1EC504236CF01E6C61B51EB05.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1FEC9F1EC504236CF01E6C61B51EB05.jpg,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
5387,5601252107117,250.0,Gallo,"Vinagre vinho tinto, garrafa 250ml",,1.29,5.16,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CDFFDFEA670B18E4C7B8D9179152B1BB.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
53926,8410283346504,1500.0,La Casera,"Tinto de verano limão, 1.5l",,1.79,1.19,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7FF9051166714BDD98FB949D3E047038.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
5404,5601286228789,500.0,Milaneza,"Massa, conchas tricolores, embalagem de 500g",,1.26,2.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1DFAB5015D870D57166906785EB9875C.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
54234,8410104882679,38.0,Air Wick,"Ambientador Eléctrico Delícias de Verão Recarga, 2x19ml",,5.49,144.47,38,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B556ED2219FA1FF0B6987F8333E98AD5.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C8DDA33289997E47DBFE45FC9DFA0415.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C8DDA33289997E47DBFE45FC9DFA0415.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C8DDA33289997E47DBFE45FC9DFA0415.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C8DDA33289997E47DBFE45FC9DFA0415.jpg,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
54308,5601217137999,,Air Wick,"Recarga Duo Lavanda Camomila, 2un.",,5.49,5.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/78C110CAA5EF024A4EA96E5945825BCD.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DCF3D5D0D3FA3177E549BA42D5B2070C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DCF3D5D0D3FA3177E549BA42D5B2070C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DCF3D5D0D3FA3177E549BA42D5B2070C.jpg,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
54400,3600523923786,300.0,Elvive,"Condicionador Full Resist, 300ml",,3.94,13.13,300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/51E8E8D4B703BA7D521D2B83C3B67202.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/51E15310BE3AB6E1221F1CA533EEF176.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/51E15310BE3AB6E1221F1CA533EEF176.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/51E15310BE3AB6E1221F1CA533EEF176.jpg,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
54565,5604260331963,300.0,Labell,"Máscara Cabelos Normais Caracóis Perfeitos, 300ml",,2.59,8.63,300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/716E13D944F5C781F846155755E7D4F1.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
54566,5604260331970,300.0,Labell,"Champô Cabelos Oleosos Regulação & Equilibrio, 300ml",,1.69,5.63,300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/34CA831F7877263B5C0F50EF4E23F1D6.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
54604,8720181471636,720.0,Dove,"Gel de banho fresh care, 720ml",,4.79,6.65,720,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A04F69573CB714F101DE27F9EF62ED87.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
54616,8700216322089,,Fairy,"Detergente Máquina Loiça Pastilhas Platinum Plus Tudo em 1 Limão, 30D",,8.99,8.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/094A75AC8A071DA408FC35BE073E31DE.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
54636,8710522323120,400.0,Tresemmé,"Champô Biotin Repair, 400ml",,3.79,9.48,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/40C22EF175D1503A73C47B0E6F846576.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
54637,8720181446788,400.0,Tresemmé,"Champô Hidratação Intensa, 400ml",,3.79,9.48,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/50B0E163180E054A1DF343BAF6C655A3.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
5465,5601377120084,750.0,Bom Juiz,Vinho doc alentejo reserva tinto,Garrafa de 0.75 l,6.99,9.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A7CC7BCAF640824DF1115BB7706446B2.jpg,,,,,,2025-09-28T23:59:59+01:00,AC,25.0,PCT,STANDARD,2025-09-25T00:00:00+01:00,99.0,1.7475,13,7,,,,
54771,5601151964866,300.0,Compal,"Nectar vital frutos vermelhos, 0.30l",,0.67,2.23,300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/93A80CAADE8D9EEC9FBA3710E4F226A9.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
54773,5601151964835,300.0,Compal,"Nectar clássico manga magdalena, 0.30l",,0.67,2.23,300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/31C2CC6ECE3BD352F5F3884DDEA3DE5F.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
54774,5601151964217,300.0,Compal,"Sumo 100% laranja, 0.30 l",,0.79,2.63,300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1CF346B9C14F2909AF429D2833DC423.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
54785,8711327622210,330.0,Magnum,"6 gelados mini euphoria limão e framboesa, 330 ml",,4.49,13.61,330,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E46B7B7899634B662DA30A4385E15B88.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
54787,8711327622708,270.0,Magnum,"3 gelados wonder toffee, chocolate e amêndoas caramelizadas, 270 ml",,3.99,14.78,270,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/91A59B9A1ED20D7F6951EC35A524075D.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
54808,5603722523168,800.0,Mimosa,"Leite uht lanchinho boom sabor baunilha, 4 x 200 ml",,1.69,2.11,800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/44E754A908D8FBE0F66DACCA9540FA39.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
54982,5601027118539,550.0,Oroweat,"Pão de Forma com Sementes de Sésamo e Linhaça com Côdea, 550g",,2.19,3.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A468EE974DA0E6E262A81C593FE701A.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
55161,5601283554362,250.0,Penha,"Caramelos de frutos tropicais, 250g",,2.24,8.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C4AE17D3A533818D3A0E84287C02FAB9.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
55251,8445290751928,340.0,Friskies,"Comida Húmida para Cão Adulto Gelatina Frango, 4 x 85g",,1.94,5.71,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/189517B3F23D13BC221A7216F72130B8.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
55253,8445290752352,340.0,Friskies,"Comida Húmida para Cão Adulto Frango, 4 x 85g",,1.94,5.71,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4C1282F5FEF5091F2777242B74AFA90D.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
5572,5602068000272,750.0,Murganheira,"Espumante bruto reserva, garrafa de 750 ml",,10.99,14.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B3F4ECE94BD8C188F7AD6183CB065A94.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
55912,8711327663695,255.0,Magnum,"Gelado Double Cherry, 3x85ml",,3.99,15.65,255,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AE3706FF4753A2EF96763DEEDC74F2F5.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
56113,8711327680715,360.0,Cornetto,"Gelado Tropical Max, 4x90ml",,3.89,10.81,360,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/71458D18428DD2A37BD59F34BA210132.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
56458,5604260334452,200.0,PorSi,Chourico De Cebola Beiras 200G,,2.49,12.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CA2370BC258FB43E800BBBE018B02B12.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
5892,5604260227334,750.0,Selecção de Enófilos,"Vinho Verde Doc Rosé 0,75L",,2.24,2.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FCC6E7AA21ACD92267F059CC8B45D56F.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
7470,3250391033218,750.0,Delagne & Fils,Champanhe tradicional bruto,Garrafa de 750 ml,22.79,30.39,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/582530ECBECCAAFC69E1DD37844E6109.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
8436,5601050033762,620.0,Danone,"Iogurte activia líquido 0% frutos silvestres, embalagem de 4 x 155g",,1.99,3.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A6C8A8EEDA98A4116E3BB4EB3828EC61.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
8502,5601109211288,750.0,EVEL,Vinho branco doc douro,Garrafa de 750 ml,4.49,5.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0FECBD18BBE912D4558FCBC185996FC0.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
8930,5601377333187,750.0,Reguengos,"Vinho tinto alentejo, garrafa de 0.75 l",,4.49,5.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/912D9D9B80B445A260297A2CB6409352.jpg,,,,,,2025-09-28T23:59:59+01:00,AC,25.0,PCT,STANDARD,2025-09-25T00:00:00+01:00,99.0,1.1225,13,7,,,,
9165,5602154602465,750.0,Adega de Borba,Vinho tinto doc premium alentejo,Garrafa de 750 ml,4.99,6.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA1F4468B54B15FB8D6311A4DBEF19B4.jpg,,,,,,2025-09-28T23:59:59+01:00,AC,25.0,PCT,STANDARD,2025-09-25T00:00:00+01:00,99.0,1.2475,13,7,,,,
9166,5602154602489,750.0,Adega de Borba,Vinho doc alentejo tinto,Garrafa de 0.75 l,2.89,3.85,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E3D6E8719D8EE081DDE586C10FB8EB6C.jpg,,,,,,2025-09-28T23:59:59+01:00,AC,25.0,PCT,STANDARD,2025-09-25T00:00:00+01:00,99.0,0.7225,13,7,,,,
9687,5604260270507,200.0,PorSi,Queijo Cabra Curado 2X100G,,4.29,21.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2B9BDCBA19CB22C4BEBC6C1C0002475F.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
9915,7613034515667,400.0,Yogolino,"Nestlé iogolino prep iog baunilha 100g, de 400g",,1.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/93D854C9817D9D32644809667C60F85C.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
9988,8000420031068,750.0,Gancia,Espumante asti,Garrafa de 750 ml,7.49,9.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6ACAB0C2A383C15A924D340B3AAF3071.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
10139,8410108133722,,Evax,"Pensos diários maxiplus, 30 unidades",Uma embalagem,2.39,2.39,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FB47591471002975E8BE20E093D3B058.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
10565,8711600359659,400.0,Axe,"Gel banho excite, embalagem de 400 ml",,3.59,8.98,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DCC58201419B651CAC426AD3399A4E5F.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
11633,5601174190006,750.0,Periquita,"Vinho branco península de setúbal, garrafa de 0.75 l",,3.69,4.92,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7F698CDCE756F256CBB293491AD7CEE7.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
11883,5602445000543,750.0,Encosta das Perdizes,Vinho regional alentejano reserva tinto,Garrafa de 0.75 l,3.29,4.39,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/084E896FEC007AF93E6AF4F783590659.jpg,,,,,,2025-09-28T23:59:59+01:00,AC,25.0,PCT,STANDARD,2025-09-25T00:00:00+01:00,99.0,0.8225,13,7,,,,
11981,5603802400013,750.0,Fiuza,"Vinho branco tejo chardonnay, garrafa de 750 ml",,4.99,6.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CCBEAF1C1182646A16D9DEB5020C1142.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
11984,5603802400082,750.0,Fiuza,"Vinho regional tejo 3 castas tinto, garrafa de 750 ml",,2.99,3.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C97513CC1650E73DD6C79DB2002B4660.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
1211,5601119945876,220.0,Nobre,"Salsichas wiennerwurt em frasco, 6 un, embalagem de 250g",,2.55,11.59,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/672DAEBBB3AEEF12C53028350B3D3ADB.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
12168,5604575110024,750.0,Cabriz,Vinho tinto doc dão,Garrafa de 0.75 l,3.99,5.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CB979CD463F1CB0F66C28E633F4A8508.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B79B99AC1459B8F6165E16A7A5B65E9E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B79B99AC1459B8F6165E16A7A5B65E9E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B79B99AC1459B8F6165E16A7A5B65E9E.jpg,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
13136,2893117000000,2000.0,Peixaria,Garoupa Legítima Pequena,1 un= 2 kg (aprox.),33.98,16.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/129E0A0F960C6AA8C3FB58671CC9747D.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
16532,8410104156640,250.0,Air Wick,"Ambientador recarga delícias de verão, de 250 ml",,3.59,14.36,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D59CDBF009CEE64C14901102B4C0C5EA.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
18461,5602737000084,,Royal Leerdam,Cálice 54Cl,1 unidade,1.49,1.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E0EB59F08B13716C452A33BB80B70AAC.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
18711,5604575000035,750.0,Cabriz,"Vinhos branco reserva dão, garrafa de 0,75l",,7.49,9.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/91905A0429F048BD49D00D8F03E1B9E2.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
18732,8008820148485,750.0,Sorbello,"Lambrusco branco, garrafa de 0.75 l",,2.29,3.05,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA86C7CAE1ED4481A60ED25D1BEF42CA.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
18733,8008820148461,750.0,Sorbello,"Lambrusco tinto, garrafa de 0.75 l",,2.29,3.05,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/62BD2539D7B45959B53E45E15DBCD80B.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,7,,,,
19024,5602182050337,750.0,Monte da Ravasqueira,"Vinho branco, regional do alentejano",Garrafa de 0.75 l,3.59,4.79,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5CEF7A4D047531ABB404B4433DEDA4A1.jpg,,,,,,2025-09-28T23:59:59+01:00,AC,25.0,PCT,STANDARD,2025-09-25T00:00:00+01:00,99.0,0.8975,13,7,,,,
19025,5602182041137,750.0,Monte da Ravasqueira,"Vinho tinto, regional do alentejano",Garrafa de 0.75 l,3.59,4.79,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1821D5A6D0882FB1436C82B621D803EB.jpg,,,,,,2025-09-28T23:59:59+01:00,AC,25.0,PCT,STANDARD,2025-09-25T00:00:00+01:00,99.0,0.8975,13,8,,,,
19104,5600353670056,750.0,Critterium,Vinho regional lisboa tinto reserva,Garrafa de 0.75 l,3.99,5.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/66476694A5C1B73CEB8E360341CB54A6.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,8,,,,
19203,5000116110407,240.0,Capitão Iglo,"4 hamburguers frango sem glúten, embalagem de 240g",,4.49,18.71,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DBCAABB905B293E30250F00FBA9411C4.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,8,,,,
19645,4015400715320,,Tampax,Tampões Com Aplicador Compak Regular,22 unidades,3.19,3.19,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AC3F57E1690C0393E3DDD85AFAB2DA6D.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,8,,,,
19954,5602947000416,750.0,Quinta da Pacheca,Vinho tinto doc douro superior,Garrafa de 0.75 l,9.99,13.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0AD1FE231F09F3E2DDE62289E3088EE1.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,8,,,,
