identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,avantages_dateFin,avantages_categorie,nro_paginas,page,images_3,images_4,images_5,images_6
42146,5604260304363,2000.0,PorSi Select,Alimento Seco Gato Pro Interior 2kg,,5.39,2.7,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5C1E77C66BE03B927EC3C6A958E696BC.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
29899,2696008000000,,Padaria,Bola Rústica,85 g,0.27,0.27,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/06C705452DA793A390CC49C0690F6BDD.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
12997,2892527000000,300.0,Legumes,Courgette Categoria II,,0.45,1.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/323B806C0CB557ED0F5B2CB32A998FDE.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
10057,8410036800512,750.0,Freixenet,"Espumante cava meio seco reserva, garrafa de 750 ml",,6.99,9.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/595A72B091587557F63E6DF8F5C0E8F8.jpg,,,2025-12-24T23:59:59Z,PROSPECTUS,13,1,,,,
13886,2891108000000,1000.0,Frango,Bife de Frango,Vendido ao peso a partir de 1 kg,6.49,6.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/519BDC237EE2CC43FB5B010D4FF5A15B.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
13897,2891053000000,1000.0,Porco,Lombo sem Osso,Vendido ao peso a partir de 1 kg,3.99,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/415564DA70574ED3C1D7475F1F28BDB6.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
13934,2891062000000,250.0,Porco,Rojões,1 un = 250 gr  (aprox.),1.0,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/925F2FDC1F925A7FD71EE6165315B22E.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
13954,2891192000000,500.0,Porco,Tiras da Costela/Piano,1 un = 500 gr (aprox.),3.3,6.59,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7D0B09E93398DFB0B31D06D5AFBD6B99.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
13947,2891125000000,150.0,Peru,Espetadas de Peru,1 un = 150 gr (aprox.),1.02,6.79,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7051DD49B64096A6B46E7815DD618A85.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
18864,5604260280506,500.0,PorSi,Iogurte Tipo Grego Stracciatella 4x125g,,1.79,3.58,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/334F1D6FB360E4136373288319BA5409.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
11967,5601049612336,250.0,Mimosa,"Manteiga com sal, embalagem de 250g",,2.19,8.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2C2D066D904F137421CA4F472DC07738.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B59AE74FD0DBE6C3112F001AFF69E867.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BB9196C3025886DBB6F20EDD70A1CA7A.jpg,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
41139,5604260303878,150.0,PorSi,Batatas Fritas Onduladas Sabor a Ovo Frito com Presunto 150g,,1.39,9.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B8DBC6D402B223D1F1B9908A5EC78518.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
12884,2892009000000,200.0,Fruta,Limão,1 un = 200 gr (aprox.),0.34,1.69,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5223F19D9F11D77A77B2577CB1D4D05C.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
13813,2892489000000,250.0,Legumes,Batata Doce,1 un = 250 gr  (aprox.),0.25,0.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0785A3D8A1A6773EB1FB43B119AC4D9.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
14908,2893723000000,600.0,Peixaria,Dourada Pequena,"Vendido ao peso, de 200 a 600 g",4.49,7.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AFF5C8795A7F86F3C0C55DCFF44363C3.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
36728,5604260294343,1000.0,PorSi,Arroz Carolino 1000g,,1.09,1.09,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E73547DEDC8C241F694472535154DB1E.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
12909,2892005000000,250.0,Fruta,Laranja Económica,1 un = 250 gr  (aprox.),0.35,1.39,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/67E13FD34B36BCD37E12339EB836171D.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
43864,5604260310296,1500.0,PorSi,"Lima-limão Zero 1,5l",,0.67,0.45,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/59A3DE48DE214FDE3CF11677F5E9C81B.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
54632,5603722523045,1000.0,Gresso,"Leite UHT Meio Gordo, 1L",,0.87,0.87,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ECF816693AC2579C9FB595FD8ABD96D7.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
9403,5604260042302,150.0,PorSi,Batatas Fritas Lisas Light 150g,,1.19,7.93,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/73A0C67508D9BE1C1394925C4F7C5FE3.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
12889,2892175000000,150.0,Fruta,Kiwi categoria II,1 un = 150 gr (aprox.),0.58,3.89,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/39D74C337E358C98856B0EB2FC79D7A8.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
13894,2891044000000,1000.0,Porco,Entremeada sem Entrecosto,Vendido ao peso a partir de 1 kg,4.89,4.89,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/033DDCE7C7F9A9CD99F0A4BEB2F74462.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
15279,5604260276356,200.0,PorSi,Queijo Flamengo Fatiado 200g,,1.89,9.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/85DD1F9692D11A8FD3C2C7B23D4282CC.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
1718,5604260000197,500.0,PorSi,Massa Aletria 500g,,1.15,2.3,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7D5D39FDD4F9755D7DAFB2E510E8DA58.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
40769,5604260301942,300.0,PorSi,Alimento Humido Cão Vaca 300g,Embalagem de 300 g,0.75,2.5,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D9C4A619B4359B319F6376BE6477D965.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
49887,5604260324248,300.0,PorSi,Lombos de Salmão 300g,,7.15,23.83,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/480B96CA3CD067C85E56E2FB38670D10.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
56252,5604260337453,150.0,PorSi,Batatas Fritas Onduladas com Sabor a Molho de Leitão,,1.49,9.93,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/15E70907D69BEAF1DED2C70D6C1B1593.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
56760,5604260342372,640.0,Páturages,Leite Fermentado Líquido Damasco sem Lactose 4x160g,,1.59,2.48,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BADFC9F7A68E41021BDE513F9F63516.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
980,5601024134488,750.0,Oliveira da Serra,Azeite virgem extra clássico,Embalagem de 750 ml,5.69,7.59,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/01EF39EFE8396CC9ACA95DC25E9D3412.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
12998,2892529000000,200.0,Legumes,Cogumelos Granel,1 un = 200 gr (aprox.),0.8,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/21980CA05745F31B22EE237361B7FEB6.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
15010,2892545000000,1000.0,Programa Origens,Couve Flor,1 un = 1 kg (aprox.),1.89,1.89,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/93AF9BD404AC9C131A6A0C88150C31D1.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
21465,5449000085474,1500.0,Fanta,"Refrigerante com Gás Maracujá sem Açúcar, emb. 1,5 lt",,0.99,0.66,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/713F7A2E8FF1504D7580CF5EB99232C0.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
23277,5604260281268,150.0,Porsi Programa Origens,Salada Aromática 150 G,,1.29,8.6,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C822174AC715DAAEACE1CDBB865D9449.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
25883,5449000008763,1500.0,Fanta,"Refrigerante com gás laranja, garrafa de 1,5 l",,0.99,0.66,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FC51AAD13F2C3DD9969EDD9F1221FFFF.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
42019,5604260306398,500.0,PorSi,Iogurte Tipo Grego Maracujá 4x125g,,1.65,3.3,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0161BD1FBB39AF016EB0BBE025FEDDC9.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
42152,5604260309009,200.0,PorSi,Tiras de Bacon 2x100g,,1.89,9.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/370FF2BC2013B8923987037050A2F519.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
48775,2769516000000,200.0,PorSi,"Preguinhos de Porco Finíssimos, embalagem de 200g (aprox.)",,1.6,7.98,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3DD3775BE4F1F4161B469D1F01BAB9D5.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
4947,5449000054227,1000.0,Coca-Cola,"Refrigerante com Gás Cola, emb. 1 lt",,1.35,1.35,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3281D4D34500D6DBD7784B7DAA420E55.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
54633,5603722523052,1000.0,Gresso,"Leite Uht Magro, 1L",,0.87,0.87,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/62FAA0AA671FC5B53B3DDBACCC92B900.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
56301,5604260336340,120.0,PorSi,Barra Cereais Bolas de Chocolate 120g,,1.29,10.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C9B48935E46B3B686B321195951B7EAB.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
1188,5601119007970,200.0,Nobre,"Salsichas Frankfurt Originais Lata 8 un, emb. 200 gr",,1.39,6.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F480FC52D56464F3C1B867155F4A37B9.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
13201,2893186000000,800.0,Peixaria,Pargo Mulato, 1un = 800 gr (aprox.),5.59,6.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/11C32BE0B2CE482787FEFB1794945225.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
13915,2891249000000,2000.0,Peru,Perna com Osso,Vendido ao peso,9.98,4.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EA6C55F440DB29FDE55EB019973B1FE5.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
13950,2891145000000,100.0,Porco,Salsicha Fresca,1 un = 100 gr (aprox.),0.54,5.39,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2E1CED7EDF010F56C2BF0E6CDF74D52B.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
1434,5601260037109,1000.0,Cigala,"Arroz agulha, embalagem de 1 kg",,1.38,1.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B3D52BC13D571B9BC6634FD987C80F3C.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
1462,5601286231772,250.0,Milaneza,"Massa, estrelinhas, embalagem de 250g",,0.61,2.44,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3936C365D7B95744ED545201CA491D61.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
1480,5601314000073,9000.0,Vitalis,"Água mineral sem gás, pack 6 x 1.5 l",,2.75,0.31,9000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DA3E69EB6FBF3CE3F3256CE592DB9A52.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
23276,5604260281299,175.0,Porsi Programa Origens,Salada Gourmet 175 G,,1.09,6.23,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B8FE4793F676EB4D411F04A36543FE6.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
29738,8410436324533,1300.0,Sonasol,"Lava Tudo Flores Montanha, 1.3 l",,2.24,1.72,1300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/13FBFB2C777E7C44B0340328520A2D41.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
32158,4015400917328,480.0,Fairy,"Detergente Liquido da Loiça Limão, 480 ml",,2.54,5.29,480,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E2BD689329F214554584573973F36ED.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
41298,5601050036541,440.0,Danone,"Iogurte oikos natural,  4 x 110g",,2.49,5.66,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/100CC1C1966D7A85865BF44E424F358B.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
44351,5604260315697,400.0,PorSi,Hambúrgueres de Novilho 400 G,,4.79,11.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8F8D6EC2F9C78B8CD72BB55071398E28.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
48297,5604260320721,200.0,Porsi Vivabem,Queijo Flamengo Light Fatiado 200g,,1.89,9.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/70AA2E56EA03F7DEC7BCFB6E81C245ED.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
49545,2706799000000,1100.0,PorSi,Frango aberto para churrasco,Embalagem com 1.1 kg (aprox.),3.83,3.48,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A425BFFF084B4530B695FF575C8E0B34.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
56253,5604260337460,150.0,PorSi,Batatas Fritas Onduladas com Sabor a Mel e Mostarda 150g,,1.49,9.93,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C6C0BCC7F09323B008FD6E4D3A34617D.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
12070,5604260246335,1000.0,Porsi Vivabem,Bebida de Soja Sabor Chocolate 1l,,0.94,0.94,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6E5A8C1B2A856DA9E7A8855C518C120A.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
1218,5601126039148,1000.0,Sical,"Café 5 estrelas grão, embalagem de 1 kg",,19.99,19.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F30913D07FB49FD462FB35C8623DC586.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/352FFCFAE868D5178905BD9725C43B6E.jpg,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
12887,2892089000000,500.0,Fruta,Manga Barco,1 un = 500 gr (aprox.),1.25,2.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7DE73DFAB226CDE947BB89C61333D3FE.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
15052,2892600000000,200.0,Legumes,Tomate Alongado,1 un = 200 gr (aprox.),0.31,1.55,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/38D21D4EBC59DA4208AABB9D11AF0901.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
15353,5604260270767,800.0,PorSi,Tentáculos Pota 800g,,4.99,6.24,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/49398B6B79D4038703598D2AD5AB070C.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
16593,2696081000000,60.0,Padaria,Carcaça Forno de Pedra,1 un = 60 gr (aprox.),0.29,4.83,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9ACBFD9AFE6222DA83AEB13A9FD53964.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
17523,2891246000000,1000.0,Porco,Pá York c/ Osso c/ Couro,Vendido ao peso a partir de 1 kg,3.69,3.69,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B1774B7150E1E65399A00A5F3DC93922.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
18596,8410500016029,400.0,Danone,"Iogurte líquido danonino morango/banana, embalagem de 4 x 100 g",,2.09,5.23,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/79AABB1D751FE6F57112090F819DD6BE.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
18771,5449000022646,1500.0,Fanta,"Refrigerante com Gás Uva sem Açúcar, emb. 1,5 lt",,0.99,0.66,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8F70505C1EA8CC7907321F98EFB258F8.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
19163,5604260278121,500.0,PorSi,Iogurte Tipo Grego Morango 4x125g,,1.65,3.3,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C740D54E6D0772F5BD1CC74142029BCA.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
20653,5449000003751,1500.0,Fanta,"Refrigerante com gás de ananás, garrafa de 1,5 l",,0.99,0.66,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7C866989F63DB1C45337BB48FE7DF726.jpg,,,2025-12-10T23:59:59Z,PROSPECTUS,13,1,,,,
