identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,images_5,avantages_dateFin,avantages_categorie,nro_paginas,page,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise,images_6,images_7
53361,5029053580753,,Scottex,Papel Higienico Sensitive 18 rolos,,5.99,5.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9968833B676A4DAAFF241D4D3185820C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/449A7C060AED192A33CF62B9797621C7.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/449A7C060AED192A33CF62B9797621C7.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/449A7C060AED192A33CF62B9797621C7.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/449A7C060AED192A33CF62B9797621C7.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/449A7C060AED192A33CF62B9797621C7.jpg,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
53901,5604260330805,1000.0,PorSi,Massa Esparguete 1kg,,0.99,0.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D7D001EB905343E24B78BB6F9F4F1199.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
54538,8006540763582,,Fairy,"Detergente Máquina Loiça Pastilhas Original Tudo em 1 Limão, 71D",,12.99,12.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/937EB01E1BF93392425BD6CC2ABF2650.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
55750,8711327583436,600.0,Lipton,"Ice Tea Limão, 3 x 200ml",,1.28,2.13,600,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/629840FDC1977AC7A9BFE6B4014508CA.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
56255,5604260336371,630.0,PorSi,Tomate Frito Tetra 3x210g,,1.45,2.3,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7E2318A12844DDB9F5AF4A60AAB6D23D.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
56582,5604260337750,1000.0,PorSi,Brócolos 1kg,,1.85,1.85,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9D5046E678518F31B4F861D9D4B728E2.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
7401,3250390461777,150.0,Páturages,Queijo Roquefort Dop 150g,Embalagem de 150 g,2.79,18.6,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E03055290F31A27B798D471C25305D9D.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
8435,5601050033953,620.0,Danone,"Iogurte activia líquido 0% de pêssego/maracujá, embalagem de 4 x 155g",,1.99,3.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8F87711D2EAC77ED611C3C3EAE26545D.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
8802,5601244202363,400.0,Terra Nostra,"Queijo em fatias, embalagem de 400g",,4.19,10.48,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/902CA7799BBBA9029457B2CA9E0FB1C4.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
11496,5601049213991,200.0,Mimosa,"Nata uht, embalagem de 200 ml",,0.91,4.55,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8FC5ABCE23EB48F851FFE29C53BFA5D9.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
11744,5601385503367,,Aquafresh,Escova de Dentes Júnior,1 unidade,2.46,2.46,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E21B5A9C6DF80B154353F4559B6F4F4D.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
11963,5603722505775,250.0,Mimosa,"Manteiga sem sal, embalagem de 250g",,2.19,8.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9BCF64C54A7D7626D65710EBF82436CC.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1EA90F949357E7F98D48732996035C6E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F0AD169BB42B947BB5B96F6E89FDECD.jpg,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
1218,5601126039148,1000.0,Sical,"Café 5 estrelas grão, embalagem de 1 kg",,19.99,19.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F30913D07FB49FD462FB35C8623DC586.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/352FFCFAE868D5178905BD9725C43B6E.jpg,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
13577,2893572000000,200.0,Peixaria,Pota Inteira Congelada,1 un= 200 gr (aprox.),1.0,4.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2D6321EA80C5271A6C9DE3162C36D95.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
13950,2891145000000,100.0,Porco,Salsicha Fresca,1 un = 100 gr (aprox.),0.54,5.39,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2E1CED7EDF010F56C2BF0E6CDF74D52B.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
13954,2891192000000,500.0,Porco,Tiras da Costela/Piano,1 un = 500 gr (aprox.),3.3,6.59,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7D0B09E93398DFB0B31D06D5AFBD6B99.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
1433,5601260036102,1000.0,Cigala,"Arroz carolino, embalagem de 1 kg",,1.14,1.14,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D96A08349D04F12B168FA774344BCEF6.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
14372,8712100599392,550.0,Calvé,"Ketchup top down, embalagem de 550g",,2.59,4.71,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6D3218F33B22BC3205033BC41E176600.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE7F103C359D2D1FD7BF3FDC8DD381BA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE7F103C359D2D1FD7BF3FDC8DD381BA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE7F103C359D2D1FD7BF3FDC8DD381BA.jpg,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
15398,5604260278039,1500.0,PorSi,Amaciador de Roupa Concentrado Aromaterapia 60d,Embalagem com 60 doses,2.19,1.46,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A34CA50BD5140F3567823C4B325B98EF.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
15572,7501064191466,2130.0,Corona,Cerveja com álcool,"Embalagem de 6x0,355L ",8.99,4.22,2130,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D79680225D56ACAC60ADA7F1CCAA837D.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
15687,5000116109234,700.0,Iglo,"Ervilhas, embalagem de 700g",,3.98,5.69,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AC9F197DD289CE6E6A9903FC824FDD75.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,1,,,,,,,,,,
1680,5602711001625,1000.0,Rar,"Açúcar areado amarelo, embalagem de 1kg",,1.39,1.39,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/939DA938A8E29956A82E9882A2E704A7.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
17115,5000116110155,640.0,Capitão Iglo,8 hamburguers s/ glúten vaca,Embalagem de 640g,7.99,12.48,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6FAFE9FC4DDEB6CE7DCD2D721BE41E81.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
18376,5601027009769,480.0,Panrico,Pão de forma sem côdea 9 cereais,Embalagem de 480g,1.89,3.94,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/202DA3E3189533F2DED569B04263CF8C.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
18903,3600541887640,250.0,Garnier,Champo Ultra Suave Delicadeza de Aveia,Embalagem de 250 ml,2.94,11.76,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/321D542125001B048B00B07D221691C3.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
1966,5604260061563,210.0,PorSi,Wafer Chocolate 210g,,1.17,5.57,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E154175D8E403083CFB63244310CB908.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
20202,5601151976456,1000.0,Frize,"Água com gás limão/pepino/gengibre, pack 4 x 0.25 l",,2.09,2.09,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8CC607BECDA933771553297655559077.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
2072,5604260193516,1000.0,PorSi,Néctar Pêssego 1l,,0.89,0.89,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/97F49C4D0E66A2DF521CA59C061AD2F6.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
2074,5604260193554,1000.0,PorSi,Néctar Pera 1l,,0.99,0.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EC5D7235941CEBB11AB8301EBCF4E95C.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
2076,5604260193585,1000.0,PorSi,Néctar Tutti-fruti 1l,,1.09,1.09,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F71C24EE65BBACD19D0B795025D59BB2.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
2237,5604260267200,1000.0,PorSi,Néctar Frutos Vermelhos 1l,,1.19,1.19,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/603718AD338D3557433C94F8C4C28BE1.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
22994,5609765000048,600.0,Brioxa,Madalenas de Laranja,12 Unidades - Embalagem de 500 g,1.69,2.82,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B86F1C9777D22DCE1E454CE43EAF77F8.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
23278,5604260281282,250.0,Porsi Programa Origens,Salada Toscana 250 G,,1.19,4.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/829819BF310BA689C7002E0655E64BF5.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
23525,5000204711936,500.0,Pronto,"Limpa móveis pistola, aloé vera, 500 ml",,2.99,5.98,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/14C54EF198A96095262809AA1E3E0127.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
24410,8710908859502,750.0,Cif,"Spray power&shine multiusos com lixívia, de 750 ml",,2.69,3.59,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BC1FC8E39B43E72D32F4657C6D001534.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
25400,5601286260390,250.0,Milaneza,"Massa noodles wok, 250g",,1.38,5.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/01E6384C61AFFBED37DEF9B791682AF1.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
25808,8426617002510,100.0,Haribo,"Gomas ositos de oro, embalagem de 100g",,1.04,10.4,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D707EDE7A37DA83FE8A19E7DC6FBE016.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
25883,5449000008763,1500.0,Fanta,"Refrigerante com gás laranja, garrafa de 1,5 l",,0.99,0.66,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FC51AAD13F2C3DD9969EDD9F1221FFFF.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
2629,8000300264388,100.0,Crunch,"Snack de chocolate de leite, embalagem de 100g",,2.39,23.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2024D1DCB1E4C35894840DBD022C97DE.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
26635,8434165488663,210.0,Cuétara,"Sortido, 210g",,2.54,12.1,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/720A8963BF780410123ECF0FDCF44FC1.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
26772,5449000106186,3500.0,Coca-Cola,"Refrigerante com gás, pack 2 x 1.75 l",,3.69,1.05,3500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A789E276311FA9DA8F07BCEEEA6CB731.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
32158,4015400917328,480.0,Fairy,"Detergente Liquido da Loiça Limão, 480 ml",,2.54,5.29,480,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E2BD689329F214554584573973F36ED.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
35749,5603722509667,800.0,Mimosa,"Leite bem essencial chocolate , embalagem de 4 x 200 ml",,1.69,2.11,800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/66BA85F80F98E7331B63BC3D4684C6AC.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
35913,5603722498022,800.0,Mimosa,"Leite bem essencial morango , embalagem de 4 x 200 ml",,1.69,2.11,800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B6AB6C5E199D6DAC849805FE4702BB4.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
36661,5604260296781,200.0,PorSi,Leite com Chocolate 200ml,,0.3,1.5,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EC564062426ADD8C0F594B4A35713C45.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
36775,5604260287383,200.0,PorSi,Leite Uht Meio-gordo 200ml,,0.3,1.5,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/280FC2C095AD3476C4E3F8BDB2D85188.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
36924,5604260296651,1500.0,PorSi,"Lima-limão 1,5l",,0.74,0.49,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A1424B586D4DC563639874DB1FA87A8.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
37602,5603722518782,,Castelões,"Queijo curado pequeno, embalagem de 500g",,7.49,7.49,1,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5DFFAAD500F2992E98C505840753B8C7.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
38970,5603722518805,,Castelões,"Queijo curado -30% gordura, 500 g",,7.49,7.49,1,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/72A7031F9A56666D6A179BF7A6411A71.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
40592,5603722519420,480.0,Mimosa,"Iogurte fruta batida banana, laranja e bolacha, 4 x 120 g",,1.69,3.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3DD4F4ED13036BE4F0A8D47DB404A192.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
40738,5604260302581,250.0,PorSi,Iogurte Cremoso Natural Açucarado 2x125g,,0.99,3.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/05C7F0B56F09A7EBB5D6966BC2D96763.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
43213,5603722519789,,Castelões,"Queijo cura especial barrado pimentão, 500 g",,7.49,7.49,1,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7F9659307338C4018D4890FC3B81F84B.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
44313,5449000296238,1500.0,Fanta,"Fanta guaraná sem açúcar embalagem 1,5 l",,0.99,0.66,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FB0C8116B1E2A9A481C6DFCAB4B2197E.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
44351,5604260315697,400.0,PorSi,Hambúrgueres de Novilho 400 G,,4.79,11.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8F8D6EC2F9C78B8CD72BB55071398E28.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
46300,5604260315031,500.0,PorSi,Legumes para Sopa de Agrião 500 G,,1.59,3.18,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29973FFD1B57346333248EDAF35E7690.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
47807,5604260316724,250.0,PorSi Select,Secretos de Porco Preto do Alentejo 250 G,,3.99,15.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A1188505A5921D717B8B546770374A47.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
48238,8410199023094,170.0,LayS,"Lays gourmet corte fino, embalagem de 180 g",,2.69,15.82,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA6FA3F91FCD11341E4CD77B7FF49E06.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
48297,5604260320721,200.0,Porsi Vivabem,Queijo Flamengo Light Fatiado 200g,,1.79,8.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/70AA2E56EA03F7DEC7BCFB6E81C245ED.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
485,3036810201280,215.0,Maille,"Mostarda dijon, embalagem de 220g",,3.19,14.84,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/62618DF63BD11F55FFEE9176972D4CEF.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1ABADBA923A5257BF5D8A92B53110481.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1ABADBA923A5257BF5D8A92B53110481.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1ABADBA923A5257BF5D8A92B53110481.jpg,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
5093,5601050033755,620.0,Danone,"Iogurte activia líquido 0% morango/kiwi, embalagem de 4 x 155 g",,1.99,3.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29B41AE598716D0550D815AA0FE86025.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
5096,5601050026429,300.0,Danonino Danone,"Queijinho danonino petitdino de morango/banana, embalagem de 6 x 50g",,1.79,5.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA8D1A9125B498992C62B9745CC5DD3D.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
5119,5601066200073,1000.0,Nacional,Farinha p/ bolos extra fina,Embalagem de 1 kg,0.99,0.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0BC68EEEFB7AD341320FD65451A85D72.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
51314,5601066200745,800.0,Nacional,"Farinha de aveia integral, 800g",,1.39,1.74,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/235C10960E97294CC4CDC7A584513052.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
51779,5604260327089,900.0,PorSi,Detergente Máquina Loica Classico 60p,,3.65,4.06,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5D0E62FF3D9A0C755640BCC5F7832DD7.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
52363,5604260330492,300.0,PorSi,Pão Maxi Hamburguer 300 G,,1.39,4.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DD0C4CABD134282643BF1726C7AAD5D6.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
52602,5601217137937,1710.0,Quanto,"Amaciador roupa concentrado lirios e frutos vermelhos, 95 doses",,3.99,2.33,1710,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D5EC13B4D27621ECAF91289F5FDA9612.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
52887,5603722523137,200.0,Mimosa,"Natas para massas, 200 ml",,1.04,5.2,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/836A8DFC9F960FD6B745222B729AE7FC.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F3EDAE46E372CBB78EE7DEA3A9DB3BD9.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F3EDAE46E372CBB78EE7DEA3A9DB3BD9.jpg,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
54632,5603722523045,1000.0,Gresso,"Leite UHT Meio Gordo, 1L",,0.91,0.91,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ECF816693AC2579C9FB595FD8ABD96D7.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
54671,8711327587199,2000.0,Lipton,"Ice tea limao, 2 l",,1.99,1.0,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/50E0AE93B7B2DC79031DA2E6F9D15838.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
54802,5603722521539,604.0,Mimosa,"Iogurte liquido morango, 4 x 151 ml",,1.39,2.3,604,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FB51425211E1948B683D88C51AE1A4C5.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
54828,5601164906273,7000.0,Super Bock,"Cerveja, 35 x 20 cl",,13.99,2.0,7000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3EEAE55F901F69F71712A095227D1F3E.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
55048,5601027119314,450.0,Bimbo,"Pão de Forma sem Côdea Especial Torradas, 450g",,1.59,3.53,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/69A45E2426650208EA15662B8A909844.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0B04BFB55D3DA88AC5B91EAE2D9E3148.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0B04BFB55D3DA88AC5B91EAE2D9E3148.jpg,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
720,3250391118762,375.0,Chabrior,Sortido Selecao 375g,Embalagem de 380g,4.49,11.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F4498C335FC510EAE1E8918553187F77.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
8391,5601049159992,1000.0,Mimosa,"Leite especial cálcio + vitamina d magro, de 1l",,1.0,1.0,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/22E6964D6A2F2B922BCB40BB341AE902.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
8434,5601050033731,620.0,Danone,"Iogurte activia líquido 0% lima/limão, embalagem de 4 x 155g",,1.99,3.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B41EA750EA9360556362913E488E9E4D.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,2,,,,,,,,,,
