identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,images_5,avantages_dateFin,avantages_categorie,nro_paginas,page,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise,images_6,images_7
55878,0000056040593,110.0,Compal,"Fruta Essencial Frutos Vermelhos, 110ml",,0.69,6.27,110,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A6B5C1809E36B02BDA9F42F3FC613643.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
55909,7622202271571,90.0,Milka,"Chocolate de Leite, 90g",,1.99,22.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/579072CBD3F0657A7AF1E3584F796358.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
56361,5604260339013,600.0,PorSi,Pernil de Porco 600g,,4.99,8.32,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4868B85E798A58616E532D962CED2340.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
56547,5604260332564,50.0,Labell,Desodorizante Roll On B&w 48h - Men 50 ml,,0.85,17.0,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F84D0473DBC5E66AF0025DA73CB4554C.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
56548,5604260332588,50.0,Labell Men,Desodorizante Roll On For Men 48h - 50 ml,,0.85,17.0,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0BD51E4E08718A6A754FCA2F4ED9B957.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
6133,7613033796401,1500.0,Friskies,Ração para cão mini adulto menu vitafit com frango,"Embalagem de 1,5 kg",5.24,3.49,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F9D9733A41DC77CBB021DE0309C680AE.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
6145,7622300370367,100.0,Milka,"Tablete de chocolate daim, embalagem de 100g",,1.99,19.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A01358C77615C1CC63B173E3AC11E0E.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
6205,8001480020450,2000.0,Neoblanc,Lixívia Denso-Activa Harmonias Florais p/ Casa e Roupa,Embalagem de 2 l,2.99,1.5,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C3481E94CAB9959473CAD676E85F2973.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
6207,8001480020528,2000.0,Neoblanc,Lixívia para roupa tradicional,Embalagem de 2 l,1.74,0.87,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/930401C25A92312F34CEB71B016BE255.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
6426,8410435841024,,Vileda,Luvas universal média/grande,,1.29,1.29,1,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/31534FE2DC3235556D8CDA29B3D9C50C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E20EB6F418A7B07BECF64B21F05DE6E0.jpg,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
6460,8410436216777,53.0,Sonasol,Bloco Sanitário Poder Activo Floral,Embalagem de 50 g,1.98,37.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/428A90D17C72E1CEA455915A18AE3510.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
7244,3073781050196,140.0,A Vaca Que Ri,"Queijo em palitos, embalagem de 140g",,1.99,14.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C79A3541C1910B83E7E4B4E57044D0EF.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
7550,3600541550087,400.0,Garnier,Champô Ultra Suave tesouros de mel,Embalagem de 400 ml,3.79,9.48,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9E0A30A6E488599D224D7FC06927B67E.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
766,4005500030263,400.0,Yogolino,Sobremesa láctea alperce 4x100g,,1.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/35565E007DE59883160198E8D7DDFAF9.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
767,4005500030287,400.0,Yogolino,Sobremesa láctea banana 4x100g,,1.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A0BB60E9F5E33B5B09F3E17A632208B0.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
7934,5000146401568,,Woolite,"Toalhitas de proteção, cores, 10 unidades",Uma embalagem,3.99,3.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B5A7F36CE5A8F8531C72A6DA7621A5D6.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
8261,5600394180033,750.0,Herdade dos Grous,"Vinho branco alentejo, garrafa de 750 ml",,10.79,14.39,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C96B4FF957DEE67D51F5C5394B71D003.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
8417,8410500006020,600.0,Danone,"Actimel magro natural, embalagem de 6 x 100g",,2.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/729A5232D0A334A9B7BE031706F8AD19.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
848,5000189974579,200.0,Kit Kat,"Chocolate mini, embalagem de 200g",,3.99,19.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/90873705F18CB17964EF30C7A0BF7D60.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
8495,5601098047004,,Paiva,"Queijo curado apimentado, embalagem de 550g",,6.29,6.29,1,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F3C00530E1C68E4049DD501A62C23610.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
8640,5601151981283,1000.0,Compal,"Néctar vital equilibrio manga/maracujá, embalagem de 1l",,1.49,1.49,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9545EAED819CD1B313F66793BF924B43.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
8667,5601164404205,1980.0,Super Bock,"Cerveja com álcool, preta, pack 6 x 0.33l",,4.49,2.27,1980,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5AA703BF10C514051C9B09C0A9581272.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
8794,5601237233220,750.0,JP,"Vinho regional península de setúbal branco, garrafa de 0.75 l",,2.99,3.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A84E869B295C8EAA0785F72E27A73746.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
8801,5601244201960,350.0,Terra Nostra,"Queijo flamengo, bola quartos, embalagem de 350g",,3.49,9.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6383E3291BF534B2B32E49FC441DAF9D.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
8844,5601283140305,100.0,Penha,"Caramelos de leite, embalagem de 100g",,1.09,10.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/760B13D917E45BE0057B0E101F9D9A1D.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
8945,5601385503329,50.0,Aquafresh,Dentifríco p/ Dentes de Leite,Embalagem de 50 ml,2.24,44.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5E8C9831E2A0577287A67EC7A6EF4DF1.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
9311,5603722502064,250.0,Mimosa,"Manteiga fácil de barrar, embalagem de 250g",,2.24,8.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FEF75CFD36A5CE8709DF5D4930F11917.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A8C47E9F1F12DFE2439D3530C38E2D87.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2EE410FD3A0147BBB442FA96902FFF46.jpg,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
979,5601024134471,750.0,Oliveira da Serra,Azeite Virgem,Embalagem de 750 ml,4.99,6.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E26F25C9E42D7D1738A837046251B635.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
9859,5998749117750,60.0,Catisfactions,"Snack para gato de salmão, embalagem de 60g",,1.69,28.17,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B799D7A1AD142A0B0FBA8E853A149EE8.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
9860,5998749117774,60.0,Catisfactions,"Snack para gato, embalagem de 60g",,1.69,28.17,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8101203972BAF1C5864106047DC8064A.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
9861,5998749117798,60.0,Catisfactions,"Snack para gato de queijo, embalagem de 60g",,1.69,28.17,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/77C3FBAC96EEDCDDF2579EC98789B81E.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
9915,7613034515667,400.0,Yogolino,"Nestlé iogolino prep iog baunilha 100g, de 400g",,1.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/93D854C9817D9D32644809667C60F85C.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
9946,7622300654177,171.0,Triunfo,"Bolachas digestive go aveia, embalagem de 170g",,1.84,10.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/30F7AC33ACBD735497686192B346850D.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
3526,2894034000000,150.0,Nobre,Fiambre da Perna Extra,1 un = 150 gr (aprox.),2.4,15.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C76D05EF052819EDC79567520AD2D260.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
25597,5601151979303,1200.0,Bongo,"Néctar 8 frutos, pack 6 x 200 ml",,2.29,1.91,1200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/58E322AC82399BF9CBCFBEBC2BD370F4.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
989,5601029004014,120.0,Bom Petisco,"Atum posta em óleo, embalagem de 120g",,1.69,14.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0EDE399096BE62933DCF2A734D746C1A.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
23590,5603722514142,1600.0,Agros,"Leite com chocolate, embalagem de 8x200 ml",,2.96,1.85,1600,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B07C2A65AC5D9D66E12210391EDB136.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
36263,5601027973060,480.0,Bimbo,Pão de forma integral,Embalagem de 480 g,1.79,3.73,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D41990E6C0A0B7F82C9AD26E46EBDC0E.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
41041,8001480703001,700.0,Neoblanc,Tira nódoas em spray cores,Embalagem de 700 ml,2.99,4.27,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1B7BCC034AAC45310DFFCE9E289F80C7.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
5006,5601028000345,,Renova,Guardanapos brancos 22x22cm | folha dupla,90 unidades,0.99,0.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E93A547B5F0C80CE74286C568F04C530.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
13839,2891006000000,800.0,Novilho,Bife da Pá,Vendido ao peso a partir de 800 g,9.59,11.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5626B1315F40E59D057B37FBCA18064B.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
1120,5601066301718,500.0,Nacional,"Massa de espirais, embalagem de 500g",,0.89,1.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B50E4B0B2C4856A819A2FF672D887104.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
41717,5604260303816,90.0,PorSi,Puré de Fruta Maçã Pera,,0.6,6.67,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5127251097DF39368C903E9B3834E6D6.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
2059,5604260303861,500.0,PorSi,Polpa de Tomate com Cebola e Alho 500g,,1.39,2.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/41444F01158BD1D91B444EE63E3C35F0.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
24415,8410436299961,1300.0,Sonasol,"Lava tudo lavanda, 1,3l",,2.24,1.72,1300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7357FEB6EC6D53B795AF0EA5889F5ADF.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
38560,5601027006447,280.0,Bimbo,Pão de leite 8 un.,Embalagem de 280g,1.99,7.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6B2CD6A0B581F7726EA51AA0698C6FB6.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/03428EFF3EBBF0386E77776667460845.jpg,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
8413,8410500008932,600.0,Danone,"Actimel iogurte líquido de morango, de 6 x 100g",,2.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F5F985DE2C1FEBCCE4ED6002098F416C.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
25397,8426617014032,90.0,Haribo,"Gomas favoritos açúcar, 90g",,1.04,11.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1EFF4668A730EBFA293CBDB88FDD711E.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
41601,5604260301515,,PorSi,Rolo Multiúsos Profissional 3 Folhas 1 Rolo,,3.99,3.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2583A563AA2E659CCA4C56729B265403.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
10597,8712100326356,360.0,Olá,"Gelado fizz limão, embalagem de 6 x 60 ml",,2.99,8.31,360,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/234F906CA10C5C87A7F2D2188B0A37DA.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
13896,2891049000000,1000.0,Porco,Fígado,Vendido ao peso a partir de 1 kg,2.99,2.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F0E3D04B0DBB043B98FC650B4149C34.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
37574,8717163836835,2000.0,Lipton,"Ice tea de pêssego sem açúcar, garrafa de 2l",,1.99,1.0,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0D164F35BECC5A6CA9E515D71ED323C.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
40743,5604260303236,2500.0,PorSi,Batata pré-frita palitos finos,Embalagem de 2.5 kg,4.49,1.8,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8FCE680DBB6DF44B98E9E496D2C58C08.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
8400,5601050033779,620.0,Danone,"Iogurte activia líquido cereais, embalagem de 4 x 155 g",,1.99,3.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3AC3707CF655B8CC61D2C80E4828D7C8.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
13561,2893555000000,400.0,Peixaria,Red Fish Congelado,,1.6,3.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6B51C5A0022242B4A2691EFB27EE24DC.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
7105,2894508000000,100.0,Primor,Bacon Extra,"Vendido ao peso, fatiado a partir de 100 gr",1.2,11.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BE4896B3454C5EEBE0D9BE9663BD4C36.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
1108,5601066300087,500.0,Nacional,"Massa de cotovelinhos, embalagem de 500g",,0.89,1.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/85D4AC87404986F6E33A67AEEDC0D0E8.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
2079,5604260193646,1000.0,PorSi,Néctar Ananás 1l,,1.29,1.29,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/10E9329F83000135085CDE8D45A5A26A.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
2466,7613032142599,500.0,Cerelac,Farinha láctea 12 meses,Embalagem de 500g,3.74,7.48,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E708CAF1A60A052407E76B7A92102F7.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
25814,8426617003432,75.0,Haribo,"Gomas spaghetti pica morango, 80g",,1.04,13.87,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ECC50F272383CBD21A151AB497C2D431.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
40666,5604260303717,500.0,PorSi,Queijo Vaca Curado Amanteigado 500g,,4.79,9.58,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA9B99B490F3B05F95DF1946378C72AD.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
11687,5601244202158,400.0,Terra Nostra,"Queijo fatias redução de gordura, embalagem de 400g",,4.29,10.73,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F91460A767DF4AF90E45E918A360294.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
49222,5604260322619,90.0,PorSi,Puré de Fruta Pêssego Maçã Banana 90g,,0.6,6.67,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/78C05D62DAF9544E31797E05A695FD1B.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
1281,5601151136140,1000.0,Compal,"Nectar vital equilibrio ananásemcoco, embalagem de 1l",,1.49,1.49,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8767C13FE6BC314E1156E753BCDBEE55.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
13602,2893597000000,500.0,Peixaria,Pescada Média Argentina Congelada,+ de 500 g,2.0,3.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0D3A6A42D4C22CDA932A00A286926BF6.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
36465,5601028023443,,Renova,Lenços de bolso kids,Embalagem sortida com 8 unidades + 2 grátis,1.09,1.09,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2B0AFA48224382F2654400960136DE54.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0CE1F27833749E5A2E2A6631A26FC1E0.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/10669725004839CB519AC745D1B0A74F.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B68437CAB6470B905C65CD8F71745279.jpg,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
42143,5604260303854,1000.0,PorSi,Polpa Tomate 1000g,,1.89,1.89,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/679664BBE244204CAECDA64599109117.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
46824,5603722518270,720.0,Mimosa,"Iogurte magro aroma multi sabores de morango/coco, 6x120g",,1.99,2.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1F13564A32ADE4727C9B834FE2B8090.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
5095,5601050026405,300.0,Danone,"Queijinho dadoninho petitdino de morango, embalagem de 6 x 50g",,1.99,6.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/285FD05A8135D405134AF6FB325A781F.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
21577,5602947000713,750.0,Quinta da Pacheca,Vinho rosé doc douro,Garrafa de 750 ml,5.99,7.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/99C3E3FF1B0370B7F352668571EDA823.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
22451,8076802085738,500.0,Barilla,"Massa alimentícia penne rigate, embalagem de 500g",,1.19,2.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C0AFC2E79E59A7CBEB8CD3B16752797B.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
2788,8410199790958,130.0,Cheetos,"Aperitivos futebolas, embalagem de 130g",,1.69,13.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6E3E638A2C20F2794B685C451FDB40F7.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
2080,5604260193660,1000.0,PorSi,Néctar Goiaba 1l,,1.09,1.09,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6AF1474A336A85ADDD13B87A3CBE0878.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
44809,7613035593756,1000.0,Nesquik,"Achocolatado em saco, embalagem de 1 kg",,5.69,5.69,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B72BED7B45B21CF0D0F77A499251A582.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
50458,5603722521003,160.0,Mimosa,"Manteiga com sal, 160g",,2.24,14.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/09C6645B0E41FE4C659D6FBAFCE3C138.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
53007,5603722520105,1000.0,Milhafre,"Leite De Pastagem Magro, 1l",,0.89,0.89,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/299C37D166CA38EDBA2E0A4C61421ACE.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
17665,8712100745591,754.0,Calvé,"Maionese top down, embalagem de 753 g",,3.49,4.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C6F00A8AA4D7D21E56D34CFA61170423.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
40951,8711327324831,360.0,Olá,"Feast, 4x90ml",,2.99,8.31,360,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F3D35B2BB9F7BAB6B2C8C41763D3C22D.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
44240,8410500010539,1200.0,Danone,"Iogurte líquido de morango kids, pack 12 x 100 g",,4.99,4.16,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/675F0D6784FF916C81A6BE90AA600C99.jpg,,,,,,2025-10-29T23:59:59Z,PROSPECTUS,14,4,,,,,,,,,,
