identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,images_5,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise,nro_paginas,page,avantages_dateFin,avantages_categorie
39500,5604321030019,350.0,Cemporcento,"Granola fruta e canela, 350g",,2.84,8.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/531E7599C7BDCA1B75570FB75DD640E6.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,12,,
40831,8717163675038,150.0,Rexona,"Desodorizante spray invisible, embalagem de 150 ml",,2.69,17.93,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/72984E844ED2A9B77A3E437C7EFE3233.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,12,,
40857,8712561478762,200.0,Vaseline,"Loção recuperação avançada, 200 ml",,2.39,11.95,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/720BE9BCADE8456A7232B8C0EB4A51CF.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,12,,
40931,5609060024107,250.0,Delta,Delta chicória + cafe soluvel lata,Embalagem de 250g,5.99,23.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AECE98169635C046F37EEF3598E9F079.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,12,,
41068,4008429122866,10000.0,Catsan,"Areia para gato, embalagem com 10 litros",,7.49,0.75,10000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F722946694641CC4FA3AA15E720075BA.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,12,,
41116,5604260304622,750.0,Selecção de Enófilos,"Vinho Branco Regional Península De Setúbal 0,75L",,1.79,2.39,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/762263B0E81F0BE747A91A51B694FE9F.jpg,,,,,,2025-09-21T23:59:59+01:00,AC,25.0,PCT,STANDARD,2025-09-18T00:00:00+01:00,99.0,0.4475,15,12,,
41345,8410063078939,200.0,Pescanova,"Miolo de gambão, 200g",,7.29,36.45,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CE8A1FA918CF0BDC90BCE645C0050867.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,12,,
41582,5601050036626,440.0,Danone,"Iogurte grego café, embalagem de 4 x 110g",,2.09,4.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EF95F2D28E70847A0AC4BCB56F85C051.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,12,,
41760,5029053565316,,Depend,"Cueca Incontinência Super Senhora L, 9 unidades",,10.99,10.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/97BB1F3D30DBB92237421553A35E5A63.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,12,,
41933,8710604787840,52.0,Knorr,"Lasanha 1, 2, 3...sabor!, embalagem de 52g",,1.19,22.88,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CCC38AB04F269815643164C48C5E2681.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,12,,
42051,5029053565330,,Depend,"Roupa interior absorvente para homem super S/M, 10 unidades",,10.99,10.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5BEAD76A43A10C45485ECD79A247E921.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,12,,
42052,5029053565323,,Depend,"Roupa interior absorvente para mulher super XL, 9 unidades",,10.99,10.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/38421FD7492D6FAA6ABE19573CF11713.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,12,,
42053,5029053565309,,Depend,"Roupa interior absorvente para mulher super S/M, 9 unidades",,10.99,10.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BC07F9DC838E42A70F289F3487F4E33D.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,12,,
4208,3574660709216,,Carefree,"Pensos diários maxi, aloé vera",embalagem com 48 unidades,3.64,3.64,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EBA3444A1289B6F480E65BBBEA0DAD55.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,12,,
42164,5604260306725,400.0,PorSi Select,Queijo São Jorge Dop Cunha 400G (7 Meses Cura),,6.89,17.23,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8E179C5C62312371E177012D623DDD00.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,15,12,,
42675,5602947000423,1500.0,Quinta da Pacheca,Vinho DOC Douro Superior Tinto | Magnum,Garrafa de 1.5 l,23.99,15.99,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3EBDE6CDB0294424E9F76A7BF9ED8062.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,15,12,,
42855,5604260307593,400.0,Porsi Vivabem,Sobremesa Soja Chocolate 4X100G,,1.75,4.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C7ACDC1D164143754639F0CDE0FE6B8.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,12,,
4305,3600540286789,,Nutrisse,"Coloração permanente, castanho claro dourado, nº 53",1 unidade,6.14,6.14,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E50960E49D853727EBA777CFE725FB1D.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,12,,
43243,5608527003150,750.0,Dona Ermelinda,"Vinho branco doc palmela reserva, garrafa de 750 ml",,7.85,10.47,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/40F4DF3417F4EBBF8B0E5EE98BFF2009.jpg,,,,,,2025-09-21T23:59:59+01:00,AC,25.0,PCT,STANDARD,2025-09-18T00:00:00+01:00,99.0,1.9625,15,12,,
43267,5607233552624,400.0,Panrico,"Pão de forma 100% farinha de centeio, 400g",,1.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D9431B3977ECC1068CCABC331A85A32A.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,12,,
43319,9002490249922,250.0,Red Bull,"Bebida energética red edition, lata de 250 ml",,1.25,5.0,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3C0124D275C58624E3C2D15E5C2E8EE0.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9BCFBE4C5875D03BDD8C82733F116CA3.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9BCFBE4C5875D03BDD8C82733F116CA3.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9BCFBE4C5875D03BDD8C82733F116CA3.jpg,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,12,,
43460,5603802400808,750.0,Fiuza,"Vinho regional tejo reserva tinto, garrafa de 0.75 l",,3.99,5.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DBA4CD90B9E95BB45EE5683BF8522F45.jpg,,,,,,2025-09-21T23:59:59+01:00,AC,25.0,PCT,STANDARD,2025-09-18T00:00:00+01:00,99.0,0.9975,15,12,,
43519,3600542326414,400.0,Garnier,"Água micelar com rosas pele baça e sensível, 400 ml",,5.19,12.98,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AD79F47154440FB1E0F0D61D5FD35D23.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,12,,
44050,3600542372718,60.0,Garnier,Champô Ultra Suave sólido tesouros de mel,60 g,4.19,69.83,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/89CBF06386A7C3A5B218953FBBAB08E9.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,12,,
45472,7613036632058,648.0,Felix,Comida Húmida para Gato Selecção de Peixe,pack 6 x 48 g,2.24,3.46,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/73C9FB611404078ADC3B30BD4D8ADA5D.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,12,,
45586,8714100472507,150.0,Rexona men,Desodorizante spray tropical,150 ml,2.69,17.93,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4DD79D165B9DEEAD9627ED15C5CA2B63.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,12,,
45593,3600523766635,150.0,L'oreal Men Expert,Gel invisicontrol,150 ml,3.89,25.93,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6595579B40F200050A457962B0C025ED.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,12,,
4574,4009175139559,50.0,Búfalo,Autobrilhante Branco,Embalagem de 50 ml,1.89,37.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E66E89B3A613388C0A84BBA7056B09E1.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,12,,
4575,4009175139566,50.0,Búfalo,Autobrilhante Castanho,Embalagem de 50 ml,1.89,37.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B3F79660E964BFC938FCCB218F7AE4FC.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
4577,4011200115902,100.0,Palmolive,"Creme de barbear, sensitive, embalagem de 100 ml",,2.59,25.9,100,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/62F30DCE8D03C9474F1BE6467A2C08CD.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
45860,8718951427846,500.0,Palmolive,"Gel de banho wellness, radiance",Embalagem de 500 ml,2.99,5.98,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/06A502B71AB9B1F02DB3D52D103F2831.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
46160,3041091718099,380.0,Bledina,"Frutapura maçã, 4 x 95 g",,2.04,5.37,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5C43002A609BBE6FE41D63C7A58FC0F4.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
46232,7613287308870,325.0,Nestlé,"Clusters cereal, embalagem de 325g",,3.99,12.28,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E53217CAC36FA9DB097C291222F932F1.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
46331,5054563101969,75.0,Sensodyne,Dentífrico gengivas,Embalagem de 75 ml,3.19,42.53,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B1A1B47A5CC780E5A0E102CEAE44678A.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
46354,5604260317332,1.0,PorSi,Toalhas Mesa Resguardo R. Por Si 140X200,,14.99,14990.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8F5AE387ED7774F86B0710198002F20A.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
46420,5601996547897,750.0,Porta 6,"Vinho regional lisboa tinto, garrafa de 0.75 l",,4.49,5.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/088AA34EEEE5CCEBFF58AD7FDEDE8782.jpg,,,,,,2025-09-21T23:59:59+01:00,AC,25.0,PCT,STANDARD,2025-09-18T00:00:00+01:00,99.0,1.1225,15,13,,
46662,5900852054914,100.0,Blédina,"Snacktoon rupy frutos variados, 100g",,0.89,8.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/58715FAE287AD7A32B25E2E15374FFDA.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
46727,5604260314188,700.0,Alma pura,"Licor Ginja C/ Frutos 0,70L",,5.39,7.7,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EB458F3BDCDAB23907B29A2E1F9AC736.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
46728,5054563107244,75.0,Sensodyne,Pasta dentífrica rapid action,Embalagem de 75 ml,3.96,52.8,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/646B2949908FBEED0C31D95893C203DD.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
46772,3574661500355,,Carefree,Pensos diários plus long,Embalagem com 40 unidades,3.74,3.74,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C09125DDC05046FDDB081D09634904E8.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
46956,5054563108463,75.0,Sensodyne,Pasta dentífrica ação completa,Embalagem de 75 ml,3.96,52.8,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/07B5FBAC9FC9D8D58F06C82BBBE25BE6.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
47077,7610113014448,700.0,Eristoff,"Vodka pink, garrafa de 700 ml",,13.15,18.79,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8B9612F275991594CE3182A17F665247.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
474,3010470154575,1500.0,Friskies,Ração para cão júnior vitafit com frango e leite,"Embalagem de 1,5 kg",5.24,3.49,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1473BCBEFD21B78FA4101968FF135182.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
47622,8712561676106,190.0,Vaseline,"Loção spray cacoa, embalagem de 190 ml",,3.94,20.74,190,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7D6076A4B89F1DA91CD40A2EA3186443.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
47894,0000042182634,100.0,Vaseline,"Vaselina Original, 100ml",,2.24,22.4,100,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0DD3365230EAC852D2AB708418C41AEF.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
47939,3600542117623,400.0,Fructis,"Creme de Pentear Aloe Secado Natural, 400 ml",,5.59,13.98,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FC11A328FF7F4F84F76EB7E5EA748568.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
47952,5000204832037,100.0,Pronto,"Reparador de móveis normal, 100 ml",,4.09,40.9,100,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FD2C2A69726DA274C70D03FE9E4FDF83.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
47986,5601381010005,750.0,Conde da Ervideira,Vinho branco reserva conde reserva ervideira 75 cl,,12.99,17.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0A6FC2274A48499C3E59183E180CFCFE.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
47987,5601381009009,750.0,Conde da Ervideira,"Vinho alentejano conde d'ervideira reserva tinto 2016, garrafa de 750 ml",,14.99,19.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D3B038D6334621D828C2B8AF37F10476.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
48016,7613287494269,340.0,Felix,Comida Húmida Gato Fantastic Peixe,Embalagem de 4 x 85 g,2.24,6.59,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1CEA511C1125CCD5578DB072FC31215D.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
48042,7613036514309,2500.0,Purina One,"Ração cão médio delicado +10 kg salmão/arroz, de 2,5 kg",,11.59,4.64,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7B94CEDF58A3718C5593B311B7547CEA.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
48458,7613287045263,648.0,Felix,Comida Húmida para Gato Selecção de Peixe,pack 6 x 48 g,2.24,3.46,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BF4B5EA684504C30FDCA66186AE0AD63.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
48460,7613287158871,50.0,Felix,Snack para gato frango,Embalagem de 50g,1.49,29.8,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EEB570F5F7F1C912BC4513418341B7B4.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
48509,3600542289610,350.0,Fructis,Champô super nutrição papaya cabelos secos,Embalagem de 350 ml,3.89,11.11,350,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/676BAFC4122E89C9B4040A1C38ADF662.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
48628,5601557061053,120.0,Salutem,"Mini galete de milho, 120g",,1.64,13.67,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4ACD04C2D8EE54D272A834B4928C3CBB.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
48676,0000040111490,45.0,M&M S,"Chocolate com amendoim, embalagem de 45g",,1.0,22.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/820AE8F36C6AECDB23D4B15AB390AFC1.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
48726,8410376057270,150.0,Gullón,"Choco tablet diet nature rs, embalagem de 150g",,3.29,21.93,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7245024A95BD90EB9D12DBB0092E4FC8.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
48728,8410376064438,150.0,Gullón,"Finas chocolate leite zero, embalagem de 150g",,2.39,15.93,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/118B61D083B9643A9A07F592D8911F1D.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
48730,8410376064469,150.0,Gullón,"Snack chocolate negro zero, 150g",,2.69,17.93,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F4ACD0867009453FB154579E9B56B9C.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
48829,3600542202220,400.0,Fructis,Creme de Pentear Caracóis,Embalagem de 400 ml,5.59,13.98,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AB959134F7B479D1AFA1095297EA0B9F.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
49061,5000204073492,269.0,Glade,Ambientador relaxing zen,269 ml,7.19,26.73,269,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8A5070D52D8ED141CDE8FC654964DE1F.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
49063,5000204076202,,Glade,Ambientador Touch & Fresh Lavanda,10 ml,2.99,2.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/08B5C12987600A223ADB0B223B61890E.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
49247,3600542432344,60.0,Garnier,Champô Ultra Suave sólido abacate,60 g,4.19,69.83,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7E03313A01E9D948117C9C4CDE3C59ED.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
49248,3600542430173,60.0,Garnier,Champô Ultra Suave sólido alperce kids,60 g,4.19,69.83,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F38BFF4253075A00433E22D930BA4CCB.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
49611,8718951463929,50.0,Sanex,Desodorizante Roll On Natur Protect,50 ml,2.09,41.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EE5DC2659A6FCF3B595D32B0F51AA290.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
49647,3600542289658,350.0,Fructis,Champô super nutrição banana,Embalagem de 350 ml,3.89,11.11,350,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A0E13AE74C85E9EE82EFFF8E95A233EC.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
49649,3600542289948,350.0,Fructis,Condicionador super suavidade aloé vera,Embalagem de 350 ml,3.89,11.11,350,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1B1CDBDA75A8ADBAD0F0432C802DE4E6.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
49650,3600542439350,390.0,Fructis,"Máscara Hair Food Cacau, 390 ml",,5.84,14.97,390,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F9DB8C534BDAA0084E7FD941B8FEBA64.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
49665,3600542449625,50.0,Garnier,"Creme Sérum FPS30 Vitamina C, 50 ml",,9.74,194.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9950A99A4CC01E5296151B6BA0666774.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
49680,3600523767090,75.0,L'oreal Men Expert,Cera Fixação InvisiControl Look Controlado,75 ml,4.54,60.53,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C2ABB43654E718C2B776BF99E90BF6E1.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
49958,8720181101250,250.0,Vaseline,"Creme gordo, boião de 250 ml",,4.99,19.96,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/58244C3E32A17121F7E1AC9ED1FE053D.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
50291,3574661552804,,Carefree,Pensos diários maxi cotton aloé,56 unidades,3.64,3.64,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/287454AA38AA8BAD189D6E51E887A922.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
50523,3574661487540,,Carefree,Pensos diários maxi,36 unidades,2.24,2.24,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BDFF645D4C5EE197DE93B516200B7402.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
51114,8001480718050,750.0,Neoblanc,Spray ultra desengordurante,750 ml,3.74,4.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/61B21A3F9E22306E004651A4ED75A597.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
51323,7613287045072,288.0,Felix,Comida Húmida para Gato Soup Filetti,Embalagem de 288g (6un.),2.24,7.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D56596507E708E7565D335784994A3A4.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
5138,5601078005260,750.0,Duq viseu,"Vinho branco doc dão, garrafa de 750 ml",,3.59,4.79,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9077E2D03B1ABF41B35B41489CB5BF04.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
51420,3600524030551,100.0,L'oreal Men Expert,Creme Gel de Limpeza Facial,100 ml,5.79,57.9,100,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1450116868D339E06C9E7D57A59DA066.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
51421,3600524030216,50.0,L'oreal Men Expert,Creme Rosto Magnesium Defense,50 ml,7.49,149.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/77C9DF620996602403936D0DB75C2536.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
51423,3600524073466,400.0,L'oreal Men Expert,Gel de Banho Total Clean 5 em 1,400 ml,3.29,8.23,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D4D81AC40E4C08FA9FB65F9F7190FD14.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
51439,3600542374712,400.0,Garnier,Champô Ultra Suave Delicadeza Aveia,Embalagem de 400 ml,3.79,9.48,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/18AEC889B56008A7493F5F9064C62D6F.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,13,,
