identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,images_5,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise,nro_paginas,page,avantages_dateFin,avantages_categorie
47807,5604260316724,250.0,Porsi Select - Programa Origens,Secretos De Porco Preto Do Alentejo 250 G,,4.49,17.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A1188505A5921D717B8B546770374A47.jpg,,,,,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
52883,8719200267824,1000.0,Planta,"Creme vegetal para barrar original, 1 kg",,4.99,4.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/936FEB2670E44E85562B9564D40B3E6A.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CBB4812E883E0A943660F7C5BD667E18.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CBB4812E883E0A943660F7C5BD667E18.jpg,,,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
8047,5010677714006,700.0,Bombay,"Gin london dry saphire, garrafa 0.70l",,20.49,29.27,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/51C21EC5AC1664960747E066C2091715.jpg,,,,,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
13585,2893580000000,250.0,Marisco,Gambão Congelado 20/30,Vendido a partir de 250 (aprox.),2.5,9.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8045A02528560B0A77B8815B2FADD1B4.jpg,,,,,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
41299,5601050036565,440.0,Danone,"Iogurte oikos maracujá, embalagem de 4 x 110g",,2.09,4.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29553156A2F0422FEBEDFC7E0CF7883D.jpg,,,,,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
42847,5604260307999,1000.0,PorSi Bio,Bebida Aveia Bio 0% Açúcares Adicionados 1L,,1.19,1.19,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C923FB353F4DBBE9E2E788A0B1D8F2AA.jpg,,,,,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
9111,5601989001412,750.0,Monte Velho,"Vinho regional alentejano tinto, garrafa de 0.75 l",,3.99,5.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5313E203A06105D1BF7A5AD8308AD864.jpg,,,,,,,,,,,,,,15,4,2025-10-01T23:59:59+01:00,PROSPECTUS
9113,5601989001566,750.0,Monte Velho,"Vinho branco alentejo, garrafa de 750 ml",,3.99,5.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7B25882D8E40FB5175386823B109A8BD.jpg,,,,,,,,,,,,,,15,4,2025-10-01T23:59:59+01:00,PROSPECTUS
1463,5601286232779,250.0,Milaneza,"Massa pevide, embalagem de 250g",,0.61,2.44,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7FABF67C8683DAD5B618F045601E14A4.jpg,,,,,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
15955,7613032408794,85.0,Purina Gourmet,"Comida húmida para gato peixe do oceano, embalagem de 90g",,0.87,10.24,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FEEA8DEA9BB460BB34BF8E0ADF22D62F.jpg,,,,,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
28609,5604260282951,55.0,PorSi,Cápsulas Café Ristretto Cnpx10,,2.29,41.64,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/98A2B27B97561600F2789C49300E14CC.jpg,,,,,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
37991,5601027946200,450.0,Bimbo,Pão integral sem côdea,Embalagem de 450 g,1.98,4.4,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F51F7A9C9A8DEFAFD2BD4E66CE470724.jpg,,,,,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
41094,5604260303632,200.0,PorSi,Toucinho Fumado Pedacos 200G,,2.39,11.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E3EEEDFA1A2EA17A797B22C4E1527B14.jpg,,,,,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
41625,5604260309399,252.0,PorSi,Argolas Com Cobertura Glacé,,2.09,8.29,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A79B4B72CFEEB3D0D1247BBD854BED6A.jpg,,,,,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
44286,7622210776266,300.0,Prince,"Biscoitos sandwich chocolate, embalagem de 300g",,2.24,7.47,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5298CCF2D63F1DC342E9DF4D383710BF.jpg,,,,,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
52897,8720181392917,1332.0,Comfort,"Amaciador concentrado essência pure, 74 doses",,3.49,2.62,1332,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F5C0D70B94DAAFB0949EA4EE48242D35.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C81AB307354BD851AD24288672BBAB9.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C81AB307354BD851AD24288672BBAB9.jpg,,,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
8500,5601109211110,750.0,Porca de Murça,Vinho branco douro,Garrafa de 750 ml,3.69,4.92,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3A37403A453BA89596AD6718ADA0F46A.jpg,,,,,,,,,,,,,,15,4,2025-10-01T23:59:59+01:00,PROSPECTUS
23744,5606586004682,250.0,Legumes,Pimento padrão,embalagem de 250 g,1.29,5.16,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1899C364433F6DC55D45BC15027909BF.jpg,,,,,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
48583,8001665717311,250.0,Rana,"Tortellini de fiambre e queijo, 250g",,2.62,10.48,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/30A5D58EA6D7343DAB7C551FE2B785D7.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F39E145849E8A47AAEC92A4B028C94D.jpg,,,,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
50386,8445290290014,30.0,Maggi,"Molho suculento frango no forno com alho e cebola em saqueta, 30g",,0.89,29.67,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0DEECC66FD9482A59A0436C06913C5D2.jpg,,,,,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
52525,5604260328048,150.0,PorSi,Presunto Minho 9M F.Fina 150G,,3.99,26.6,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F46CB3C72CC34E1B3C1CF950A07F396E.jpg,,,,,,,,,,,,,,15,4,2025-10-01T23:59:59+01:00,PROSPECTUS
55264,8445291133273,200.0,Buondi,"Café Moído Torrado Moagem Universal Original Int 9, 200g",,3.39,16.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/12B7362029AD0E17CC16AA453025E6E9.jpg,,,,,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
7166,2895224000000,250.0,São Jorge,Queijo da Ilha DOP Cura 4 Meses,Vendido ao peso a partir de 250 gr,3.75,14.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/702004FBEA1D5588A2791A027C546286.jpg,,,,,,,,,,,,,,15,4,2025-10-01T23:59:59+01:00,PROSPECTUS
9683,5604260270217,270.0,PorSi,Arroz Doce 2X135G,,1.7,6.3,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D056B521DDD92127AC982E05D6039929.jpg,,,,,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
1325,5601163120816,750.0,Luso,"Água sem gás, garrafa de 0,75 l",,0.74,0.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA1A6E591B93610CCB3C24631D9E85B8.jpg,,,,,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
18350,8410320148245,80.0,Campofrio,Chouriço fatiado,Embalagem de 80g,1.59,19.88,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C3DD6539D50EC6C28C822B12B80D5795.jpg,,,,,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
18351,8410320029971,80.0,Campofrio,"Salsichão fatiado, embalagem de 80g",,1.59,19.88,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C191CA814FABA5218D4DFA0D00F6C92A.jpg,,,,,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
24371,5601050033014,620.0,Danone,"Iogurte líquido pinacolada corpos danone, embalagem de 4 x 155g",,1.89,3.05,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6B78DED571E8DAF3CF098A27E97064BA.jpg,,,,,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
24380,8434165444881,500.0,Cuétara,Choco flakes,Embalagem de 500g,4.49,8.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8400DC9607F5B899B8C6D68545ABD199.jpg,,,,,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
26341,5601012011920,750.0,Papa Figos,"Vinho doc douro branco, garrafa de 750 ml",,5.89,7.85,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/47C911133755ED927EA5820F32D168BD.jpg,,,,,,,,,,,,,,15,4,2025-10-01T23:59:59+01:00,PROSPECTUS
39625,5607233533951,385.0,Panrico,Pão cerealia 100% integral,Embalagem de 385g,1.49,3.87,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/41D40B955E0A17EB04A654C74F17935A.jpg,,,,,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
42165,5604260307586,200.0,Porsi Vivabem,Creme Soja Uht Culinário 200Ml,,0.99,4.95,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3088AAE479B32A9B5AAF6F16464F6A71.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/84D9CD21A433B6316249CB71F439AA86.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/84D9CD21A433B6316249CB71F439AA86.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/84D9CD21A433B6316249CB71F439AA86.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/84D9CD21A433B6316249CB71F439AA86.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/84D9CD21A433B6316249CB71F439AA86.jpg,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
44914,5601119345379,160.0,Nobre,"Vegalia especialidade vegetariana de soja, lata com 8 unidades",,2.09,13.06,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8AC478A6669D2DB4609CB7280CA417C4.jpg,,,,,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
46792,5604260319602,2000.0,Por Si,Lava Tudo Amoniacal 2L,,0.79,0.4,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0C9BD05E1DE72936A2E16D3F745EB933.jpg,,,,,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
48030,7613287495259,1020.0,Felix,"Fantastic seleção de peixes em gelatina, embalagem de 12x100g",,5.99,5.87,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C8C86286E27A01458DD382E5FE02A80.jpg,,,,,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
52377,8720181385131,,Skip,Detergente Máquina Roupa Líquido Sabão Natural,100 Doses,11.99,11.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B7482844827C04E8BE654EF9B7B49DD3.jpg,,,,,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
52889,8720181385094,945.0,Skip,"Detergente líquido máquina de roupa baby, 21 doses",,3.99,4.22,945,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/88B9AA7AC23F4BC407E554F7DDCFF45B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F71A2C4911172C11157AB331E2B3BEF3.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F71A2C4911172C11157AB331E2B3BEF3.jpg,,,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
53000,8410199025357,170.0,LayS,Batatas gourmet finissima 170 g,,1.59,9.35,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1F9A5A136798AD56EECF2676BEF2065.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/477A3ECD46364DE018D2E409C1F73223.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/477A3ECD46364DE018D2E409C1F73223.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/477A3ECD46364DE018D2E409C1F73223.jpg,,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
54603,8720181292873,760.0,Comfort,"Intensificador perfume tropical, 760ml",,3.99,5.25,760,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/72CE6505D84B04718FCBDF6333474C14.jpg,,,,,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
54802,5603722521539,604.0,Mimosa,"Iogurte liquido morango, 4 x 151 ml",,1.39,2.3,604,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FB51425211E1948B683D88C51AE1A4C5.jpg,,,,,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
6818,8712566118625,390.0,Olá,"Gelado supermaxi, embalagem de 6 x 65 ml",,2.99,7.67,390,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/35BED764F4AC2EA1C9F5BA3B815AD204.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C78EEEF4719F48D1D9E8F75D0F700815.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C78EEEF4719F48D1D9E8F75D0F700815.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C78EEEF4719F48D1D9E8F75D0F700815.jpg,,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
942,5601001324109,100.0,Nescafé,"Café solúvel gold, embalagem de 100g",,5.69,56.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/56AF775E1D437B4623D4E42AE4DAA827.jpg,,,,,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
20032,5602947000010,750.0,Quinta da Pacheca,Vinho tinto doc douro,Garrafa de 750 ml,5.49,7.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7E98EA253AD421BB8B156D996574E752.jpg,,,,,,,,,,,,,,15,4,2025-10-01T23:59:59+01:00,PROSPECTUS
2589,7622300281182,154.0,Oreo,"Bolachas, tubo, embalagem de 150g",,1.49,9.68,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/46D952192D83520413CC02FFD2B835D0.jpg,,,,,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
33481,5604260285112,250.0,PorSi,Detergente Limpa Maquina Da Roupa 250Ml,,1.55,6.2,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/34D56518FB0809E2A85FBAD383E5547D.jpg,,,,,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
41895,5000116125784,220.0,Capitão Iglo,"12 nuggets frango polme americano, embalagem de 220g",,3.49,15.86,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E342C1C812C93A809F88301C9A1AFE84.jpg,,,,,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
42777,5604260307159,250.0,PorSi,Farinheira Do Fundao 250G,,2.49,9.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/14240F251C92138F4828FAB6984E0C70.jpg,,,,,,,,,,,,,,15,4,2025-10-01T23:59:59+01:00,PROSPECTUS
43500,5604260309436,330.0,PorSi Bio,Doce De Morango Bio 330G,,2.49,7.55,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1EF19F8EC76B45EBB9ADD81D20FDEA94.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EAE59109BAA999CBD1E9EB5D9057ECD1.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EAE59109BAA999CBD1E9EB5D9057ECD1.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EAE59109BAA999CBD1E9EB5D9057ECD1.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EAE59109BAA999CBD1E9EB5D9057ECD1.jpg,,,,,,,,,,15,4,2025-09-24T23:59:59+01:00,PROSPECTUS
44313,5449000296238,1500.0,Fanta,"Fanta guaraná sem açúcar embalagem 1,5 l",,0.99,0.66,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FB0C8116B1E2A9A481C6DFCAB4B2197E.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,5,,
48011,5603722520068,800.0,Agros,"Leite com chocolate meio gordo sem lactose, 4 x 200 ml",,1.99,2.49,800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/534AAD13A7F896FDBA98EB7001B680B9.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,5,,
50377,8445290351357,,Nescafé,"Dolce gusto sical espresso cafés 99.2 g, embalagem de 16 unidades",,5.39,5.39,16,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/44FD43160B41B883D60D056B524E6B93.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,5,,
51279,5602348103709,650.0,Izidoro,"Salsicha aves 9 unidades izidoro, embalagem de 360g",,2.89,4.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6B9158791C3A03CA7863EA4B794B6564.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,5,,
5158,5601109211127,750.0,Porca de Murça,Vinho tinto douro,Garrafa de 750 ml,3.69,4.92,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/587F8C4D255FC74322AC5F8AED00CD39.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,15,5,,
52337,8720181392955,1368.0,Comfort,"Amaciador roupa concentrado creations flor de lótus e lima, 76 doses",,3.99,2.92,1368,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA557AEC063D2D449E9AD9A05E65B1FD.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,5,,
52339,8720181392924,1368.0,Comfort,"Amaciador Roupa Concentrado Creations Lírios e Morango, 76 doses",,3.99,2.92,1368,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CE8FB9A40EB58A232C2FDE5C1B9A52E7.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,5,,
9161,5602154002920,750.0,Adega de Borba,Vinho tinto alentejo,Garrafa de 0.75 l,8.99,11.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9D4E622CDEFB67E1BEC54DD1E1636255.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,15,5,,
924,5601001120503,370.0,Nestlé,"Leite condensado, embalagem de 370g",,2.28,6.16,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FBAB8756051E4890009C5246CFA3D443.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,5,,
1131,5601078005024,750.0,Grao Vasco,"Vinho doc dão branco, garrafa de 750 ml",,3.35,4.47,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/08D876911D136C69F8C23B36643D6D00.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,15,5,,
11922,5603089001125,200.0,Parmalat,"Molho bechamel, embalagem de 200 ml",,1.09,5.45,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/20AABBCEA69E570B184582BA9E9011F8.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,5,,
14573,8414516001031,250.0,Florette,"Salada 4 estações, embalagem de 250 g",,1.49,5.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/544687527BD5EA27DA44855884673ABD.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,5,,
15504,5601050031669,480.0,Danone,"Iogurte activia cremoso frutos silvestres,  4 x 120 g",,1.99,4.15,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/026F552D6926173F10573B7F8F21FD44.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,5,,
20263,5000116110889,180.0,Iglo,"Crocantes de frango original, embalagem de 180g",,3.99,22.17,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9B2BC0EEC5724C42D02D0AAA44CCBB50.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,5,,
20264,5000116110872,180.0,Iglo,"Crocantes frango parmesão e ervas, embalagem de 180g",,3.99,22.17,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA238D0C01D11590AA8A8E09CE288246.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,5,,
22955,3045200760009,500.0,Sanytol,"Desinfetante para Roupa, 500ml",,2.99,5.98,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/932FDF72A4293CF6B46E5DCF125CBB20.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,5,,
24368,5601050033021,620.0,Danone,"Iogurte líquido corpos danone, embalagem de 4 x 155g",,1.89,3.05,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6EEC58F892743EDA98060B1AE2CB4E38.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,5,,
24855,8434165444850,175.0,Cuétara,"Bolacha Flakes Bombing, 175g",,1.99,11.37,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E545C5A07242897A6E616877912C3813.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,5,,
29915,5600826202982,500.0,Prozis,"Manteiga de amendoim cremosa, 500g",,3.95,7.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6FD303317CEA9E34214EB728EB0D5CFB.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,5,,
33563,5609060007070,200.0,Delta,Cevada solúvel,Embalagem de 200 g,2.69,13.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9DB066DE69C74BAF6E3C3065BCCE0FA7.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,5,,
46185,5601050037203,440.0,Danone,"Iogurte oikos coco, embalagem de 4 x 110g",,2.09,4.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/61327B54ADC5403B46177C1EF4A095FB.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,5,,
48682,3017760363396,75.0,Mikado,Biscoito chocolate de leite,Embalagem de 75g,1.84,24.53,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F26718A2EDE559B35C82158FB1B88E7A.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,5,,
4975,5601007001332,750.0,Esteva,"Vinho doc douro tinto, garrafa de 0.75 l",,3.99,5.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7DE3E82C8EEE9F921A3163C241BC3A09.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,15,5,,
52088,7613032881313,85.0,Purina Gourmet,Comida húmida para gato gourmet gold com coelho 85g,,0.87,10.24,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C00E78B2201EC475A2889804E65AE983.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,5,,
54277,3600542571982,400.0,Garnier,"Shampoo Ultra Suave Água de Arroz, 400ml",,3.79,9.48,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BCD88ADADB3465B3B2A59EA32CB5BB9E.jpg,,,,,,2025-09-24T23:59:59+01:00,PROSPECTUS,,,,,,,15,5,,
