identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,images_5,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise,nro_paginas,page,images_6,avantages_dateFin,avantages_categorie
14968,5000116109081,227.0,Capitão Iglo,"Big burger frango, embalagem de 230g",,3.49,15.37,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EDBAA2D3D86CC9AD1CAF56CB2A43F94C.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
1536,5601489018200,200.0,Du Bois de la Roche,"Boudoirs, embalagem de 200g",,2.35,11.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8047F7CE0DCDC3ADA17209B15B795262.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
16610,8712561521703,700.0,Cif,"Creme abrasivo ativo com lixívia, de 700 ml",,2.79,3.99,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8A1C269FF05C78AE2B38E76648F4E8B5.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
16754,4015400738367,,Ausonia,Cuecas de incontinência Plus M,Uma embalagem - 9Unidades,7.49,7.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CD6B276BB60CA3FAF3426C424474A8D2.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
19664,7613035655782,175.0,Nestlé,"Bebida Cereais Café Intenso, emb. 175 gr",,3.89,22.23,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1B5ECD51AB177A7D39D1661129EDF32C.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
25186,8001090370587,,Evax,Pensos higiénicos liberty super abas,Embalagem com 10 un.,2.79,2.79,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29E811F3421C099051A56CC6A37FBA28.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
25338,3600542075350,400.0,Garnier,Condicionador Ultra Suave Leite de Coco e Macadâmia,Embalagem de 400 ml,3.59,8.98,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2F14B38993C3AECCDBAF4177D1E202C3.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
26274,5601027002609,175.0,Bollycao,5 manhãzitos,Embalagem com 175 g,2.19,12.51,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F223D8DAACAD001068D66B314578BEA.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
2777,8410168399823,3000.0,Friskies,Ração para cão júnior vitafit com frango e leite,Embalagem de 3 kg,9.74,3.25,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8FB72E4F81A6A85337B0A193B644C666.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
30886,3574661319520,500.0,Listerine,Elixir Anti-Tartaro,500 ml,4.99,9.98,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0C82126F5C3C91B64081EB68009ED573.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
31592,8434165446984,200.0,Cuétara,Bolacha Maria,Embalagem de 200g,0.74,3.7,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/98137D95BE32968213D30AE23547531F.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
32043,5603722517457,1000.0,Mimosa,"Mimosa bem especial leite e aveia, embalagem de 1litro",,1.18,1.18,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E5C4A490D600808B036AC802EEDAB637.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
33417,7613036607681,240.0,Cerelac,"Papa Infantil Láctea Aveia, Maçã e Cenoura Seleção da Natureza +6M, emb. 240 gr",Embalagem de 240g,2.99,12.46,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A44EB4797E6113C3E0EEBA3D69E28D1E.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
36242,5000204117585,,Glade,Ambientador elétrico pure clean linen + recarga,1 unidade,4.49,4.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9A7A8E7742D78EC7287B88FEA90BB41B.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
3642,3059943009080,250.0,Air Wick,"Ambientador recarga lavanda, de 250 ml",,3.49,13.96,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1B5D8D27BED08EFB10F243DEB281D401.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
37520,0000087120158,330.0,Heineken,"Cerveja, lata de 0.33 l",,0.99,3.0,330,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0496C4EC38EFA0D15B7605392D581F05.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
37701,5601066401036,300.0,Nacional,"Bolacha de aveia e chia, embalagem de 300 g",,1.84,6.13,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/096982C138B83CFC07467D26BCF59A58.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
38340,5054563049018,75.0,Parodontax,Dentífrico cuidado branqueador,Embalagem de 75 ml,4.79,63.87,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6CD4BAD7A59F5A7269B33311A89CE300.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
399,8712566365135,30.0,Lipton,"20 saquetas infusão de cidreira e mel, embalagem de 30g",,2.35,78.33,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/907015B388C6BBA95E1B6703BC1CA389.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
40826,7613035001848,,Nescafé,"Café dolce gusto ricoré, embalagem com 16 cápsulas",,5.89,5.89,16,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D720192AFF061E3E5E32F51D24E94356.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
42647,5054563049360,75.0,Parodontax,Dentífrico cuidado diário,Embalagem de 75 ml,4.79,63.87,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/136D0256B6BE5C9A150B3A0BA74BA921.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
44235,8410320027779,80.0,Campofrio,Tapas presunto fatias,Embalagem de 80g,2.15,26.88,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C2E7BDC5339FA249CA38582C4EA5589C.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
44668,5601232010246,30.0,El mandarin,"Pudim flan zero açúcares adicionados, 30g",,1.49,49.67,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/17546C7645226C5DA3DF2F1B899531D7.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
44743,5000116126125,300.0,Iglo,"3 filetes recheados tomate e mozzarella, embalagem de 300g",,3.74,12.47,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1356ED675F8A7598F484F58AEA91589C.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
44791,5603722514838,480.0,Mimosa,"Iogurte magro morango sem lactose, embalagem de 4x 120g",,2.09,4.35,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/64C880A131BDEB5665445D1784EA7075.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
4484,4002448003533,,Calgon,"Anti calcário para máquina de roupa, embalagem de 15 pastilhas",,6.99,6.99,15,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A44E08731433528E1B37AF8859C05AB4.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
45029,3600542369794,400.0,Garnier,"Champô Ultra Suave camomila, 400 ml",,3.59,8.98,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3D84CCE5242E797E89883507C54F8153.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
46518,5000204208856,750.0,Pato,"Abrasivo Sanitário Líquido Ação Total Menta, emb. 750 ml",,1.94,2.59,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8D02BC7C70B0CBFEDA11FE724DDAAE84.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
47061,5900852054839,85.0,Blédina,"Frutapura pouch banana morango, embalagem de 85g",,0.65,7.65,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5A21484B76E1E092AF196BDCE9E7C17E.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
47064,5900852054884,85.0,Blédina,"Frutapura maçã manga laranja, embalagem de 85g",,0.65,7.65,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9DEC9C7C8D4977CF116F0FD542AB187C.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
47806,5604260316717,250.0,Porsi Select - Programa Origens,Plumas de Porco Preto do Alentejo 250 G,,4.75,19.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E750AEFB9DB1BECB0C708CA413869FF7.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
48732,8410376058864,113.0,Gullón,"Tortitas vitalday arroz iogurte framboesa, de 113g",,2.49,22.04,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/485D9DEE04F1632D653A5858655D219F.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
48738,7613287785398,100.0,Yogolino,"Alimento Lácteo de Morango e Maçã sem Glúten +8M, emb. 100 gr",Embalagem de 100g,0.84,8.4,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/099E6FED97461079E3762698578C9B20.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
49177,3600523966752,150.0,Elvive,Spray Protetor de Calor Cabelo Comprido e Liso,150 ml,5.59,37.27,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/210A21B9957FF3EBFDB7D3F2679513DF.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
49405,8412700620600,800.0,Cacaolat,Leite com cacau 4 x 200 ml,,2.79,3.49,800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3FE8C8D872A078ED2D001162D7398442.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
49446,5601063060717,35.0,Margão,"Paprika, embalagem de 35g",,1.08,30.86,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D9A2343A7ABE7A08CCD5234326210C72.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
49497,5604260322794,2000.0,PorSi,Detergente Máquina Roupa Active Action 40d,,4.99,2.5,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9275C7102CD9E49B0D10E50950C3FA9D.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
4985,5601012045505,750.0,Gazela,"Gazela DOC Vinho Verde Branco, garrafa 75 cl",,3.19,4.25,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EF597CF55A23ED9453F03A3DE7FD131F.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,0.7975,17,10,,,
51127,5604260321902,750.0,Selecção de Enófilos,"Vinho Espumante de Qualidadebeira Atlântico Igp Rosé-bruto 0,75l",,3.2,4.27,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/947F3B3CE7CEE27BBBF516A2BD31F17F.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,0.8,17,10,,,
51184,7322540671391,,Colhogar,"Papel Higiénico 3 Folhas Cuida & Protege Rosa, emb. 12 rolos",,5.97,5.97,12,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3ED2782BEB62BD6D11EC57115B241F11.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D47D39DBE0ACD34A30C9C76AF5A166DA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/54F35135B268E5653802DE2C4334C22B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3B833C9A13B2728C9F0BF1BE3F5F5D8D.jpg,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
5136,5601077122012,750.0,Velhotes,"Vinho do porto branco, garrafa de 0,75 l",,5.49,7.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/97071FF72A588EB9C21E2DCCFEDE4E31.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,1.3725,17,10,,,
51559,5604260321919,750.0,Selecção de Enófilos,"Vinho Espumante de Qualidade Bairrada DOC Branco-bruto Reserva 0,75l",,4.49,5.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/08AC38B6B395C17FE072C3F0DB42793A.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,1.1225,17,10,,,
51858,5603016004403,750.0,Arrábida Azul,"Vinho  Tinto Regional Península Setúbal Reserva, garrafa 75 cl",,2.99,3.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C517F8FC0BBCDBE5A4482C9E17517E85.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,0.7475,17,10,,,
52021,8445290634887,320.0,Nesquik,"Bebida de Chocolate Solúvel sem Glúten, emb. 320 gr",,5.24,16.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/28A69E43418A329DE1795F21E59ADD95.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
52776,5604260331031,750.0,Selecção de Enófilos,"Vinho Tinto DOC Palmela Castelão, 75cl",,2.99,3.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1D0019BFED13ADC5C42B277D302BDE4E.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,0.7475,17,10,,,
52796,8711327616455,825.0,Carte DOr,"Gelado tiramisu, 825 ml",,3.59,4.35,825,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CA2681D7CBF32CCE6763973CECB7DA3E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9B84E001D84CA5CB733E1DA3A05B1D5F.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9B84E001D84CA5CB733E1DA3A05B1D5F.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9B84E001D84CA5CB733E1DA3A05B1D5F.jpg,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
52864,5601151965528,1000.0,Antartica,"Guaraná zero, garrafa de 1l",,1.24,1.24,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A92DB9985C352745C50B3339B21BCE5.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
52865,5601096422186,750.0,Vale D. Maria,"Vinho branco do douro superior, garrafa de 750 ml",,7.49,9.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D5B94116ED331DA729E81AE0E9BE658D.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AFACB73DE4D272FAFE8147E6EBFCE45C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AFACB73DE4D272FAFE8147E6EBFCE45C.jpg,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,1.8725,17,10,,,
5296,5601174204000,750.0,Periquita,"Vinho tinto península de setúbal, garrafa de 0.75 l",,3.69,4.92,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A59713B08AFE22BB2A0344F8EAFAD9A7.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,0.9225,17,10,,,
5297,5601174205403,750.0,Periquita,"Vinho rosé península de setúbal, garrafa de 0.75 l",,3.69,4.92,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5560F493A8F7D29191B8915BD59AAEB5.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,0.9225,17,10,,,
53004,5059319025841,335.0,KelloggS,"Cereais special k, 335g",,2.79,8.33,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CDF3105F7191DF06BA1DA79569FB2F5F.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
53248,5059319025681,700.0,KelloggS,"Cereais special k, 700g",,4.89,6.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/683E2EE80CD2F162E680878080887459.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
53324,3600551133218,50.0,Narta,"Desodorizante Roll-On Max Resist Sensível, 50ml",,2.99,59.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BA874C8667B0449406AF1B48E6F2042C.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
53514,7702018490707,,Gillette,"Lâminas de Barbear Descartáveis Sensor3 Sensitive, 4 unidades",,4.89,4.89,4,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/610553715E7C4EF74FA37613AEE0589A.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
53668,5054563118226,75.0,Parodontax,"Pasta de Dentes Gengivas, Sensibilidade e Hálito",Embalagem de 75ml,5.19,69.2,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/08C393D2F8A3292371AB4D98646EF0EE.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1CFF3A375559CAD3DF044A8004103560.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1CFF3A375559CAD3DF044A8004103560.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1CFF3A375559CAD3DF044A8004103560.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1CFF3A375559CAD3DF044A8004103560.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1CFF3A375559CAD3DF044A8004103560.jpg,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
53900,5604260330782,2000.0,PorSi,Detergente Máquina Roupa Sports 40d,,4.99,2.5,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/72B877268EFE6FEB257A38D722B47A2A.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
5404,5601286228789,500.0,Milaneza,"Massa, conchas tricolores, embalagem de 500g",,1.26,2.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1DFAB5015D870D57166906785EB9875C.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
5405,5601286252784,500.0,Milaneza,"Massa de maçarrão grande, embalagem de 500g",,0.98,1.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4C506173A312A7CBFCDE438174C4DE5A.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
54308,5601217137999,,Air Wick,"Recarga Duo Lavanda Camomila, 2un.",,5.48,5.48,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/78C110CAA5EF024A4EA96E5945825BCD.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DCF3D5D0D3FA3177E549BA42D5B2070C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DCF3D5D0D3FA3177E549BA42D5B2070C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DCF3D5D0D3FA3177E549BA42D5B2070C.jpg,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
5465,5601377120084,750.0,Bom Juiz,"Vinho DOC Alentejo Reserva Tinto, garrafa 75 cl",Garrafa de 0.75 l,6.99,9.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A7CC7BCAF640824DF1115BB7706446B2.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,1.7475,17,10,,,
54725,5607233620606,450.0,Panrico,"Pão sem côdea especial torradas, 450 g",,1.89,4.2,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E0E66671297987237CE3FFE40D8E0C8E.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
54774,5601151964217,300.0,Compal,"Sumo 100% laranja, 0.30 l",,0.67,2.23,300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1CF346B9C14F2909AF429D2833DC423.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
54797,5603722521553,604.0,Mimosa,"Iogurte liquido ananás, 4 x 151 ml",,1.39,2.3,604,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AC167FACDAEDD67B0D74169E2A434E3E.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
55006,8445291133587,220.0,Sical,"Café Moído Torra Portuguesa Int 12, emb. 220 gr",,3.84,17.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/33C2F971BBBFBDD73942F328C3D0A932.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
55152,7613287476678,360.0,Nestlé,"Cereais Cini Minis Churros, emb. 360 gr",,2.98,8.28,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CBEDD40074405283D3C973E755D6C037.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EA905017612AD1875B8671C65C8AD9E8.jpg,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
55169,5606293053638,200.0,Vitacress,Vitacress salada a nossa camponesa 8x205g,,1.59,7.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DCBE8FE85DEF3FB95DAC0D70C1B1FB3D.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
55182,5601066401142,200.0,Nacional,"Bolachas Marinheiras Natural, emb. 200 gr",,1.84,9.2,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A99D57BCA6A554AAF01B52401CB35F07.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
55188,8711327618428,825.0,Carte d'or,"Gelado Baunilha Pecan Les Desserts, 825ml",,3.59,4.35,825,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/08571CB2AC6E14D50DDB3E1CA2FA4D66.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
55270,5900852068447,100.0,Blédina,"Saqueta de Fruta Maçã, Banana e Groselha Negra, 100g",,0.98,9.8,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C9387EE8DDC367FF9FEE61DB641CE910.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
56197,5604260330881,289.0,PorSi,Molho para Hambúrguer Top Down 289g,,1.59,5.5,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6D2354E4D1956AB9CC644B90817E399C.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
56419,5604260336234,750.0,Selecção de Enófilos,"Vinho Rosé DOC Alentejo 0,75l",,3.39,4.52,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/60F8AC3B1AE181BB02EF584D41A48D4C.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,0.8475,17,10,,,
56457,5604260334469,200.0,PorSi,Chouriço Vinho Beiras 200g,,2.29,11.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ED3C37F459230F119F42D98F7A0A1F02.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
57001,5604260332816,200.0,Labell Men,Desodorizante Tonic 200ml,,1.39,6.95,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/21386DF78E12D87CAFA2B7E56F4EE65A.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,10,,,
