identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,images_5,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise,nro_paginas,page,images_6,avantages_dateFin,avantages_categorie
25077,5601096360310,750.0,Casal Garcia,"Sangria branca, garrafa de 750 ml",,3.29,4.39,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/35C1199A31E9E23CD1FA5462DC041801.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
25187,8001090371980,,Evax,Pensos higiénicos liberty noite abas,Embalagem com 9 un.,2.79,2.79,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A7B851A6C9585B69A4599E34A676A85B.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
25750,7613034596437,3000.0,Friskies,Ração para cão mini menu com vaca,Embalagem de 3 kg,8.44,2.81,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2296B11775F67113EEF61FB151567C52.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
26524,5606710533125,750.0,Carm,"Vinho tinto douro, garrafa de 0.75 l",,7.79,10.39,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A9CD625A03781F78FB8CB39645855272.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,1.9475,17,9,,,
28330,5604260281381,850.0,Porsi Programa Origens,Legumes para Creme de Curgete e Brócolo 850 G,,1.99,2.34,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EC6056960A8DD43CC7435EC511BD79B9.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
29313,8710552260594,500.0,Calgon,"Anticalcário paramáquina roupa em pó, embalagem de 500g",,6.99,13.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3E718FA9AB627D41193B01D91DE49D1F.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
30712,5000116124152,800.0,Iglo,"Ervilhas primavera, embalagem de 800g",,4.69,5.86,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CA98AA2D7349A9F54B21FC2B5D9F9E1D.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
31512,8434165446519,798.0,Cuétara,"Bolacha maria oro +33% grátis, 3x200 g",,2.94,3.68,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AF935CEDC0389E642CFF1BE75D348B94.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
33221,3228021000145,125.0,Président,"Queijo creme de camembert, embalagem de 125g",,2.29,18.32,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3781A182FB48CA312AA5E3F2C0F5576E.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
35884,7613036886536,400.0,Yogolino,Yogolino morango banana 0% açúcares adicionados 4x100g,Embalagem de 400g,1.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7807C1DC6FDB66074A291996AEB79A89.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
35997,5603522986422,750.0,Assobio,"Vinho rosé regional do douro, garrafa de 0.75 l",,5.99,7.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/279A94EA54A1F1AF2AEA01DB7A54E9B1.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,1.4975,17,9,,,
36586,3574660240030,,O.B.,Tampões ProComfort Normal,1 Embalagem c/32 unidades,4.19,4.19,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/415C4417CFD5EA986A9EA57263D43052.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
37940,8410022000032,300.0,Donuts,"Donuts Classic, emb. 300 gr (6 un)",Embalagem com 300 g,2.99,9.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F33CA3A1224AD6292989C1F74EF04A8C.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
38555,5601019012807,500.0,Guloso,"Polpa de tomate com manjericão e oregãos, 500 g",,1.49,2.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DD3F790AD3540766E8551E7402E008AE.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
40834,8718951333390,1000.0,Ajax,"Lava tudo boost vinagre, 1 l",,1.99,1.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA079AF8B407E3DB4BE3429621BC2D32.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
41123,5604260306626,200.0,PorSi,Chouriço Extra do Ribatejo 200g,,3.49,17.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/01DB621C2B50DE6C1FABB308958A4B9C.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
41819,5601082047737,,Delta Q,Café XL Deqafeinatus intensidade 1,40 cápsulas,15.99,15.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7C9048D70006F117EC54BB13DF259BB8.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
4315,3600540542861,400.0,Garnier,Champô Ultra Suave de abacate & karité,Embalagem de 400 ml,3.59,8.98,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5D548857F0BA2FC243E68F54B6437483.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
4322,3600540623911,50.0,Narta,"Desodorizante Roll'On Invisivel, 50 ml",,2.69,53.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7B358F90E8AB938D60B2A3E4BFA91BD4.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
44741,7613287093233,330.0,Nestlé,"Achocolatado intenso 40% cacau, embalagem de 330g",,5.99,18.15,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6ABD0AF4397116A85051453F7C6CB96D.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
45361,3041091718006,380.0,Blédina,"Frutapura 100% ameixa/ maçã, embalagem de 4x95g",,2.14,5.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D52EE33E0E6F77654F1F740DFDCA062C.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
45362,3041091718020,380.0,Blédina,"Frutapura maçã e pera, embalagem de 4 x 95g",,2.14,5.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B7F4106EFF27F3EE9B88FB6BF516905C.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
46885,5054563087195,75.0,Aquafresh,Dentifríco splash morango,Embalagem de 75 ml,2.59,34.53,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/985DB91A7EDE55C6A3C98F1B8981BB9B.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
47062,5900852054846,85.0,Blédina,"Frutapura pouch frutos variados, embalagem de 85g",,0.65,7.65,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F3964AC394D2C194C63A1CF8AF7341F0.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
4734,5000204678840,100.0,Pato,"Bloco Autoclismo Matic Água Azul, emb. 2 un",Embalagem de 2x50 g,2.49,24.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FFF052ED8D335191AD778149C1D6A51C.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
48069,5604260319862,,PorSi,Fralda Incontinência Super L - 20 Unidades Dispositivo Médico,,9.99,9.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/628DD48C6639BAE1BC5F4C4605A0E9DD.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
48912,5604260320738,,PorSi,Pensos Diários Flexível - 30 Unidades,,1.24,1.24,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/02DA833588073BDC561C23CFA4731F20.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C708E86324811EC4E28BFC0CD3C11BA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C708E86324811EC4E28BFC0CD3C11BA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C708E86324811EC4E28BFC0CD3C11BA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C708E86324811EC4E28BFC0CD3C11BA.jpg,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
49342,5601164905580,330.0,Super Bock,"Cerveja sem Álcool 0,0%, lata 33 cl",,0.79,2.39,330,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C6C62EA5ABDC89C1AA064881B4891845.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
49362,8410104898342,,Air Wick,"Recarga ambientador elétrico vanilla, 19 ml",,3.59,3.59,1,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E096C33C031D414CC8D723E9334FC8F.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
50489,8414100339007,200.0,Schweppes,"Água Tónica Original, emb. 20 cl",,0.89,4.45,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CE9B4218E839EFD8ADFE8BC027EADCD9.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
50650,7613037931136,,Nescafé,"Dolce gusto café espresso, 16 cápsulas",,5.89,5.89,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/19F9709402D4C6E77478C8E2C8BD6986.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
5134,5601077101048,750.0,Velhotes,"Vinho do porto ruby, garrafa de 0,75 l",,5.49,7.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4D11BFCA64657F3FE1BA06C9B011E07A.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,1.3725,17,9,,,
51387,8410104913779,224.0,Air Wick,"Ambientador recarga active fresh lavanda e lírio, 224 ml",,5.99,26.74,224,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/76765BD2400C8838C8377F3EC0871886.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
51560,5601174792002,750.0,João Pires,"Vinho rosé península de setúbal, garrafa de 0.75 l",,3.69,4.92,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5C884C754161C78D04BEEB9A8611ACBF.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,0.9225,17,9,,,
52302,3600542512428,400.0,Garnier,Champô Ultra Suave Carvão,Embalagem de 400ml,3.59,8.98,400,L,€/L,,Produtos Bio,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C53BE5FF3815607BB10E6D7A8D669C09.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
52528,5604260330942,750.0,Selecção de Enófilos,Vinho Tinto do Douro Touriga-Nacional,Garrafa de 0.75 litros,3.99,5.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29F9A33D63ECB561DFD106794543885E.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,0.9975,17,9,,,
52780,8711327621015,825.0,Carte DOr,"Gelado stracciatella, 825 ml",,3.59,4.35,825,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9077E20C19CAF03342D46F370AD9A5BA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/96ACD079643DD28D2A3D30A5732CD591.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/96ACD079643DD28D2A3D30A5732CD591.jpg,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
52871,5601989007025,750.0,Monte Velho,"Vinho tinto regional do alentejo reserva, garrafa de 750 ml",,6.99,9.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/17F975A395A848E60D0ECB0C1B0EB84E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E69C498D956B4886BF37A7F7438EBDE2.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E69C498D956B4886BF37A7F7438EBDE2.jpg,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,1.7475,17,9,,,
52900,5601217138088,720.0,Quanto,"Intensificador perfume líquido lavanda 36d, 720ml",,3.49,4.85,720,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DDFE09EA7BECC3C23C7C284449FD5594.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CAC5CEAACB3DCE6D8F3FF5B4761BDD42.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CAC5CEAACB3DCE6D8F3FF5B4761BDD42.jpg,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
53053,5900852054891,100.0,Blédina,"Saqueta fruta patrulha pata marshall maçã, banana e morango, 100g",,0.88,8.8,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/597A894860CCF2C8B403C6B64D413DDF.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
53111,8719200265363,225.0,Becel,"Creme vegetal sabor a manteiga, 225g",,2.24,9.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/71ED12B72ED539E4329172F183CC7125.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA519325BFCA20987555199B2C1C344E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA519325BFCA20987555199B2C1C344E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA519325BFCA20987555199B2C1C344E.jpg,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
53633,3600551133195,50.0,Narta,Desodorizante Roll On Biotic Sensível,Embalagem de 50ml,2.79,55.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7CE370B00E4EAD1C6F36DF4186DB8914.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/027D18E2E70AE5E18E54E723C698A1D0.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/027D18E2E70AE5E18E54E723C698A1D0.jpg,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
5409,5601286260086,500.0,Milaneza,"Massa margaridas com vegetais, embalagem de 500g",,1.26,2.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/585A4E54587A0A1ADF9FAC41341EB86D.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
54234,8410104882679,38.0,Air Wick,"Ambientador Eléctrico Delícias de Verão Recarga, 2x19ml",,5.49,144.47,38,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B556ED2219FA1FF0B6987F8333E98AD5.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C8DDA33289997E47DBFE45FC9DFA0415.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C8DDA33289997E47DBFE45FC9DFA0415.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C8DDA33289997E47DBFE45FC9DFA0415.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C8DDA33289997E47DBFE45FC9DFA0415.jpg,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
54482,8700216266079,330.0,H&S,"Champô Homem Anticaspa Antiqueda, 330ml",,4.94,14.97,330,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B1420827EBC3BDE04661DEF9D75824F1.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
54605,8720181468377,720.0,Dove,"Gel de banho fruity nourish, 720ml",,4.49,6.24,720,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FFA7012232765CFD968E176F1C94593A.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
54648,5000204356717,,Glade,"Ambientador Vela Mel e Chocolate, 1un.",,2.49,2.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6E4CF6C6B89DBD47B6210E79947E9D76.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
54767,8711327621275,825.0,Carte DOr,"Gelado morango merengue, 825ml",,3.59,4.35,825,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F8C9773CEAC2491495000A8FC9EB4E4A.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
54768,8711327618350,825.0,Carte DOr,"Gelado solero, 825 ml",,3.59,4.35,825,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/037FA5F0943D903D3343AB8B76CCCB74.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
54769,5601151964804,300.0,Compal,"Nectar clássico pêssego, 0.30l",,0.67,2.23,300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/54AB1A7EE7A508543CB8FB777979C35F.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
54773,5601151964835,300.0,Compal,"Nectar clássico manga magdalena, 0.30l",,0.67,2.23,300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/31C2CC6ECE3BD352F5F3884DDEA3DE5F.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
54811,8445290486998,250.0,Nestum,"Nestum chocolate zero +3a, 250 g",,2.24,8.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E9CB9399D91E93DDB7A434FFF18ECCD1.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
54840,8720181536991,,Skip,"Detergente Máquina Roupa Líquido Ciclos Curtos Antiodor Express, 54D",,10.99,10.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C47A35D3E1DEDAD7D0B82ED95D5A0CA8.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
55113,8410500030650,600.0,Danone,"Iogurte Líquido Defesa Laranja e Multifrutas Tripla Ação, 6 x 100g",,3.29,5.48,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5762F1DEEFA584C3F413E0A8C1F308F1.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
55245,8719200021242,500.0,Becel,"Creme Culinário Líquido, 500ml",,2.99,5.98,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/478344CAF06A9054474A177948CC3583.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
554,3250390001492,750.0,Paquito,Xarope de limão sem corantes,Garrafa de 750 ml,3.99,5.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8D74200616E1351BE71DD9FC6B724253.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
55699,3800020491539,99.0,Kit Kat,"Tablete de Chocolate de Leite, Bolacha e Caramelo Salgado, emb. 99 gr",,1.99,20.1,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D7D28D2E44B1740E53CE0DAF9DC20AAD.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
56222,5604260330911,200.0,PorSi,Molho Teriyaki 200ml,,1.29,6.45,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/575AD06EA1DC40B1A6B84D2A7A9A01B9.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
56282,5604260333486,5.0,PorSi,Areia para Gato Aglomerante Branco com Carvao 5l,,3.99,798.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C81A7D5480D383D5B2C6A9B7F72B085B.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
56460,5604260334490,200.0,PorSi,Farinheira Beiras 200g,,1.39,6.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/52C12E03029F51C77665D33CD300A905.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
6277,8410001103754,,Scotch Brite,"Pano Amarelo Multiusos, emb. 1 un.",,0.94,0.94,1,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4EDC51C03E14CCEABAB0D6C2E4C33CFE.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
7183,3010470158047,400.0,Friskies,"Ração para gato júnior com frango, cenoura e leite, embalagem de 400g",,1.84,4.6,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5EB55CAEAEB09F334DD92530FAC2FED3.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
7332,3228024020126,125.0,Président,"Queijo creme de cabra, 125 g",,2.29,18.32,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C23B51BEBFC7E1A51D69CE4FAC6BBEE.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
8707,5601192103200,1000.0,Agros,"Leite com chocolate, embalagem de 1litro",,1.79,1.79,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C035E931FBB84D75593DF87CB5697E38.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
8915,5601356013925,750.0,Porta da Ravessa,"Vinho doc alentejo reseva branco, garrafa de 0.75 l",,2.99,3.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8478972294EEC86F064EE4AEEBCCC25F.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,0.7475,17,9,,,
9011,5601531101102,750.0,DeuLaDeu,"Vinho verde alvarinho branco, garrafa de 0.75 l",,5.89,7.85,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29419276F39104E7019A388F089BFE75.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,1.4725,17,9,,,
9206,5602527031885,180.0,Palhais,"Queijo chevre, 180g",,2.99,16.61,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/04EAC753463FC2D0D6F864521CA5EF8D.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
11633,5601174190006,750.0,Periquita,"Periquita Península de Setúbal Vinho Branco, garrafa 75 cl",,3.69,4.92,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7F698CDCE756F256CBB293491AD7CEE7.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,0.9225,17,9,,,
11985,5603802400198,750.0,Fiuza,"Vinho regional tejo 3 castas branco, garrafa de 750 ml",,2.99,3.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/07E915320733FD2784D45AC94F75CC02.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,0.7475,17,9,,,
1332,5601165006279,258.0,Calvé,Molho de whisky cocktail 250 ml,,1.94,7.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C7155C8CF8BA05234BDEE31CA7C70EBB.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6A3EC69CF4C27CD9078CE26776992F21.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6A3EC69CF4C27CD9078CE26776992F21.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6A3EC69CF4C27CD9078CE26776992F21.jpg,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
13519,2893511000000,400.0,Peixaria,Pescada de África do Sul,"Vendido ao peso, 1 unidade = 400 a 600 g aprox.",2.32,5.79,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/73BA8FE30737C4366742645B34D2D47C.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
14524,5606293010150,100.0,Vitacress,"Salada mesclum, embalagem de 100 g",,1.59,15.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/437D701C53376E62CC9172CCFAEF8B9E.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,9,,,
