identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,images_0,images_1,images_2,images_3,images_4,images_5,pictogrammes_libelleCategorie,avantages_dateFin,avantages_categorie,nro_paginas,page,images_6,pictogrammes_0
43011,5604260307210,300.0,PorSi,Comida húmida para cão de peru,Embalagem de 300 g,0.75,2.5,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0A4DC002663775585CA403A7A4E290B2.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A5C82BE522F15BBA14EEE2D9C8DA8265.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A5C82BE522F15BBA14EEE2D9C8DA8265.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A5C82BE522F15BBA14EEE2D9C8DA8265.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A5C82BE522F15BBA14EEE2D9C8DA8265.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A5C82BE522F15BBA14EEE2D9C8DA8265.jpg,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
43012,5604260307197,300.0,PorSi,Comida húmida para cão de frango,Embalagem de 300 g,0.75,2.5,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E18D56D7EBECE5FA4FFC211D3EDBE796.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3FD0F0D9955E6135023C13E6B1D173A7.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3FD0F0D9955E6135023C13E6B1D173A7.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3FD0F0D9955E6135023C13E6B1D173A7.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3FD0F0D9955E6135023C13E6B1D173A7.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3FD0F0D9955E6135023C13E6B1D173A7.jpg,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
477,3010470159051,2000.0,Friskies,"Ração para gato adulto com coelho, frango e legumes",Embalagem de 2kg,6.74,3.37,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2B3FF876EA273999E91E87B3A45EA82A.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
5143,5601096201309,750.0,Casal Garcia,Vinho verde branco,Garrafa de 0.75 l,3.29,4.39,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/056BD080A2D98C87EBA807C039694917.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
5246,5601151540886,600.0,Compal,Néctar pera,pack 3 x 200 ml,1.27,2.12,600,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE872862C33D3E4FE94573CE8DDC4957.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
52880,8719200267794,450.0,Becel,"Creme Vegetal de Barrar com Sabor a Manteiga, 450g",,2.99,6.64,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/287D301C66C180312FAA8A3BAE7EA710.jpg,,,,,,1000 Artigos,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
54320,8718951559721,100.0,Colgate,"Pasta De Dentes Maximum Caries Protection, 100ml",,1.95,19.5,100,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3307B8514AC5F0DDBC9E6D628C947BDB.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3694932EDFE660C6F958943C13CEE297.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3694932EDFE660C6F958943C13CEE297.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
5845,5604260129027,500.0,PorSi,"Detergente manual de loiça, maçã",Embalagem de 500 ml,1.59,3.18,500,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA3C8FC31B47D9DC966718AF0B1180EB.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
7293,3141360050001,750.0,Calgon,"Anti-calcário para máquina de roupa, em gel",Garrafa de 750 ml,6.99,9.32,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CBAA20E2D0B47492F063F2C7CE6B7F2D.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
8384,5601049133992,1000.0,Mimosa,Leite uht magro,Embalagem de 1 litro,0.89,0.89,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F5320FAD88ED459A5E33FEB47EAEF410.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8C350978140C257D0AAD7365CD133F0C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B9BED9F397071733FB4D36CBE39ECDBA.jpg,,,,1000 Artigos,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
861,5010394996587,500.0,Pedigree,Guloseima para cão markies,Embalagem de 500g,3.59,7.18,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2E51376683F2E119D24E279A86CC3F4B.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
8933,5601377339080,750.0,Monsaraz,Vinho Tinto DOC Alentejo,"Garrafa de 0,75 l",2.89,3.85,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/91D66AE5F752617A4B7436C49147FA1C.jpg,,,,,,1000 Artigos,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
9238,5603016000443,750.0,Adega de Pegões,Vinho rosé península de setúbal,Garrafa de 750 ml,1.59,2.12,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/67EA33F6043EE7B3EC5A6D721A58D1E2.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
9292,5603722493812,250.0,Matinal,Manteiga Magra,Embalagem de 250g,2.29,9.16,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0EFE8F0BAC9D546B0137E2AAE6CB19F.jpg,,,,,,1000 Artigos,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
9293,5603722493942,250.0,Primor,Manteiga pasteurizada com sal cuvet,Embalagem de 250g,1.99,7.96,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5B98CBCDF9DE77B1D84C2C6375C3439D.jpg,,,,,,1000 Artigos,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
9315,5603722509544,1000.0,Mimosa,Leite 0% lactose magro,Garrafa de 1 l,1.14,1.14,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F5A14B3D114F4F7D42484C8D1602E358.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC5219EC1E15E09529E323B7D196FADA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC48BFFA4281D8016E9FB40168ED4485.jpg,,,,1000 Artigos,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
10056,8410036800468,750.0,Freixenet,"Espumante cava bruto, reserva",Garrafa de 750 ml,7.99,10.65,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/71005F461E53AA0E268F973931CDE2DB.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
11586,5601151540831,600.0,Compal,Néctar ananás,pack 3 x 200 ml,1.27,2.12,600,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6D47E6CD245414D7953A6AAE5F068DC0.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
11587,5601151540879,600.0,Compal,"Néctar de alperce, tetra",pack 3 x 200 ml,1.27,2.12,600,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/54658B658495D156796BF49EA2330BA5.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
11588,5601151540909,600.0,Compal,Néctar pêssego,Pack 3 x 200 ml,1.27,2.12,600,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8E9F7F7C9C6F6F0F209D5A59713C2C1B.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
11650,5601192201104,200.0,Agros,Nata Uht,Garrafa de 200 ml,0.82,4.1,200,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B340CBB8695D3B73B1AFCD0D35CD883.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
11925,5603089002221,200.0,Parmalat,Nata uht para culinária,Embalagem de 200 ml,0.89,4.45,200,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/39B2978C231528EFFB97F8BADC2C7332.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
11974,5603722508752,200.0,Castelões,Queijo em fatias original,Embalagem de 200g,2.09,10.45,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9FEB09D8F116F09205434B0A49717030.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,
11982,5603802400020,750.0,Fiuza,Vinho branco tejo sauvignon,Garrafa de 750 ml,4.99,6.65,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/797D96AF75B4BD4EF0B0B0A63B1AB06E.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
1279,5601151123362,1000.0,Bongo,Néctar de 8 frutos,Garrafa de 1 l,1.09,1.09,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A385521CD93D23B64326FFF286275FD6.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
12892,2892508000000,400.0,Legumes,Beringela,1 un=400 gr (aprox.),0.8,1.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FB5F3B306A4564F795D1797261204613.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
12943,2892087000000,1500.0,Fruta,Mamão,"1 un = 1,5 kg (aprox.)",5.54,3.69,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7BEA239E9FBE1F40B72B7D640F731AC1.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
13095,2893071000000,100.0,Peixaria,Carapau Pequeno,1 un = 100 g (aprox.),0.3,2.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A6FA4A5C89011F3F27A60AD959FD9913.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
13133,2893114000000,500.0,Peixaria,Faneca,"Vendido ao peso, 1 un = 500 g (aprox.)",2.0,3.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B3B2873A2D7B6182C4A2F2B5F7F12F0A.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
13541,2893533000000,250.0,Congelado de Aquicultura,Camarão Congelado 60/80,1 un = 250 gr  (aprox.),1.75,6.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29A2DFA509FFDAFCD18E7F308BD753B4.jpg,,,,,,Avantages !,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
13839,2891006000000,800.0,Novilho,Bife da Pá,Vendido ao peso a partir de 800 g,7.19,8.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CFA6C3958119482911BB8DE0A0199C98.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
13861,2691127000000,,Aves,Codornizes,1 un. = 150 g (aprox.),1.09,1.09,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/49A0BEA3AB28A38ED8B2B84EBCB7B813.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
13894,2891044000000,1000.0,Porco,Entremeada sem Entrecosto,Vendido ao peso a partir de 1 kg,4.88,4.88,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C03EF63C56AFB4E4EA78E134436BF30C.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
1437,5601260046101,1000.0,Saludães,Arroz Carolino,Embalagem de 1 kg,1.39,1.39,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1AF2CC85F100279586424D4415352EF6.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
14437,5411188110835,1000.0,Alpro,Bebida Vegetal Amêndoa,Embalagem de 1 litro,1.99,1.99,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6B753F65EC27A078C0F05C1BE13557F2.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
14722,8410063045917,800.0,Pescanova,Camarão vannamei 24/40,Embalagem de 800g,9.99,12.49,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/815643BC9E764D97D66191EFE1146B1B.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
15013,2892586000000,1000.0,Programa Origens,Couve Roxa,1 un = 1 kg (aprox.),0.89,0.89,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C15FB4AA650D08814701170E90E9EDB6.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
15561,5601146703418,4950.0,Sagres,Cerveja c/ álcool,pack 15 x 0.33 l,11.95,2.41,4950,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/20D6EA913780BD86D64E5DE3BCD42749.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
15808,5000116110001,300.0,Iglo,Lasanha bolonhesa,Embalagem de 300g,2.99,9.97,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/306F2CBAEED8270D4F8C890515324AE7.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
15886,5601027003859,210.0,Manhãzitos,Manhãzitos original,Embalagem 6x2 unidades,2.29,10.9,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/71329DB5D34C05CB20373BAE1032B91A.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
1604,5601560111196,350.0,Diatosta,Mini tostas de trigo,Embalagem de 350 g,2.14,6.11,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E51BEDC3B21AC22814E793489153A886.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
16693,5601066400916,120.0,Nacional,Bolacha chocomax mini,Embalagem de 120 g,1.04,8.67,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/369CF09991D63A6D8505CD9C805BD57F.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
1709,5604055111060,6000.0,Fastio,"Água mineral sem gás, garrafão de 6L",,1.69,0.28,6000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6DC4524795A66E05CC84F206F41E7F8C.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
17189,5603344531107,110.0,General,"Atum em posta, em azeite",Embalagem de 110g,1.49,13.55,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/23F9119BF17F96B8DBD56B1983340EF6.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
17893,5601082039817,220.0,Delta Q,Café xl qharacter cápsulas,40 Cápsulas,14.99,68.14,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AE88A9B98D43407F51BB06087F668DC5.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
17900,8001480023277,700.0,Neoblanc,"Lixívia Spray Mousse Flor, 700ml",,1.99,2.84,700,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA98D871A88B2DCD779EA51368257E43.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
18567,5604321012008,20.0,Cemporcento,Cha infusão verde,Embalagem com 10 saquetas,0.64,32.0,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/123A502329D707A56CFAA88ED2492C5A.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
18618,5601027004870,210.0,Manhãzitos,Manhãzitos -50% açúcares,Embalagem 6x2 unidades,2.29,10.9,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C536B78EEF5079E4091AFA5999C1DFFB.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
18619,5014328054756,32.0,Tetley,Chá de frutos vermelhos,Embalagem de 30g,1.84,57.5,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C5BC5DEA999699289F39F909DAD82BA7.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
19009,8001900628051,750.0,Cavicchiol,Lambrusco branco,Garrafa de 750 ml,3.49,4.65,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8C39CCB09DDB664C487EBA826981DD79.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
20031,5602947000058,750.0,Quinta da Pacheca,Vinho branco doc douro,Garrafa de 750 ml,5.49,7.32,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BF4562BC60F0B3B22AC72FF5E3B14F02.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
20032,5602947000010,750.0,Quinta da Pacheca,Vinho tinto doc douro,Garrafa de 750 ml,5.49,7.32,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/595081D749AF5B554E631E38F5E97F6B.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
20203,5604098001038,750.0,Tapada do Barão,Vinho branco regional alentejano,Garrafa de 0.75 l,2.99,3.99,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3CDC4E39AC7D1EB7003758BB27EAF83A.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
20870,5600390418055,750.0,Castelo dos Mouros,Vinho regional alentejano branco,Garrafa de 750 ml,2.59,3.45,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E07B9EF91A831E1DEF613EDFD3BC8E82.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
20912,5601096227309,750.0,Aveleda,Vinho verde branco loureiro/alvarinho,Garrafa de 0.75 l,3.89,5.19,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/707ED1BFA4B2D0E5997500FE1B1FF531.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
20967,5601027002593,175.0,Manhãzitos,5 manhãzitos choco chips,Embalagem de 175 g,2.24,12.8,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0AAF2F344E6BB2E2CE72DDB89E9BE7D6.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
21417,8410136003486,400.0,Pedigree,"Alimento húmido para cão, galinha e cordeiro",Embalagem de 400g,2.45,6.13,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3591685DF3CE8F70C5DF9853F3C50774.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
22395,8712100745614,412.0,Hellmann's,Mionese top down,Embalagem de 410g,3.14,7.62,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C642A36EEC291CE47645FCCBF50ED41C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8441A970BF19CB238C08CCCD9712CAB2.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8441A970BF19CB238C08CCCD9712CAB2.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
2292,5604260270323,500.0,PorSi,Paloco desfiado,Embalagem de 500 g,3.89,7.78,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7B2EC034E43AFCAD1946C70C06A0AD5F.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
22953,8411660670236,750.0,Sanytol,Desinfetante Multiusos,Embalagem de 750 ml,2.49,3.32,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4F59BDA8C1BC8BFF3ED00CA4247713EC.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
23469,8410500020453,280.0,Danonino Danone,"Danonino para levar, polpa de morango,  4 x 70 g",,2.14,7.64,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BCB8B07B4A9632B9CA3C8436CD26979D.jpg,,,,,,1000 Artigos,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
2405,5608543000096,15.0,Tetley,Chá preto,Embalagem de 20g,0.74,49.33,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B40D664132094CEE9391DB8865EC11A2.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
24368,5601050033021,620.0,Danone,"Iogurte líquido corpos danone,  4 x 155 g",,1.89,3.05,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5B929BA979DAF1031F335D50613B8384.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
24410,8710908859502,750.0,Cif,Spray power&shine multiusos c/ lixívia,Garrafa de 750 ml,2.69,3.59,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BC1FC8E39B43E72D32F4657C6D001534.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
24411,8410436297752,1300.0,Sonasol,"Lava tudo rosas e jasmim, 1,3l",,2.09,1.61,1300,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/46E3798C4C5509E4EFB8DA2E52D80035.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
24414,8410436297691,1300.0,Sonasol,"Lava tudo camomila e flor de laranjeira, 1,3l",,2.09,1.61,1300,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3B18B6CCDC35A0C75589B9509520BFD6.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
24415,8410436299961,1300.0,Sonasol,"Lava tudo lavanda, 1,3l",,2.09,1.61,1300,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4C901B46EE167F7ABAA5D085E91578A1.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
2445,5998749109113,270.0,Pedigree,Snack dentastix grande,Embalagem de 270 g,3.45,12.78,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/35241472DE7F17B0C520CB43E029E0A7.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
2458,7613031423583,625.0,Nestlé,Cereais nesquik,Embalagem de 625g,3.24,5.18,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3F494F3C149F2147A07872C278BEDBC9.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
25153,5000146400042,750.0,Harpic,Líquido wc duraguard pinho da montanha,Garrafa de 750 ml,1.99,2.65,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4436EFCC1EEADD9FE9996407752961F9.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
25187,8001090371980,,Evax,Pensos higiénicos liberty noite abas,Embalagem com 9 un.,2.79,2.79,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A6B2826A52D2ACC1159A56736009880F.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
25753,5602445001250,750.0,Encosta das Perdizes,Vinho Branco Regional Alentejano,"Garrafa de 0,75 l",2.69,3.59,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/83332249E615CCF8F99CA015A8A324A5.jpg,,,,,,1000 Artigos,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
25861,5603722509759,800.0,Mimosa,Leite C/ Chocolate,Embalagem de 4 x 200 ml,1.49,1.86,800,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/754E59DFB7314FD42DB15B9A65008D5F.jpg,,,,,,1000 Artigos,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
26061,5601082041735,220.0,Delta,Café moagem universal angola,Embalagem de 220g,2.79,12.68,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1C642C260D3CFB58C5169AA62CAB8A78.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
26341,5601012011920,750.0,Papa Figos,Vinho doc douro branco,Garrafa de 750 ml,5.89,7.85,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/15253D5F0786CA5B0855DC3637BE99F1.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
