identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,images_0,images_1,images_2,images_3,images_4,images_5,pictogrammes_libelleCategorie,avantages_dateFin,avantages_categorie,nro_paginas,page,images_6,pictogrammes_0
49411,5601151969571,600.0,Compal,Sumo 100% Laranja Espremida,Pack 3 x 200 ml,1.43,2.38,600,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BE6107A246758DDB948F9247FE27347E.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,
49414,5601151969564,600.0,Compal,Sumo 100% Maçã,pack 3 x 200 ml,1.43,2.38,600,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CD31AD4E2832462B8D930F1F9879C4D7.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
49458,5603722505829,800.0,Mimosa,Leite c/ Chocolate Bem Especial 0% lactose,pack 4 x 200 ml,1.99,2.49,800,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/273382DABD831386C0BB65AE2C8E8009.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
49475,5601146570027,3750.0,Sagres,Cerveja Mini,pack 15 x 25 cl,7.49,2.0,3750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A9CDD69C05CD0571DDBA8FAB1D27E24.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
50377,8445290351357,,Nescafé,Dolce gusto sical espresso cafés,Embalagem de 16 unidades,4.99,4.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/59ABD0BE756D706CBAA91B3DBDD3A34A.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
50378,7613031300655,375.0,Nestlé,"Cereais Nestlé Multicheerios, 375g",,3.74,9.97,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/87E2BA7ABED7C61C576BDF94326B21C9.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
50389,8445290351401,,Nescafé,Cápsulas Café Sical Extra Creme Int. 7,Embalagem de 30 unidades,8.99,8.99,30,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D965C0B28E0B826E88C1C747AF626B8F.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
50392,5411188136552,1000.0,Alpro,Alpro not milk light,Garrafa de 1 l,1.99,1.99,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E78C97386006D71EB10E1A7A7AC43ECB.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
50455,5603722521836,1208.0,Mimosa,"Iogurte Líquido Aroma Frutos Vermelhos, 8 x 151 ml",,2.79,2.31,1208,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/59E0D473387DDCEB8299C04191FBB07E.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
51056,8006540614259,650.0,Fairy,Detergente líquido manual loiça ultra power,Embalagem de 650 ml,3.59,5.52,650,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CACB9D5403EEB234E1D0E6E86BEBB0A7.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
51113,8720181262784,500.0,Cif,"Limpa Casa Banho Spray Higiene c/ Lixívia, 500 ml",,1.99,3.98,500,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/269947C1E7ED82654B4A41635C3A67E7.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
51177,8410436440455,,Persil,Detergente máquina roupa sabão azul e branco,76 doses,9.99,9.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/405B529427643132DC974A0DC45DDCCF.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
51181,5601217137265,,Quanto,"Perfumador de Roupa Azul, 36 doses",,2.99,2.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D220904A5CC7339C1FC4FDBF74A24C1B.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
5119,5601066200073,1000.0,Nacional,Farinha p/ bolos extra fina,Embalagem de 1 kg,1.04,1.04,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0B9B49E51908C76AC70076ED3709B8D2.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
5145,5601096328303,750.0,Casal Garcia,Vinho verde rosé,Garrafa de 0.75 l,3.29,4.39,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/20A894B5576B761A4D61341AC01C602C.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
5158,5601109211127,750.0,Porca de Murça,Vinho tinto douro,Garrafa de 750 ml,3.69,4.92,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/30B67AC8E69DE198F7491E5F5BEA03A8.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
52221,8720181370427,,Surf,Detergente Máquina de Roupa Coco,45 cápsulas,8.99,8.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B89060F66F34B8E1C79FE5068E94C801.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
52296,3023290072097,160.0,Lindahls,"Iogurte Sólido Proteico Stracciatella,  160 g",,0.98,6.13,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1D58D41F174566840E8A77CBA42EC7F1.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
52337,8720181392955,,Comfort,Amaciador Roupa Concentrado Creations Flor de Lótus e Lima,76 Doses,3.99,3.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/18DD584DA1A39A596C301D171EB7721A.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
52338,8720181392931,,Comfort,Amaciador Roupa Concentrado Creations Jasmim e Mirtilo,76 Doses,3.99,3.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DED7323146382FF9F9D6D0F2196F9D63.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
52357,5604260329946,820.0,PorSi,"Pão de Forma para Torradas, 820g",,1.59,1.94,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F766A2DCE875CF25DC4CA1EAA7B861E9.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
52897,8720181392917,1332.0,Comfort,"Amaciador Concentrado Essência Pure, 74 Doses",,3.49,2.62,1332,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C81AB307354BD851AD24288672BBAB9.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
52938,5601217137746,,Finish,"Detergente Loiça Máquina Power Regular, 60 unidades",,11.99,11.99,60,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E450243CCF850E82EF5ADC69AB281BA1.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
52944,8720181392900,1332.0,Comfort,"Amaciador Concentrado Essência Azul, 74 Doses",,3.49,2.62,1332,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E11C27145AD703889B20EE3212D34D08.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
53800,8410436435574,2250.0,Xtra,Detergente Máquina Roupa Líquido Gel Total Color,Embalagem de 50 Doses,7.99,3.55,2250,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E596594043A409630F2B3B70BA9B24B.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
54346,8435495843733,,Gama,"Detergente Roupa Máquina Líquido Cuidado Diário, 80D",,5.99,5.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/89F3701956C1BC588CE89678ABB30513.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
54361,8410104915186,,Finish,"Detergente Loiça Máquina Quantum Limão, 28 Pastilhas",,5.99,5.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1475A3F2DD398EC394FA4FC5F2649CB1.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
5818,5604260063765,1000.0,PorSi,Macedonia de legumes,Embalagem de 1 kg,1.89,1.89,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FB7C912619E696B4A0C61F64E6787D35.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
6059,5608527000524,750.0,Dom Campos,Vinho branco reg. p.set. 0.75l,Garrafa 0.75L,1.99,2.65,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/269BFA4392BD54B081D87E8DA7644186.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
6689,8435257022567,720.0,Longa vida,"Iogurte magro morango,  6 x 120 g",,2.29,3.18,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/116F7996F4B8C9E36A9C4D0EB83317F7.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
7231,3059941005008,750.0,Harpic,Gel wc tripla ação c/ lixívia,Garrafa de 750 ml,1.99,2.65,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4F4DC0D04FEFE2E1C1396B2DF4E1E13C.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
7244,3073781050196,140.0,A Vaca Que Ri,Queijo em palitos,Embalagem de 140g,1.99,14.21,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D85AB49CD10B93D1670A1C9148A74D22.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
8228,5600224301409,750.0,Duorum,Vinho tinto doc douro,Garrafa de 750 ml,3.79,5.05,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E44C74C4389AB08DA4FEFF480F94485E.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
8260,5600394180019,750.0,Herdade dos Grous,Vinho tinto regional alentejano,Garrafa de 750 ml,10.99,14.65,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C4511BA724098D17DB9EDFA78CFE28A2.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
8280,5601010111219,130.0,Ramirez,Sardinhas em óleo,Embalagem de 130g,1.04,8.0,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/708A96E75FA2DD9866B55D784B3683E8.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
8282,5601010111240,130.0,Ramirez,"Sardinhas em tomate, 130g",,1.04,8.0,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E87EA420F2FF9FBD18B61ADFB58F50EC.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
8500,5601109211110,750.0,Porca de Murça,Vinho branco douro,Garrafa de 750 ml,3.69,4.92,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/357A202AB590CC4A88C02B2D14AFB3ED.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
8794,5601237233220,750.0,JP,Vinho regional península de setúbal branco,Garrafa de 0.75 l,2.24,2.99,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/056F6DB9A532825718031B0227D04223.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
8800,5601244201922,200.0,Terra Nostra,"Queijo em fatias, -50% gordura",Embalagem de 200g,2.29,11.45,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/85D15B5E2887AAA1EC03C6E7ECAD1482.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
8802,5601244202363,400.0,Terra Nostra,Queijo em fatias,Embalagem de 400g,3.99,9.98,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B65A579FDF6F0A415C810CA406B71B6F.jpg,,,,,,1000 Artigos,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
9161,5602154002920,750.0,Adega de Borba,Vinho tinto alentejo,Garrafa de 0.75 l,8.99,11.99,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9D4E622CDEFB67E1BEC54DD1E1636255.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
9198,5602523161012,750.0,Mundus,Vinho regional lisboa tinto,"Garrafa de 0,75L",1.99,2.65,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B6C30FDDAF5CB6156793BD03082D5927.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
9250,5603089002214,200.0,Parmalat,Nata uht para bater,Embalagem de 200 ml,0.89,4.45,200,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/564E6DE7CBEC64036F1973402627DACC.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
939,5601001315107,200.0,Nestlé,Mistura solúvel tofina despertar,Embalagem de 200g,2.84,14.2,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5CE6D55625AEDC805A15D1C134965D0D.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
9560,5604260246663,750.0,Selecção de Enófilos,Vinho DOC Tejo Reserva Tinto,Garrafa de 0.75 l,3.29,4.39,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/71C061874915D997F9C4B520FE5A7166.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
974,5601024105051,3000.0,Fula,Óleo alimentar,Embalagem 3L,5.49,1.83,3000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E8988831656F5EAF04A94786E82867B7.jpg,,,,,,1000 Artigos,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
11464,5601018003400,1000.0,Matinal,Leite Seleccionado Meio Gordo,Embalagem de 1L,0.98,0.98,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2D40D4EB6EAF6BEF7329493925CCD97C.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
11961,5603722505607,1000.0,Mimosa,Leite s/ lactose meio gordo,Garrafa de 1 l,1.14,1.14,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B50AD06E1D69691E134268704FD849E5.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E57BFE09E8D859BDBE1705476BB9F1B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E1F70144AAFCC0EAEBFF05614177D009.jpg,,,,1000 Artigos,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
42154,5604260304707,340.0,PorSi,Fiambre da perna extra,Pack Poupança de 2 x 170 g,3.31,9.74,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/522CF7C8AF248AB65F1CD031BC66A250.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
5788,5604260033447,200.0,PorSi,Chouriço corrente,Embalagem de 200 g,1.35,6.75,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6D1F24C972CEA3CB10523A1E14CFE37E.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
49463,8445290250322,600.0,Nestum,Flocos Cereais Mel,Embalagem de 600g,3.79,6.32,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9F028579C623CFF4FC3FA9CCEB955938.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
980,5601024134488,750.0,Oliveira da Serra,Azeite virgem extra clássico,Embalagem de 750 ml,8.19,10.92,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/01EF39EFE8396CC9ACA95DC25E9D3412.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
13884,2891106000000,2000.0,PorSi Select,Frango do Campo Inteiro c/ Miúdos Programa Origens,Vendido ao peso,6.9,3.45,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6B6825838652E244237081C091CB1D51.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
14858,2696002000000,250.0,PorSi,Baguete,250 g,0.44,1.76,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8311AC325D7D7C5FB5753C9B337353B0.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
11524,5601051420028,250.0,Primor,Manteiga sem sal,Embalagem de 250g,1.97,7.88,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2FFA6A89B700950590104B0F7BA500E.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
18301,5604260278503,1280.0,PorSi,"Iogurte líquido morango,  8x160 ml",,2.59,2.02,1280,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/82F4DF29967771E32A0D2A5BD395A808.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
20918,5000116110964,840.0,Capitão Iglo,30 douradinhos,Embalagem de 840g,13.59,16.18,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AEDD14052902A045272594F0C20ABD33.jpg,,,,,,Tipo de stockagem,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
29738,8410436324533,1300.0,Sonasol,"Lava Tudo Flores Montanha, 1.3 l",,2.09,1.61,1300,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/619CC29EDCFB8BA35BEA4FA4EA1CE5DD.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
2059,5604260303861,500.0,PorSi,Polpa de cebola e alho,Embalagem de 500 g,1.49,2.98,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/41444F01158BD1D91B444EE63E3C35F0.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
51403,5604260325689,1000.0,PorSi,"Vinagre de limpeza, 1 litrp",,0.95,0.95,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D97716AE40F4384225AEA397971D7BFD.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
1189,5601119007987,250.0,Nobre,Salsichas de porco,Lata de 250g,1.67,6.68,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/098AB25EB23B66D623E253A97FD15BDF.jpg,,,,,,1000 Artigos,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
5096,5601050026429,300.0,Danonino Danone,"Queijinho danonino petitdino de morango/banana,  6 x 50 g",,1.49,4.97,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA8D1A9125B498992C62B9745CC5DD3D.jpg,,,,,,1000 Artigos,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
12519,8712100417054,416.0,Hellmann's,"Maionese, frasco",Embalagem de 420g,3.14,7.55,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/252D905CA391CC38A3FB504ED230564C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6731B805B2B4B445CCCFD0D614219E37.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6731B805B2B4B445CCCFD0D614219E37.jpg,,,,1000 Artigos,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
20221,8410500020071,480.0,Danone,"Iogurte activia aveia nozes,  4 x 120 g",,1.99,4.15,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E3646F8812C5353023D3951FE268028D.jpg,,,,,,1000 Artigos,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
9184,5602348062754,70.0,Damatta,Presunto sabor português fatiado,Embalagem de 70 g,2.29,32.71,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0A14ED361A0023E1AFBFC3FC3C5833B1.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
49763,5601050037579,460.0,Danone,"Iogurte Activia Fibras Aveia & Frutos Secos, 4 x 120g",,1.99,4.33,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D3105D0A7021B60785802EF13F61AE8F.jpg,,,,,,1000 Artigos,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
40741,5604260302918,3000.0,PorSi,"Óleo de girassol, garrafa de 3 litros",,4.5,1.5,3000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F8F2282166953BFE9B7A3B071CD9B3CE.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
48551,7613287300393,209.0,Nescafé,Cápsulas Café Buondi Int. 8,Embalagem de 209g,8.99,43.01,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3C2972EF213A813C45BFB5F845259020.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
16022,5601146703609,5000.0,Sagres,Cerveja Mini,20 x 0.25 l,9.99,2.0,5000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FF51CCF9441973386AEED91491E4E439.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
17174,2891285000000,1000.0,Novilho,Costeletão,Vendido ao peso a partir de 1 kg,6.99,6.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3119B572BBCB66D5B0D8D4234718B722.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
13175,2893160000000,300.0,Marisco,Mexilhão Médio Fresco,Vendido ao peso,0.6,1.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F14ACE9787BE0CEBB197A6DF9EBBAB4B.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
15879,5601164902282,3000.0,Super Bock,Cerveja Mini,Pack 15 x 0.20 L,6.99,2.33,3000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B6A4FA8F12716114DD47B614825CAA6B.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
2466,7613032142599,500.0,Cerelac,Farinha láctea cerelac,Embalagem de 500g,4.79,9.58,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FAE48F9FC8C51C77AD6C82F23613A30C.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
5272,5601164902312,4800.0,Super Bock,Cerveja Mini,pack 24 x 0.20 l ,9.99,2.08,4800,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2912E3195E8AA342B174CBFEDFDDDFEF.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C2C2858ADC421F33AF17C6115D108100.jpg,,,,,1000 Artigos,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
5844,5604260129010,500.0,PorSi,"Detergente manual de loiça, ultra limão",Embalagem de 500 ml,1.29,2.58,500,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F5812DB73A356DF41E76F00AC1B3D632.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
9294,5603722494215,1000.0,Mimosa,Leite Especial Crescimento 1-3 Anos,Garrafa de 1 l,1.49,1.49,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E8EAAB44B3166FE020B43F64B725D8EB.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B8D0BEE13E0FA7481A224732CB88CE29.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CF47B7EE63F34663DCC396F54F91507B.jpg,,,,1000 Artigos,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
10826,2895082000000,250.0,Ilha Azul,Queijo Curado,Vendido ao peso a partir de 250 gr,2.0,7.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3B62E6B6007870C37C76A52222AF902D.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
35542,7613036867405,210.0,Nescafé,Café em cápsulas dolce gusto ristreto intenso,Embalagem de 210g,9.99,47.57,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/267E125B7795F042AD3E2E89E4989A32.jpg,,,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
848,5000189974579,200.0,Kit Kat,Chocolate mini,Embalagem de 200g,3.38,16.9,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/33F684DC544CDCED4E93A337A33052D5.jpg,,,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,3,,
