identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,avantages_dateFin,avantages_categorie,nro_paginas,page
8500,5601109211110,750.0,Porca de Murça,Vinho branco douro,Garrafa de 750 ml,3.69,4.92,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3A37403A453BA89596AD6718ADA0F46A.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
8641,5601151983171,600.0,Compal,"Néctar vital de frutos vermelhos, pack 3 x 200 ml",,1.27,2.12,600,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8564D706D7239DFC63148360AB08E38F.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
12307,8004300029053,750.0,Maestri Cantinieri,Lambrusco bianco,Garrafa de 750 ml,1.99,2.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1D7434B347C301248CA250A7190031BB.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
15504,5601050031669,480.0,Danone,"Iogurte activia cremoso frutos silvestres,  4 x 120 g",,1.99,4.15,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/026F552D6926173F10573B7F8F21FD44.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
1552,5601517181104,250.0,Paladin,"Vinagre balsâmico, spray",Garrafa de 250 ml,1.35,5.4,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/45E1C27CE51B4948E7636A8A9A4FA5EF.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
16489,5900020023797,375.0,Nestlé,"Cereais corn flakes sem glúten, embalagem de 380g",,2.59,6.91,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1DE75AEB2E5016A7BEDE0D3818F3288A.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
19927,5601883000405,250.0,Nova Açores,"Manteiga com sal gourmet, embalagem de 250g",,2.19,8.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8E1DB54D6E0B16050436FE9127A94256.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
33659,3600542182492,400.0,Garnier,Condicionador Ultra Suave leite amêndoa,Embalagem de 400 ml,3.79,9.48,400,L,€/L,,Produtos Bio,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/625E5A89CCD83FB6D3422F6C9714A6B7.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
36806,8001090639011,300.0,Pantene,Champô 3 em 1 anti-caspa,Embalagem de 300 ml,3.94,13.13,300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/63F1C2B8DA28084708D48EB2853A6BE4.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
38312,8410104702663,,Finish,"Limpa máquinas de loiça limão, embalagem com 250 ml",,3.89,3.89,1,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/543AF0EA0E513D87A0B6AA970DE2490B.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
40673,5609060095695,80.0,Delta,Café solúvel creme,Embalagem de 80 g,3.09,38.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/935D15F1339990569144EB9273226D10.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
41341,8711327391475,270.0,Magnum,"Gelado salted caramel & glazed almonds, embalagem de 3 x 90 ml",,3.29,12.19,270,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B061834E1B04490C2C977A69794BF2B4.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
46652,3083681137996,600.0,Bonduelle,"Lentilhas, embalagem de 600g",,2.59,4.32,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/342160236AFF7A5B92155F0E89C8A9A0.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
46771,7613035027022,800.0,Purina One,"Ração para Cão Mini Júnior, 800 g",,4.79,5.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5D2865182EB2C38580C4839CF6539EB7.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
51181,5601217137265,720.0,Quanto,"Perfumador de roupa azul, 36 doses",,3.49,4.85,720,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/95E6BEEA038341803BF5F634198E2DF8.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
5158,5601109211127,750.0,Porca de Murça,Vinho tinto douro,Garrafa de 750 ml,3.69,4.92,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/587F8C4D255FC74322AC5F8AED00CD39.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
51625,8445290109613,800.0,Purina One,Ração seca para gato indoor peru,Embalagem de 800g,5.59,6.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3AEE8C01B23360874350D7A24BD612D4.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
51895,8719200253407,225.0,Planta,"Creme vegetal para barrar original, 225g",,1.79,7.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1FF8E0870857FAF551E9D0B4C7D3591.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
52941,8720181386510,2700.0,Skip,"Detergente líquido máquina de roupa sabão natural, 60 doses",,7.99,2.96,2700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E86C320C5CE9CDD2DA45593DF7CE710E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F78D7BA1CEEC1BA7836B80E309E4D243.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F78D7BA1CEEC1BA7836B80E309E4D243.jpg,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
8315,5601028013307,,Renova,"Papel higiénico, compacto, extra xxl, folha dupla, 24 unidades",1 embalagem,11.84,11.84,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8841944F9F3703369828D4B2A56CAC2C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F6866F63DEC5517DB1E2DC48AD701110.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/52CEDF162CBC9A98A93B293FEE315F10.jpg,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
8397,5601050016017,600.0,Danone,"Danacol morango, embalagem de 6 x 100 g",,2.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F76543BD64340CC9668C447CAE3F75A1.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
11642,5601180002003,1000.0,Vigor,Leite pasteurizado magro,Garrafa de 1 l,0.98,0.98,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F8C109F76B61C34DDC541F6014AEA1D3.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
1196,5601119942608,200.0,Nobre,"Salsichas de aves, lata de 200g",,1.39,6.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C3D289F4C441D4785985F7C225CA4543.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
1273,5601151060759,410.0,Compal,Feijão branco,Lata de 410 ml,1.09,2.66,410,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5A6C3794FCB1D8B69BF6A56555458115.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
1304,5601151860755,410.0,Compal,"Feijão frade, lata de 410 ml",,1.09,2.66,410,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1437F4C9CFF88AA158F19E7D53775E22.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
1325,5601163120816,750.0,Luso,"Água sem gás, garrafa de 0,75 l",,0.68,0.91,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA1A6E591B93610CCB3C24631D9E85B8.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
18084,5601008100539,300.0,Vieira,"Bolacha maria doces, embalagem de 300g",,2.09,6.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D2F14C3854C93614A1A86C670F377C2D.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
18567,5604321012008,15.0,Cemporcento,"Cha infusão verde, embalagem com 10 saquetas",,0.69,46.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E04EDD2C25F981BDD238538599912AA7.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
2405,5608543000096,15.0,Tetley,"Chá preto, embalagem de 20g",,0.74,49.33,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/60725F7743D3C0E53432295C1F3FD6AE.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
2409,5608543000157,10.0,Tetley,Infusão de camomila,Embalagem de 10g,0.89,89.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0F5AE1E73614BAE082737A8BF6DC9F66.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
2415,5609060006608,100.0,Delta,Café solúvel c/ cafeína,Embalagem de 100g,3.09,30.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/23018616506690E6539F7D3E3843D149.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
2500,7613033129025,250.0,Cerelac,"Papa infantil não láctea bolacha maria +6 meses, de 250g",,2.39,9.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/86F8E21230827C4A87CCDAA9CDA276AE.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
25338,3600542075350,400.0,Garnier,Condicionador Ultra Suave Leite de Coco e Macadâmia,Embalagem de 400 ml,3.79,9.48,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2F14B38993C3AECCDBAF4177D1E202C3.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
26063,5601082041711,220.0,Delta,Café moagem universal brasil,Embalagem de 220g,2.89,13.14,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6E173E774FBACCD1F9AA0858129F6C59.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
29236,4005900388971,50.0,Nivea Men,"Desodorizante roll on protect & care, 50 ml",,2.99,59.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8BB07C2766F09C527BF03F747056132A.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
33884,2893837000000,1500.0,Peixaria,Peixe espada preto inteiro,Vendido ao peso,11.99,7.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0C1CA3DE6B16A13335042AAFE1F612D6.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
34760,7613036912709,28.0,Maggi,"Suculento no forno ervas, embalagem de 40g",,0.89,31.79,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/76C2A3A48D30703422BAF9E59F656EBB.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
35559,5601151973738,3500.0,Pepsi,"Refrigerante com gás max zero, pack de 2 x 1.75 l",,2.58,0.74,3500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/698445C2558FCB105ECA616759C001D7.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
35753,8001841240640,270.0,Pantene,Creme para pentear caracóis,270 ml,5.99,22.19,270,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/574B3E314AF635DCDB9A6448E3C017C1.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
35888,5601151973752,3500.0,Sumol,"Refrigerante com gás de ananás, 2 x 1.75 l",,2.78,0.79,3500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/088D8DA34921F50F39B725B4135D000A.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
37444,7613036955799,250.0,Nestum,"Nestum zero mel, embalagem de 250g",,2.14,8.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5B200610F8E9504D3552A7693F67BE32.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
39692,5604321032464,13.0,Cemporcento,"Chá detox matinal infusão, embalagem de 13g",,0.74,56.92,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/846F23C7EDCBAE7CAA641DCF98DECB8B.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
40566,5601151974216,1750.0,Sumol,"Refrigerante com gás de laranja, garrafa de 1.75 l",,1.39,0.79,1750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/648F0E152D80D30F20A3F78E84907122.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
40593,5603722519406,480.0,Mimosa,"Iogurte fruta batida morango, 4 x 120 g",,1.69,3.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/41C5135F0F8227064BFED500C982147E.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
46737,4005900388957,150.0,Nivea Men,"Desodorizante spray protect & care, 150 ml",,2.99,19.93,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8EA5F22727C42ED9AFDAD1E445389534.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
47895,0000042182627,50.0,Vaseline,Vaselina Original,50 ml,1.49,29.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/06508510D55EBB25DC369B1B52E61A8E.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
48678,8000300339413,100.0,Crunch,"Chocolate de leite com bolacha, embalagem de 100g",,1.99,19.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/771A11763D98C9A84713BBD7929E1D26.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
49412,5601151969557,600.0,Compal,"Sumo 100% multifrutos, pack 3 x 200 ml",,1.43,2.38,600,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/221AF81EED53A26B526F24D35271373F.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
49414,5601151969564,600.0,Compal,"Sumo 100% maçã, pack 3 x 200 ml",,1.43,2.38,600,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A8DEFE3D91DF6A0B0A357FB10983109.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
52298,3023290072011,160.0,Lindahls,"Iogurte sólido proteico limão cookies, embalagem de 160 g",,1.09,6.81,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8056AA56818872116BB891895188AEE8.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
53578,8435495836452,,A+,"Detergente Máquina Roupa Cápsulas Optimal, 38 unidades",,8.99,8.99,38,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/01F964507A85EBC2A125192AADF138B2.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A152C9C75F49F8FB49CA4BA0395A8F08.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A152C9C75F49F8FB49CA4BA0395A8F08.jpg,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
6460,8410436216777,53.0,Sonasol,Bloco Sanitário Poder Activo Floral,Embalagem de 50 g,1.98,37.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/428A90D17C72E1CEA455915A18AE3510.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
947,5601001355905,200.0,Nestlé,"Mistura solúvel brasa, embalagem de 200g",,2.44,12.2,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E7DC37D0206CA279E0EB2E5F3678B88F.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
10272,8410436240109,50.0,Sonasol,"Bloco sanitário blue activ, eucalio",Embalagem de 50 g,1.98,39.6,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AD6EF490A116ED8448E270834FD13125.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
12370,8410199010339,250.0,LayS,"Batata frita, receita camponesa, embalagem de 250g",,2.09,8.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DAAA3CF2D01EC3CFD37EA20B81A0666A.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
1285,5601151160060,410.0,Compal,"Ervilhas, lata com 410 ml",,1.09,2.66,410,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5A637F1F1A9D6D5D73CF74D3CBF9A0F4.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
13158,2893143000000,100.0,Peixaria,Lula Descongelada,1 un= 100 gr (aprox.),1.0,9.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ED50EDDD473B6F16081950AF9B5B4382.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
1472,5601286256782,500.0,Milaneza,"Massa de ondas, embalagem de 500g",,1.04,2.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DB70E545A30F062DF52F7A55D883D748.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
15966,3387390324082,375.0,Nestlé,"Cereais crunch 375g, embalagem de 380g",,2.99,7.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/97E5DD22E6A0A1213DCE078E04C67C77.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
18561,5604321012114,13.0,Cemporcento,"Infusão nº 6 sem barriga, embalagem de 10 unidades",,0.74,56.92,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4A679650264D5C4D6F9924E55EBD7820.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
2508,7613033279430,2000.0,Friskies,Ração para gato adulto com atum e legumes selecionados,Embalagem de 2 kg,6.74,3.37,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0F913FD1C5AA9D0E2034D5E2B4F52E67.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
27776,8410500019846,480.0,Danone,"Activia 0% cocktail de fruta cremoso,  4 x 120 g",,1.99,4.15,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7CC150437B783AE2941504E21A7F86A0.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
28681,5605173897317,2000.0,Maçã da Beira Alta IGP,Maçã Starking,Embalagem de 2 kg,2.45,1.23,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/39E9CAB337058C7FF50B1CAA47070535.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
29939,4005900488459,50.0,Nivea,"Desodorizante roll on dry fresh, 50 ml",,2.69,53.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A22C4B7FFEFAE6222645D53E97AF92A1.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
31907,4005900388551,50.0,Nivea,"Desodorizante pure & natural roll on, 50 ml",,2.79,55.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ECAF4A1AD2575DDB5B61D99D918BFBAA.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
35111,4005900388834,50.0,Nivea Men,"Desodorizante rollon cool kick, 50 ml",,2.69,53.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/691A994E096586847CC8AF87A4722A9D.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
35473,8410063079042,400.0,Pescanova,"Filete de pescada ervas aromáticas, embalagem de 400 g",,4.65,11.63,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F52A9B43F1EF9EBAC9E7A9F36EC96E0B.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
38002,8410199810656,75.0,Cheetos,"Snack de milho com queijo, embalagem de 75g",,1.49,19.87,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A93518F637D0B70B9FA1BE29869B4223.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
38330,7613036886994,400.0,Yogolino,Yogolino pêssego banana 0% açúcares adicionados 4x100g,Embalagem de 400g,2.54,6.35,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/46F9E1E8ECDF4D5D7026305EEF6FB459.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,3
39693,5604321032471,13.0,Cemporcento,"Chá para regular infusão, embalagem de 13g",,0.74,56.92,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B90BABD089263C38CCC901E2A19C3A7C.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,4
4196,3574660464429,,Carefree,"Pensos diários respirare, 76 unidades",Uma embalagem,3.74,3.74,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/213B96A821C87940556392D6B201572A.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,4
43314,8710604741835,38.0,Knorr,"Esparguete à bolonhesa 1, 2, 3...sabor!, embalagem de 38g",,0.99,26.05,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1108EABAA6B7A67AA2379F447F3FDFD8.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,4
4400,3600541533226,400.0,Garnier,Champô Ultra Suave gama maravilhosa,Embalagem de 400 ml,3.79,9.48,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/166C7E56D2B5EA50DF798E70C6BA54A7.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,4
44241,5601050036886,120.0,Danone,"Iogrute twix, embalagem de 120g",,0.99,8.25,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E4E89664DF24BCB428B25457942D3E4C.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,4
44704,5053990155941,175.0,Pringles,"Snacks batata hot & spicy, embalagem de 175g",,2.39,13.66,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/41DF960E12D56D310EB0CF45988973FA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6928ADB37A9D879D8A1130CADC9B4CD3.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6928ADB37A9D879D8A1130CADC9B4CD3.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6928ADB37A9D879D8A1130CADC9B4CD3.jpg,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,4
45551,8001841993904,300.0,H&S,Champô anti-caspa limpeza profunda e alívio da comichão,300 ml,5.99,19.97,300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9FA08CE8B7148F99D8590BEFB5A74C20.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,4
46814,8410036807887,750.0,Freixenet,"Blanc de blancs, garrafa de 750 ml",,5.99,7.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8443921EA647B3A561B8E54CBA9F0C34.jpg,,,,,2024-12-24T23:59:59.999999999Z,PROSPECTUS,10,4
478,3010470159068,2000.0,Friskies,"Ração para gato adulto com vaca, frango",Embalagem de 2000 g,6.74,3.37,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CC432EB31022126DE4BCBB7383FA5CB2.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,4
47981,5000116126828,360.0,Capitão Iglo,"12 douradinhos de peixe sem glúten, embalagem de 360g",,4.97,13.81,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E088C1996A4222DF68B662FD3DF061BC.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,4
50477,8410063087016,400.0,Pescanova,"Filetes de pescada com alho e salsa, 400g",,4.65,11.63,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1D8DBC2ECA1AA6FEC5E899EA860B48E6.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,4
52024,8711327580343,330.0,Magnum,"Gelados mini double sunlover, embalagem de 330 ml",,4.19,12.7,330,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/072DE7ACC63CE75B8E6E3C11FAC99F00.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,4
52295,3023290072073,160.0,Lindahls,"Iogurte sólido proteico framboesa, embalagem de 160 g",,1.09,6.81,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C87353FCE0F8B5DFB52D6384E482BABB.jpg,,,,,2024-12-11T23:59:59.999999999Z,PROSPECTUS,10,4
