identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,images_5,images_6,avantages_dateFin,avantages_categorie,nro_paginas,page,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise
45856,8718951427358,500.0,Palmolive,"Gel de banho memories of nature, summer dreams",Embalagem de 500 ml,2.99,5.98,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6027E14DE09D3B692064491D46C0E0C5.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
46340,8720181029370,150.0,Axe,"Desodorizante spray dark temptation, embalagem de 150 ml",,3.59,23.93,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6089641281D0C2E4D5F46619C43CCB3F.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
47691,5000204827712,250.0,Pronto,"Óleo cedro líquido, garrafa de 250 ml",,2.69,10.76,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F581A602B2481926AA09B58EF7B4C946.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
48011,5603722520068,800.0,Agros,"Leite com chocolate meio gordo sem lactose, 4 x 200 ml",,1.99,2.49,800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/534AAD13A7F896FDBA98EB7001B680B9.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
4807,5011013100156,700.0,Baileys,"Licor irish cream original, garrafa de 700 ml",,15.59,22.27,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FDAAA0E0F93FA491E337DFBBB5FBFE7F.jpg,,,,,,,,,15,7,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
48474,7613036227124,85.0,Purina Gourmet,"Comida húmida gato fondant atum, 85g",,0.87,10.24,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/74EB0F4476A21CF0446AFE5C5B1EBE75.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
48737,7613287785886,100.0,Yogolino,Nestle yogolino alimento lacteo banana +6m 90g,Embalagem de 100g,1.08,10.8,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/91B503F7B2097A66BF911F102857520B.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
49401,5411188133759,400.0,Alpro,"Soja ananás maracujá sem açúcar, de 400g",,2.54,6.35,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6CB78C52A4573023DA315831A2A03ACB.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
50450,8710522729755,58.0,Knorr,"Potato pot bacon e cebola, embalagem de 51g",,1.49,25.69,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5FCC41200BF97232AB254BAFB79D702D.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
50512,8410500028206,160.0,Yopro,"Iogurte sólido morango, 160g",,1.09,6.81,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C7763B1A02C9FEA40E0EF3C346F50324.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
5135,5601077111023,750.0,Velhotes,"Vinho do porto tawny, garrafa de 0,75 l",,5.49,7.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1D5B8EA9BF6276DDBD0FBBB4AE1E08B.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
5136,5601077122012,750.0,Velhotes,"Vinho do porto branco, garrafa de 0,75 l",,5.49,7.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/97071FF72A588EB9C21E2DCCFEDE4E31.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
51575,5604260326044,,PorSi,Fraldas para bebé agilidade T4 9-15kg,50 unidades,6.69,6.69,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4A25E4A3651A040A2058DC5D78463847.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
51683,5604260326976,500.0,Labell,Champô 5 plantas cabelos normais,Embalagem de 500 ml,2.99,5.98,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/922BD9515626E691CF0FFEAE7F860D0E.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
52161,5604260326617,,PorSi,Fraldas Incontinência Plus M,20 unidades,6.99,6.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DF330F38210D9340E8DCE04C3E188B4F.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
52328,8720181385100,2520.0,Skip,"Detergente máquina roupa líquido baby, 56 doses",,9.99,3.96,2520,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/37DC97A7700AEDD1F57E9521FBF4BEA2.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
52379,8720181407147,1300.0,Cif,"Lava tudo perfumado limão verde, embalagem de 1,3l",,1.99,1.53,1300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1EA3C8FB10989E07DC274DC372288083.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/309C981A45755DD79B0981E67BD7AF66.jpg,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
52541,8718951471481,75.0,Colgate,Pasta de Dentes Total Limpeza Interdentária,Embalagem de 75ml,3.49,46.53,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6D85DE284240C11A2BE41AFFF7E4AE6B.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
527,3179140633458,18.0,Vahine,"Corantes alimentares ducros, de 20 ml",,1.99,110.56,18,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/306BC2F5E1BBF8C960F3E2272DA1BA89.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
52806,8711327608153,400.0,Magnum,"Gelado chocolate branco com morango, 400 ml",,3.49,8.73,400,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D8E3D5651D942B9134970E7747D188FF.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
52890,8720181387395,2600.0,Skip,"Detergente em pó máquina de roupa lavanda, 52 doses",,9.99,3.84,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8B9191CB2F5AF708DBCEF366A5EAA9EF.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0A65B162D21D47988E6DF425FEB9E8A0.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0A65B162D21D47988E6DF425FEB9E8A0.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0A65B162D21D47988E6DF425FEB9E8A0.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0A65B162D21D47988E6DF425FEB9E8A0.jpg,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
52918,8720181291586,150.0,Dove,"Desodorizante spray invisible care 72h, 150 ml",,3.59,23.93,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/857B98CCCDBB38131F9C3BD8A643242E.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
52943,8720181392894,1332.0,Comfort,"Amaciador concentrado essência sunfresh, 74 doses",,3.49,2.62,1332,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7AD07681F095E84A54F9C4CC0D0F09CB.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B45CB47C484E122AFEE45709A63BE0A.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B45CB47C484E122AFEE45709A63BE0A.jpg,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
52944,8720181392900,1332.0,Comfort,"Amaciador concentrado essência azul, 74 doses",,3.49,2.62,1332,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A560BD62C0B678C99A0D6C167361502D.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E11C27145AD703889B20EE3212D34D08.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E11C27145AD703889B20EE3212D34D08.jpg,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
53079,8711327591011,650.0,Viennetta,"Gelado caramelo salgado, 650 ml",,2.59,3.98,650,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B05E55484D079FDCAE0B99F040C539B7.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/96C8E669282C188787DB043E8B0F9711.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/96C8E669282C188787DB043E8B0F9711.jpg,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
53200,8722700263081,112.0,Knorr,"Caldo natura de legumes, 4 x 28g",,1.59,14.2,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/74CBC5337BA9565CA2E072112ED40B04.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1387C23926C431B6051D9CE2FC35A1ED.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1387C23926C431B6051D9CE2FC35A1ED.jpg,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
53231,8445290752475,180.0,Cerelac,"Farinha não láctea 0% açúcar multicereais, 180g",,2.24,12.44,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A7BFFF2BFEADB396EE2B5E590CBA9878.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
53236,8711327581937,330.0,Magnum,"Mini gelados double framboesa, 6 x 55ml",,4.49,13.61,330,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6932EECFEFF640B58D8FE0AAE944AFD2.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AE4B42C54F61649E5F63B556EA44C28A.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AE4B42C54F61649E5F63B556EA44C28A.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AE4B42C54F61649E5F63B556EA44C28A.jpg,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
6057,5608527000401,750.0,Dona Ermelinda,"Vinho doc palmela tinto, garrafa de 750 ml",,3.99,5.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/23F1D681CE22046EF6CB9743C3D31221.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
767,4005500030287,400.0,Yogolino,Sobremesa láctea banana 4x100g,,2.24,5.6,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A0BB60E9F5E33B5B09F3E17A632208B0.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
7763,4014400901191,250.0,Merci,"Bombons de chocolate merci, embalagem de 250g",,6.59,26.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2900B9B4786268814CDC44DE9670597D.jpg,,,,,,,,,15,7,2025-04-18T23:59:59.999999999+01:00,AC,25.0,PCT,STANDARD,2025-04-17T00:00:00+01:00,99.0,1.6475
8260,5600394180019,750.0,Herdade dos Grous,Vinho tinto regional alentejano,Garrafa de 750 ml,10.99,14.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1AF00E99A3F00D3955D997B50BB6FF7C.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
9206,5602527031885,180.0,Palhais,"Queijo chevre, 180g",,3.69,20.5,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/04EAC753463FC2D0D6F864521CA5EF8D.jpg,,,,,,,,,15,7,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
9246,5603034000104,400.0,São Jorge,"Queijo dop 7 meses, embalagem de 400g",,6.85,17.13,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0446C9B7F202864B369DBD76080497E5.jpg,,,,,,,,,15,7,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
9504,5604260104109,500.0,PorSi,Bolo de Noz,Embalagem de 500 g,3.49,6.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DDCBF2C1FD555B729DBAFDA5488F8D34.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
972,5601024030056,750.0,Oliveira da Serra,"Azeite extra virgem, azeitonas verdes, garrafa de 750 ml",,6.79,9.05,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2775848F23153ACAF6624BDC341B21AA.jpg,,,,,,,,,15,7,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
10116,8410104702601,,Finish,Limpa máquina loiça regular,,3.89,3.89,1,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/928CE798A3F3B183700718A418930AB8.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
10130,8410108116213,,Ausonia,Pensos Higiénicos Ultra Air Dry C/ Abas,embalagem com 14 un.,1.94,1.94,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D5EBFFD6967956FE965D71471D4F4844.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
10668,8714789703015,360.0,Palmolive,"Sabonete original, 4x90 g",,3.59,9.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1AE1470E97E08B2D337923C713024026.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
10899,3228021000084,250.0,President,"Manteiga la motte sal do mar, embalagem de 250g",,3.86,15.44,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F02DC28B5940DB25AE13C684F975BF0B.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
11405,5411188104971,500.0,Alpro,"Yofu de soja natural, de 4x125 g",,2.54,5.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F1F1BA1F02C9951A72D939766BAFAE6F.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
12288,8001480020757,2000.0,Neoblanc,Lixívia para roupa delicada,Embalagem de 2 l,4.49,2.25,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/623D9B31F30B86B3AF0F1B5AC589FBAC.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
12732,3428274120014,1000.0,President,"Leite de cabra uht meio gordo, embalagem 1l",,2.33,2.33,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/064B1B9C8DA5F13A4C86F3DBB78B09E5.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
12752,3574660097009,,Carefree,Pensos diários flexiform,Embalagem de 30 unidades,1.94,1.94,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3AA9DFEC36748DC91A32328BBA2DF954.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
14258,5601119225466,110.0,Nobre,"Peito peru fumado fatias finas, embalagem de 110g",,2.19,19.91,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/24DA88D6E72830F8A85ACE55946CFFD2.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
14474,5601038300084,160.0,Knorr,"Caldo de galinha 16 cubos, embalagem de 160g",,2.49,15.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/719F98F5A5B0AFB6E96F2915E16E6D46.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
15336,3435630210012,250.0,JR,"Massa Filo, 250g",,2.85,11.4,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AE79202175ACC7495AE62CF1CD07BF26.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
1542,5601489300152,150.0,Du Bois de la Roche,"Palmiers, embalagem de 150g",,1.24,8.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/17803E7BE50A16D1AE691E64F5E7BF2C.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
15566,8410063056180,250.0,Pescanova,"Miolo camarão, 250g",,6.99,27.96,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BEE1FF3586E000AD085B4D38C7ACD034.jpg,,,,,,,,,15,7,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
16230,8712561587594,4000.0,Comfort,"Amaciador de roupa, azul, de 4 l",,4.99,1.25,4000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/418708C6A4BBF36C3318720584BF4366.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
16675,8431890051971,,Polident,Pastilhas de Limpeza Dentífrica Branqueadora,Embalagem com 30 unidades ,3.29,3.29,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0B9937D0AD58082EAB8D0E9C6AC86794.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
16726,5601232030268,92.0,El Mandari,"Leite creme, embalagem de 90g",,1.09,11.85,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0301FE03AB0EC4980E88EE0F158CA761.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
1678,5602711001502,1000.0,Rar,Açúcar fino,Embalagem de 1000 g,1.69,1.69,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F28D4E79720B795446B173D73EE28A7A.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
16869,3600541575790,400.0,Garnier,Amaciador Ultra Suave Nutritivo com Óleos Maravilhosos,Embalagem de 400 ml,3.79,9.48,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E243C9D7F975015FE2537F8FA27F230.jpg,,,,,,,,,15,7,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,,,,,,
2186,5604260264056,225.0,PorSi,Tostas de trigo,Embalagem 225G,0.99,4.4,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0583C4A68E7A0669F3CBC92343F4F352.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,8,,,,,,,,
22537,3179148441000,37.0,Vahine,"Açúcar baunilhado, embalagem de 40g",,2.29,61.89,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/963E4E4B240E10126D08A1684866D84C.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,8,,,,,,,,
22886,5601082040905,219.0,Delta Q,Café em Cápsulas Várias Intensidades,40 Cápsulas,15.99,73.01,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A0B747997ADACA3A0413EC232C6ECEB.jpg,,,,,,,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,15,8,,,,,,,,
2444,5998749108598,60.0,Whiskas,"Snack para gato anti hairball, embalagem de 60g",,1.94,32.33,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B29A663F42F221592BE30E68385C96D4.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,8,,,,,,,,
24518,5603034000135,300.0,São Jorge,"Queijo dop cura 12 meses, 300g",,6.89,22.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4C8F283549970058DFCB13142F04FE1D.jpg,,,,,,,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,15,8,,,,,,,,
25114,8426617014087,100.0,Haribo,"Gomas funky mix, embalagem de 100g",,1.04,10.4,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C31DA74D90BF43FEBCEBB855C6649FB7.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,8,,,,,,,,
25334,3600542087711,400.0,Garnier,Champô Ultra Suave Água de Coco e Aloe Vera,Embalagem com 400 ml,3.79,9.48,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2AD4F2E8B021977C9D6FDA8D9C7F73EC.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,8,,,,,,,,
25338,3600542075350,400.0,Garnier,Condicionador Ultra Suave Leite de Coco e Macadâmia,Embalagem de 400 ml,3.79,9.48,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2F14B38993C3AECCDBAF4177D1E202C3.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,8,,,,,,,,
25783,8714100667569,61.0,Knorr,Noodles galinha,Embalagem de 60g,0.84,13.77,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E529FFAC22E4D5C7973ADAD96806025F.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,8,,,,,,,,
25784,8714100667637,61.0,Knorr,Noodles queijo & ervas,Embalagem de 60g,0.84,13.77,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/77CED7AFDF81EB9F73CA0383A2D829EB.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,8,,,,,,,,
27776,8410500019846,480.0,Danone,"Activia 0% cocktail de fruta cremoso,  4 x 120 g",,1.99,4.15,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7CC150437B783AE2941504E21A7F86A0.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,8,,,,,,,,
2852,0074299018060,,Hot Wheels,Pack 5 veículos sortidos,1 embalagem,11.99,11.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E66A785086F405D44E86ECEC556B312F.jpg,,,,,,,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,15,8,,,,,,,,
28663,8714789135243,,Colgate,"Escova dentífrica zig zag média, 2 + 1 grátis",,2.99,2.99,3,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A98EEC746993A1476711372655871B9C.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,8,,,,,,,,
29370,8710522322154,1600.0,Skip,"Tira Nódoas em Gel Cores, 1.6 l",,7.19,4.49,1600,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/54FD3A3EC2CD69B1074B23942E595CC0.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,8,,,,,,,,
30175,5607238032015,345.0,Casa de Mateus,"Doce de gila, embalagem de 350g",,2.99,8.67,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/59C7C2F566A9BD5C29D8672F40580460.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,8,,,,,,,,
30182,5607238032091,345.0,Casa de Mateus,"Geleia de marmelo, 345 g",,2.99,8.67,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3E020618FB9E5056C876AC01A4BE7AA3.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,8,,,,,,,,
31215,5601692071498,1000.0,Bom sucesso,Arroz para risotto bom sucesso,Embalagem de 1 kg,2.44,2.44,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/16A389855C25CFF7AFC03E1E9FD5F3C2.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,8,,,,,,,,
32255,5601096011205,750.0,Casal Garcia,"Sangria frutos vermelhos, garrafa de 0.75 l",,3.99,5.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E05A7F82CD1187A0157F90B2989EB866.jpg,,,,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,15,8,,,,,,,,
32973,5604260287055,200.0,PorSi,Miolo de amêndoa sem pele inteira,200 g,2.59,12.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F067FD07610B6095B602337DFC06F133.jpg,,,,,,,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,15,8,,,,,,,,
