identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise,nro_paginas,page
51608,8006540830918,820.0,Fairy,Detergente Líquido p/ Lavar Loiça Limão,Embalagem de 820 ml,3.99,4.87,820,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F542477DBDEED3AD6C2F55650254DA51.jpg,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
52164,5604260328505,1050.0,PorSi,Polpa de Tomate Tetra,Embalagem de 1050g,1.99,1.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1BEE8FE796772FFF7D13A8A9DE5E3423.jpg,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
5521,5601692071214,1000.0,Bom sucesso,"Arroz agulha, embalagem de 1 kg",,1.29,1.29,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/393929D01B09747982258DD594BE66FB.jpg,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
5522,5601692071429,1000.0,Bom sucesso,"Arroz carolino, embalagem de 1 kg",,1.49,1.49,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/64C611B9FD96C1B21C6DBAF861284476.jpg,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
8537,5601119957206,120.0,Campofrio,"Peito frango forno lenha fatias clássicas, embalagem de 120g",,2.39,19.92,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A5EDB423B7786C27645C35469FF56E84.jpg,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
9315,5603722509544,1000.0,Mimosa,"Leite 0% lactose magro, de 1l",,1.14,1.14,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0350D0DE44A653A9AB01722B06443E94.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC5219EC1E15E09529E323B7D196FADA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC48BFFA4281D8016E9FB40168ED4485.jpg,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
986,5601029001273,120.0,Pitéu,"Lulas recheadas, embalagem de 120g",,2.16,18.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9698C20F36BF6990D59E676F8A1CB41D.jpg,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
991,5601029004090,120.0,Bom Petisco,"Atum posta em azeite, embalagem de 120g",,1.65,13.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7303762D9C0618FC9C75C481CF52C5DB.jpg,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
10001,8001480020566,4000.0,Neoblanc,"Lixívia, perfume fresco",Embalagem de 4 l,4.99,1.25,4000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/83BCBC634B9DC455BFE8AB9B412C4CCA.jpg,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
10094,8435257040776,640.0,Nestlé,"Iogurte líquido yoggi banana, embalagem de 4 x 160 g",,1.99,3.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6885FCEF2FEF4752D565E64A3BDEE242.jpg,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
10095,8435257040899,640.0,Nestlé,"Iogurte líquido yoggi morango, embalagem de 4 x 160g",,1.99,3.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BCBB1C4518CDF8045B46EB41CD173E54.jpg,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
10136,8410108133326,,Evax,"Pensos diários, maxi, 40 unidades",Uma embalagem,2.39,2.39,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A8056518201CEE95CD6447329AE3246E.jpg,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
11524,5601051420028,250.0,Primor,Manteiga sem sal,Embalagem de 250g,1.99,7.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0C41B270FBA7B622E759FBA7E3B6B1CD.jpg,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
1196,5601119942608,200.0,Nobre,"Salsichas de aves, lata de 200g",,1.39,6.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C3D289F4C441D4785985F7C225CA4543.jpg,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
12230,7613034192264,250.0,Cerelac,Papa infantil para preparar com leite +6 meses,Embalagem de 250g,1.84,7.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/71A50A4D3564A93E8A6CF702B1916C84.jpg,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
12287,8001480020740,1000.0,Neoblanc,Lixívia para roupa delicada,Embalagem de 1 l,2.49,2.49,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B1AA92884F53E1F3150553EF5EFC8256.jpg,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
1302,5601151700754,845.0,Compal,"Grão de bico, lata de 850g",,2.09,2.47,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DA244D258ED9A9EF750825CAFFB70E24.jpg,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
13095,2893071000000,100.0,Peixaria,Carapau Pequeno,1 un = 100 g (aprox.),0.35,3.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/07606BE143D22CF4796A63CA9C752E5B.jpg,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
14202,5604260273942,500.0,PorSi,Pao brioche fatiado,Embalagem 500G,2.79,5.58,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC79C0DA633B2DF5CA7AC0982CBE9A64.jpg,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
14708,5601244202332,250.0,Terra Nostra,"Manteiga com sal, embalagem de 250g",,2.19,8.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/65FCB78A5FF812302D26BA88AD727400.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9D76B5CC4F670644A71C1CF49788751C.jpg,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
15125,2895006000000,150.0,Terra Nostra,Queijo Flamengo em Barra,1 un = 150 gr (aprox.),1.39,9.29,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BF84618CA37316EE2612494B15F423CC.jpg,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,13,1
