identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,avantages_dateFin,avantages_categorie,nro_paginas,page,images_3,images_4,images_5,images_6,images_7
53067,5601050037821,620.0,Danone,"Bifidus líquido activia ananás 000%, 4 x 155g",,1.99,3.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3D4965FAC6DA56015B0EA60D0CC350AD.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/227608E522C57EFFD851E1F0A8F434F8.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/227608E522C57EFFD851E1F0A8F434F8.jpg,2025-11-12T23:59:59Z,PROSPECTUS,17,1,,,,,
2778,8410168399939,4000.0,Friskies,"Ração para gato adulto com coelho, embalagem de 4 kg",,10.79,2.7,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/48E426D2CA0EFD97E75332E6A0553A7B.jpg,,,2025-11-12T23:59:59Z,PROSPECTUS,17,1,,,,,
18376,5601027009769,480.0,Panrico,Pão de forma sem côdea 9 cereais,Embalagem de 480g,1.89,3.94,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/202DA3E3189533F2DED569B04263CF8C.jpg,,,2025-11-12T23:59:59Z,PROSPECTUS,17,1,,,,,
40528,5604260295609,1000.0,PorSi,Vinho Tinto T.brick 1l,,0.89,0.89,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/95F482F5A0433D6F7738D4C4A92DFD4E.jpg,,,2025-11-12T23:59:59Z,PROSPECTUS,17,1,,,,,
15161,5604260274246,1000.0,PorSi,Cenouras Programa Origens,Embalagem de 1 kg,0.89,0.89,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/558C3AC1450C10C8B2395D06441C5423.jpg,,,2025-11-19T23:59:59Z,PROSPECTUS,17,1,,,,,
2097,5604260227181,1000.0,PorSi,"Açúcar granulado, 1kg",,0.95,0.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0D32002BFE1B22AC2CBBC467080CD257.jpg,,,2025-11-19T23:59:59Z,PROSPECTUS,17,1,,,,,
34239,5604260285495,1500.0,PorSi,Pera rocha categoria II Programa Origens,Embalagem de 1.5 kg,2.49,1.66,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F6E3096BF97BB2633EACD15A32FEACF7.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/11ABC193A8AF1413E11E1849F00D2775.jpg,,2025-11-19T23:59:59Z,PROSPECTUS,17,1,,,,,
13813,2892489000000,250.0,Legumes,Batata Doce,1 un = 250 gr  (aprox.),0.25,0.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0785A3D8A1A6773EB1FB43B119AC4D9.jpg,,,2025-11-12T23:59:59Z,PROSPECTUS,17,1,,,,,
13934,2891062000000,250.0,Porco,Rojões,1 un = 250 gr  (aprox.),1.12,4.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/925F2FDC1F925A7FD71EE6165315B22E.jpg,,,2025-11-12T23:59:59Z,PROSPECTUS,17,1,,,,,
34877,5604260285464,1500.0,PorSi,Maçã royal gala categoria II Programa Origens,Embalagem de 1.5 kg,1.69,1.13,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F091E3663EBAE6E7A8981702DFBCC609.jpg,,,2025-11-19T23:59:59Z,PROSPECTUS,17,1,,,,,
13894,2891044000000,1000.0,Porco,Entremeada sem Entrecosto,Vendido ao peso a partir de 1 kg,4.49,4.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/033DDCE7C7F9A9CD99F0A4BEB2F74462.jpg,,,2025-11-12T23:59:59Z,PROSPECTUS,17,1,,,,,
36253,5604260290246,200.0,PorSi,Nata Uht Light para Culinária 200ml,,0.79,3.95,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/74793DCDE44A2C870A0969856DFE2B90.jpg,,,2025-11-19T23:59:59Z,PROSPECTUS,17,1,,,,,
12884,2892009000000,200.0,Fruta,Limão,1 un = 200 gr (aprox.),0.4,1.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5223F19D9F11D77A77B2577CB1D4D05C.jpg,,,2025-11-12T23:59:59Z,PROSPECTUS,17,1,,,,,
9631,5604260265466,250.0,PorSi,Manteiga Dos Açores com Sal 250g,,2.09,8.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/908BF5FCA04D5A1AA86D3F2B5E9CD434.jpg,,,2025-11-19T23:59:59Z,PROSPECTUS,17,1,,,,,
46714,5604260318742,,PorSi,Papel Higiénico Branco 3 Folhas 12 Rolos,,3.39,3.39,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/302F6B4FE48393BA7E5D666ED55E249B.jpg,,,2025-11-19T23:59:59Z,PROSPECTUS,17,1,,,,,
52774,5604260329748,630.0,PorSi,Polpa Tomate Tetra 3x210g,,1.49,2.37,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9D676468F00FF559F0BECC7FC3D16CCA.jpg,,,2025-11-19T23:59:59Z,PROSPECTUS,17,1,,,,,
9727,5604260273058,200.0,PorSi,Queijo Mozzarela Ralado 200g,,1.59,7.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/87A294803531F1557BAF63F77686243B.jpg,,,2025-11-19T23:59:59Z,PROSPECTUS,17,1,,,,,
2309,5604260271801,2000.0,PorSi,Cola Zero 2l,,0.79,0.4,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B3B2D30749328B98E0A5409203C1AF4C.jpg,,,2025-11-19T23:59:59Z,PROSPECTUS,17,1,,,,,
37515,5604260294367,1000.0,PorSi,Arroz Agulha Europa 1000g,,1.19,1.19,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3AE7BF941A236F6D331254BF58EBAFEF.jpg,,,2025-11-19T23:59:59Z,PROSPECTUS,17,1,,,,,
41718,5604260303823,90.0,PorSi,Puré de Fruta Maçã Manga Pessego,,0.67,7.44,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9B27C39372BB074FB232EB9A2E0BB35A.jpg,,,2025-11-12T23:59:59Z,PROSPECTUS,17,1,,,,,
9691,5604260270613,500.0,PorSi,Queijo Flamengo Fatiado 500g,,3.99,7.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C8998B7CDC65CD8030539E0414C45C30.jpg,,,2025-11-19T23:59:59Z,PROSPECTUS,17,1,,,,,
12110,5604260266630,400.0,PorSi,Croissant Simples,,1.82,4.55,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/78ED6B7D0ECF488C060F07EB85C79AA9.jpg,,,2025-11-12T23:59:59Z,PROSPECTUS,17,1,,,,,
13814,2892558000000,250.0,Legumes,Feijão Verde,1 un = 250 gr  (aprox.),0.62,2.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5688B97D5E073F1C8E51E2F8542D9EC1.jpg,,,2025-11-12T23:59:59Z,PROSPECTUS,17,1,,,,,
13954,2891192000000,500.0,Porco,Tiras da Costela/Piano,1 un = 500 gr (aprox.),3.5,6.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7D0B09E93398DFB0B31D06D5AFBD6B99.jpg,,,2025-11-12T23:59:59Z,PROSPECTUS,17,1,,,,,
1844,5604260035847,185.0,PorSi,Batatas Fritas Onduladas Sabor a Presunto 185g,,1.25,6.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29D2C600CBA2711F31E4BCBC05A9C865.jpg,,,2025-11-19T23:59:59Z,PROSPECTUS,17,1,,,,,
35490,5604260285273,1000.0,Porsi Vivabem,Leite Uht Magro sem Lactose 1l,,1.0,1.0,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C0D8FEA6733802713556DC723A8C1BA7.jpg,,,2025-11-19T23:59:59Z,PROSPECTUS,17,1,,,,,
15010,2892545000000,1000.0,Programa Origens,Couve Flor,1 un = 1 kg (aprox.),1.99,1.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/93AF9BD404AC9C131A6A0C88150C31D1.jpg,,,2025-11-12T23:59:59Z,PROSPECTUS,17,1,,,,,
2265,5604260269853,175.0,PorSi,Batatas Fritas Lisas Receita Camponesa 175g,,1.18,6.74,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/447E18276F99BABAF787DD69D7608562.jpg,,,2025-11-19T23:59:59Z,PROSPECTUS,17,1,,,,,
23277,5604260281268,150.0,Porsi Programa Origens,Salada Aromática 150 G,,1.19,7.93,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C822174AC715DAAEACE1CDBB865D9449.jpg,,,2025-11-12T23:59:59Z,PROSPECTUS,17,1,,,,,
37421,5604260290222,200.0,PorSi,Nata Uht para Bater 200ml,,0.83,4.15,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CA639A4F29FBE6D71D02CD3BC30863EF.jpg,,,2025-11-19T23:59:59Z,PROSPECTUS,17,1,,,,,
40514,5604260302321,2000.0,PorSi,Ice Tea Pêssego 2l,,1.19,0.6,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/119C3CB73CD40DA468E2E6CBB1420B8C.jpg,,,2025-11-19T23:59:59Z,PROSPECTUS,17,1,,,,,
41716,5604260303809,90.0,PorSi,Puré Fruta Multifrutos Maçã / Pêssego / Banana / Pera 90g,,0.67,7.44,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1CAFF4A82E080C7A12967171C7D2027F.jpg,,,2025-11-12T23:59:59Z,PROSPECTUS,17,1,,,,,
41719,5604260303793,90.0,PorSi,Puré de Fruta Maçã Banana 90g,,0.67,7.44,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2E481D69677BD2CA4465286377A9A6E3.jpg,,,2025-11-12T23:59:59Z,PROSPECTUS,17,1,,,,,
48138,5604260323302,2000.0,PorSi,Amaciador Roupa Concentrado Spa 80d,,1.65,0.83,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B55A72265AD19CED3CBED903155DF619.jpg,,,2025-11-19T23:59:59Z,PROSPECTUS,17,1,,,,,
49224,5604260322640,90.0,PorSi,Puré de Fruta e Aveia 90g,,0.67,7.44,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2883AE3C85FAF5BBF9A14AEAF97F71F7.jpg,,,2025-11-12T23:59:59Z,PROSPECTUS,17,1,,,,,
49554,5604260323661,,PorSi,Toalhitas Bebe Rec Agilidade 4x72,Embalagem de 4 x 72 unidades,3.19,3.19,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A55A5882013405A1E736BD7B20EAB60C.jpg,,,2025-11-19T23:59:59Z,PROSPECTUS,17,1,,,,,
52361,5604260330485,200.0,PorSi,Pão de Hamburguer 200 G,,0.85,4.25,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2FC19DED276F09C4A0348E24A43EFD31.jpg,,,2025-11-19T23:59:59Z,PROSPECTUS,17,1,,,,,
56253,5604260337460,150.0,PorSi,Batatas Fritas Onduladas com Sabor a Mel e Mostarda 150g,,1.49,9.93,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C6C0BCC7F09323B008FD6E4D3A34617D.jpg,,,2025-11-19T23:59:59Z,PROSPECTUS,17,1,,,,,
929,5601001187803,625.0,Nestlé,"Cereais chocapic, 625 g",,3.74,5.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8DB31C1F3066D48D593AE11B75516670.jpg,,,2025-11-12T23:59:59Z,PROSPECTUS,17,1,,,,,
12939,2892073000000,100.0,Legumes,Gengibre,1 un = 100 gr (aprox.),0.38,3.79,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5DD27F4B431D4A23DEA88B654F1DDE48.jpg,,,2025-11-12T23:59:59Z,PROSPECTUS,17,1,,,,,
13852,2891020000000,100.0,Novilho,Fígado,1 un = 100 gr (aprox.),0.6,5.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7F21D014BF856223502CE366D77F0F5C.jpg,,,2025-11-12T23:59:59Z,PROSPECTUS,17,1,,,,,
13915,2891249000000,2000.0,Peru,Perna com Osso,Vendido ao peso,8.98,4.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EA6C55F440DB29FDE55EB019973B1FE5.jpg,,,2025-11-12T23:59:59Z,PROSPECTUS,17,1,,,,,
1819,5604260031634,150.0,PorSi,Bolacha Starchip Originais 150g,,1.19,7.93,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CABC3D20B1CC9C514379C2FAC0BED85E.jpg,,,2025-11-19T23:59:59Z,PROSPECTUS,17,1,,,,,
35489,5604260285266,1000.0,Porsi Vivabem,Leite Uht Meio-gordo sem Lactose 1l,,1.0,1.0,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C75C157CAE99A5A835DA383E6173404B.jpg,,,2025-11-19T23:59:59Z,PROSPECTUS,17,1,,,,,
35749,5603722509667,800.0,Mimosa,"Leite bem essencial chocolate , embalagem de 4 x 200 ml",,1.69,2.11,800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/66BA85F80F98E7331B63BC3D4684C6AC.jpg,,,2025-11-12T23:59:59Z,PROSPECTUS,17,1,,,,,
37981,5604260295760,,PorSi,Porsi - Saco Lixo Ff Perfumado 650x700 50l,,1.7,1.7,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/87BB39A7028A7AC67136CE76F8517017.jpg,,,2025-11-19T23:59:59Z,PROSPECTUS,17,1,,,,,
40604,5604260302314,2000.0,PorSi,Ice Tea Manga 2l,,1.19,0.6,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4AC84EA3800E422D34653301FC881DDD.jpg,,,2025-11-19T23:59:59Z,PROSPECTUS,17,1,,,,,
40605,5604260302338,2000.0,PorSi,Ice Tea Limão 2l,,1.19,0.6,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/34868D91A34DD60975E3414B525E31CF.jpg,,,2025-11-19T23:59:59Z,PROSPECTUS,17,1,,,,,
40654,5604260295708,,PorSi,Porsi 10 Sacos de Lixo com Fecho 50l,,1.04,1.04,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/26D085B0AD6F18827C0DB222DE504A7D.jpg,,,2025-11-19T23:59:59Z,PROSPECTUS,17,1,,,,,
46715,5604260318759,,PorSi,Papel Higiénico Branco 4 Folhas 12 Rolos,,4.45,4.45,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/71B84E02290AD35D82ACC6CF2D01690A.jpg,,,2025-11-19T23:59:59Z,PROSPECTUS,17,1,,,,,
47005,5604260315154,140.0,PorSi,Iogurte Bicompartimentado com Drageias Coloridas 140g,,0.58,4.14,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E508BCBD83036F362863D6F44BCBDFC1.jpg,,,2025-11-19T23:59:59Z,PROSPECTUS,17,1,,,,,
47678,5604260319572,96.0,PorSi,Cápsulas Café Velutatto Cdgx16,,3.95,41.15,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BE18676367C8B5BB22F7EEF5D41DB56F.jpg,,,2025-11-12T23:59:59Z,PROSPECTUS,17,1,,,,,
48041,5604260323234,280.0,PorSi,Pães de Leite,,1.09,3.89,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7DB0C5DD2CD83D23CD79D8EFFE845817.jpg,,,2025-11-19T23:59:59Z,PROSPECTUS,17,1,,,,,
56236,5604260331048,350.0,PorSi,Pães de Leite 10 Unidades 350 G,,1.99,5.69,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/86CB49E147FB43FF4436F9B57DEBD6C2.jpg,,,2025-11-19T23:59:59Z,PROSPECTUS,17,1,,,,,
5926,5604260256907,2000.0,PorSi,Lava Tudo Perfumado Lavanda,,0.99,0.5,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/01DD4B6F1EC514CE87AE4FA32F6F195B.jpg,,,2025-11-19T23:59:59Z,PROSPECTUS,17,1,,,,,
9403,5604260042302,150.0,PorSi,Batatas Fritas Lisas Light 150g,,1.19,7.93,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/73A0C67508D9BE1C1394925C4F7C5FE3.jpg,,,2025-11-19T23:59:59Z,PROSPECTUS,17,1,,,,,
12889,2892175000000,150.0,Fruta,Kiwi categoria II,1 un = 150 gr (aprox.),0.58,3.89,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/39D74C337E358C98856B0EB2FC79D7A8.jpg,,,2025-11-12T23:59:59Z,PROSPECTUS,17,1,,,,,
12943,2892087000000,1500.0,Fruta,Mamão,"1 un = 1,5 kg (aprox.)",5.84,3.89,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E92859558CF3617793775ADAD1A11B14.jpg,,,2025-11-12T23:59:59Z,PROSPECTUS,17,1,,,,,
1434,5601260037109,1000.0,Cigala,"Arroz agulha, embalagem de 1 kg",,1.69,1.69,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B3D52BC13D571B9BC6634FD987C80F3C.jpg,,,2025-11-12T23:59:59Z,PROSPECTUS,17,1,,,,,
16427,5604260277407,2000.0,PorSi,Lixívia Delicada 2l,,1.19,0.6,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/04D235A82CA5C93C045F731FF2ACAE42.jpg,,,2025-11-19T23:59:59Z,PROSPECTUS,17,1,,,,,
18489,5600744051020,198.0,Saborosa,"Bolacha de manteiga belga com chocolate, embalagem de 200g",,1.64,8.28,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/96C31A82D017146C1ADBA7AC747D4690.jpg,,,2025-11-12T23:59:59Z,PROSPECTUS,17,1,,,,,
19170,5604260193301,390.0,PorSi,Leite Condensado Magro 390g,,1.42,3.64,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5402E6160092AE04E469A7AB544D6F93.jpg,,,2025-11-19T23:59:59Z,PROSPECTUS,17,1,,,,,
2004,5604260095483,250.0,PorSi Select,Vinagre Balsâmico de Modena 250ml,,1.25,5.0,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8CCAF5050BAB206C331B17751AD5E5E3.jpg,,,2025-11-19T23:59:59Z,PROSPECTUS,17,1,,,,,
2074,5604260193554,1000.0,PorSi,Néctar Pera 1l,,0.99,0.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EC5D7235941CEBB11AB8301EBCF4E95C.jpg,,,2025-11-19T23:59:59Z,PROSPECTUS,17,1,,,,,
36745,2892275000000,300.0,Fruta,Pera conference categoria: II,Vendido ao peso a partir de 300 g,0.6,1.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8BF458478FD63452D2100C106D192E00.jpg,,,2025-11-12T23:59:59Z,PROSPECTUS,17,1,,,,,
41720,5604260303786,90.0,PorSi,Puré de Fruta Maçã Banana e Morango 90g,,0.67,7.44,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EB59B6CAE9A8CD6FFFC194AC89C34DBC.jpg,,,2025-11-12T23:59:59Z,PROSPECTUS,17,1,,,,,
