identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise,nro_paginas,page
9725,5604260272549,500.0,PorSi,"Iogurte sabor a coco,  4 x 125 g",,0.78,1.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EAD6BF9881F57DF97B54CF550C62A561.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
11961,5603722505607,1000.0,Mimosa,"Leite sem lactose meio gordo, de 1l",,1.14,1.14,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A98ED8A0E5E675A3AC1A551BCE75B0AB.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E57BFE09E8D859BDBE1705476BB9F1B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E1F70144AAFCC0EAEBFF05614177D009.jpg,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
13813,2892489000000,250.0,Legumes,Batata Doce,1 un = 250 gr  (aprox.),0.35,1.39,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0785A3D8A1A6773EB1FB43B119AC4D9.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
13839,2891006000000,800.0,Novilho,Bife da Pá,Vendido ao peso a partir de 800 g,8.63,10.79,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5626B1315F40E59D057B37FBCA18064B.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
12887,2892089000000,500.0,Fruta,Manga Barco,1 un = 500 gr (aprox.),1.1,2.19,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7DE73DFAB226CDE947BB89C61333D3FE.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
15010,2892545000000,1000.0,Programa Origens,Couve Flor,1 un = 1 kg (aprox.),1.99,1.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/93AF9BD404AC9C131A6A0C88150C31D1.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
35913,5603722498022,800.0,Mimosa,"Leite bem essencial morango , embalagem de 4 x 200 ml",,1.69,2.11,800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B6AB6C5E199D6DAC849805FE4702BB4.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
41716,5604260303809,90.0,PorSi,Saqueta de puré de fruta | maçã + pêssego + banana + pera,90 g,0.64,7.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1CAFF4A82E080C7A12967171C7D2027F.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
41720,5604260303786,90.0,PorSi,Saqueta de puré de fruta | maçã + banana + morango,90 g,0.64,7.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EB59B6CAE9A8CD6FFFC194AC89C34DBC.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
9292,5603722493812,250.0,Matinal,"Manteiga magra, embalagem de 250g",,2.29,9.16,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA91DFCE88DA98DA1BB05E606B3C1FF9.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
11523,5601051410029,250.0,Primor,"Manteiga com sal, 250g",,1.99,7.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6515E45A6FB2F6024F4DECB68FB265B3.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
12889,2892175000000,150.0,Fruta,Kiwi categoria II,1 un = 150 gr (aprox.),0.45,2.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/39D74C337E358C98856B0EB2FC79D7A8.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
14437,5411188110835,1000.0,Alpro,"Bebida de soja de amêndoa, embalagem de 1 litro",,1.99,1.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7737749B389B841C77AB65B76665C756.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
26373,5604260272969,500.0,PorSi,"Iogurte sabor a tutti-fruti, 4 x 125 g,",,0.74,1.48,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/13E2CC275953BD792DB7D12BAC2C481D.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
35914,5603722509643,800.0,Mimosa,"Leite bem essencial cereais, embalagem de 4 x 200 ml",,1.69,2.11,800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/53D601E4EFD5900D77A7BE2A45205C39.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
36910,5604260326068,,PorSi,Fraldas agility T6 para + de 17 kg,30 unidades,5.69,5.69,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2D6509B4067EF4A8937FE7D6911507B8.jpg,,,,,2025-02-19T23:59:59.999999999Z,AC,25.0,PCT,STANDARD,2025-01-30T00:00:00Z,99.0,1.4225,12,1
40592,5603722519420,480.0,Mimosa,"Iogurte fruta batida banana, laranja e bolacha, 4 x 120 g",,1.69,3.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3DD4F4ED13036BE4F0A8D47DB404A192.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
46216,5603722519925,480.0,Mimosa,"Iogurte batido magro com mirtilos sem lactose, 4 x 120 g",,1.99,4.15,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6208D58EB4ADB7DBE2D23DC13048F924.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
46714,5604260318742,,PorSi,Papel higiénico branco folha tripla,12 rolos,3.79,3.79,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/302F6B4FE48393BA7E5D666ED55E249B.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
8384,5601049133992,1000.0,Mimosa,"Leite uht magro, embalagem de 1litro",,0.89,0.89,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/128AB814EBA9C0783B386EB2E0A38CC9.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8C350978140C257D0AAD7365CD133F0C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B9BED9F397071733FB4D36CBE39ECDBA.jpg,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
10095,8435257040899,640.0,Nestlé,"Iogurte líquido yoggi morango, embalagem de 4 x 160g",,1.99,3.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BCBB1C4518CDF8045B46EB41CD173E54.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
10509,8435250297955,256.0,Nestlé,"Iogurte mix in smarties baunilha, embalagem de 2 x 128 g",,2.09,8.16,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5355941DC0922592DB9EDB46788FEE19.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
10859,3023290400395,230.0,Nestlé,"Iogurte mix in kit kat, embalagem de 2 x 115g",,2.09,9.09,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/46A338E8D7EAC63B8EF63808F7DF5998.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
11403,5411188100324,500.0,Alpro,"Yofu com pedaços de mirtilo, embalagem de 4x125g",,2.54,5.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/959AD6E1E1A4574CF66E1AABCA7D1047.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
12892,2892508000000,400.0,Legumes,Beringela,1 un=400 gr (aprox.),0.8,1.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5B7B3A896213DE67893050A67A6D9D9B.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
1331,5601165006255,259.0,Calvé,"Molho de alho, embalagem de 260g",,1.94,7.49,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/250292652676F63A9916D46B501BCEC4.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F13F0DF96776682A865C5AC21E8DB42.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F13F0DF96776682A865C5AC21E8DB42.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F13F0DF96776682A865C5AC21E8DB42.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F13F0DF96776682A865C5AC21E8DB42.jpg,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
13894,2891044000000,1000.0,Porco,Entremeada sem Entrecosto,Vendido ao peso a partir de 1 kg,4.88,4.88,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/033DDCE7C7F9A9CD99F0A4BEB2F74462.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
14202,5604260273942,500.0,PorSi,Pao brioche fatiado,Embalagem 500G,2.79,5.58,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC79C0DA633B2DF5CA7AC0982CBE9A64.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
14862,2696029000000,70.0,Padaria,Carcaça Rústica 70 g,,0.18,2.57,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6A03940B6FE85C788180114F1E701715.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
15052,2892600000000,200.0,Legumes,Tomate Alongado,1 un = 200 gr (aprox.),0.32,1.59,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/38D21D4EBC59DA4208AABB9D11AF0901.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
15060,2892453000000,1000.0,Programa Origens,Abóbora Butternut,1 un = 1 kg (aprox.),0.99,0.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B52C2C8A1B11C26BA2F358A3355C1A17.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
15156,2892099000000,500.0,Fruta,Papaia Avião,1 un = 500 g (aprox.),2.0,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/103067E524772C956478A94460D63E34.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
15577,5604260279166,125.0,PorSi,Framboesa,Embalagem com 125g,1.99,15.92,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B88FD29FAEF1BF8CB6DEB86AC94C2B60.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
26091,7613036115575,550.0,Nestlé,Cereais estrelitas,Embalagem de 550g,3.49,6.35,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/90505B63FB20AF187537F3B46DDB9B86.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
27629,5604260282845,500.0,PorSi,"Iogurte naturea natural,  4 x 125 g",,0.73,1.46,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4C81FD0AD483BCDBB41B470432B5F2B0.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
35749,5603722509667,800.0,Mimosa,"Leite bem essencial chocolate , embalagem de 4 x 200 ml",,1.69,2.11,800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/66BA85F80F98E7331B63BC3D4684C6AC.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
37808,5604260301102,,PorSi,Fralda cueca T5 - 12 a 18 kg,20 unidades,4.69,4.69,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4AD0583238D4578F6A92756D29B28A77.jpg,,,,,2025-02-06T23:59:59.999999999Z,AC,25.0,PCT,STANDARD,2025-01-30T00:00:00Z,99.0,1.1725,12,1
38291,8410436343527,1100.0,Sonasol,"Lava Tudo Desinfetante, embalagem 1,1l",,2.79,2.54,1100,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3BCE9789D68C09F6CE19611FDEABB947.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
41719,5604260303793,90.0,PorSi,Saqueta de puré de fruta | maçã + banana,90 g,0.64,7.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2E481D69677BD2CA4465286377A9A6E3.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
47034,8714100827666,160.0,Knorr,"Caldo galinha receita económica, embalagem de 160g",,1.29,8.06,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/54D2297B42302C9BEB14DE9BF8F6F3CF.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
483,3033710046645,400.0,Nestlé,"Fruta para bebé maçã manga +6 meses, embalagem de 4 x 100g",,2.09,5.23,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B957252E4468B4428B54FDF0DEC950C2.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
49225,5604260322657,90.0,PorSi,Saqueta puré de fruta,Embalagem de 90g,0.64,7.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F26EB3AA594068D55AC2A50A60DEDC46.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
49463,8445290250322,600.0,Nestum,Flocos Cereais Mel,Embalagem de 600g,3.49,5.82,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4A0A62606AC144021ED115E1FAB3D0CE.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
49623,5604260320561,800.0,PorSi,Sopa de Legumes,800 g,2.49,3.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FF3B6724D3B5C254550A716F73EB1264.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
5005,5601028000338,,Renova,"Guardanapos brancos, 33x33cm, 2 folhas, 90 unidades",Uma embalagem,1.24,1.24,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9F219BE4431DFB73ED0C83D11864E280.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
50405,8445290489173,900.0,Cerelac,"Papa Infantil 12 meses, 900g",,5.48,6.09,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/79C2E535CBAB06EFF8E7EE2B8A2191BC.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
52164,5604260328505,1050.0,PorSi,Polpa de Tomate Tetra,Embalagem de 1050g,1.99,1.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1BEE8FE796772FFF7D13A8A9DE5E3423.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
5244,5601151510759,845.0,Compal,"Feijão encarnado, lata de 850g",,2.09,2.47,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DE636824D87F41FA8614ED32FEFF81FF.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
7105,2894508000000,100.0,Primor,Bacon Extra,"Vendido ao peso, fatiado a partir de 100 gr",1.2,11.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BE4896B3454C5EEBE0D9BE9663BD4C36.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
8520,5601119956490,120.0,Nobre,"Fiambre perna extra finissimos fatiado, embalagem de 120g",,1.99,16.58,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/15C8ADF2CEDA2C19A63D893348F1D7F5.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
8537,5601119957206,120.0,Campofrio,"Peito frango forno lenha fatias clássicas, embalagem de 120g",,2.39,19.92,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A5EDB423B7786C27645C35469FF56E84.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
9293,5603722493942,250.0,Primor,Manteiga pasteurizada com sal cuvet,Embalagem de 250g,2.09,8.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F3F4D9FDF2A69DC31DE35D801759C2EE.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
9315,5603722509544,1000.0,Mimosa,"Leite 0% lactose magro, de 1l",,1.14,1.14,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0350D0DE44A653A9AB01722B06443E94.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC5219EC1E15E09529E323B7D196FADA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC48BFFA4281D8016E9FB40168ED4485.jpg,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
9689,5604260270569,1000.0,PorSi,Leite uht dos açores meio gordo,Embalagem de 1 l,0.87,0.87,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0A3AA54822C30F0497B3ACA5DD5DF689.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
9724,5604260272532,500.0,PorSi,"Iogurte sabor a morango,  4 x 125 g",,0.74,1.48,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/912FA37FF8F13435726C70A7B4577F9A.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
