identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,avantages_dateFin,avantages_categorie,nro_paginas,page
35889,5601151974070,1750.0,Seven-up,Refrigerante de lima limão - free,Garrafa de 1.75 l ,1.59,0.91,1750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/72AD0374BF19555565AEB7078108FD9C.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
9293,5603722493942,250.0,Primor,Manteiga pasteurizada com sal cuvet,Embalagem de 250g,1.99,7.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5B98CBCDF9DE77B1D84C2C6375C3439D.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
10094,8435257040776,640.0,Nestlé,"Iogurte líquido yoggi banana,  4 x 160 g",,1.99,3.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7A1039A34E2D3851553F65DFE7093FB2.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
11987,5604055112821,2500.0,Fastio,"Água mineral sem gás, garrafão de 2,5L",,1.09,0.44,2500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D9740D5BDF13334ECF645314730F56EC.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
1293,5601151398104,630.0,Compal,Pack de 3 embalagens de polpa de tomate,Embalagem de 630g,1.49,2.37,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2F7BD591A6A78BA4615EC03A19AC4973.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
26091,7613036115575,550.0,Nestlé,Cereais estrelitas,Embalagem de 550g,2.49,4.53,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C94C2BEBB47FF1CA98FCF1DC9BAD855D.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
27489,8434165466395,168.0,Cuétara,Bolacha tosta rica choco guay,Embalagem de 170g,1.69,10.06,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DEDEA09A4AED851A280232AF3C2BFB2A.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
40925,8710522652138,240.0,Calvé,Maionese,Embalagem de 240g,1.59,6.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BAE5DB5E204D247526D3D3D4E5D5A52E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8E23B17512BCD2C444A6228885CC4217.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8E23B17512BCD2C444A6228885CC4217.jpg,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
973,5601024105020,1000.0,Fula,Óleo alimentar,Embalagem 1L,2.02,2.02,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/82D3E88293E42CC5B178C569AA9B57E6.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
11523,5601051410029,250.0,Primor,"Manteiga com sal, 250g",,1.99,7.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5E7E0622B0F1F3C827A5445EBDA354EF.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
11656,5601195510128,1000.0,Pedras Salgadas,Água com gás limão,pack 4 x 0.25 l,2.19,2.19,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9870F7D10B9ED7376F5917B0306BAC76.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
13523,2893515000000,250.0,Peixaria,Lula Congelada,1 un= 250 gr (aprox.),1.17,4.69,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2B7BBDC4CDC3C912C9CD2FEC6D3B682.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
13869,2891126000000,1000.0,PorSi,Coelho inteiro,Vendido ao peso,6.49,6.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/52C51860E551A8D97DAB91398A81FDB2.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
1709,5604055111060,6000.0,Fastio,"Água mineral sem gás, garrafão de 6L",,1.69,0.28,6000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6DC4524795A66E05CC84F206F41E7F8C.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
30168,2696660000000,80.0,Padaria,Cacetinho de Trigo,80 g,0.2,2.5,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/061A32F66C5467484869F7F4ECEA0767.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
3069,3250391563791,,Domédia,"Fita adesiva transparente com despensador, 25x19",1 unidade,1.29,1.29,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/72055CC991E57DC7574D0019DAAF0A00.jpg,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,9,1
31516,8435257039107,1440.0,Nestlé,"Yoggi liquido morango,  8x160g",,3.89,2.7,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1FDD60617CEBA746EBEE60AECF62B13.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
35705,3021768203615,360.0,GoGo Squeez,Conjunto de Saquetas de Fruta Maçã e Morango,Embalagem de 4 x 90g,2.88,8.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/842A4A936793A68E3BEB92BD80487C2F.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
38557,5601027004764,315.0,Manhãzitos,Manhãzitos® planetus 9x2 un.,Embalagem de 315g,2.89,9.17,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9668562796F86C61BB4FA95BDBF9C111.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
405,8712566410910,280.0,Calvé,Ketchup,Embalagem de 280g,1.84,6.57,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D7E099A6ABAECF4C5D06260734A2C975.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0D7B165FF00CA45BD8F6AC077E3CA1EC.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0D7B165FF00CA45BD8F6AC077E3CA1EC.jpg,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
49084,5604260323562,300.0,PorSi,8 rissóis de carne,Embalagem de 300g,1.15,3.83,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/217225786E9180EDB8CCAEEA81B08902.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
978,5601024134136,750.0,Oliveira da Serra,Azeite,Embalagem de 750 ml,4.99,6.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4618FCD27F27BDBAA8CF1CDC30F2EFF5.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
991,5601029004090,120.0,Bom Petisco,Atum posta em azeite,Embalagem de 120 g,1.69,14.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/40ABAA5E8C339E4103EB73DD68903264.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
10597,8712100326356,360.0,Olá,Gelado fizz limão,Embalagem de 6 x 60 ml,2.99,8.31,360,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B7E16F17B7B06D43C1CACBF7F0F7DC5A.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
11471,5601029004076,120.0,Bom Petisco,Atum posta ao natural,Embalagem de 120 g,1.29,10.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3740C19A3967CA1D1D99F6625E0A4BA4.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
11496,5601049213991,200.0,Mimosa,Nata uht,embalagem de 200 ml,0.84,4.2,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/887C5343F4688DBB2FEDBF4E6D25399A.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
11641,5601180001020,1000.0,Vigor,Leite pasteurizado meio gordo,Garrafa de 1 l,0.98,0.98,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/27E81D9C59177D8FE66A1E22F472A238.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
11688,5601244202318,200.0,Terra Nostra,Queijo flamengo em fatias,Embalagem de 200g,2.19,10.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1AC37D1F5312990D8FFDE85110EEAFAE.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
13095,2893071000000,100.0,Peixaria,Carapau Pequeno,1 un = 100 g (aprox.),0.3,2.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A6FA4A5C89011F3F27A60AD959FD9913.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
14858,2696002000000,250.0,PorSi,Baguete,250 g,0.44,1.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8311AC325D7D7C5FB5753C9B337353B0.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
15052,2892600000000,200.0,Legumes,Tomate Alongado,1 un = 200 gr (aprox.),0.3,1.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8D39F3A81A54F88B7EA7E58898AD3AD6.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
15955,7613032408794,90.0,Purina Gourmet,Comida húmida para gato duplo prazer com peixe do oceano,Embalagem de 90g,0.69,7.67,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DBE7166FBADAD4BECDB0C2B9DB9A4BC4.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
16365,5604055112005,1000.0,Fastio,"Água sem gás, garrafa de 1 l",,0.47,0.47,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4C770528107ABCD7FCD46700399F62BE.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
1684,5602711107495,500.0,Rar,Açúcar mascavado claro,Embalagem de 500 g,1.79,3.58,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4C2EEB3F1401F2B3A5F30214936B9FC1.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
17969,8410104156695,,Air Wick,Recarga ambientador elétrico delícias de verão,Embalagem de 1 unidades,3.59,3.59,1,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/89EB6F6E8C7C8305CF7EAE80C39CA640.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
19414,5601028024716,,Renova,"Papel Higiénico Puríssimo 3 Folhas, embalagem c/ 12 rolos",,4.99,4.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6242763EE156B95E7FFD25754BFAE64B.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
20967,5601027002593,175.0,Manhãzitos,5 manhãzitos choco chips,Embalagem de 175 g,2.24,12.8,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0AAF2F344E6BB2E2CE72DDB89E9BE7D6.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
21767,7613035487871,90.0,Nestlé,Fruta para bebé multifrutas +4 meses,Embalagem de 90g,0.74,8.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/59D3B6826D610DDEB0688A4041A5FB71.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
2474,7613032408602,90.0,Purina Gourmet,Comida húmida para gato duplo prazer com vaca e frango,Embalagem de 90g,0.69,7.67,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/96D993E9EEE0A797DBA50ACE06B2467D.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
26772,5449000106186,3500.0,Coca-Cola,Refrigerante c/ gás,pack 2 x 1.75 l,3.68,1.05,3500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1D4EC82F15980642AA3BE6E246545A05.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
28572,8434165484054,240.0,Cuétara,Tosta rica mini go,Embalagem de 240g,2.09,8.71,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5A734A2EA3B70D54F3B8AB905B577E94.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
28583,8006540876213,385.0,Pantene,Champô Caracóis Perfeitos,385 ml,3.89,10.1,385,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0B37A3422C290D74458F14C6AA3B3486.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
29280,5601897500014,,Matinados,Ovos de Galinha ao Ar Livre Classe M/L,6 unidades,1.49,1.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3048326652357C5FCFB75D3FB01965D7.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
38049,8001841361079,340.0,Fairy,Detergente liquido para loiça limão,Embalagem de 340 ml,1.99,5.85,340,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BED1AA3039C8B605B08FD8155BD78E2E.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
41874,8718951313316,75.0,Colgate,Pasta Dentífrica Cool Mint,75 ml,1.99,26.53,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/95E99633062C9804102696C315945CDF.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
44702,5053990155354,175.0,Pringles,Pringles sour cream & onion,Embalagem de 175g,2.39,13.66,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CAC75B605C8B7B46C574BB916C039D54.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3743B152C095FACA5BB155343DC8A7EE.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3743B152C095FACA5BB155343DC8A7EE.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3743B152C095FACA5BB155343DC8A7EE.jpg,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
448,8722700752943,2000.0,Lipton,Ice tea de manga,Garrafa de 2 l,2.39,1.2,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D8A7BBA271F5B46B5DC4031B0621A8E9.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
4683,5000116102112,280.0,Iglo green,10 douradinhos vegetais,Embalagem de 280g,1.99,7.11,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CF300CAA0C70616DE6934C4966C13EB3.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
49085,5604260323555,300.0,PorSi,8 rissóis de camarão,Embalagem de 300g,1.09,3.63,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D126C42EDA26B0D368147D17B093DA22.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
49893,2892734000000,250.0,Legumes,Tomate Azul | categoria: II,Vendido ao peso,0.62,2.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9F3343679FE035AA43D2E490A8855662.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
50624,5603722520969,200.0,Mimosa,"Nata Culinária Sem Lactose, 200 ml",,0.99,4.95,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/050D19427AA010B013CA63696314E26F.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
52786,5900020043481,310.0,Nestlé,"Cereais Protein Fitness 0% Cacau, 310g",,2.89,9.32,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2A0913D3F7A8C1ACF4039A186AC2CD5.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
5844,5604260129010,500.0,PorSi,"Detergente manual de loiça, ultra limão",Embalagem de 500 ml,1.29,2.58,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F5812DB73A356DF41E76F00AC1B3D632.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
7105,2894508000000,100.0,Primor,Bacon Extra,"Vendido ao peso, fatiado a partir de 100 gr",1.2,11.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/11A9EC567F982E26800D8DF9E4043FCC.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
8413,8410500008932,600.0,Actimel Danone,"Actimel morango, 6 x 100g",,2.89,4.82,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F6EB1A175778A171D463316E7A3FAC27.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
8416,5601050029345,1200.0,Actimel Danone,"Iogurte actimel morango, 12 x 100 g",,4.69,3.91,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5FAD8A5314ADD212D31505EDB76818D0.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
10232,8410436188609,50.0,Sonasol,Bloco Sanitário Poder Activo Aqua,Embalagem de 50 g,1.98,39.6,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/50CBADEAE822D7F4A14374FD8B23CC0B.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
10509,8435250297955,256.0,Nestlé,"Iogurte mix-in smarties baunilha,  2 x 128 g",,1.99,7.77,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4FC6F733C531A7A948940F213F0E604D.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
10512,8435250439577,232.0,Nestlé,"Iogurte mix-in nesquik,  2 x 115 g",,1.99,8.58,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B4A9B3F7F589CA090A23F817C058A787.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
10513,8435250439591,236.0,Nestlé,"Iogurte mix-in chocapic,  2 x 118 g",,1.99,8.43,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0789BA3D2E6EA8E7B9EBDD728E77A7C3.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
10842,2895207000000,250.0,Santiago,Queijo 3 Igrejas Cura 2m Pimentão,Vendido ao peso a partir de 250 gr,3.0,11.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2F11F4EC63EB49EF2522FB61028743A0.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
11464,5601018003400,1000.0,Matinal,Leite Seleccionado Meio Gordo,Embalagem de 1L,0.98,0.98,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2D40D4EB6EAF6BEF7329493925CCD97C.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
11524,5601051420028,250.0,Primor,Manteiga sem sal,Embalagem de 250g,1.99,7.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2FFA6A89B700950590104B0F7BA500E.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
11640,5601180000993,1000.0,Vigor,Leite pasteurizado gordo,Garrafa de 1 l,0.98,0.98,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D35A2632D9FCF31B32BD4205099C2552.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
11685,5601244202042,150.0,Terra Nostra,"Queijo flamengo, ralado",Embalagem de 150g,1.49,9.93,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D57397560EC0A59BBB96B5304E9DEE30.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
11959,5603722504945,200.0,Mimosa,Nata para culinária ligeira,Embalagem de 200 ml,0.84,4.2,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A0377F70E8B13E785737B9E790570BDE.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
12314,8008698003947,200.0,Schar,Bolacha maria sem glúten,Embalagem de 200 g,2.44,12.2,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA060C59F05391509889DE0F10C1384D.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
12471,8435257040868,640.0,Nestlé,"Iogurte líquido yoggi morango/banana,  4 x 160 g",,1.99,3.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/93A52C02113750956F92B7DD59810765.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
1270,5601151023150,500.0,Compal,Polpa de tomate com cebola e alho,Embalagem de 500g,1.39,2.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D455823659AE027A7D3A2F64537EA4D9.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
1281,5601151136140,1000.0,Compal,Nectar vital equilibrio ananás/coco,Embalagem de 1 l,1.49,1.49,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2353850FA900673F4C3B08C535F9375F.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
1310,5601151979969,140.0,Compal,Compal da horta concentrado tomate,Embalagem de 140g,0.99,7.07,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9A5812864404A787E39139B51FC70102.jpg,,,,2024-09-11T23:59:59.999999999+01:00,PROSPECTUS,9,1
